gene	leave_one_out_ARI	importance_drop	panel_size	mean_subset_ARI
DUSP4	0.6895749319334737	0.31042506806652626	30	0.7074233683645311
DUSP4	0.6895749319334737	0.31042506806652626	40	0.747103197755042
DUSP4	0.6895749319334737	0.31042506806652626	50	0.7739057481506258
NKX2-1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
NKX2-1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
NKX2-1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
DUOX1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
DUOX1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
DUOX1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
THRB	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
THRB	0.7276638973404095	0.2723361026595905	40	0.747103197755042
THRB	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
TSHR	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
TSHR	0.7276638973404095	0.2723361026595905	40	0.747103197755042
TSHR	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
SLC5A5	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
SLC5A5	0.7276638973404095	0.2723361026595905	40	0.747103197755042
SLC5A5	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
DUOX2	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
DUOX2	0.7276638973404095	0.2723361026595905	40	0.747103197755042
DUOX2	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
SPRY1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
SPRY1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
SPRY1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
DUSP6	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
DUSP6	0.7276638973404095	0.2723361026595905	40	0.747103197755042
DUSP6	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
SPRY4	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
SPRY4	0.7276638973404095	0.2723361026595905	40	0.747103197755042
SPRY4	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
CDH2	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
CDH2	0.7276638973404095	0.2723361026595905	40	0.747103197755042
CDH2	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
CD274	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
CD274	0.7276638973404095	0.2723361026595905	40	0.747103197755042
CD274	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
IDO1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
IDO1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
IDO1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
FOXP3	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
FOXP3	0.7276638973404095	0.2723361026595905	40	0.747103197755042
FOXP3	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
ZEB2	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
ZEB2	0.7276638973404095	0.2723361026595905	40	0.747103197755042
ZEB2	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
PTEN	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
PTEN	0.7276638973404095	0.2723361026595905	40	0.747103197755042
PTEN	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
ATM	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
ATM	0.7276638973404095	0.2723361026595905	40	0.747103197755042
ATM	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
VIM	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
VIM	0.7276638973404095	0.2723361026595905	40	0.747103197755042
VIM	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
MSH2	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
MSH2	0.7276638973404095	0.2723361026595905	40	0.747103197755042
MSH2	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
ZEB1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
ZEB1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
ZEB1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
AKT1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
AKT1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
AKT1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
TP53	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
TP53	0.7276638973404095	0.2723361026595905	40	0.747103197755042
TP53	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
PHLDA1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
PHLDA1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
PHLDA1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
THADA	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
THADA	0.7276638973404095	0.2723361026595905	40	0.747103197755042
THADA	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
HLA-DRA	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
HLA-DRA	0.7276638973404095	0.2723361026595905	40	0.747103197755042
HLA-DRA	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
CD8A	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
CD8A	0.7276638973404095	0.2723361026595905	40	0.747103197755042
CD8A	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
SNAI2	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
SNAI2	0.7276638973404095	0.2723361026595905	40	0.747103197755042
SNAI2	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
TWIST1	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
TWIST1	0.7276638973404095	0.2723361026595905	40	0.747103197755042
TWIST1	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
MMP9	0.7276638973404095	0.2723361026595905	30	0.7074233683645311
MMP9	0.7276638973404095	0.2723361026595905	40	0.747103197755042
MMP9	0.7276638973404095	0.2723361026595905	50	0.7739057481506258
FOSL1	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
FOSL1	0.7470675286689261	0.2529324713310739	40	0.747103197755042
FOSL1	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
ETV5	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
