cancer	n	label_auc	dia_auc	identifiability
THCA	392	0.9911807292352245	0.9911807292352245	1.0
LUAD	236	0.9721864342553999	0.9721864342553999	1.0
COAD	372	0.902649359886202	0.902649359886202	1.0
