lambda	DIA_AUC	identifiability
0.0	0.96875	1.0
0.1	0.96875	1.0
0.2	0.9722222222222222	1.0
0.30000000000000004	0.96875	1.0
0.4	0.96875	1.0
0.5	0.96875	1.0
0.6000000000000001	0.96875	0.9938618393674573
0.7000000000000001	0.96875	0.980649188514357
0.8	0.96875	0.9537037037037036
0.9	0.96875	0.7725759467332501
1.0	0.96875	0.257698709945901
