sample_id	cluster	Hallmark_EMT	Hallmark_Hypoxia	Hallmark_Oxidative_Phosphorylation	Hallmark_TGF_beta	Hallmark_Inflammatory_Response	Hallmark_E2F_Targets	Hallmark_G2M_Checkpoint	Hallmark_Apoptosis	Hallmark_MTORC1	Hallmark_Interferon_Gamma
TCGA-ET-A39N-01A	DM2	5.606620982786777	6.055222918814978	6.8812670238952975	6.188918927805842	2.182673464714382	4.454159594459211	3.5013982629325	4.732828591985165	5.660899917953597	5.8834661728883315
TCGA-E8-A416-01A	DM2	6.268512744260617	6.2741993762842005	6.5287126121229875	6.275455571551443	3.7292702778545275	3.1570605187479406	2.270768124908079	3.8352092513560834	5.018073318631206	6.45745686139766
TCGA-KS-A4ID-01A	DM1	5.353206715426157	6.216031755844301	6.388704758768383	5.930689970464651	3.2370942125632487	4.367950697276679	2.854294333499616	4.803824731159229	4.970498366317433	8.218323956591131
TCGA-DJ-A13U-01A	DM1	5.4454527832291735	6.482473546385459	6.3720215744282775	6.42458897846093	3.334651106806033	3.945254777072146	2.1518410029969433	4.208085602659783	5.395018980435701	6.716245463906481
TCGA-EL-A3T2-01A	DM2	4.458947349434061	6.413262927446793	6.0012534495785514	6.412588533753184	2.9600540655897936	2.82405613233193	1.9710545993808053	3.74827807321177	4.889626529141393	5.826056710526536
TCGA-DE-A4MA-01A	DM1	5.374068059303193	5.902826861686495	6.999965392939818	6.423395451830706	2.684564559541775	3.4532707141547485	1.7230364803536518	4.3213755451606435	5.009759933216806	6.115307074363505
TCGA-DJ-A2Q0-01A	DM2	4.824301251103266	6.526936293276364	7.692801970272476	5.647291926547985	2.0286180090864603	4.052145627541509	2.7943715326223173	3.366190026019139	5.542590294290974	5.589149755824225
TCGA-EL-A3T6-01A	DM1	5.772619171114551	6.668814703856218	6.2219941769176925	6.64960028261607	3.8405056809376137	4.460070764600675	2.9317971685654856	5.108017103363247	5.0507379827964245	8.448551587551018
TCGA-EM-A3O8-01A	DM2	4.523374353223326	6.404826796875534	6.5367348917913874	6.2061859370591534	2.0832000392282013	2.8355783004787356	2.1075284971852626	3.194214518498685	4.946780328449059	5.231411095919222
TCGA-DJ-A2Q2-01A	DM2	5.796870533023791	6.592624305998025	6.549208582006384	6.962337544598787	3.357266308731443	3.7077847561546355	2.6633814444972868	3.659241728649213	5.331358559051177	6.631967957410488
TCGA-BJ-A0ZG-01A	DM2	5.345659478037992	6.381320565358858	6.269321259574813	6.143094518874087	2.8506179422145155	3.0072762066397254	1.6319148200574798	3.5603568493713964	5.165321208934224	6.220753332218029
TCGA-EM-A2OW-01A	DM2	5.205535025462815	6.318129681765508	7.039141458806544	5.677386037647012	2.540357378563099	2.989917298024234	2.392063639608217	3.405400577060092	4.9397279906963085	6.011813821006974
TCGA-BJ-A3F0-01A	DM2	5.540816234678972	6.4552751902373435	6.751285122157551	5.867511754590665	1.8816962382662845	3.6370483315267443	1.6696451711197249	4.005159680400104	5.123200020093366	5.944562135635069
TCGA-EL-A3CY-01A	DM1	7.51095960491797	6.643779863157171	5.896292813996077	7.64909691312451	5.936813125013635	4.304100403646065	3.3524542009428666	5.226411568866015	5.128641544962431	7.892167905843906
TCGA-EM-A3AQ-01A	DM1	5.237425812392571	6.467204699434393	6.715205530230378	6.399386789668016	3.3747032139620354	3.240908623862834	1.8029329257552942	4.269957639061585	5.001996794276199	6.07031925806759
TCGA-J8-A4HW-06A	DM1	6.235184431225115	6.907234306337084	6.1313252725170075	6.8333010795337525	4.090354076026075	4.525417981509456	3.244281730883288	5.1463286102955434	5.258420784002584	6.696875404628778
TCGA-J8-A4HW-01A	DM1	6.069344298918811	6.714109513883892	6.321997504347248	6.802724355288114	2.9293307802246398	4.145878153622369	2.7905718724330333	4.768779553238591	5.112923311094332	5.832622465593092
TCGA-BJ-A291-01A	DM2	4.7877811250483795	6.740579106602008	7.310664734664646	5.322398081170541	2.122336470448247	2.5189462944574563	1.5526544907092668	3.280659570656905	5.008281663716189	6.548512654752647
TCGA-CE-A3MD-01A	DM1	6.141940908293185	6.589492196593965	6.6063867058038825	6.537027606441058	3.3442232120683806	4.340545525340973	2.5652819858051688	4.691286033009166	5.048322033539891	7.928888420517827
TCGA-EL-A3ZN-01A	DM1	6.040696329927377	6.578604067832997	6.6108244728474865	6.776174750819157	3.353724311356992	2.6497932656439644	1.9037122104646411	4.251851722529778	4.93468295614356	6.395798613793261
TCGA-BJ-A2N9-01A	DM2	4.114929319847356	6.244226614853956	7.428689480989999	5.427143144699266	1.9277851787845002	3.808045081207952	2.5516651719824996	3.316464438516304	5.203274937659645	7.3212083922912585
TCGA-DJ-A4UP-01A	DM1	5.8559869301878145	6.563617387188214	6.228566436437877	6.780082510457315	4.291664754327334	4.481622252294912	3.128844134979182	4.681025951128108	5.0893495311623855	7.425289464898922
TCGA-E8-A44M-01A	DM1	5.887039939655288	6.67844595867399	6.2254168931526515	6.451123463260446	2.978780974655211	4.158041737417403	3.2989375767074587	4.559284536057071	5.018846794436853	9.14195017578588
TCGA-EM-A3O6-01A	DM2	5.178206623619535	6.504806636919204	7.327324176303404	5.387322663316725	2.1158833173571305	3.5416419450527266	2.7970068847458016	3.253852566967479	5.216477419838841	5.748642465732556
TCGA-EM-A4FH-01A	DM2	4.86485636776861	6.560108865976238	6.825980717361823	5.633582274549214	2.112195078706255	2.9043959776012245	1.9071865930358616	3.4543027462702365	5.22871551307135	5.61267235024612
TCGA-FY-A40N-01A	DM2	4.63889170713801	6.677944956564561	6.383559499174275	6.17665963845847	2.6906301239534036	3.2378826016761795	2.063528704175466	4.045853871765574	5.093005581304123	7.257499982869065
TCGA-FY-A3WA-01A	DM2	4.353010140366572	6.545630084630109	5.80582186189913	6.292408709348602	3.019314912920028	2.5332526469288585	2.0539240208701317	3.5439203163171924	4.832731755644111	6.336286798414642
TCGA-ET-A2MX-01A	DM1	4.766889551590948	6.187736956929578	6.9013201774094854	5.846452418450403	3.0481075371850044	4.24457822525284	2.9486780181872576	4.5035022727061	5.265563723676965	5.866324764821544
TCGA-FY-A3I5-01B	DM2	5.784582697706694	6.188309175135996	6.4422396471256915	6.370419654580802	3.5545173000177046	3.2595369325876002	2.459782776922423	3.8279801360753765	5.280050800949561	6.416588438833492
TCGA-EM-A2OV-01A	DM2	4.620323766938158	6.482146279136971	7.072485249744612	5.528174640357101	1.850530405982467	2.821077430363523	1.890874393460301	3.2735588025743136	5.0161487253775965	6.0101249899543925
TCGA-EM-A3AI-01A	DM2	5.392104305829419	6.521420397439482	6.654754620675097	5.558776796522017	2.0043768840008664	3.404264826653299	2.766238892192029	3.5409647999688385	5.2082492196398995	5.347187724380128
TCGA-FY-A4B0-01A	DM2	5.582885419196541	7.02893716376696	7.106606322246254	6.403150900503571	3.5280592179241865	3.8230781250056447	3.3130745002528874	4.40152583626633	5.215321641824114	5.832983355260254
TCGA-FY-A40M-01A	DM1	4.700593620288733	5.74002487510733	6.503487502443211	6.23865203006677	2.5576022318558027	3.9843418268740485	2.3548258439707577	4.889067040686953	5.227903305191712	5.560496053168906
TCGA-ET-A4KN-01A	DM1	5.653378103375071	4.833201007919614	6.908130736046144	5.543781157890578	2.1290810862013285	3.2632572793632297	1.0503254221856646	3.5315086639069855	4.249142206224534	7.3834458284924285
TCGA-ET-A40P-01A	DM1	5.303355342235767	6.574251165478223	7.173464397195089	6.503887100588186	3.741817570345393	3.605242788937912	2.1924428006692738	4.28635454972163	5.051068561326808	6.832588071434706
TCGA-FE-A22Z-01A	DM1	6.927920035029719	6.544449113551899	6.037990041165215	7.250568896876165	3.536556803912006	4.435401750004468	3.154984027883551	4.264263189295867	5.255972798087304	5.694000412708273
TCGA-FK-A3SG-01A	DM1	5.789357266338598	6.737339438692129	6.665965775719415	6.883443353371903	5.001931559087274	4.029880587955042	2.3952387763447236	4.745354406995605	4.97529097337711	6.742299530404894
TCGA-EM-A22Q-01A	DM1	4.14789385993561	5.569961081431248	7.577308736695291	5.525944682803204	1.276643355058479	3.143840340029805	1.3124799284188318	3.300355905045407	4.760985471640885	5.174364838590356
TCGA-DE-A4MC-01A	DM1	6.299984896757634	6.580365559632326	6.136156235973703	6.748244389554217	3.585350889591754	4.367391472384865	3.230731784491986	4.917033863229782	4.946919817487876	7.45350864929967
TCGA-DJ-A13S-01A	DM2	4.214048526868853	6.4286177014921995	6.427603449970827	5.8506333222485045	2.2417159628934074	4.684922270625806	2.573212476840445	4.121266542778823	5.07790845186921	5.65597441318445
TCGA-EM-A3SY-01A	DM2	4.486880016348989	6.315101131851327	7.551784158923648	4.493857203532815	2.1165328586762433	3.777964666379869	2.463421675510878	3.5012842772399484	5.092309376382601	5.831037380739985
TCGA-EL-A3TB-01A	DM1	5.422512957237922	6.767146432637667	6.54191619218815	6.5991045800809065	3.5061809534723167	3.770649745929863	2.1781160471642744	4.226361022574965	5.111825594422161	6.77275983911903
TCGA-BJ-A45C-01A	DM2	4.800307372306985	5.805640175882722	6.558616676225366	5.65195583408096	1.8488872884078906	2.877664066045682	1.8003341170957785	3.5156076874761095	5.172057892736398	5.7007931035906285
TCGA-DJ-A2PX-01A	DM1	5.883170598726064	6.735831464386297	6.340963306099966	6.659070990720376	2.9492857697695283	3.7790885579444717	2.892064409985308	4.424832955033032	5.109897474327952	7.674581651852408
TCGA-EL-A3ZS-01A	DM1	6.539852207788449	6.741649666131537	6.272498287594355	7.168158750869173	3.624178596103735	4.017988489293418	2.8843067468204646	4.86255544798754	5.1443739098877534	8.20169333272642
