covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
cluster_bin	-0.29711580318245634	0.7429579704826611	0.8128841196240154	-1.8903394012500756	1.296107794885163	0.15102054357583947	3.655042769903144	0.0	-0.3655081899248835	0.7147320944276525	0.4845255221841954
age	0.16183504637073548	1.1756662949032084	0.04840878047309359	0.0669555801079662	0.25671451263350475	1.0692479812398197	1.2926760313998933	0.0	3.3430928188882203	0.0008285018277013806	10.23720749946807
sex_male	0.1251024010978153	1.1332644946536996	0.827432430057035	-1.4966353614544308	1.7468401636500612	0.22388217690878165	5.736447771659708	0.0	0.15119349514641575	0.8798230814306689	0.18471464523199782
stage_high	1.205893904718469	3.3397431562937907	1.1664109748545497	-1.0802295971687033	3.4920174066056413	0.33951756442392705	32.85215705684167	0.0	1.0338499300118835	0.30120632545438664	1.7311760273813306
