gene	log2fc_dm2_vs_dm1	pvalue	fdr	rank_score
DIAPH2-AS1	-0.05115886099951493	3.651276383103928e-08	3.8603263384942454e-07	-0.3804968573553557
MRPL23	-0.22752323455227152	0.021261295895505943	0.05820019265319211	-0.3805121937553728
CALML5	-0.11973507945596268	0.0006571042302469843	0.00282923046707621	-0.38104081437023085
TMIE	-0.19966840596435986	0.012292976959917797	0.03666744796011042	-0.38143512814822156
ZNFX1	-0.1787116920343692	0.0073234408931412915	0.02357261051998656	-0.3816003630223372
LRRC8A	-0.19240870803468013	0.010353370445491623	0.03169152648948004	-0.38191555537790217
AC011495.1	-0.11992389353581201	0.0006445093235025575	0.0027806035175960368	-0.3826496572055601
TMEM200C	-0.23936370188486467	0.02513836009766414	0.06670683526917522	-0.3829012710802451
MAP3K19	-0.06605669797131226	1.597326577632009e-06	1.2203263287459803e-05	-0.3829046704373378
AC091180.4	-0.03777293518925683	7.269546925721023e-11	1.2474359035475052e-09	-0.38296062600002767
LINC00894	-0.26436888592344254	0.035521619968440506	0.08845395250515128	-0.3832046132200876
HMGB3P32	-0.05880951349023769	3.0401250716334074e-07	2.683245339958232e-06	-0.3832679831310454
GRIK3	-0.34433108055206607	0.07704545162307325	0.16475392742574904	-0.3833276066122126
METTL26	-0.21861143995211485	0.017632281002179825	0.04973113678806852	-0.38337702437640114
MIR4432HG	-0.10111523636619411	0.0001615868979161002	0.000806031264870541	-0.3833879089936886
MAP2K1	-0.19741033821643672	0.01140465026354272	0.0344010432492688	-0.38355210509608473
ITPR3	-0.3020991181405108	0.05364469760285929	0.12305057650364189	-0.3838088328879897
RIPK3	-0.2795379672611009	0.0423214070527574	0.10195656546845104	-0.3839285983091206
AC026333.4	-0.07282429333900647	5.297307410047711e-06	3.647891233671134e-05	-0.3842169534761481
PAQR7	-0.1929030526010047	0.010102135600455095	0.031022712761029057	-0.3849547866600978
LINC02562	-0.19028760455049099	0.009480561583992846	0.029405790366295016	-0.38498339963281225
DOCK6	-0.19647754233120462	0.010970334464863972	0.033287771992798386	-0.38505278372730034
AC063976.2	-0.11172517045373284	0.0003556556106208054	0.0016363325102008704	-0.3853367986492063
TRBV21-1	-0.057642836086879166	2.0607740992395016e-07	1.882866068249453e-06	-0.3853982504666967
INTS11	-0.16019797000067815	0.003916191963877047	0.013663434829468517	-0.38561830521751644
TDP2	-0.1408183727678196	0.0018160143544149192	0.00697360309653735	-0.38596636336147977
C2orf92	-0.24699968978339504	0.02737207093622098	0.07147059637824266	-0.3859845239914408
DPY19L2P3	-0.19454232465285903	0.010357460534897216	0.03170127782223028	-0.38611723935946435
PTPRT	-0.23515389947053608	0.022780438040032405	0.06160728418749378	-0.38622568369523264
NOL4L	-0.2096674655343378	0.014257341886399762	0.04153875835042872	-0.38703805576699135
AC137932.2	-0.10242394435407157	0.00016569446579266123	0.0008246100615079195	-0.3872333867007466
MTBP	-0.16273307530596548	0.004167617121837677	0.014436339598492163	-0.387322975670021
GP1BA	-0.22124785477044173	0.017718061112290334	0.04994308682759503	-0.3875341592407237
TNIP1	-0.15460455848224974	0.003112216738475124	0.01118467096358995	-0.3875828314362868
LINC00836	-0.09357762848484741	7.129986716306202e-05	0.0003849447791620782	-0.3880581230511696
AC104758.1	-0.06824333131016025	2.0524397537007005e-06	1.5357778015091644e-05	-0.3881496142729216
AL596218.1	-0.06263764713926477	6.29877272218753e-07	5.228871931394366e-06	-0.38840001855392886
AHI1	-0.20156737779000267	0.011832264891770115	0.035479627556611826	-0.3884066538512358
PARP4P2	-0.0759629985917976	7.676177836329542e-06	5.116923705940844e-05	-0.38853972106480655
THBS3-AS1	-0.14336223371163748	0.0019411609394068968	0.00739699855573977	-0.38878955477879
AL021707.8	-0.07781875236472319	9.886298898441793e-06	6.445492637030795e-05	-0.389480230244505
SUPT20H	-0.2134213670399303	0.014962020592363259	0.04328188119177117	-0.38949607610505615
LRP11	-0.17953314756517513	0.006752441950914861	0.021972866275341292	-0.38968372383385014
TRBJ2-3	-0.0671713440457886	1.5780802863337336e-06	1.2072309279874694e-05	-0.3897194666972299
COL14A1	-0.37531725139793526	0.09153574545861595	0.1876996823572556	-0.3897329157662323
AC005332.6	-0.16467161932286878	0.004287336660823625	0.014803402204720333	-0.3899115042039956
AC104794.5	-0.1554198400563223	0.0030939024926395684	0.01113046609035658	-0.3900250593745817
AC055839.2	-0.29809485458487206	0.04915898284665851	0.1147583393901031	-0.39002644675815307
LINC02354	-0.06613668052576231	1.2600515160138472e-06	9.819760459795926e-06	-0.39018073414962146
FRA10AC1	-0.18056749831559493	0.006904255237710413	0.02241182758195776	-0.39018526670055015
ZNF224	-0.20549835820833495	0.012561975792945818	0.03735767038505379	-0.3906404698764038
NAA80	-0.18595506658557204	0.007910497982416541	0.025193836513314298	-0.39083964783775754
LINC02812	-0.08340881705495368	2.0470975738266096e-05	0.00012450787221244647	-0.39109238741511204
CCR6	-0.07283043595419082	4.241638956107398e-06	2.9780009817999935e-05	-0.3912790628466943
AL359538.4	-0.06510388765030202	9.696773842476177e-07	7.749619658051958e-06	-0.39149394282861094
CEBPE	-0.08201228688639234	1.6703879866248134e-05	0.0001036206105089817	-0.3917876733524479
PHLDA1	-0.28551658444440964	0.042394634918418356	0.10208537992099732	-0.391925503425101
KLHL18	-0.16947404006797928	0.004859963268954714	0.016502845083522528	-0.39205565386551133
KATNAL1	-0.2112471545272343	0.01392199414178582	0.04075707367657033	-0.39213778734214383
NDUFA3P4	-0.08713998611899432	3.1328631257452495e-05	0.00018279929077470982	-0.3924836020493227
PHLDB1	-0.2464817533767656	0.025510406851643144	0.06748959043577563	-0.39271509257184756
LINC01116	-0.18551353084924949	0.007638321072755579	0.024450577609016498	-0.3927325325760194
CPTP	-0.22414915254235002	0.01765033754149195	0.04977119686152955	-0.3929888258485867
DNTTIP1	-0.15335493232560715	0.0027189765546099137	0.00995423231230674	-0.39344657663685445
TJP2	-0.23091304073795782	0.0197469373793455	0.05475099331988319	-0.3935913359073042
ZFAT	-0.21463333929879447	0.01463974564866715	0.04247803550150695	-0.39373766399931237
SLCO1C1	-0.2258888144053508	0.018036632857473627	0.050669679560675696	-0.39391497448674884
LINC01705	-0.12658326216584911	0.0007682038816766078	0.003250238327546496	-0.39424654506496626
ADCK5	-0.2105992580144993	0.013311576236095364	0.0392144661022051	-0.39503587893147296
AC010931.1	-0.10377202536254865	0.0001559999651679806	0.0007808763999514844	-0.3950471807944203
LINC02245	-0.15860089071125294	0.003208652849698445	0.011490482079166846	-0.39549943577431973
TMX4	-0.2086077883209576	0.012697862855614035	0.03768153339979702	-0.3955765588925859
ZNF7	-0.18369886619866715	0.007014444818941143	0.022722403442322948	-0.3956885880095076
HNRNPDL	-0.19446457679003704	0.009204100369002122	0.028679137490387266	-0.3959335059017136
ANXA2P1	-0.07542869944921526	5.601740854924836e-06	3.8380950337124575e-05	-0.39612716499439005
ASMTL-AS1	-0.26566890690838907	0.03224121725910755	0.08171887237397935	-0.39626870491645166
CHCHD7	-0.1582322450319129	0.0031201132176934274	0.01120915100346155	-0.39650305066644126
AC090204.1	-0.25751828365760443	0.028808774360326132	0.07451027449813939	-0.39670053414062306
SLC6A1	-0.29275007309345646	0.04406650646146582	0.10535506250756632	-0.3969373001505781
LINC02603	-0.10416812186712315	0.00015424091901036392	0.0007731198877985529	-0.39706808816138706
NEIL3	-0.15796356083826063	0.0030632018942850074	0.011034617267929843	-0.39709265008550826
GABPB1-IT1	-0.23172913750952784	0.01931203160660246	0.053726795662822305	-0.39722360755364394
ATP2A1	-0.2105840906389671	0.012992553903181533	0.03840384868819127	-0.3972259226382201
AL353807.3	-0.12174372390516325	0.0005409833606170789	0.0023823002025367113	-0.39771435642285224
IGKV1OR10-1	-0.12510594679546078	0.0006592417338037193	0.0028370566301991144	-0.3979564254082031
AP000640.1	-0.08762710316232827	2.8644626277463932e-05	0.00016860452842378746	-0.3980861476419832
RAP2C	-0.17661579853154574	0.005572079467996109	0.018580071116645558	-0.39808895414962014
EEF1A1P24	-0.16135464273087008	0.003395530250969538	0.012064382960190764	-0.398399521430298
RPS12	-0.22861603969224298	0.018041569565545004	0.05068079249239272	-0.3986436599018812
AC091564.1	-0.055881638601390164	7.21458761523527e-08	7.201764159659503e-07	-0.3990948432578749
FTLP2	-0.11777852860982035	0.0004085283797403128	0.0018509158474590039	-0.3991252593499396
SFSWAP	-0.18541089048162185	0.0070293898860485805	0.022762253486610557	-0.3992049190966536
PTGDS	-0.27192544796225093	0.03402035426941655	0.08537806801982778	-0.3992575758867334
ADCY10	-0.11071990484305169	0.0002471766619891845	0.001181417555194929	-0.39936587046765515
C9orf72	-0.2400284144006397	0.021666849978192963	0.0591224084855175	-0.3994563010607584
LINC01678	-0.051988738549837245	2.0478319667345246e-08	2.2676249905109177e-07	-0.39972610948458487
ANKRD20A11P	-0.15462549819176552	0.0025815567866029738	0.009515185907419206	-0.40018908419474986
HIVEP1	-0.24496959459123246	0.023153528597762738	0.06241481584301797	-0.4006190647322058
MCM10	-0.2039017944697693	0.01083977752046189	0.032966603386145446	-0.4006628729235366
VIPR2	-0.137598684526622	0.001224576841847233	0.0049296015788517986	-0.4006892899204946
EPOR	-0.3218040562964317	0.0566055324727348	0.1284494061795951	-0.40133507117748407
AL096701.1	-0.06720309605257457	1.0373104961677195e-06	8.225254560465582e-06	-0.40214945755673076
MIS18BP1	-0.2184045943524664	0.014402697385010476	0.041886669395965394	-0.4022043270137283
EBF1	-0.25942405030099147	0.02788373328511824	0.0725462878984586	-0.4033133611435372
AC132872.5	-0.1839223529038233	0.006406315248506229	0.020986653326136178	-0.4034137611891028
AC135068.9	-0.11156687246706987	0.0002420304435836117	0.0011598246113038444	-0.40344031489575044
TRDJ2	-0.07782087767548902	6.538337039564185e-06	4.4200287604370316e-05	-0.40346488474589626
H3-2	-0.1464428958046914	0.0017521378872534573	0.006763500960673264	-0.403659843067187
PTX3	-0.20469465274888654	0.010628722612020435	0.0324220592701542	-0.4039687714554894
SLC30A3	-0.3563287960803815	0.07339221811675803	0.15848879834164079	-0.4042015650290625
DPPA4	-0.06987865454796982	1.6411747111276598e-06	1.250128482596844e-05	-0.4042371982052737
HNRNPA1P38	-0.08603677942443005	1.9975014773340887e-05	0.00012173496854316782	-0.4043309539891926
FRG1DP	-0.13673252657782536	0.0010983263064397893	0.00447753855145424	-0.40462827445822647
CARM1P1	-0.11921580383823166	0.0004023020182599706	0.0018263896563971672	-0.40479103751635004
AGPAT2	-0.2315370370451033	0.017848213257534426	0.050235958086304336	-0.4048205719657861
AC009812.1	-0.16653038238938822	0.0036981616388328344	0.013000177953137494	-0.4050042398258712
MIR5195	-0.09764270341684451	7.107197853567401e-05	0.0003838705429095777	-0.40505138225508963
TM6SF2	-0.09967663808081406	8.628102934713336e-05	0.0004562448290152171	-0.40509429801065333
DNM3OS	-0.18151920693043888	0.00585836275220381	0.01942187274179445	-0.4051914829998584
DTNB-AS1	-0.09220760905478083	4.032521328118759e-05	0.0002296652468929013	-0.405199268151434
AC004233.2	-0.301951821692781	0.04545371949753265	0.10790272359285628	-0.40534935685717716
NFIX	-0.2535014892356857	0.025144809795551074	0.06671709713534293	-0.40548872416540976
NAT8B	-0.049381750511284475	6.113601163726184e-09	7.465789291595473e-08	-0.4056070272328536
XIRP1	-0.17773452399814293	0.005216709911522582	0.017535421749303805	-0.4056974132522065
DOC2B	-0.25161634121833876	0.024406944191790254	0.06515748643698557	-0.405727976516131
AC006042.1	-0.15394559325616752	0.0023022451366331914	0.00860228534275121	-0.4060851423660812
CMPK2	-0.20447214402583525	0.010327017547279127	0.0316268355540761	-0.40608680722755514
FANK1	-0.22486168112960891	0.015616274711123954	0.0448979846293669	-0.4061952136249102
KHDRBS1	-0.15681042504016496	0.002559935793767796	0.009448975753135769	-0.4064167006967907
CCER2	-0.1809145676634406	0.005668673505852199	0.018866852789253506	-0.4064279333080504
AC011373.1	-0.05565127501595304	4.941950481633091e-08	5.092554796270813e-07	-0.40659387002293024
XACT	-0.10764795207561637	0.00016689675613196085	0.0008296345579975133	-0.4066457478921474
GPAA1P2	-0.07916756451057583	7.268783472579606e-06	4.8667034399539085e-05	-0.40680555982249383
FAM126A	-0.2332567628916693	0.018024157011037885	0.05064013836032112	-0.40683362559277714
ING1	-0.18189309853241742	0.005787285662350846	0.019214591672172182	-0.4069903698791852
AC002091.2	-0.07822621460339334	6.26862542325507e-06	4.250252617291658e-05	-0.4069975146642774
F11R	-0.2224141112688045	0.014790252667837242	0.04285895206555569	-0.4070232520191507
AC079584.2	-0.056678087601677175	6.46338323454919e-08	6.5084795354256e-07	-0.40748938318487526
LINC01482	-0.13932615639315707	0.0011885255279669286	0.004800306880500011	-0.4075278211937482
DAPK3	-0.17114997314835545	0.0041562348347901484	0.014400773970221124	-0.4075594177080333
AC012625.1	-0.07176158699725796	2.0786037040104547e-06	1.554186687994296e-05	-0.40776572071471706
AC009093.3	-0.10791743015740951	0.00016582531032050468	0.0008251022855970565	-0.4079655687439059
C2orf16	-0.2257584120660101	0.015573982725016823	0.044791346475712174	-0.4080809759444672
PPP1R16B	-0.2911155428482046	0.03954244540993822	0.09654904732961186	-0.408416613869899
ZNF783	-0.19025057552597158	0.007131457630242647	0.023033578348401394	-0.4084340627781615
RPL24P8	-0.162111342180849	0.0030138421989817396	0.010881084392214975	-0.4086631576881771
INPP5B	-0.2190221377176833	0.013615607953877798	0.03999154293450958	-0.408687196861329
KATNBL1	-0.17056980861924131	0.004013623455351375	0.01396282633255419	-0.40876429906355977
AC010336.5	-0.05182112503327602	1.2756578342893005e-08	1.471220736206687e-07	-0.40908973503896856
MIR4527HG	-0.12307634018287002	0.00047347253122156983	0.0021129192212088503	-0.4091925496517447
TLE2	-0.22971557236619145	0.016440947925503727	0.04689840983906181	-0.4098293839287781
SPRED1	-0.2517846655350695	0.023492626360439313	0.06312757534799139	-0.4101744494072866
TMEM219	-0.19532604479835758	0.007917432481907167	0.02520815266669827	-0.410461203779595
LINC02818	-0.0669804573046489	7.41762427048571e-07	6.058390939099837e-06	-0.410572464778523
AL135818.2	-0.11306146127324876	0.00023360507112977125	0.001122990957865	-0.41058470161582655
AF129075.3	-0.15277724854559294	0.0020457864994801738	0.007751096051561312	-0.410839363053714
E2F3P1	-0.06865414043183035	1.0314926852402497e-06	8.185403787589191e-06	-0.41100033546270304
AIFM3	-0.2103311886149718	0.011112832533884447	0.03365440662099183	-0.4110239989412334
RAB11FIP5	-0.19947866733927455	0.008692293139968998	0.02731168827267807	-0.41109873061538005
NRXN1	-0.11612404116947801	0.0002881858931902125	0.001356100977172304	-0.4111171110347921
LINC01933	-0.18529990502487148	0.006042368983711653	0.019946148776540613	-0.41114208725256773
TLE3	-0.227931360280607	0.015708590083058582	0.04512071561104464	-0.4111569001915401
PIK3CD-AS1	-0.07305929873405208	2.3474198079004017e-06	1.7358878865693138e-05	-0.4112806910028319
RIPPLY3	-0.17610177663727777	0.004597368808037061	0.015729211043280535	-0.41163625723210345
CCDC194	-0.05976331423107791	1.2934104331475145e-07	1.2271011799461214e-06	-0.4116654644350607
AC091132.2	-0.06162779702888796	2.0850006494163577e-07	1.90432762160234e-06	-0.411728767411994
RBM5	-0.22333652092823097	0.014264804295943343	0.04155347061863904	-0.4122198508132165
LINC02881	-0.048714192150721404	3.4215295741367764e-09	4.3758314365470035e-08	-0.4124036190995798
PRSS46P	-0.17393628107849118	0.004254780383562963	0.014701798492471824	-0.412424290807993
PSG4	-0.14991209786294143	0.0017717381772569	0.0068274290082420575	-0.412498196927695
AC103810.3	-0.16413238298295546	0.0030591255533412064	0.01102233874467053	-0.4126949066400142
LYPD6B	-0.1374270279622935	0.0009870291293361856	0.004070057546252357	-0.4130602992835478
TMEM254-AS1	-0.2101406328433466	0.01080225851052414	0.03286797554453574	-0.4132384935279372
OR2B11	-0.09075331367013659	2.7922132401349593e-05	0.0001647083841663353	-0.41329525679841644
KRT18P8	-0.0896522557017336	2.4517635463315773e-05	0.00014646516234461778	-0.4133436449489803
RAD51-AS1	-0.2649908044986917	0.02754602605744528	0.07184130403998197	-0.4133700327566507
AL162424.1	-0.04558627971745652	8.516110423961739e-10	1.2158341900670217e-08	-0.4134565577940963
RAC1P2	-0.16072182005614688	0.0026314188969286632	0.009676190418227185	-0.4146317603426764
NASP	-0.17299478345938812	0.004010055995677747	0.013953234102274755	-0.41464247112379166
AC245297.2	-0.08281234660754395	9.836382985147406e-06	6.414568169589753e-05	-0.4146550479003241
MRGPRX2	-0.0894384012777292	2.3097904833406673e-05	0.00013880234321149754	-0.4146746553999088
LRRC49	-0.20134231767834265	0.008714888824075053	0.0273710337221026	-0.4147124526934651
AC013451.2	-0.0776535595201833	4.534100906125374e-06	3.15682422338884e-05	-0.4149424801155462
TACC1	-0.24054614755598624	0.018779228418541988	0.0524563536751488	-0.4152601680113981
AC005790.1	-0.09690245803974978	5.137327626191767e-05	0.0002865235792207213	-0.41564010237842003
AC093520.2	-0.043284562891633016	2.47476734464025e-10	3.870044768852072e-09	-0.41581166543678943
RPSAP69	-0.1178909912960798	0.00029642794934031956	0.0013903267326176136	-0.4159289488242815
FXYD3	-0.06277426831745149	2.3606127422379143e-07	2.1307939396516065e-06	-0.41600352266168333
DPH7	-0.20241031617099114	0.008797983940644093	0.0276034876272285	-0.4160780535181306
BCAS1	-0.14817388810087348	0.0015526502113285769	0.006080545693608466	-0.4162095421132045
KYAT3	-0.17741271925891322	0.004502083865888295	0.015437594185208152	-0.41631427759199346
PRR3	-0.206532849241313	0.009591342258515259	0.029704817587542193	-0.4168081999685264
AC022431.1	-0.09996565446667954	6.629560579699526e-05	0.00036136315648477177	-0.4177080123183072
LINC01727	-0.06023646967562881	1.1578329016002254e-07	1.1098870196638303e-06	-0.4178214842142014
NPTX1	-0.21120575153798807	0.010512174170931407	0.03211013982049565	-0.41782991219771026
B4GALNT1	-0.19753229278934148	0.007665035551723872	0.024526974477393264	-0.417876765666783
FRMD4B	-0.3313853478708344	0.05477831439192073	0.1251176317581787	-0.41800660659768496
LBR	-0.21114539414421252	0.010448431636745432	0.03194565156561708	-0.41826823510729544
UTP11	-0.14572304505987965	0.0013479628332223237	0.005365681330272036	-0.41827207412714645
CFAP58-DT	-0.10408258831144468	9.537538565661609e-05	0.0005003406869840634	-0.4184706756317309
AL390066.2	-0.050747638749718736	5.661663197833035e-09	6.966582855576023e-08	-0.4185186170940023
LINC01485	-0.0821779281523822	8.023196003016171e-06	5.326940260650727e-05	-0.4187501730922128
MGAT3-AS1	-0.07806057482814226	4.296571400512316e-06	3.0105133051487705e-05	-0.41894157911284835
MAPK8IP3	-0.26413771379300144	0.025906811445667022	0.06834583271762694	-0.41907720821911715
CX3CR1	-0.31517312250134255	0.046784107089606695	0.11024542757939428	-0.41914925721021673
MESP2	-0.20232601936657119	0.008477903042946103	0.02671604625658327	-0.41916115210245725
AC083843.2	-0.27491920580950957	0.02987141277575915	0.07677823874728504	-0.41918147465649275
DNAH14	-0.19207800352529336	0.006554242966749577	0.021400696764788747	-0.4193979918921741
METTL18	-0.18485855604313084	0.005380054209103202	0.01801650404277298	-0.4194835029365152
AC025171.2	-0.25503555686302026	0.022654984219758933	0.06134572216689401	-0.4194917253943932
TRBJ1-3	-0.055357196040380585	2.640054092339854e-08	2.863873920701566e-07	-0.4195182645016946
DDX27	-0.152604224944473	0.0017777150570802015	0.006847907371148875	-0.41968265495746615
LINC02341	-0.05336448642274657	1.3546952654232752e-08	1.5537046609076534e-07	-0.41988023141642505
AL353622.1	-0.2539952942929613	0.022171266047052943	0.06026646538926407	-0.420161430460016
FIGNL2	-0.18361693582588867	0.005132436023983584	0.01729264457040651	-0.4204233747771573
INA	-0.19496536717116342	0.006968666875669704	0.022595361162981	-0.42051110982162165
COLQ	-0.20476240708582094	0.008818784866462155	0.027661102916496972	-0.42070305030549626
IL11	-0.13733449019388183	0.0008544109913150405	0.0035786079036369575	-0.4213879721176985
GRHL3-AS1	-0.04381302125169979	2.355035090165721e-10	3.6962318663026268e-09	-0.42183188329075466
ROBO2	-0.1982506161795931	0.007446380889113244	0.023907264511197606	-0.4218881660450026
SLC35A1	-0.20105643293171793	0.007961538536450619	0.025323613217269798	-0.42201805557681593
AC005392.2	-0.09132133790379696	2.3735688920979456e-05	0.00014225444555958318	-0.4223244911017096
AF201337.1	-0.10727810594664006	0.00011568222394129515	0.0005953256122110396	-0.42232529964102866
DCK	-0.21689041093580563	0.011280517706768764	0.034092289943456276	-0.4224311567115649
PLAGL1	-0.27555208175555457	0.029280167365836614	0.0755269481049885	-0.42253884918653917
AC079015.1	-0.08527491620019614	1.0926346165481567e-05	7.053426583166686e-05	-0.42309363238686565
PREP	-0.16767070458601108	0.00299270992388117	0.010816882570625554	-0.4231900228622589
CSTF3	-0.17321602213932152	0.0036029178967792175	0.012707731714846652	-0.4232266115123981
FAM47E	-0.23862728214744777	0.01676891141772998	0.047702009922941706	-0.4236815772043687
FBRS	-0.16828342570246235	0.003029003509996343	0.010931239320702037	-0.4238555019126993
AC021739.2	-0.10625621135305352	0.00010191152946880643	0.0005310705904784963	-0.42415106664298824
NPIPA5	-0.23939658913526451	0.01686353541959495	0.04792393972056718	-0.4244624505450803
SLC10A5	-0.1375145048280597	0.0008156220788394089	0.0034308850907330923	-0.42471506445276164
TYMS	-0.20363423842912942	0.008198229824159223	0.025969354334783812	-0.42483802084746336
MAP3K20-AS1	-0.1383142773136964	0.0008471731515779989	0.003552324492430778	-0.4249053072916447
AL157895.1	-0.07357993688938293	1.6602162465505217e-06	1.262957200040818e-05	-0.4252799195875169
ARGLU1	-0.2839606603977334	0.031789092575119325	0.08080679106421654	-0.4252940909894502
AC010976.1	-0.16731743478793915	0.0028511560287404606	0.010373461706426456	-0.4258193604446015
FAM183DP	-0.09974782600688446	5.3452946642829245e-05	0.0002969365495260403	-0.42612554044382034
FABP5P9	-0.14037544342256025	0.0009178194337152082	0.0038175732169696813	-0.4263542979373258
AL139125.1	-0.15452505416780507	0.0017376476966363293	0.006718738245610895	-0.42649506333028814
ZNF37BP	-0.23367449094863701	0.014883686812551946	0.04308181121741927	-0.4269909383823122
DKK1	-0.26493391284104284	0.024387759888083598	0.06511973012390197	-0.4272928564951627
PLEKHH2	-0.29513465091523905	0.035613113159230304	0.0886476046977459	-0.4274700948473294
SNRNP70	-0.25162130104467195	0.01991660833697987	0.05512381184674715	-0.42795363812983717
MPIG6B	-0.1991827152486686	0.007068011484865163	0.022865820386952177	-0.4283828141302017
UBALD2	-0.19308482263558968	0.0060392254132974905	0.019939593498258978	-0.42845884371982496
NEURL3	-0.1396240135498276	0.0008528430538162446	0.003572666634895868	-0.42852437205114896
LINC02349	-0.08756648747244532	1.2688849936442647e-05	8.066037137255397e-05	-0.4287761132165302
LINC01355	-0.3022853460481465	0.03811204305001929	0.09369429701234223	-0.4289240947143915
DUTP6	-0.1160963650641133	0.00020002515334726856	0.0009767412931808593	-0.4294306312231251
TEAD1	-0.22711662785986508	0.012828932679598554	0.03799411290206914	-0.4296613882516167
GDNF-AS1	-0.14295819239489935	0.0009853692224697599	0.00406483488914711	-0.42978965355019155
TNK2-AS1	-0.06662754231043591	3.453443989179904e-07	3.0161011499822055e-06	-0.43053036050894083
RCVRN	-0.05730131573612038	3.0252660783212585e-08	3.2503524170243876e-07	-0.4308621403256704
LINC01762	-0.04490517032615883	2.531802296080032e-10	3.953253582165702e-09	-0.43093561985443607
FRG1GP	-0.11751701574791107	0.00021502741916648333	0.0010413381472953287	-0.4309943788786212
PKN3	-0.20753928576908143	0.008338989100256669	0.026334508210504343	-0.4314506388766303
AC008514.1	-0.05993944090449714	6.264262656689637e-08	6.326464482913217e-07	-0.43175158741196673
AC133963.1	-0.04423269961528922	1.7264265927271682e-10	2.781447121703378e-09	-0.43183729473046073
CYTH1	-0.20103447003970487	0.007073714361615077	0.022881404472292484	-0.4322949714342582
RPL21	-0.24428046600006326	0.01694163543505655	0.04811413288949056	-0.43263161681162693
KIR2DL3	-0.08632256943943807	9.693806804238202e-06	6.328779504187257e-05	-0.4327786887383071
COMMD5	-0.16877054046991802	0.002707821149979019	0.009920421412260932	-0.4332981142318552
SGCA	-0.2188757542009464	0.010479263544729061	0.03202665259843021	-0.43330159739595836
SEMA5B	-0.2721348197224993	0.025530346521409456	0.06753542617592585	-0.4334953351912371
CHST13	-0.12461955698636434	0.0003310377972557095	0.0015353735106470375	-0.43369131380115705
FAM83G	-0.24323571953272083	0.016469596720012962	0.046972351696270134	-0.4337664021578882
AC004066.1	-0.07909224922333709	3.2612976880891397e-06	2.3413190072000786e-05	-0.43394829050547473
HHLA2	-0.0741437592784265	1.3780057063779613e-06	1.0663291723399207e-05	-0.4345379618604942
ADAM11	-0.20426759068137657	0.007457033636558496	0.023935516800254977	-0.43456579666323447
SLC13A5	-0.1975085114385275	0.0062747144068437035	0.02061139264370579	-0.434993937808478
TRBV7-7	-0.0536213773903898	7.68648915025978e-09	9.235942358502845e-08	-0.43509844016845617
TRPC2	-0.13520158025596893	0.0006047671837635751	0.0026264697697483733	-0.43513435895072605
IGHV4OR15-8	-0.1049904929126374	7.069203672384476e-05	0.0003821423052362012	-0.4357766376911472
ACTR2	-0.20602433388424757	0.007662558045250698	0.024520565408275304	-0.43587048325973116
SERPINB11	-0.2640277113782925	0.022326086746876726	0.06062351534778362	-0.4359592282093245
LINC02421	-0.055244839822317746	1.2517738990855463e-08	1.4465813871159026e-07	-0.43657091630884404
PROKR2	-0.09730580404952242	3.227807636659686e-05	0.00018789360632146538	-0.43700935268796454
CYSLTR1	-0.2306047744520192	0.012704527162037965	0.037699144808647916	-0.4372362210558464
LINC01501	-0.11530204703449153	0.00015920794682273742	0.000795393173122916	-0.43792123999838434
FLG	-0.23320580473677954	0.013236811798347018	0.039027130662481195	-0.4380110150529728
CLEC4C	-0.07258186172991235	9.08520191655577e-07	7.302647987314927e-06	-0.4385153238535486
LRCH2	-0.32311991882100655	0.04392211699937487	0.10509252297507182	-0.4385760733958966
AC015813.1	-0.24737591557438554	0.016824230229766545	0.047835919409617976	-0.4388609034992689
FGD3	-0.34431987278376663	0.053079930983772255	0.12204226922701783	-0.4390318198474484
AC079600.3	-0.0601301480297421	4.993185798050851e-08	5.137154994298912e-07	-0.43904762815720977
OSBPL3	-0.2593654206022702	0.0202290177831625	0.05586578068418622	-0.43937155949931905
NECTIN4-AS1	-0.04416187670126902	1.1230827650910287e-10	1.8640359880090998e-09	-0.43939248896925526
MSL1	-0.22414734838521522	0.010932135092811336	0.033208392966980776	-0.4396190759360924
AC004925.1	-0.07342918697365532	1.0257911312489327e-06	8.143911519571274e-06	-0.43976307287356126
LIG1	-0.21943606569754248	0.009875529076569883	0.030441252177835772	-0.44006578195498963
OBP2B	-0.20060137028626987	0.0064000180169205894	0.02096735342706569	-0.44008305812511417
LNCTAM34A	-0.19766432524373045	0.005932900138163828	0.019638739466887607	-0.4401456683509878
RBM7	-0.1819686699069898	0.0038020824006608635	0.013311152830827042	-0.44036026432076614
IL4	-0.07997927996134106	3.100770324991845e-06	2.23445747770821e-05	-0.440568295108878
GPX1P2	-0.1001321571188345	3.9458186515106244e-05	0.00022514915304942126	-0.44096828969503715
AC073046.1	-0.10718203729943354	7.571581128251539e-05	0.00040611279324665264	-0.4416771776752859
NUP93	-0.20327402417260743	0.006696590343179343	0.021824109363655246	-0.44194746098664245
CDYL	-0.1928956007537037	0.0051071210353600864	0.017223063455547322	-0.44208273827735683
COL9A2	-0.36036709677277745	0.059288258024947506	0.13339599876471817	-0.44218171071495266
AL671883.1	-0.09398886934166324	1.9733488747971533e-05	0.00012031978954805207	-0.44219846851794603
AC004832.5	-0.08343579931450185	4.9797358569174955e-06	3.4457344617009936e-05	-0.4424428303894643
