stratum	n	MI_HT13	MI_TIS18	MI_TLS12	CMI_HT13_given_TIS	CMI_TIS_given_HT13	CMI_HT13_given_TLS	CMI_TLS_given_HT13
DM1_DM2_only	179	0.25384856535131683	0.24607607561105627	0.23132839435766123	0.06367103908858394	0.04751023438197746	0.1288492897570489	0.0799272102673422
