fixed_effect_d	fixed_effect_se	fixed_effect_lo95	fixed_effect_hi95	random_effects_d	random_effects_se	random_effects_lo95	random_effects_hi95	Q_statistic	df	tau_squared	I_squared_pct	n_studies
0.7100805544139344	0.065390411236088	0.5819153483912018	0.8382457604366669	0.6665526759561742	0.35381677045088117	-0.026928194127552874	1.3600335460399013	287.2157705845971	11	1.3708586172185824	96.17012673864994	12
