outcome	covariate	n	n_events	HR	HR_lo95	HR_hi95	p
OS	TERT_promoter	500	16	7.5744302365456715	2.7434861653285587	20.912076807001675	9.316653775950156e-05
OS	DM1_indicator	500	16	1.7724412376616823	0.6080257432507067	5.16680087288397	0.29440189256181437
OS	TERT_or_DM1	500	16	6.079120143613605	2.091553186459483	17.669023173656978	0.0009148616086766293
DSS	TERT_promoter	494	7	15.85805659414521	3.5376429764242223	71.08630255201761	0.0003054696826887608
DSS	DM1_indicator	494	7	2.5313903703506635	0.5587309738066975	11.468734520740934	0.22826159887912956
DSS	TERT_or_DM1	494	7	89245701.19398436	0.0	inf	0.9936416724521673
PFI	TERT_promoter	500	51	3.3743468535903567	1.689644427545914	6.738824158922475	0.0005684338641104832
PFI	DM1_indicator	500	51	1.1442775198298887	0.6173373167460992	2.1209977217796543	0.6686196430422917
PFI	TERT_or_DM1	500	51	1.5894256179101613	0.9086081278309285	2.7803777200408017	0.10436430673159906
