gse	n_samples	panel_genes_resolved	rai_8_mean	rai_8_std
GSE65144	25	8	-5.10702591327572e-17	0.44021302731016193
GSE60542	92	8	-1.5310820244490949e-15	0.34776462281650844
GSE82208	52	8	3.202566417187951e-17	0.3860551522585289
GSE76039	37	8	-6.541314036980652e-16	0.2968314856856208
