sample_id	stage	module	feature	n	spearman_r
GSM7980871_LPTC-4	LPTC	EMT_score	n_thy	200	0.25640449776373775
GSM7980871_LPTC-4	LPTC	EMT_score	n_fib	200	0.29435754979942425
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.040002190094432934
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	C2_spatial_celltype_entropy	200	0.022461671042499787
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	n_thy	200	-0.2856140896169209
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	n_fib	200	-0.4281179078926057
GSM7980871_LPTC-4	LPTC	Hypoxia_score	B4_tumor_stroma_ratio	200	-0.11465610402028974
GSM7980871_LPTC-4	LPTC	Hypoxia_score	C2_spatial_celltype_entropy	200	-0.16171326146014087
GSM7980871_LPTC-4	LPTC	Hypoxia_score	n_thy	200	0.0869881000374968
GSM7980871_LPTC-4	LPTC	Hypoxia_score	n_fib	200	0.2791919083282005
GSM7980871_LPTC-4	LPTC	Epithelial_score	B4_tumor_stroma_ratio	200	-0.11219681958777845
GSM7980871_LPTC-4	LPTC	Epithelial_score	C2_spatial_celltype_entropy	200	-0.12356197805675492
GSM7980871_LPTC-4	LPTC	Epithelial_score	n_thy	200	0.15156403782752317
GSM7980871_LPTC-4	LPTC	Epithelial_score	n_fib	200	0.42294131016156133
GSM7980872_ATC-1	ATC	CD8_Teff	B5_thyrocyte_cluster_med	200	0.18802988378680616
GSM7980872_ATC-1	ATC	CD8_Teff	B4_tumor_stroma_ratio	200	0.030501165100767908
GSM7980872_ATC-1	ATC	CD8_Teff	C2_spatial_celltype_entropy	200	0.05539854764361436
GSM7980872_ATC-1	ATC	CD8_Teff	n_thy	200	0.0818097216488135
GSM7980872_ATC-1	ATC	CD8_Teff	n_fib	200	0.06954525566297355
GSM7980872_ATC-1	ATC	Bplasma	B5_thyrocyte_cluster_med	200	-0.028496421256140343
GSM7980872_ATC-1	ATC	Bplasma	B4_tumor_stroma_ratio	200	-0.019066779324758993
GSM7980872_ATC-1	ATC	Bplasma	C2_spatial_celltype_entropy	200	0.030030894501635735
GSM7980872_ATC-1	ATC	Bplasma	n_thy	200	-0.1433605479457434
GSM7980872_ATC-1	ATC	Bplasma	n_fib	200	-0.13459483315291387
GSM7980872_ATC-1	ATC	IFN_gamma	B5_thyrocyte_cluster_med	200	0.004037800819345632
GSM7980872_ATC-1	ATC	IFN_gamma	B4_tumor_stroma_ratio	200	0.05290397922828093
GSM7980872_ATC-1	ATC	IFN_gamma	C2_spatial_celltype_entropy	200	0.0695269007190787
GSM7980872_ATC-1	ATC	IFN_gamma	n_thy	200	0.16255905660407316
GSM7980872_ATC-1	ATC	IFN_gamma	n_fib	200	0.1291628315992153
GSM7980872_ATC-1	ATC	M1_M2	B5_thyrocyte_cluster_med	200	0.08041755085834187
GSM7980872_ATC-1	ATC	M1_M2	B4_tumor_stroma_ratio	200	-0.04274234104181875
GSM7980872_ATC-1	ATC	M1_M2	C2_spatial_celltype_entropy	200	0.009765244131103279
GSM7980872_ATC-1	ATC	M1_M2	n_thy	200	-0.013144388393741076
GSM7980872_ATC-1	ATC	M1_M2	n_fib	200	-0.03280963999530587
GSM7980872_ATC-1	ATC	TLS	B5_thyrocyte_cluster_med	200	-0.0045865612574891666
GSM7980872_ATC-1	ATC	TLS	B4_tumor_stroma_ratio	200	-0.09268346956312352
GSM7980872_ATC-1	ATC	TLS	C2_spatial_celltype_entropy	200	-0.05782751451669392
GSM7980872_ATC-1	ATC	TLS	n_thy	200	-0.1491066209977688
GSM7980872_ATC-1	ATC	TLS	n_fib	200	-0.05122845427272416
GSM7980872_ATC-1	ATC	DM1_like_score	B5_thyrocyte_cluster_med	200	0.029989591393874488
GSM7980872_ATC-1	ATC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.021503970883647482
GSM7980872_ATC-1	ATC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.01826843982203994
GSM7980872_ATC-1	ATC	DM1_like_score	n_thy	200	-0.14439886008099276
GSM7980872_ATC-1	ATC	DM1_like_score	n_fib	200	-0.22891583848175034
GSM7980872_ATC-1	ATC	RAI_8_score	B5_thyrocyte_cluster_med	200	-0.029989591393874488
GSM7980872_ATC-1	ATC	RAI_8_score	B4_tumor_stroma_ratio	200	0.021503970883647482
GSM7980872_ATC-1	ATC	RAI_8_score	C2_spatial_celltype_entropy	200	0.01826843982203994
GSM7980872_ATC-1	ATC	RAI_8_score	n_thy	200	0.14439886008099276
GSM7980872_ATC-1	ATC	RAI_8_score	n_fib	200	0.22891583848175034
GSM7980872_ATC-1	ATC	Proliferation_score	B5_thyrocyte_cluster_med	200	-0.01568476408035901
GSM7980872_ATC-1	ATC	Proliferation_score	B4_tumor_stroma_ratio	200	-0.07737396037033088
GSM7980872_ATC-1	ATC	Proliferation_score	C2_spatial_celltype_entropy	200	-0.08445283731977643
GSM7980872_ATC-1	ATC	Proliferation_score	n_thy	200	0.11070688253477665
GSM7980872_ATC-1	ATC	Proliferation_score	n_fib	200	0.22229023965062666
GSM7980872_ATC-1	ATC	EMT_score	B5_thyrocyte_cluster_med	200	0.12972036788012276
GSM7980872_ATC-1	ATC	EMT_score	B4_tumor_stroma_ratio	200	-0.08334573999219266
GSM7980872_ATC-1	ATC	EMT_score	C2_spatial_celltype_entropy	200	-0.05426243795466685
GSM7980872_ATC-1	ATC	EMT_score	n_thy	200	0.0459198704044209
GSM7980872_ATC-1	ATC	EMT_score	n_fib	200	0.18470342533091652
GSM7980872_ATC-1	ATC	CAF_ECM_score	B5_thyrocyte_cluster_med	200	0.08777288382138788
GSM7980872_ATC-1	ATC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.007600795480929131
GSM7980872_ATC-1	ATC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.041791358220317584
GSM7980872_ATC-1	ATC	CAF_ECM_score	n_thy	200	-0.07143383982974084
GSM7980872_ATC-1	ATC	CAF_ECM_score	n_fib	200	-0.09321767893355698
GSM7980872_ATC-1	ATC	Hypoxia_score	B5_thyrocyte_cluster_med	200	0.07042191976237247
GSM7980872_ATC-1	ATC	Hypoxia_score	B4_tumor_stroma_ratio	200	-0.01936572305244441
GSM7980872_ATC-1	ATC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.037347995679594556
GSM7980872_ATC-1	ATC	Hypoxia_score	n_thy	200	0.10836647463116152
GSM7980872_ATC-1	ATC	Hypoxia_score	n_fib	200	0.12457475987905343
GSM7980872_ATC-1	ATC	Epithelial_score	B5_thyrocyte_cluster_med	200	0.025458410231053157
GSM7980872_ATC-1	ATC	Epithelial_score	B4_tumor_stroma_ratio	200	0.049437819651663856
GSM7980872_ATC-1	ATC	Epithelial_score	C2_spatial_celltype_entropy	200	0.06658743965628597
GSM7980872_ATC-1	ATC	Epithelial_score	n_thy	200	0.16455295936015854
GSM7980872_ATC-1	ATC	Epithelial_score	n_fib	200	0.14423395339115186
GSM7980873_ATC-2	ATC	CD8_Teff	B4_tumor_stroma_ratio	200	-0.030350999792728223
GSM7980873_ATC-2	ATC	CD8_Teff	C2_spatial_celltype_entropy	200	-0.1134643557952164
GSM7980873_ATC-2	ATC	CD8_Teff	n_thy	200	0.22199021059513177
GSM7980873_ATC-2	ATC	CD8_Teff	n_fib	200	0.3058721569457288
GSM7980873_ATC-2	ATC	Bplasma	B4_tumor_stroma_ratio	200	-0.01881812165534865
GSM7980873_ATC-2	ATC	Bplasma	C2_spatial_celltype_entropy	200	-0.05854518824198024
GSM7980873_ATC-2	ATC	Bplasma	n_thy	200	-0.03371654880027579
GSM7980873_ATC-2	ATC	Bplasma	n_fib	200	0.04557340624979546
GSM7980873_ATC-2	ATC	IFN_gamma	B4_tumor_stroma_ratio	200	0.0007815488470570581
GSM7980873_ATC-2	ATC	IFN_gamma	C2_spatial_celltype_entropy	200	-0.06798236653002776
GSM7980873_ATC-2	ATC	IFN_gamma	n_thy	200	0.2969628884735152
GSM7980873_ATC-2	ATC	IFN_gamma	n_fib	200	0.3688469596976742
GSM7980873_ATC-2	ATC	M1_M2	B4_tumor_stroma_ratio	200	0.02893984767095259
GSM7980873_ATC-2	ATC	M1_M2	C2_spatial_celltype_entropy	200	-0.08561435961780928
GSM7980873_ATC-2	ATC	M1_M2	n_thy	200	0.34317554439107667
GSM7980873_ATC-2	ATC	M1_M2	n_fib	200	0.4563249931585422
GSM7980873_ATC-2	ATC	TLS	B4_tumor_stroma_ratio	200	-0.07698039230526135
GSM7980873_ATC-2	ATC	TLS	C2_spatial_celltype_entropy	200	-0.14480524420158375
GSM7980873_ATC-2	ATC	TLS	n_thy	200	0.12424929058381597
GSM7980873_ATC-2	ATC	TLS	n_fib	200	0.26776038763453014
GSM7980873_ATC-2	ATC	DM1_like_score	B4_tumor_stroma_ratio	200	0.12199328029705413
GSM7980873_ATC-2	ATC	DM1_like_score	C2_spatial_celltype_entropy	200	0.07853295775625282
GSM7980873_ATC-2	ATC	DM1_like_score	n_thy	200	0.15855004172933845
GSM7980873_ATC-2	ATC	DM1_like_score	n_fib	200	0.07772320617255293
GSM7980873_ATC-2	ATC	RAI_8_score	B4_tumor_stroma_ratio	200	-0.12199328029705413
GSM7980873_ATC-2	ATC	RAI_8_score	C2_spatial_celltype_entropy	200	-0.07853295775625282
GSM7980873_ATC-2	ATC	RAI_8_score	n_thy	200	-0.15855004172933845
GSM7980873_ATC-2	ATC	RAI_8_score	n_fib	200	-0.07772320617255293
GSM7980873_ATC-2	ATC	Proliferation_score	B4_tumor_stroma_ratio	200	0.046724952534859115
GSM7980873_ATC-2	ATC	Proliferation_score	C2_spatial_celltype_entropy	200	-0.009810767490230646
GSM7980873_ATC-2	ATC	Proliferation_score	n_thy	200	0.3194521869204442
GSM7980873_ATC-2	ATC	Proliferation_score	n_fib	200	0.4286808041455737
GSM7980873_ATC-2	ATC	EMT_score	B4_tumor_stroma_ratio	200	0.05047039516158031
GSM7980873_ATC-2	ATC	EMT_score	C2_spatial_celltype_entropy	200	0.009494800824411434
GSM7980873_ATC-2	ATC	EMT_score	n_thy	200	0.2128704662618174
GSM7980873_ATC-2	ATC	EMT_score	n_fib	200	0.213404074604128
GSM7980873_ATC-2	ATC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.04731818016082555
GSM7980873_ATC-2	ATC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.08736384657002033
GSM7980873_ATC-2	ATC	CAF_ECM_score	n_thy	200	0.10988963221202512
GSM7980873_ATC-2	ATC	CAF_ECM_score	n_fib	200	0.16559153531071208
GSM7980873_ATC-2	ATC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.052957666432461546
GSM7980873_ATC-2	ATC	Hypoxia_score	C2_spatial_celltype_entropy	200	-0.014461071538753367
GSM7980873_ATC-2	ATC	Hypoxia_score	n_thy	200	0.24997794102502235
GSM7980873_ATC-2	ATC	Hypoxia_score	n_fib	200	0.2782834675366908
GSM7980873_ATC-2	ATC	Epithelial_score	B4_tumor_stroma_ratio	200	0.007186992224859249
GSM7980873_ATC-2	ATC	Epithelial_score	C2_spatial_celltype_entropy	200	-0.059350482081384985
GSM7980873_ATC-2	ATC	Epithelial_score	n_thy	200	0.2522828339549455
GSM7980873_ATC-2	ATC	Epithelial_score	n_fib	200	0.3887560554687054
GSM7980874_ATC-3	ATC	CD8_Teff	B5_thyrocyte_cluster_med	200	0.01658834085788793
GSM7980874_ATC-3	ATC	CD8_Teff	B4_tumor_stroma_ratio	200	0.10126365526626978
GSM7980874_ATC-3	ATC	CD8_Teff	C2_spatial_celltype_entropy	200	0.07158578687073405
GSM7980874_ATC-3	ATC	CD8_Teff	n_thy	200	-0.12443053006283664
GSM7980874_ATC-3	ATC	CD8_Teff	n_fib	200	-0.21994159727431478
GSM7980874_ATC-3	ATC	Bplasma	B5_thyrocyte_cluster_med	200	-0.14395837386599863
GSM7980874_ATC-3	ATC	Bplasma	B4_tumor_stroma_ratio	200	0.040182411838616906
GSM7980874_ATC-3	ATC	Bplasma	C2_spatial_celltype_entropy	200	0.06093614188508551
GSM7980874_ATC-3	ATC	Bplasma	n_thy	200	-0.2299082802255461
GSM7980874_ATC-3	ATC	Bplasma	n_fib	200	-0.22558867496266588
GSM7980874_ATC-3	ATC	IFN_gamma	B5_thyrocyte_cluster_med	200	0.013253596959888522
GSM7980874_ATC-3	ATC	IFN_gamma	B4_tumor_stroma_ratio	200	0.027033848187536243
GSM7980874_ATC-3	ATC	IFN_gamma	C2_spatial_celltype_entropy	200	-0.014302857571439289
GSM7980874_ATC-3	ATC	IFN_gamma	n_thy	200	0.026860138436981873
GSM7980874_ATC-3	ATC	IFN_gamma	n_fib	200	-0.02956808292460198
GSM7980874_ATC-3	ATC	M1_M2	B5_thyrocyte_cluster_med	200	-0.07392499184275546
GSM7980874_ATC-3	ATC	M1_M2	B4_tumor_stroma_ratio	200	-0.0352466058629752
GSM7980874_ATC-3	ATC	M1_M2	C2_spatial_celltype_entropy	200	-0.06701867546688668
GSM7980874_ATC-3	ATC	M1_M2	n_thy	200	-0.11567560191805001
GSM7980874_ATC-3	ATC	M1_M2	n_fib	200	-0.09652626274518392
GSM7980874_ATC-3	ATC	TLS	B5_thyrocyte_cluster_med	200	0.08161911748310227
GSM7980874_ATC-3	ATC	TLS	B4_tumor_stroma_ratio	200	-0.08852003152794391
GSM7980874_ATC-3	ATC	TLS	C2_spatial_celltype_entropy	200	-0.08175449688860685
GSM7980874_ATC-3	ATC	TLS	n_thy	200	0.019942706482193574
GSM7980874_ATC-3	ATC	TLS	n_fib	200	0.07600167103378175
GSM7980874_ATC-3	ATC	DM1_like_score	B5_thyrocyte_cluster_med	200	0.09832521983173939
GSM7980874_ATC-3	ATC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.08551097354589002
GSM7980874_ATC-3	ATC	DM1_like_score	C2_spatial_celltype_entropy	200	-0.10314275971268468
GSM7980874_ATC-3	ATC	DM1_like_score	n_thy	200	0.08479031898258603
GSM7980874_ATC-3	ATC	DM1_like_score	n_fib	200	0.1022216430660586
GSM7980874_ATC-3	ATC	RAI_8_score	B5_thyrocyte_cluster_med	200	-0.09832521983173939
GSM7980874_ATC-3	ATC	RAI_8_score	B4_tumor_stroma_ratio	200	0.08551097354589002
GSM7980874_ATC-3	ATC	RAI_8_score	C2_spatial_celltype_entropy	200	0.10314275971268468
GSM7980874_ATC-3	ATC	RAI_8_score	n_thy	200	-0.08479031898258603
GSM7980874_ATC-3	ATC	RAI_8_score	n_fib	200	-0.1022216430660586
GSM7980874_ATC-3	ATC	Proliferation_score	B5_thyrocyte_cluster_med	200	0.14666007945508666
GSM7980874_ATC-3	ATC	Proliferation_score	B4_tumor_stroma_ratio	200	0.03489484482646553
GSM7980874_ATC-3	ATC	Proliferation_score	C2_spatial_celltype_entropy	200	0.03345533638340959
GSM7980874_ATC-3	ATC	Proliferation_score	n_thy	200	0.030223189543905717
GSM7980874_ATC-3	ATC	Proliferation_score	n_fib	200	0.030490702524217907
GSM7980874_ATC-3	ATC	EMT_score	B5_thyrocyte_cluster_med	200	0.033648143843296674
GSM7980874_ATC-3	ATC	EMT_score	B4_tumor_stroma_ratio	200	0.10843390211588239
GSM7980874_ATC-3	ATC	EMT_score	C2_spatial_celltype_entropy	200	0.13361884047101177
GSM7980874_ATC-3	ATC	EMT_score	n_thy	200	0.06989623755291603
GSM7980874_ATC-3	ATC	EMT_score	n_fib	200	-0.07957556541825643
GSM7980874_ATC-3	ATC	CAF_ECM_score	B5_thyrocyte_cluster_med	200	-0.038766790164436106
GSM7980874_ATC-3	ATC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.0587298426500066
GSM7980874_ATC-3	ATC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.030770269256731424
GSM7980874_ATC-3	ATC	CAF_ECM_score	n_thy	200	0.012845924799316415
GSM7980874_ATC-3	ATC	CAF_ECM_score	n_fib	200	0.022568175523288256
GSM7980874_ATC-3	ATC	Hypoxia_score	B5_thyrocyte_cluster_med	200	-0.10894293575144119
GSM7980874_ATC-3	ATC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.017968313756209237
GSM7980874_ATC-3	ATC	Hypoxia_score	C2_spatial_celltype_entropy	200	0.04835970899272482
GSM7980874_ATC-3	ATC	Hypoxia_score	n_thy	200	-0.14160230983807223
GSM7980874_ATC-3	ATC	Hypoxia_score	n_fib	200	-0.19065896521201467
GSM7980874_ATC-3	ATC	Epithelial_score	B5_thyrocyte_cluster_med	200	0.021684341074996793
GSM7980874_ATC-3	ATC	Epithelial_score	B4_tumor_stroma_ratio	200	-0.05308974532600847
GSM7980874_ATC-3	ATC	Epithelial_score	C2_spatial_celltype_entropy	200	-0.08042613129256973
GSM7980874_ATC-3	ATC	Epithelial_score	n_thy	200	-0.03103586089782457
GSM7980874_ATC-3	ATC	Epithelial_score	n_fib	200	0.058199381703434847
GSM7980875_ATC-4	ATC	CD8_Teff	B5_thyrocyte_cluster_med	200	0.04297859070300539
GSM7980875_ATC-4	ATC	CD8_Teff	B4_tumor_stroma_ratio	200	-0.10284723013130324
GSM7980875_ATC-4	ATC	CD8_Teff	C2_spatial_celltype_entropy	200	-0.10092911005116376
GSM7980875_ATC-4	ATC	CD8_Teff	n_thy	200	-0.12223337120327589
GSM7980875_ATC-4	ATC	CD8_Teff	n_fib	200	-0.06057689328472593
GSM7980875_ATC-4	ATC	Bplasma	B5_thyrocyte_cluster_med	200	-0.05977353130682079
GSM7980875_ATC-4	ATC	Bplasma	B4_tumor_stroma_ratio	200	0.03267603912610586
GSM7980875_ATC-4	ATC	Bplasma	C2_spatial_celltype_entropy	200	0.019054398521864368
GSM7980875_ATC-4	ATC	Bplasma	n_thy	200	-0.13792007739315756
GSM7980875_ATC-4	ATC	Bplasma	n_fib	200	-0.1302529598069414
GSM7980875_ATC-4	ATC	IFN_gamma	B5_thyrocyte_cluster_med	200	-0.06615059462997787
GSM7980875_ATC-4	ATC	IFN_gamma	B4_tumor_stroma_ratio	200	0.008726456187208225
GSM7980875_ATC-4	ATC	IFN_gamma	C2_spatial_celltype_entropy	200	0.012602747123539948
GSM7980875_ATC-4	ATC	IFN_gamma	n_thy	200	0.03906921372339169
GSM7980875_ATC-4	ATC	IFN_gamma	n_fib	200	0.0323737096906788
GSM7980875_ATC-4	ATC	M1_M2	B5_thyrocyte_cluster_med	200	-0.07379436165632089
GSM7980875_ATC-4	ATC	M1_M2	B4_tumor_stroma_ratio	200	-0.011692242530790216
GSM7980875_ATC-4	ATC	M1_M2	C2_spatial_celltype_entropy	200	0.004999111388770145
GSM7980875_ATC-4	ATC	M1_M2	n_thy	200	-0.17403469898856133
GSM7980875_ATC-4	ATC	M1_M2	n_fib	200	-0.1887123982417463
GSM7980875_ATC-4	ATC	TLS	B5_thyrocyte_cluster_med	200	-0.029733110726349186
GSM7980875_ATC-4	ATC	TLS	B4_tumor_stroma_ratio	200	-0.08247040562298683
GSM7980875_ATC-4	ATC	TLS	C2_spatial_celltype_entropy	200	-0.03688278231949562
GSM7980875_ATC-4	ATC	TLS	n_thy	200	-0.19880633511727647
GSM7980875_ATC-4	ATC	TLS	n_fib	200	-0.14698610381032173
GSM7980875_ATC-4	ATC	DM1_like_score	B5_thyrocyte_cluster_med	200	-0.1410607057339418
GSM7980875_ATC-4	ATC	DM1_like_score	B4_tumor_stroma_ratio	200	-0.05583654121927241
GSM7980875_ATC-4	ATC	DM1_like_score	C2_spatial_celltype_entropy	200	0.03691670720961307
GSM7980875_ATC-4	ATC	DM1_like_score	n_thy	200	-0.22090440326112112
GSM7980875_ATC-4	ATC	DM1_like_score	n_fib	200	-0.19000293672631308
GSM7980875_ATC-4	ATC	RAI_8_score	B5_thyrocyte_cluster_med	200	0.1410607057339418
GSM7980875_ATC-4	ATC	RAI_8_score	B4_tumor_stroma_ratio	200	0.05583654121927241
GSM7980875_ATC-4	ATC	RAI_8_score	C2_spatial_celltype_entropy	200	-0.03691670720961307
GSM7980875_ATC-4	ATC	RAI_8_score	n_thy	200	0.22090440326112112
GSM7980875_ATC-4	ATC	RAI_8_score	n_fib	200	0.19000293672631308
GSM7980875_ATC-4	ATC	Proliferation_score	B5_thyrocyte_cluster_med	200	-0.06052514807310533
GSM7980875_ATC-4	ATC	Proliferation_score	B4_tumor_stroma_ratio	200	0.05672776163095665
GSM7980875_ATC-4	ATC	Proliferation_score	C2_spatial_celltype_entropy	200	0.025617405538458045
GSM7980875_ATC-4	ATC	Proliferation_score	n_thy	200	0.1034143062841423
GSM7980875_ATC-4	ATC	Proliferation_score	n_fib	200	0.12399453430090741
GSM7980875_ATC-4	ATC	EMT_score	B5_thyrocyte_cluster_med	200	-0.09533042841686154
GSM7980875_ATC-4	ATC	EMT_score	B4_tumor_stroma_ratio	200	0.10891807575299393
GSM7980875_ATC-4	ATC	EMT_score	C2_spatial_celltype_entropy	200	0.07741543538588465
GSM7980875_ATC-4	ATC	EMT_score	n_thy	200	0.10705411779660746
GSM7980875_ATC-4	ATC	EMT_score	n_fib	200	0.009546176003818461
GSM7980875_ATC-4	ATC	CAF_ECM_score	B5_thyrocyte_cluster_med	200	-0.12046640310103975
GSM7980875_ATC-4	ATC	CAF_ECM_score	B4_tumor_stroma_ratio	200	-0.057844368552149854
GSM7980875_ATC-4	ATC	CAF_ECM_score	C2_spatial_celltype_entropy	200	-0.034604417017089883
GSM7980875_ATC-4	ATC	CAF_ECM_score	n_thy	200	-0.18943588224771188
GSM7980875_ATC-4	ATC	CAF_ECM_score	n_fib	200	-0.1925297146554011
GSM7980875_ATC-4	ATC	Hypoxia_score	B5_thyrocyte_cluster_med	200	0.022796875604313416
GSM7980875_ATC-4	ATC	Hypoxia_score	B4_tumor_stroma_ratio	200	0.06748756081628697
GSM7980875_ATC-4	ATC	Hypoxia_score	C2_spatial_celltype_entropy	200	-0.006442231257982554
GSM7980875_ATC-4	ATC	Hypoxia_score	n_thy	200	0.14522784675729344
GSM7980875_ATC-4	ATC	Hypoxia_score	n_fib	200	0.09946304874621385
GSM7980875_ATC-4	ATC	Epithelial_score	B5_thyrocyte_cluster_med	200	0.02728500704555177
GSM7980875_ATC-4	ATC	Epithelial_score	B4_tumor_stroma_ratio	200	0.09169378572172625
GSM7980875_ATC-4	ATC	Epithelial_score	C2_spatial_celltype_entropy	200	0.04511735026871038
GSM7980875_ATC-4	ATC	Epithelial_score	n_thy	200	0.3507486194291873
GSM7980875_ATC-4	ATC	Epithelial_score	n_fib	200	0.24713711112507283
