sample_id	feature	gene	spearman
GSM7980872_ATC-1	B4_tumor_stroma_ratio	IMPDH2	-0.2039238210197641
GSM7980872_ATC-1	B4_tumor_stroma_ratio	DNAJB1	-0.19770655104375445
GSM7980872_ATC-1	B4_tumor_stroma_ratio	HM13	-0.1751684101675798
GSM7980872_ATC-1	B4_tumor_stroma_ratio	S100A13	-0.1750987287249217
GSM7980872_ATC-1	B4_tumor_stroma_ratio	HDLBP	0.17306687585728592
GSM7980872_ATC-1	C2_spatial_celltype_entropy	IMPDH2	-0.2614988835111732
GSM7980872_ATC-1	C2_spatial_celltype_entropy	C1QB	0.19316774411782195
GSM7980872_ATC-1	C2_spatial_celltype_entropy	CD9	-0.19060879658232713
GSM7980872_ATC-1	C2_spatial_celltype_entropy	COX5B	-0.18615838394357195
GSM7980872_ATC-1	C2_spatial_celltype_entropy	LAMB3	0.18453663098300996
GSM7980872_ATC-1	B5_thyrocyte_cluster_med	JAG1	0.23578083091660948
GSM7980872_ATC-1	B5_thyrocyte_cluster_med	NME1	0.23542201547923497
GSM7980872_ATC-1	B5_thyrocyte_cluster_med	RPL22L1	0.231581778321485
GSM7980872_ATC-1	B5_thyrocyte_cluster_med	TAF10	0.219639237379105
GSM7980872_ATC-1	B5_thyrocyte_cluster_med	C3	0.20932022018360008
GSM7980872_ATC-1	n_thy	RPL22L1	0.3176198823812241
GSM7980872_ATC-1	n_thy	RPS9	0.2987590535845094
GSM7980872_ATC-1	n_thy	SNRPE	0.275391032699371
GSM7980872_ATC-1	n_thy	RPS16	0.27148764300065903
GSM7980872_ATC-1	n_thy	BANF1	0.24622954679124637
GSM7980872_ATC-1	n_fib	RPS26	0.4036038881465002
GSM7980872_ATC-1	n_fib	RPL22L1	0.37522451724647343
GSM7980872_ATC-1	n_fib	MT-CO2	-0.3736777488392257
GSM7980872_ATC-1	n_fib	RPL34	0.3656114844998657
GSM7980872_ATC-1	n_fib	RPL35A	0.36357941709750563
GSM7980873_ATC-2	B1_stromal_encased_thyrocyte_idx	SNHG25	0.27339052673115616
GSM7980873_ATC-2	B1_stromal_encased_thyrocyte_idx	MT-CO3	-0.26233769207213986
GSM7980873_ATC-2	B1_stromal_encased_thyrocyte_idx	SEC61B	0.2613205147720953
GSM7980873_ATC-2	B1_stromal_encased_thyrocyte_idx	LAG3	0.2504952097909456
GSM7980873_ATC-2	B1_stromal_encased_thyrocyte_idx	COX7B	0.24124943021750586
GSM7980873_ATC-2	B3_nuclear_eccentricity_var	RPS11	-0.2103109235099111
GSM7980873_ATC-2	B3_nuclear_eccentricity_var	AP2S1	-0.20461306508302085
GSM7980873_ATC-2	B3_nuclear_eccentricity_var	RPSA	-0.19976215545172443
GSM7980873_ATC-2	B3_nuclear_eccentricity_var	EEF1D	-0.1919124546026997
GSM7980873_ATC-2	B3_nuclear_eccentricity_var	PSMA6	-0.18744643019360002
GSM7980873_ATC-2	B4_tumor_stroma_ratio	RPL37	-0.22649858053392594
GSM7980873_ATC-2	B4_tumor_stroma_ratio	RCN1	0.1940481762496606
GSM7980873_ATC-2	B4_tumor_stroma_ratio	AP2M1	-0.19104106200454748
GSM7980873_ATC-2	B4_tumor_stroma_ratio	PGAM1	0.19077379113690945
GSM7980873_ATC-2	B4_tumor_stroma_ratio	FKBP1A	0.18063585344451355
GSM7980873_ATC-2	C2_spatial_celltype_entropy	ATP5MPL	-0.2639019676201434
GSM7980873_ATC-2	C2_spatial_celltype_entropy	TMSB4X	-0.23669045578139739
GSM7980873_ATC-2	C2_spatial_celltype_entropy	COX7A2	-0.20149213095421398
GSM7980873_ATC-2	C2_spatial_celltype_entropy	AP2M1	-0.19920934897949416
GSM7980873_ATC-2	C2_spatial_celltype_entropy	STAT2	-0.19171369537399935
GSM7980873_ATC-2	B5_thyrocyte_cluster_med	TSPO	0.25388983297675344
GSM7980873_ATC-2	B5_thyrocyte_cluster_med	SERPING1	0.2488757427237987
GSM7980873_ATC-2	B5_thyrocyte_cluster_med	LAG3	0.23570978387624442
GSM7980873_ATC-2	B5_thyrocyte_cluster_med	TRAC	0.2344712749545466
GSM7980873_ATC-2	B5_thyrocyte_cluster_med	HSPA8	0.22911438353583982
GSM7980873_ATC-2	n_thy	SNRPF	0.3865277846660097
GSM7980873_ATC-2	n_thy	KRT5	0.37364355604619026
GSM7980873_ATC-2	n_thy	RALY	0.3668703243974078
GSM7980873_ATC-2	n_thy	BSG	0.3623758804938047
GSM7980873_ATC-2	n_thy	HSPD1	0.3563391989931456
GSM7980873_ATC-2	n_fib	ADIRF	0.46324307644182616
GSM7980873_ATC-2	n_fib	DDT	0.45637884164812204
GSM7980873_ATC-2	n_fib	ATP5ME	0.43345208735594226
GSM7980873_ATC-2	n_fib	SNRPF	0.4295082035230333
GSM7980873_ATC-2	n_fib	C1QC	0.40911914891181483
GSM7980874_ATC-3	B1_stromal_encased_thyrocyte_idx	SIVA1	-0.22481260614794668
GSM7980874_ATC-3	B1_stromal_encased_thyrocyte_idx	COX5A	0.1896644133421359
GSM7980874_ATC-3	B1_stromal_encased_thyrocyte_idx	COL1A2	0.18849482881062982
GSM7980874_ATC-3	B1_stromal_encased_thyrocyte_idx	SWI5	0.186654322161631
GSM7980874_ATC-3	B1_stromal_encased_thyrocyte_idx	NASP	0.18601070057079333
GSM7980874_ATC-3	B3_nuclear_eccentricity_var	COL1A2	0.22486471486213344
GSM7980874_ATC-3	B3_nuclear_eccentricity_var	LDHA	0.22474795582108212
GSM7980874_ATC-3	B3_nuclear_eccentricity_var	PSMB3	-0.21868092180977122
GSM7980874_ATC-3	B3_nuclear_eccentricity_var	CSRP1	-0.21855565964589385
GSM7980874_ATC-3	B3_nuclear_eccentricity_var	SLC38A2	0.21847278539048914
GSM7980874_ATC-3	B4_tumor_stroma_ratio	IGFBP4	0.23959217639528316
GSM7980874_ATC-3	B4_tumor_stroma_ratio	IGLC1	0.23260495129985073
GSM7980874_ATC-3	B4_tumor_stroma_ratio	EMC6	-0.23183492173669798
GSM7980874_ATC-3	B4_tumor_stroma_ratio	A2M	-0.2248822605784922
GSM7980874_ATC-3	B4_tumor_stroma_ratio	LY6E	-0.22363333016242212
GSM7980874_ATC-3	C2_spatial_celltype_entropy	IGLC1	0.2570587613432621
GSM7980874_ATC-3	C2_spatial_celltype_entropy	HMGB1	0.25053654687905946
GSM7980874_ATC-3	C2_spatial_celltype_entropy	A2M	-0.24979744777737414
GSM7980874_ATC-3	C2_spatial_celltype_entropy	LY6E	-0.23608652629589502
GSM7980874_ATC-3	C2_spatial_celltype_entropy	EMC6	-0.22501512218176709
GSM7980874_ATC-3	B5_thyrocyte_cluster_med	SNRPF	0.24076126134859924
GSM7980874_ATC-3	B5_thyrocyte_cluster_med	NOL7	0.21432451703373312
GSM7980874_ATC-3	B5_thyrocyte_cluster_med	MTHFD2	0.21059333949257905
GSM7980874_ATC-3	B5_thyrocyte_cluster_med	NDUFB11	0.2005133512019334
GSM7980874_ATC-3	B5_thyrocyte_cluster_med	TGFBI	-0.19851687620765862
GSM7980874_ATC-3	n_thy	MALAT1	-0.40697032590778814
GSM7980874_ATC-3	n_thy	ADIRF	0.3375684007273468
GSM7980874_ATC-3	n_thy	MT-ND2	-0.33524028828588753
GSM7980874_ATC-3	n_thy	MT-ATP6	-0.3240336536173081
GSM7980874_ATC-3	n_thy	IGFBP3	0.3196923307539092
GSM7980874_ATC-3	n_fib	MT-ND2	-0.5103595871240441
GSM7980874_ATC-3	n_fib	MT-ND4	-0.4821188041117296
GSM7980874_ATC-3	n_fib	MT-CO2	-0.4726439462817126
GSM7980874_ATC-3	n_fib	MT-ND1	-0.47233602096036414
GSM7980874_ATC-3	n_fib	MT-ATP6	-0.47059020010438
GSM7980875_ATC-4	B1_stromal_encased_thyrocyte_idx	PTTG1IP	-0.22713760784832893
GSM7980875_ATC-4	B1_stromal_encased_thyrocyte_idx	OS9	-0.20458481392860034
GSM7980875_ATC-4	B1_stromal_encased_thyrocyte_idx	DUSP23	-0.19832719031392984
GSM7980875_ATC-4	B1_stromal_encased_thyrocyte_idx	AHNAK	-0.19767007473630976
GSM7980875_ATC-4	B1_stromal_encased_thyrocyte_idx	EDF1	0.19665344498782747
GSM7980875_ATC-4	B3_nuclear_eccentricity_var	MALAT1	0.255135727071571
GSM7980875_ATC-4	B3_nuclear_eccentricity_var	CALR	0.23989855479596695
GSM7980875_ATC-4	B3_nuclear_eccentricity_var	C1QB	-0.22972545928734261
GSM7980875_ATC-4	B3_nuclear_eccentricity_var	ADIRF	-0.21424086452206653
GSM7980875_ATC-4	B3_nuclear_eccentricity_var	DUSP1	-0.19176065484841187
GSM7980875_ATC-4	B4_tumor_stroma_ratio	MALAT1	0.3153448403899679
GSM7980875_ATC-4	B4_tumor_stroma_ratio	C7	-0.22029941755866062
GSM7980875_ATC-4	B4_tumor_stroma_ratio	DYNLL1	-0.21372234836406473
GSM7980875_ATC-4	B4_tumor_stroma_ratio	VPS28	0.21265185409299264
GSM7980875_ATC-4	B4_tumor_stroma_ratio	GPX4	-0.20538056431770182
GSM7980875_ATC-4	C2_spatial_celltype_entropy	MALAT1	0.270669569300644
GSM7980875_ATC-4	C2_spatial_celltype_entropy	HMGN1	0.22141655644985617
GSM7980875_ATC-4	C2_spatial_celltype_entropy	COX7C	-0.20743482213895503
GSM7980875_ATC-4	C2_spatial_celltype_entropy	GPX4	-0.20083250531185853
GSM7980875_ATC-4	C2_spatial_celltype_entropy	SELENOM	-0.19368741077457302
GSM7980875_ATC-4	B5_thyrocyte_cluster_med	CAPN2	0.27853634866413846
GSM7980875_ATC-4	B5_thyrocyte_cluster_med	NOP53	0.23803940460987696
GSM7980875_ATC-4	B5_thyrocyte_cluster_med	C11orf96	-0.217581970674402
GSM7980875_ATC-4	B5_thyrocyte_cluster_med	EGR1	-0.21678042842639675
GSM7980875_ATC-4	B5_thyrocyte_cluster_med	NDUFS8	0.21334895809220936
GSM7980875_ATC-4	n_thy	PLA2G2A	-0.47134725897243157
GSM7980875_ATC-4	n_thy	S100A1	0.45729064340735354
GSM7980875_ATC-4	n_thy	NPC2	0.37676890438827665
GSM7980875_ATC-4	n_thy	IGSF1	0.3740555110234583
GSM7980875_ATC-4	n_thy	FBLN1	-0.36812448032249595
GSM7980875_ATC-4	n_fib	IGSF1	0.4335330423413994
GSM7980875_ATC-4	n_fib	RPL17	0.43193362882558917
GSM7980875_ATC-4	n_fib	S100A1	0.4221533050086798
GSM7980875_ATC-4	n_fib	NPC2	0.42050218230577124
GSM7980875_ATC-4	n_fib	COX7C	0.40494205951121215
