target	model	fold_held	n_train	n_test	spearman_r	pearson_r	r2	mae	auroc_DM1high_train_thr	auroc_DM1high_global_thr	thr_train_q75	thr_global_q75	tile_size	embedding	pooled_n	pooled_spearman_r	pooled_pearson_r	pooled_r2	pooled_mae	pooled_auroc_DM1high_global_thr
DM1_like_score_resid	ridge	GSM7980860_N-1	3000	200	0.004561614040351	0.0042726367621307	-10.190051583999011	0.8631876203594353	0.5112087912087913	0.5197192513368983	0.1792856625065125	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980861_N-2	3000	200	-0.0541768544213605	0.0434784542908582	-5.930996557514843	0.6897137199512734	0.4788732394366197	0.4794503741872163	0.1837082612586049	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980862_N-3	3000	200	-0.0189259731493287	-0.0416962817662058	-20.003090175741107	1.1432225090939567	0.4929903835013324	0.4910956480717066	0.181553213776979	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980863_N-4	3000	200	0.0145608640216005	0.0038770818333833	-17.341190878242315	1.0396349108077718	0.5445217596414671	0.5445217596414671	0.182428608881903	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980864_PTC-1	3000	200	0.1183349583739593	0.150777346406669	-12.21893473188113	0.8254497376755586	0.5588768115942029	0.5832225063938619	0.1703209273610871	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980865_PTC-2	3000	200	0.0351638790969774	-0.0374519180700602	-7.652283052121024	0.7462186541812406	0.4823809523809523	0.4781824738550307	0.182907166253985	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980866_PTC-3	3000	200	0.0501087527188179	-0.0100687382027931	-2.9637567748325613	0.5053255074077488	0.5518692150498858	0.5422535211267606	0.1829884098622075	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980867_PTC-4	3000	200	0.1177049426235656	0.1338622297792166	-15.903054082171067	0.677355687752017	0.5312231628021102	0.5198412698412699	0.1853033271424038	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980868_LPTC-1	3000	200	0.0547018675466886	0.0578961443763182	-11.891858864037344	0.7979282958944853	0.5003584229390681	0.5003584229390681	0.1881154067637957	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
DM1_like_score_resid	ridge	GSM7980869_LPTC-2	3000	200	0.035484887122178	-0.0232008324260684	-14.8080547015614	0.6219253883118093	0.5042077175697866	0.5042077175697866	0.1729332432995109	0.1873842793785555	224	resnet50_imagenet	3200	0.02220839718832	-0.0055645450128155	-9.983616913760365	0.7255494274633892	0.5113557291666666
