sample_id	stage	n_spots	morans_dm1_k6	morans_rai8_k6	spear_CD8_Teff_x_DM1	d_CD8_Teff_top25vsbot25	spear_Bplasma_x_DM1	d_Bplasma_top25vsbot25	spear_IFN_gamma_x_DM1	d_IFN_gamma_top25vsbot25	spear_M1_M2_x_DM1	d_M1_M2_top25vsbot25	spear_TLS_x_DM1	d_TLS_top25vsbot25	spear_RAI_lineage_x_DM1	d_RAI_lineage_top25vsbot25
GSM7980860_N-1	PT	3395	0.6573210263050856	0.6573210263050856	-0.09136502014234708	-0.07063885778188705	0.032531272996706426	0.10296925902366638	-0.15672755603688124	-0.18171323835849762	-0.05040406173370849	0.07168477028608322	-0.06365476423364239	-0.12588271498680115	-0.9999999996933365	-4.418007850646973
GSM7980861_N-2	PT	3780	0.6179732685695278	0.6179732685695278	-0.10573098292752514	0.010807031765580177	-0.019974724679075913	0.14045128226280212	-0.18637045128469032	-0.26718786358833313	-0.071702943463747	0.0959165170788765	-0.026003891996713577	0.1256866157054901	-0.9999999997222744	-4.231192111968994
GSM7980862_N-3	PT	4538	0.4475048348792514	0.4475048348792514	0.023632978627735123	0.13347505033016205	0.11760798845405646	0.33962926268577576	-0.10163125694436326	-0.06529354304075241	0.03029392632626931	0.23306924104690552	0.07839467444194027	0.18058116734027863	-0.9999999996147798	-3.569960832595825
GSM7980863_N-4	PT	3027	0.5912895658368791	0.5912895658368791	-0.002399038323737925	0.0736025795340538	0.1551153129108935	0.4479433596134186	-0.060843624243951934	0.019483977928757668	0.08258674806755162	0.3904229402542114	-0.002430333527462975	0.08216807246208191	-0.999999999026521	-3.165297746658325
GSM7980864_PTC-1	PTC	2262	0.7047354806133443	0.7047354806133443	-0.10359680522503821	-0.16030625998973846	-0.008596656303694963	0.01713504269719124	-0.053345205459551424	-0.022244829684495926	-0.09061327287401681	-0.10882128030061722	-0.07090141532955065	0.03869561105966568	-0.9999999997407811	-3.929748773574829
GSM7980865_PTC-2	PTC	4947	0.5770789721136212	0.5770789721136212	-0.004328187186951993	0.21259276568889618	0.3962063041237893	0.9963101148605347	-0.08208950576083314	0.03983955457806587	0.18737523381136312	0.615208089351654	0.13107116195729146	0.35048484802246094	-0.9999999998513219	-4.108015060424805
GSM7980866_PTC-3	PTC	4516	0.6169325433080705	0.6169325433080705	-0.02743520480259583	-0.017303448170423508	0.07516107192334079	0.19320698082447052	-0.09620709528106543	-0.1577819585800171	0.10259297992283775	0.39847099781036377	0.0037201125540450935	0.12324485927820206	-0.9999999998697076	-2.8643131256103516
GSM7980867_PTC-4	PTC	4498	0.6088887436336912	0.6088887436336912	-0.011958366035258256	0.15681365132331848	0.11906752655568952	0.3372804522514343	-0.18294761257953968	-0.19663172960281372	0.08157817393789771	0.3903181254863739	0.10045257247011266	0.28378674387931824	-0.999999999967033	-3.6368374824523926
GSM7980868_LPTC-1	LPTC	1520	0.6026340046811267	0.6026340046811267	0.004799510901855908	0.24103914201259613	0.12382541048806471	0.3010919392108917	0.0022397024434742236	0.2116365134716034	0.16119589408237997	0.6044990420341492	0.23328725600087108	0.4330442547798157	-1.0	-3.2506465911865234
GSM7980869_LPTC-2	LPTC	4071	0.6525594221704658	0.6525594221704658	0.07239285317358601	0.4065231680870056	0.393688758334484	1.0158452987670898	-0.18489390444973144	-0.14477820694446564	0.12904702714665167	0.5384208559989929	0.20219897198245385	0.4961687922477722	-0.9999999999110601	-4.138744831085205
GSM7980870_LPTC-3	LPTC	3336	0.6476186901561131	0.6476186901561131	-0.1913475909091486	-0.0851043164730072	-0.13149539360816814	0.06028691306710243	-0.3848341396472153	-0.5199036002159119	-0.04977416921887388	0.22336435317993164	0.04057191666623783	0.2339075803756714	-0.9999999994342526	-3.533867359161377
GSM7980871_LPTC-4	LPTC	4707	0.6872858644332681	0.6872858644332681	0.061249948948797366	0.2865990698337555	0.42215910977766025	1.031840205192566	-0.25845537031715093	-0.45314109325408936	0.28455656581527894	0.7860375642776489	0.20924854056622985	0.40610939264297485	-0.9999999998849333	-4.303719997406006
GSM7980872_ATC-1	ATC	4715	0.09611792990461651	0.09611792990461651	-0.0442669400594267		0.04742973610803991		-0.04351816981831709		0.01667339115400307		-0.02610949375716891		-1.0	
GSM7980873_ATC-2	ATC	2354	-0.011663119688456947	-0.011663119688456947	-0.0507445246610598		-0.02422982783093096		-0.08440392262292093		-0.06333327774222215		-0.055627284109828326		-0.9999999739105401	
GSM7980874_ATC-3	ATC	1621	0.04116053416962129	0.04116053416962129	0.018906507142630005		-0.03664546168895303		0.013456660492077596		-0.011655726212172344		-0.014950672811110033		-0.9999999999999998	
GSM7980875_ATC-4	ATC	2586	0.6476120250632247	0.6476120250632247	0.06872193633584354	0.23312075436115265	0.1760460297729038	0.4435705542564392	0.08365061021464623	0.31414496898651123	0.2833557316050209	0.7385382652282715	0.12200313331884424	0.31260183453559875	-0.9999999991325362	-3.875802993774414
