gene	target_ATC4	others_mean	log2FC
BMF	0.0735686644911766	0.019166395689050358	1.8866162472187549
TNS1	0.28591403365135193	0.07659948617219925	1.8864995307967656
MYH10	0.33214646577835083	0.0891256791849931	1.8861464570721997
NR2F1	0.3120890259742737	0.08372576472659905	1.8857002832176084
KCNH1	0.002974619623273611	7.576054971044262e-05	1.8854598105454299
ZFY-AS1	0.004267765209078789	0.000427973495485882	1.8832218424389557
HIP1	0.20916637778282166	0.05599881584445635	1.88252803419797
GAP43	0.006063389591872692	0.0009159637799408907	1.8822903845975905
BDNF-AS	0.014626830816268921	0.0032451354200020432	1.8801427420244767
MLIP	0.002679373836144805	0.0	1.8794602661865003
ADRA2C	0.005957373883575201	0.0008929896915409093	1.8778762973112766
SULF1	0.4693070650100708	0.12700726029773554	1.8773773655797472
PRSS45P	0.002672871807590127	0.0	1.8769085432839887
BBS1	0.11527900397777557	0.030662810740371544	1.8767293830088305
PCDHB7	0.006327021401375532	0.0009960640454664826	1.8760688180733718
PCDH9	0.026692107319831848	0.006546784425154328	1.8755408752503149
AC026471.3	0.003690713783726096	0.00027887979134296376	1.8749268096002965
AGRP	0.0038707947824150324	0.00032820839745302993	1.8746756754721083
C5orf49	0.0039754146710038185	0.00035702148064350087	1.8743732129253745
PPIL6	0.011787867173552513	0.002488294073070089	1.8741820905304767
AC027601.4	0.0042065042071044445	0.0004205795800468574	1.8738353789213456
AC004938.2	0.007209364790469408	0.0012406747943411272	1.8733373209776492
AC005332.6	0.10080726444721222	0.0267880962540706	1.8733016035890997
VEGFD	0.0031451652757823467	0.00013214052887633443	1.872376579648095
PGAP3	0.10675103217363358	0.028441724677880604	1.8717675981518682
AC093599.2	0.0029319555032998323	7.654621246426056e-05	1.8688367444246934
TRIM54	0.004397861193865538	0.0004789846037359287	1.86778084431673
PTPN13	0.14840933680534363	0.03993942712744077	1.867707487310621
AC005479.2	0.006300106178969145	0.0010003021452575922	1.8676995126613702
FOXP2	0.011009368114173412	0.002291356213390827	1.867406165603132
AL109976.1	0.008719850331544876	0.0016649860966329773	1.8668060926661383
MYO3A	0.002642974490299821	0.0	1.8651168927346067
SVIL	0.4480372667312622	0.12234857305884361	1.8640941567086966
LRRC75B	0.06490517407655716	0.017130219067136448	1.8619953753842635
S100A7	0.0034042333718389273	0.00021175918421552828	1.8617878994777755
GPER1	0.01466428954154253	0.0033119606086984277	1.861063433606743
SEMA6D	0.014559431001543999	0.0032847908635934195	1.8604926082023834
ADAMTS10	0.04075946286320686	0.010499898887549838	1.860481978784379
COL11A1	0.06037576124072075	0.015905752351197105	1.8601547917699754
HEPH	0.05657019093632698	0.01486578273276488	1.8594032992209497
C1QTNF2	0.013691670261323452	0.0030515271549423537	1.8584607065854373
AC025154.2	0.003053948050364852	0.00011812618079905708	1.8582445955560054
AP001062.1	0.021536068990826607	0.005218633450567722	1.8575663984640958
PRKN	0.00542614609003067	0.0007739219242163623	1.857011265396932
GJB6	0.0033842192497104406	0.00021039034860829511	1.8568475586312525
ZNRF3-AS1	0.004975233692675829	0.0006499168618271748	1.856601808415955
CABP1	0.005507015623152256	0.0007969249854795635	1.856465834318163
ZNF563	0.0228385329246521	0.005583109605746965	1.8564543286524247
PLIN1	0.0030880779959261417	0.00012966953606034318	1.8555219209424
AL355353.1	0.025419414043426514	0.006302125674361984	1.8552100655600148
SEMA3D	0.017687315121293068	0.004170264311445256	1.853749366194955
AC024560.4	0.009918625466525555	0.0020208825590088964	1.8537492449313975
PLP1	0.008493820205330849	0.001628842030186206	1.852561276624753
GNAL	0.007913368754088879	0.001469894516048953	1.851521364038292
ECHDC3	0.05746511369943619	0.01521173546401163	1.8505374817509868
FZD5	0.08026599884033203	0.021543030782292288	1.8499703737245556
ARHGAP20	0.03237009793519974	0.008256807457655668	1.849969301368751
MOXD1	0.04000861570239067	0.010377876848603288	1.8496956736476982
AHDC1	0.1655246913433075	0.04521709928909937	1.8492374875585824
SDC2	0.7039307355880737	0.1946812036136786	1.8489763266571404
HSPB2	0.07945439964532852	0.021338230309387047	1.8486564203912534
TMPRSS13	0.015550228767096996	0.0036034222963886955	1.8460724591310562
IQCA1	0.019756577908992767	0.004774503332252304	1.8457998392678494
RNF139-AS1	0.007230525370687246	0.0012907727699105938	1.845150164092276
LTBP3	1.4141956567764282	0.3931530912717183	1.844173531037748
DIRAS3	0.04302635416388512	0.011262996626707414	1.8440558153189741
OPCML	0.007186240050941706	0.0012802298879250884	1.8440216914079732
LMX1B	0.0028310527559369802	6.778172974009067e-05	1.8431241235717586
ATL2	0.31761452555656433	0.08781239142020543	1.84297915480228
IQUB	0.002585191512480378	0.0	1.8420501863542622
DENND1B	0.1175546795129776	0.03208371438086033	1.8413594858235398
LINC01140	0.017049873247742653	0.0040411440034707384	1.8401656345141184
NIPAL2	0.08139810711145401	0.02201514256497224	1.8400278162938721
GALNT15	0.030207304283976555	0.0077214776538312435	1.8392392489747067
ZNF236-DT	0.006454768590629101	0.0010836585812891524	1.8390446657573074
EXTL1	0.002573929261416197	0.0	1.8375110794790057
PWRN1	0.0025690740440040827	0.0	1.8355498318462846
CHRNA3	0.0028172458987683058	7.099540865359207e-05	1.833579829575159
SCUBE2	0.011376095935702324	0.0024725470381478467	1.8334901434787971
EGLN3	0.03793172538280487	0.009943623483801881	1.830855783547702
IL37	0.0039042176213115454	0.0003795986364517982	1.829774391055862
AL133355.1	0.005376190412789583	0.0007949613500386477	1.8287419337258166
LINC01750	0.002551692770794034	0.0	1.828506790803491
GVQW3	0.04263864830136299	0.011292707485457262	1.8278037089118575
NXPH3	0.01384830567985773	0.00318709434941411	1.8262769840701223
PCDHA4	0.003248384455218911	0.00019832956604659557	1.8258895935133364
MTRNR2L10	0.009678971953690052	0.002012491982895881	1.825743460898006
FREM1	0.003110770136117935	0.0001598837310060238	1.8254285082420676
RADX	0.0109860273078084	0.0023823012209807834	1.8252765118054475
AC107375.1	0.010299360379576683	0.0021891062691186867	1.8250170308630889
PTPRB	0.09054425358772278	0.024846456944942474	1.8245027998801455
CDSN	0.005169431678950787	0.0007422823691740632	1.8241591376880395
SPRR1B	0.0025406712666153908	0.0	1.8240229030229607
VWA7	0.004277726169675589	0.0004924466096175214	1.8222371777733528
LRIG3	0.15693479776382446	0.04375369536379973	1.8192503577396812
AC004540.1	0.008256877772510052	0.0016241231739210586	1.8186902324667473
SLC16A8	0.005121281836181879	0.0007353814823242525	1.8185809544263734
IRF2BPL	0.31870749592781067	0.08966370299458504	1.8181555784367256
ZNF431	0.10288957506418228	0.028465422491232555	1.8179560347814188
GAS8	0.1490134596824646	0.04155716920892397	1.8176178548345612
CFAP206	0.0030868169851601124	0.00015940844120147327	1.8175887439240137
NUDT4	0.7425212264060974	0.21003533403078714	1.8168893574083778
CCDC3	0.1243148073554039	0.03457231850673755	1.8167299818880709
ZNF667-AS1	0.07867660373449326	0.021621940036614735	1.8164334941071134
RNF217-AS1	0.009503324516117573	0.0019826723728328943	1.8161686217183464
SORCS2	0.08303160220384598	0.022863651810136314	1.8161171589446208
AP001029.2	0.006353896576911211	0.0010886939223079632	1.815907792007594
ATP10B	0.002876709681004286	0.00010173290502279997	1.8150581873107612
DLG3	0.15611252188682556	0.04365047812461853	1.8150506390259311
ZNF493	0.056579507887363434	0.015395921189337969	1.8122184982604068
PNOC	0.005486606154590845	0.0008477901574224234	1.8116629180431572
GABRD	0.0256402175873518	0.0065945954993367195	1.8105608342792987
ITIH5	0.03762121871113777	0.010016055156787237	1.809786001844012
ATP13A5	0.0024997431319206953	0.0	1.8072490375137402
PREX2	0.044854290783405304	0.01211273701240619	1.8060878896067827
CYP17A1	0.0028780943248420954	0.0001091954860991488	1.8058342433660108
PARD6B	0.06567234545946121	0.018070706787208717	1.8057301674772046
AC135507.1	0.015481839887797832	0.0037199999981870255	1.8040185371643238
AC124852.1	0.0027497271075844765	7.455836748704314e-05	1.8030417562784429
VSIG10	0.13255026936531067	0.03729694026211897	1.8020818482293017
AC010641.1	0.002485643606632948	0.0	1.8014250671032617
IGLV2-14	0.0038381582126021385	0.00038823865664501983	1.801202339999433
TMEM37	0.1292467713356018	0.03638185001909733	1.8008377356265268
MT-ND4L	0.7675482630729675	0.21958773831526437	1.8007832618173523
RBPMS2	0.03064732439815998	0.008083649231897047	1.8007396310340962
PIWIL1	0.0031355724204331636	0.0001873227180719065	1.8003749148113366
TP53INP1	0.2050139456987381	0.0581727164487044	1.7997379693583677
AL121827.2	0.0024810265749692917	0.0	1.7995128279742811
KCNH2	0.0034539822954684496	0.000282169203273952	1.7965091616264068
SLC6A1	0.007283859886229038	0.0013858659270529945	1.7957901783824086
JPH1	0.021866366267204285	0.005586382350884378	1.795668952445042
EFR3B	0.024285215884447098	0.006285217241384089	1.7952501977479667
KANSL1L	0.03886657580733299	0.01048783779454728	1.7950724117634653
AC010255.2	0.00303334416821599	0.00016278025577776134	1.7943980376543092
MTHFR	0.18220272660255432	0.05182544204095999	1.794136135464794
CLIC2	0.15515251457691193	0.0440486508111159	1.793399998088074
AC009506.1	0.0118428785353899	0.0027058655008052788	1.793086169964754
AF213884.3	0.00570391770452261	0.0009352052099226663	1.792517880580668
AL137060.3	0.004197359085083008	0.0005012123729102314	1.791650652122903
NIPSNAP3B	0.012031146325170994	0.0027643133071251214	1.7915053856683736
MXRA7	1.35587739944458	0.3910873929659526	1.7910432122171926
C1QTNF4	0.017319004982709885	0.004298070911318064	1.7898020854573335
AL591845.1	0.0035618548281490803	0.0003213311332122733	1.7876284769100819
PLPP1	0.36457666754722595	0.10490817949175835	1.787359979472532
SNX25	0.10565797984600067	0.0299012487133344	1.787254864605917
MEGF9	0.33411988615989685	0.09612932739158471	1.7866984229455634
GRIP2	0.00824890285730362	0.0016821871977299452	1.7858723067059739
TUB	0.005952618084847927	0.0010162810795009136	1.7858595711978014
MXRA8	0.8774591684341431	0.2538520097732544	1.7853154995998892
DDR1	0.5808714032173157	0.16783494502305984	1.7850868045530817
CTSF	0.1859912872314453	0.05326782974104086	1.7848019307810024
NMNAT3	0.01099102757871151	0.0024821923580020666	1.7838874912363858
MIR497HG	0.02285594679415226	0.005929768085479736	1.7834699686523692
C16orf71	0.0025449690874665976	2.994713819740961e-05	1.7832027537410777
GLI2	0.00934301782399416	0.0020059169425318637	1.7827801366789222
GLS	0.7706996202468872	0.2232938607533773	1.7826492634768845
SYCE3	0.01104784943163395	0.0025026347720995545	1.782263177192931
CFAP46	0.0054633584804832935	0.0008800632907271696	1.781502780932903
CDC14B	0.060005176812410355	0.016746535586814087	1.7813942584143927
MORN3	0.0068598464131355286	0.001286629606814434	1.7812784276686369
AC107464.3	0.009206149727106094	0.0019695404528950653	1.7811271205884456
TNFAIP8L3	0.05089738592505455	0.014105763286352158	1.7805627872267378
BAIAP3	0.010875940322875977	0.002457652532029897	1.7801769474297133
AL353803.2	0.0027389496099203825	8.878229224743943e-05	1.7799175196056485
TSGA10IP	0.0033488490153104067	0.0002665126958163455	1.7797720827054953
FAM171A2	0.027086544781923294	0.007179852419843276	1.7797324349128392
PAXIP1-AS1	0.06217142194509506	0.017418289557099342	1.7781329571059885
CDKN1A	0.8997670412063599	0.2616400271654129	1.7780672363640622
RBBP9	0.24922747910022736	0.07200447842478752	1.7771833566337663
ICA1	0.08857201784849167	0.025143341161310673	1.7766045754238742
SCUBE1	0.006881161592900753	0.001301307890874644	1.7759542681191771
AC015922.3	0.05661258101463318	0.015823256069173414	1.775926931211064
NFIA	0.27991801500320435	0.08105712632338206	1.7754486096684583
CSGALNACT1	0.0920521467924118	0.02618397834400336	1.7752828265551983
CHIT1	0.015567104332149029	0.0038401505056147776	1.7751976500641815
CSMD1	0.0036382125690579414	0.0003555237005154292	1.7747186020931327
EBF4	0.05313791707158089	0.01482782574991385	1.7741762939340502
RNF157-AS1	0.002419214928522706	0.0	1.7736651120278442
LINC02381	0.020667869597673416	0.005340846876303355	1.7728098704141564
FOS	0.7167484164237976	0.20907547573248544	1.7725704911680844
TUBB8	0.0033299431670457125	0.00026758548240953434	1.7722650470711825
PNMA6A	0.010052880272269249	0.002241362769079084	1.7697499714522822
BAZ2B	0.15572156012058258	0.04496273957192898	1.7696669680961867
AL691432.2	0.02463202178478241	0.006526517836997907	1.7678928212518512
AC051619.6	0.005318029783666134	0.000855336159778138	1.7677941323017672
FAM184A	0.018383413553237915	0.0046955556608736515	1.7669141578412964
CACNA1G	0.0027166889049112797	9.299498439456026e-05	1.7657311557911424
B3GNT8	0.04242227226495743	0.011782659062494835	1.7642472449317408
SIAE	0.19032056629657745	0.055359564100702606	1.7632596080972092
HCN3	0.012917764484882355	0.0031001331905523935	1.7631848188262733
CLDN11	0.03795386850833893	0.0104767099643747	1.76305748644078
ZMIZ1-AS1	0.007583013270050287	0.0015293954444738727	1.7626916240233603
CFB	0.6479929089546204	0.19043684688707194	1.7613341752119926
TRIB1	0.4598419964313507	0.13500957687695822	1.7605639553524164
CYP27A1	0.06514012813568115	0.018524920102208853	1.7602091957805386
EBF2	0.017241625115275383	0.0043866490401948495	1.7597742859543146
HOXA5	0.005205424968153238	0.0008345239039044827	1.7581243112255809
AC104078.1	0.007446601986885071	0.001499245350714773	1.7568785336295418
LINC01138	0.06102065369486809	0.01735165249556303	1.7568387539260595
KLK2	0.002378481440246105	0.0	1.7563749296681
PRRT1	0.012657842598855495	0.0030458675076564154	1.7552086316160374
GRHL1	0.018152354285120964	0.004674099890204768	1.7550582909768861
PLCXD3	0.005050609353929758	0.0007934486105417212	1.7543440359022604
NNT-AS1	0.10087995231151581	0.029208334162831306	1.753851655399171
BCL2L10	0.005515854340046644	0.0009325901240420839	1.7534186591261545
FAM111A-DT	0.056879881769418716	0.016171814563373726	1.7530194764258606
TMEM221	0.002590139163658023	6.5757844519491e-05	1.7521600936460633
CCDC65	0.005299111362546682	0.0008707927772775292	1.751498553032219
BHLHE41	0.36158469319343567	0.10668656323105097	1.7514797753743951
SLC48A1	0.19663873314857483	0.05775329222281774	1.7501241133142251
RABL2A	0.04580722749233246	0.012916870104769865	1.7498965267206836
ERVE-1	0.0023626757320016623	0.0	1.7496096642677994
AC010542.5	0.002820672933012247	0.0001363027646827201	1.7494794736132881
RAB3A	0.016444172710180283	0.004193971243997415	1.747835247561789
AC010501.2	0.0031541362404823303	0.0002372669599329432	1.7473917138869384
SUGCT	0.05413014814257622	0.015429782370726267	1.7465281077187251
DNMBP-AS1	0.004736044444143772	0.0007096895181651538	1.7463218487977885
SNRPN	0.8075791597366333	0.24011709789435068	1.7456550624123919
DIO2	0.15684641897678375	0.04609133392417183	1.7449880363819759
UGT8	0.018466247245669365	0.004808797889078657	1.7446632455095967
MSANTD1	0.004506812430918217	0.0006439090017617369	1.744087028137276
TPPP3	0.16928106546401978	0.049837637692689896	1.7439491240187803
GLIS2	0.15065692365169525	0.04427762640019258	1.7439411288569948
EPHX4	0.025582997128367424	0.006936527381185442	1.7439239710599317
FAM110B	0.05030285194516182	0.014331158250570297	1.7425723330411156
NFASC	0.012563394382596016	0.003054277408712854	1.742201561474734
AL024508.2	0.0036506634205579758	0.00039027181143562	1.7420695612062564
AC006062.1	0.0023443654645234346	0.0	1.7417325104110173
TUBA8	0.007448918651789427	0.0015265584418860574	1.741593156247684
IL1R1	0.19872617721557617	0.05873575434088707	1.7413568244572155
AC100803.3	0.005820203106850386	0.0010411923479599257	1.7404025651445485
SLPI	1.5900154113769531	0.4753949323591466	1.7397178386489527
ERMP1	0.2000473439693451	0.059223939354221024	1.7391262913696157
ZBTB20	0.09412559121847153	0.027511754694084328	1.7382766856453502
CKMT2	0.0026295636780560017	8.837665275981028e-05	1.737618213312043
P4HTM	0.23876099288463593	0.07091971238454182	1.7371378069154493
HSD11B1L	0.09472090750932693	0.027729283707837265	1.7363120514624448
PLA2R1	0.04319222271442413	0.012278655543923378	1.734683413387085
SUSD2	0.20557905733585358	0.06114915944635868	1.7328872190416562
KIAA2012	0.00232219067402184	0.0	1.7321348778070558
FZD7	0.051378194242715836	0.014767160639166832	1.7320434410795702
AC141930.2	0.0023212297819554806	0.0	1.7317175403111609
ID2	0.4646555483341217	0.1392443304260572	1.731320719442004
AC006262.1	0.002320031402632594	0.0	1.731196887418001
AL391807.1	0.004187121521681547	0.0005635026755044237	1.7301524809039144
AC007743.1	0.0028377845883369446	0.00015706001431681216	1.7298100405280987
AL162586.1	0.004026355221867561	0.0005156761908438057	1.7295510637926759
SLC37A1	0.07925664633512497	0.023202251099670928	1.72947963014671
ARRDC3	0.44961050152778625	0.13489780823389688	1.7293587476923509
SORBS2	0.16470587253570557	0.04898800592248639	1.7289708493157105
ZNF687	0.12753303349018097	0.03778091259300709	1.728720526839373
AZIN2	0.020644666627049446	0.005532361605825524	1.7283350200713024
TTC30A	0.02421591430902481	0.006612950858349602	1.7278068664815631
AL589765.6	0.0027917386032640934	0.00014485977590084076	1.7276886047008482
HSPA12A	0.02087637037038803	0.00560982843550543	1.726688661685917
SPINT2	1.5968879461288452	0.48179750765363377	1.7266761074387955
AC005332.1	0.004290940705686808	0.0006001731720364963	1.725296206708796
TSHZ2	0.0639183446764946	0.018638997338712215	1.724904938421938
AL035420.3	0.002456194721162319	4.617519637880226e-05	1.7240600299962967
AC005332.3	0.01927008479833603	0.0051398018064598245	1.7230881331304184
CPEB3	0.026074785739183426	0.007205716489503781	1.7222487063072647
C1orf56	0.1941748559474945	0.058162507290641464	1.7220121050052821
NDUFA4L2	0.30086424946784973	0.09058839082717896	1.7206632570109062
AC097639.1	0.01132833119481802	0.00274100967120224	1.7204779241697041
RHBDL2	0.007247727829962969	0.0015035745406445737	1.7200073150148993
AC098679.1	0.0024006625171750784	3.316351406586667e-05	1.7187472386154958
MYOCD	0.002996762515977025	0.00021434645168483257	1.7186517720661083
DNAJC28	0.006999070290476084	0.0014304894139058888	1.7185854789179738
LINC00824	0.0027396257501095533	0.00013680704190240553	1.7179065005571594
VAMP1	0.03351756930351257	0.009494300310810408	1.7177248941356833
AC110619.1	0.0038283816538751125	0.0004680497416605552	1.717638865189329
LINC02712	0.0022889079991728067	0.0	1.7176086521400062
AL022328.2	0.004426774103194475	0.0006501942407339811	1.7174590048736675
PPIC	0.5124818086624146	0.1551530584692955	1.7173523397073844
AC022098.4	0.0025550140999257565	8.142032311297953e-05	1.7169279075551422
AC104794.3	0.033877190202474594	0.009617629771431288	1.7158220757293297
ALG1L9P	0.003384360345080495	0.00033511097232500714	1.7154067150279335
AC005726.1	0.00807427428662777	0.0017635654464053612	1.7152514897813704
SARM1	0.07117638736963272	0.02099345934887727	1.7144523907240008
TTC21A	0.024050673469901085	0.006634627003222704	1.714219810139455
AC007255.1	0.002736165653914213	0.0001387492617747436	1.7141083038405007
SNED1	0.08259615302085876	0.024503833847120404	1.7127224174332203
AC090114.2	0.03231912851333618	0.00916600072135528	1.712598428162619
MPZL2	0.6475440859794617	0.1969070884709557	1.7123813611065548
EPB41L1	0.10009355843067169	0.029850521435340244	1.7123242941260512
SOX4	0.6716051697731018	0.20451453079779944	1.7105194652252755
AC011297.1	0.009915495291352272	0.002335250823913763	1.710510427285854
CHPT1	0.31295251846313477	0.09498800709843636	1.7096203158833825
AMN	0.004900914616882801	0.0008062845784782743	1.7079133774476087
AC097652.1	0.0024366655852645636	5.2216554953095816e-05	1.707577819030492
CRYL1	0.1162286028265953	0.03489436085025469	1.7074955048604288
YBX2	0.0028362260200083256	0.0001763290298792223	1.7053960710450102
U47924.1	0.0022611578460782766	0.0	1.7053842718877092
AC138028.2	0.002260355046018958	0.0	1.7050290795605854
HUNK	0.005307610612362623	0.0009347021502132217	1.7049821222243713
SRRM2-AS1	0.006459211930632591	0.0012879997957497835	1.7049362937724624
SLC44A2	0.6156248450279236	0.18822956581910452	1.704255502163937
PGA5	0.0023733768612146378	3.5471214990442e-05	1.7039060512130124
AC016866.1	0.0022518879268318415	0.0	1.7012775371822872
ZNF135	0.019252467900514603	0.005230075524499019	1.7007761632477658
AL121821.2	0.003164049470797181	0.00028197553668481606	1.6996184766387952
NR1D1	0.19210882484912872	0.05848690619071325	1.6987700419618297
DPEP1	0.011904744431376457	0.002975754711466531	1.6986009141288987
AC005837.1	0.004511431325227022	0.0006990112597122788	1.69773162345912
SCN2B	0.012629843316972256	0.003202355777223905	1.6974987647724484
TLR3	0.03757541999220848	0.010896361588189999	1.6971614606341472
EMID1	0.021271932870149612	0.005870460066944361	1.6967481532301916
AC009159.3	0.0035146696027368307	0.00039349228609353304	1.6959153945675833
ZNF804B	0.0022392801474779844	0.0	1.695673244267585
PENK	0.004430360626429319	0.0006764265466093397	1.6956587373959593
NOL4	0.002746888203546405	0.0001578685575320075	1.694221446055705
AC093912.1	0.002235992578789592	0.0	1.6942082991907181
PBXIP1	0.5359019041061401	0.16502968470255533	1.6932173150832788
VIT	0.0031131934374570847	0.0002742459764704108	1.6906151234363742
PDGFRL	0.17224593460559845	0.05267384819065531	1.6905302662954353
AVPR1B	0.0022248129826039076	0.0	1.6892154963829284
CALCOCO1	0.14780177175998688	0.04515977886815866	1.688683486722803
LRRC61	0.05534859746694565	0.01648513258745273	1.6882509659001066
ABCA6	0.016802137717604637	0.004527352090614538	1.6873900735869976
RARRES1	0.08084402978420258	0.024416403844952583	1.6871172627931181
DEFB131A	0.0022190113086253405	0.0	1.6866176451191137
OBSCN-AS1	0.003740039188414812	0.000472702047166725	1.686433408703075
HHIPL2	0.002280891640111804	1.9544546375982463e-05	1.6861631343475487
C2orf66	0.0030405528377741575	0.00025586236733943224	1.6858743345136133
TEK	0.042484842240810394	0.012516332479814688	1.685808856154594
DUSP15	0.00736761000007391	0.001600909357269605	1.6857994899562483
PLXDC2	0.2760971188545227	0.08513696615894635	1.685687294087394
AL513217.1	0.006043871399015188	0.0011899939854629338	1.6854416622609811
CASTOR2	0.05169478431344032	0.015385478734970093	1.6852423474003286
ITGAV	0.8372045755386353	0.2597213288148244	1.6847937866114504
LINC02363	0.00347736943513155	0.0003931578588283931	1.684292623206587
SPEF1	0.004642905201762915	0.000755916815251112	1.684213612864398
ODF3L1	0.004930604249238968	0.0008484579351109763	1.6818568907325693
NHSL2	0.10282740741968155	0.031365687027573586	1.6816502901039807
AL683813.1	0.0059997024945914745	0.0011824871374604602	1.6813204537782136
SYK	0.1874108612537384	0.057772538314263024	1.680668020850089
TDRP	0.13418619334697723	0.04118351902191838	1.6801964583964124
AC007325.4	0.028954442590475082	0.008348148626585802	1.680017410370949
C5AR2	0.019124016165733337	0.005281445744913071	1.6797496988321061
RABGAP1L	0.2705914378166199	0.08377695331970851	1.679693972500703
SYT7	0.04039238765835762	0.01192147156689316	1.6795950894046392
SLC29A2	0.030302081257104874	0.008776015990103284	1.6789400342879954
CLDN10	0.004019808955490589	0.0005683241567264	1.6784086782209338
AP002761.4	0.03334471583366394	0.00973038204635183	1.67838670477889
PLEKHH3	0.1725025475025177	0.05321012561519941	1.6783225907163604
CBX7	0.09040071815252304	0.027591363216439884	1.676626092540939
ZNF433	0.0282763484865427	0.008165006681034962	1.6755277861114104
CD55	0.9294595718383789	0.2903410941362381	1.675234256703879
BAIAP2-DT	0.07859037071466446	0.023926502869774897	1.6749134057868984
NUDT17	0.035251736640930176	0.010354487147803107	1.6747875643565493
SCAPER	0.06819608807563782	0.02067575417459011	1.6746082883182427
PGM5	0.02772088348865509	0.008001277145619193	1.6738985110953513
AC093849.2	0.0035986737348139286	0.0004420026040558393	1.6731440756097449
TP53TG1	0.24915234744548798	0.07747679327925046	1.6724689943036173
KCNK3	0.015165187418460846	0.00407212832942605	1.6722270815640412
AC010136.1	0.0035703962203115225	0.00043586893783261377	1.6703951720001768
ZNF606	0.03398643434047699	0.009997410622114936	1.6696317628408117
TNR	0.002658451208844781	0.00015033630188554525	1.6691773223253055
AC096861.2	0.003708703676238656	0.0004808336622469748	1.6689203391759122
FRGCA	0.002993999747559428	0.0002562668329725663	1.6686913142136275
AC145146.1	0.0021792110055685043	0.0	1.6686687719288376
ACSM3	0.009933984838426113	0.002440054862139126	1.668315801758756
AC020661.1	0.003572611603885889	0.0004395424039103091	1.6674080960070192
NFKBIZ	0.23546141386032104	0.07346147919694583	1.6670386004553022
AC253576.2	0.0043198103085160255	0.0006772394311459115	1.6652861508425936
AL122035.2	0.0058572255074977875	0.0011631524345527093	1.6644896338824138
DSCAML1	0.0027068047784268856	0.0001694155507721007	1.6643884551999886
TBX3	0.3018037676811218	0.09461577981710434	1.663062520248885
HIST2H2BE	0.07007744163274765	0.02147434651851654	1.6611125863850953
SPTLC3	0.04053548723459244	0.012135075405240059	1.6609199954953215
AL133453.1	0.010090380907058716	0.002509051545833548	1.6601558714215612
CROT	0.10106375068426132	0.031299419701099396	1.6598904141410964
AP005205.2	0.009511742740869522	0.0023293290238749855	1.6586985151633478
AC051619.5	0.0031070115510374308	0.00030104833422228694	1.6584144454473142
C11orf96	0.5233443975448608	0.16511834412813187	1.6583033114789105
AC034213.1	0.004285136237740517	0.0006760034205702444	1.6569155677478618
AC239868.1	0.022390231490135193	0.006420613809799154	1.656295707845902
ADCY2	0.0025380458682775497	0.0001234202936757356	1.655054982297207
PLPP7	0.007216327358037233	0.0016096127753068383	1.6546579133410653
FBXL22	0.015803780406713486	0.0043379180909444886	1.6544367648363707
NRAD1	0.0021476151887327433	0.0	1.654259175139746
PBX3	0.236387699842453	0.07443204025427501	1.6539958312193646
WDR86-AS1	0.022969771176576614	0.006617859238758683	1.653758601168187
WDFY3-AS2	0.021796392276883125	0.006248277301589648	1.6530954681029124
LINC01213	0.0021438775584101677	0.0	1.65254503142787
KRBOX1	0.004420862533152103	0.0007262790847259263	1.650856700769964
RETSAT	0.30926090478897095	0.09786524871985118	1.649946512102026
AL121944.1	0.03878330811858177	0.011677473317831755	1.6498960082227816
AL161785.1	0.0031543695367872715	0.00032390774019101326	1.6498269637148288
DHRS12	0.08097852021455765	0.025129258632659912	1.649579756726708
CDH17	0.002300313441082835	5.228948915222039e-05	1.6490713976818725
S100B	0.13517849147319794	0.04245291215678056	1.6479740839264703
PRKCZ	0.09814189374446869	0.030640856362879276	1.647706169479172
LINC01508	0.0021330530289560556	0.0	1.6475691884655816
COL25A1	0.004023822024464607	0.0006045755338467037	1.646593651059364
CBR3-AS1	0.02300466038286686	0.00667232492317756	1.6455788000013838
SLC6A12	0.024886401370167732	0.00728796748444438	1.6431041730248506
SLC41A1	0.20311173796653748	0.06439685449004173	1.6420660000070466
CACNB3	0.09591816365718842	0.030063610523939133	1.64154154585552
SYNDIG1L	0.0025690568145364523	0.0001440821506548673	1.6413522189687342
ZNF671	0.03154104948043823	0.00943895506983002	1.640283473438993
THBS3	0.18813230097293854	0.05967947095632553	1.640115362716176
AC019117.2	0.0024906708858907223	0.00012013633386231959	1.639830004321265
LRP5L	0.0477951280772686	0.014658544212579727	1.6397870195377093
ITIH2	0.0021160785108804703	0.0	1.6397315831527877
AC092809.4	0.0027072576340287924	0.00018983641833377382	1.63958913614786
AC124248.1	0.006402480415999889	0.0013769107754342258	1.6389210202580227
PKP4	0.3275388777256012	0.10462235659360886	1.637148866730657
AL157394.3	0.008310139179229736	0.0019945499564831457	1.636463534866448
AC012213.4	0.00797176081687212	0.0018873413015777867	1.6356495062131406
MS4A4E	0.005058782175183296	0.0009499382140347734	1.635599427549856
ANK2	0.06424577534198761	0.019998885070284207	1.635571759884304
AL096803.2	0.00550917349755764	0.0010952309530694038	1.6353650907410247
TMEM130	0.006981163751333952	0.0015703290118835866	1.6346460826874027
RNASEL	0.05841328948736191	0.01814165556182464	1.6340700533563668
MDS2	0.002931190887466073	0.00026696302423564094	1.6335919979708695
IL17C	0.0023396415635943413	7.666045470008005e-05	1.6331299293532702
AP003174.1	0.0021011827047914267	0.0	1.6328185241871758
