stage	gene	n_slides	mean_diff
PT	UNC50	4	-0.027749880449846387
ATC	SMIM26	4	-0.027750281617045403
PTC	HM13	4	-0.02775759546784684
LPTC	HSP90AA1	4	-0.027762847545091063
LPTC	FBXW4	4	-0.02777705166954547
LPTC	CDC25B	3	-0.027784209698438644
LPTC	DAP	4	-0.02779300877591595
PTC	UBE2V2	4	-0.027794414723757654
PT	SERPINB6	4	-0.0277972990879789
LPTC	GRHPR	4	-0.027813632099423558
ATC	DDIT3	3	-0.027835503220558167
LPTC	SYF2	4	-0.02783952420577407
LPTC	IQCA1	2	-0.02784916409291327
ATC	COLGALT1	4	-0.027850188314914703
LPTC	SMARCA1	4	-0.027855953318066895
ATC	EMC7	4	-0.027862117625772953
LPTC	C5orf15	4	-0.02786938997451216
LPTC	HNRNPD	4	-0.027871773694641888
LPTC	PATZ1	4	-0.027884550785529427
PT	PPIH	2	-0.027895251289010048
ATC	ECHDC1	4	-0.0278966398909688
LPTC	HMGN3	4	-0.027909133990760893
LPTC	IPO5	4	-0.027910146047361195
PTC	MAP3K8	1	-0.02791423723101616
LPTC	FBXO21	4	-0.027919504645979032
PT	CHMP7	1	-0.027922579552978277
PTC	TAPBPL	3	-0.02792523316262911
PT	UBTF	4	-0.02795343310572207
ATC	TMEM9	3	-0.027957668527960777
PT	CREBZF	3	-0.027972416020929813
LPTC	NXN	3	-0.027986605341235798
PTC	SDSL	4	-0.027987671332084574
ATC	TOP1	4	-0.028000812977552414
LPTC	BCCIP	1	-0.028001517057418823
LPTC	MAL	1	-0.028011322021484375
PTC	EIF2B1	1	-0.0280136838555336
PTC	PKN1	4	-0.028015586372930557
PTC	YJU2	2	-0.028015669260639697
PT	RALBP1	4	-0.028024162777001038
PT	LRP6	2	-0.02804264728911221
LPTC	SLC4A2	4	-0.02804318189737387
PT	POLL	2	-0.028061830438673496
PTC	IER3	4	-0.028078433213522658
PTC	NUDT22	4	-0.028082405813620426
LPTC	TPMT	4	-0.0280917989439331
PT	KPNB1	4	-0.02809942775638774
LPTC	AKR1A1	4	-0.028105234960094094
LPTC	ZKSCAN1	3	-0.02810969374453028
PT	ST6GAL1	1	-0.028115734457969666
PT	PBXIP1	4	-0.02813037857413292
PT	SACM1L	4	-0.028133307409007102
LPTC	MAP3K5	3	-0.02813673795511325
ATC	CD55	4	-0.028149589896202087
PT	PTPA	4	-0.028151292906841263
PT	FTL	2	-0.0281553752720356
PT	PDGFRL	4	-0.02817933339974843
ATC	SCEL	1	-0.02819473296403885
LPTC	SLIRP	4	-0.028202677611261606
ATC	TMEM159	1	-0.02820419706404209
PT	PDE7A	3	-0.028215517445156973
LPTC	SLC4A11	1	-0.028223156929016113
PTC	SGK1	3	-0.028228967140118282
PT	RANGRF	1	-0.028234477154910564
LPTC	PRPF19	4	-0.028235807665623724
PT	DIO1	4	-0.028241694904863834
PTC	SPIRE1	1	-0.02825193665921688
LPTC	PIAS1	3	-0.028254279866814613
LPTC	NDUFAB1	4	-0.02826673211529851
LPTC	SPATS2L	4	-0.028269804599858617
LPTC	WBP1	4	-0.028273508185520768
ATC	PRPF6	4	-0.028293882263824344
LPTC	HLA-G	1	-0.028294071555137634
LPTC	ADAR	4	-0.028306854597758502
PTC	TTC39B	2	-0.028310224879533052
LPTC	MED4	4	-0.028312887821812183
ATC	TERF2IP	4	-0.028315015602856874
LPTC	KRTCAP2	4	-0.028321304856035567
ATC	ARIH1	2	-0.02832811139523983
PTC	ARMCX2	4	-0.028330656932666898
PTC	OPTN	4	-0.028334462345810607
LPTC	AFG3L2	2	-0.028352527413517237
LPTC	RPL22L1	4	-0.028352971421554685
ATC	TCEAL3	2	-0.028360918164253235
PTC	CIR1	3	-0.02837462443858385
LPTC	LMAN2	4	-0.028379392228089273
LPTC	PLEKHH3	4	-0.02838559215888381
PTC	A4GALT	1	-0.028388457838445902
LPTC	SNX1	4	-0.028390390623826534
PTC	ABHD2	2	-0.02840260462835431
LPTC	ST3GAL5	4	-0.028409797931089997
LPTC	SLC10A3	1	-0.02841141284443438
ATC	RAB34	4	-0.02844927366822958
LPTC	TSPAN31	4	-0.028460871893912554
ATC	MIR4458HG	2	-0.028462259098887444
PT	PLEKHA4	1	-0.02847764128819108
LPTC	YWHAE	4	-0.028478624764829874
ATC	FNTA	3	-0.028492595069110394
PTC	CDCP1	3	-0.028499393723905087
PTC	CYLD	2	-0.028507504728622735
LPTC	EXOC5	1	-0.028520829393528402
PTC	GOLGA8A	4	-0.02853103750385344
PTC	CHPF	4	-0.028531688905786723
LPTC	RPL5	4	-0.028533361852169037
PTC	MARCH2	4	-0.028544882661662996
PT	MPPED2	4	-0.028566151508130133
PTC	HEXB	4	-0.028568709909450263
LPTC	B4GALT1	4	-0.02857402025256306
LPTC	ID3	4	-0.028574230149388313
PTC	KIFC3	4	-0.028580801736097783
LPTC	SUMO2	4	-0.028582551050931215
PTC	DDX27	1	-0.028594553470611572
ATC	SCRN2	2	-0.02861163718625903
ATC	A1BG	2	-0.02862071804702282
PT	MCM7	4	-0.02862840218585916
LPTC	RPL28	3	-0.02865809512635072
LPTC	KLF3	4	-0.02867588837398216
ATC	PBX3	1	-0.028682120610028505
ATC	ZNF593	4	-0.028690310195088387
ATC	BUB3	4	-0.028690524399280548
PT	KIF22	4	-0.028692090651020408
PT	IGHG1	4	-0.028695669025182724
LPTC	FBXL3	4	-0.02870606433134526
ATC	ATP8A1	1	-0.02871035784482956
PT	TSPAN12	3	-0.02871824420678119
LPTC	BOP1	2	-0.028718816814944148
LPTC	PRKX	1	-0.028727747034281492
PT	AURKAIP1	4	-0.02873060153797269
ATC	OCIAD1	4	-0.02873600833117962
PTC	ENPP1	2	-0.028745156712830067
PT	PHF11	4	-0.02874709910247475
ATC	SLC38A10	4	-0.028762515634298325
LPTC	C12orf10	4	-0.028769388736691326
PTC	ETV5	3	-0.028789291468759377
LPTC	SBDS	4	-0.02878933857937227
PT	SLC4A11	4	-0.028793000557925552
PT	GRASP	1	-0.02879858762025833
PTC	RRBP1	4	-0.02880074962740764
PT	SEL1L	4	-0.028803356719436124
PT	TMEM131	1	-0.02881717588752508
PTC	C12orf76	1	-0.028820915380492806
LPTC	COPG1	4	-0.02882154262624681
LPTC	HDAC3	4	-0.028835940698627383
PTC	LYZ	4	-0.028841625899076462
ATC	RXRB	4	-0.028842574451118708
LPTC	APOL6	4	-0.02885150199290365
PT	POR	4	-0.02885268145473674
PT	RGS16	3	-0.02885368214629125
ATC	PMP22	3	-0.02887464314699173
LPTC	MRPS35	1	-0.028877227567136288
PT	ATRX	4	-0.028878224024083465
ATC	PIGT	4	-0.02887873724102974
PT	GNAQ	4	-0.028879679972305894
PTC	SIRT7	1	-0.02888535615056753
PTC	RPL28	4	-0.02888804953545332
PT	GAS8	4	-0.02888831155723892
ATC	GDI1	4	-0.028890490881167352
ATC	STEAP4	1	-0.02889612689614296
LPTC	TRMT61A	2	-0.028897751326439902
LPTC	PPP1R2	4	-0.02891305514776832
LPTC	KIAA1671	4	-0.028916589290020056
ATC	SMU1	4	-0.02892198320478201
LPTC	RBM26	4	-0.028949407569598407
ATC	IER5L	2	-0.02896720916032791
LPTC	CHMP6	3	-0.028975227032788098
LPTC	HEXA	4	-0.028975852765142918
LPTC	PRR36	1	-0.028984918724745512
LPTC	SEC24D	4	-0.029004344367422163
PT	B9D1	4	-0.02900434724870138
PTC	IFIT3	1	-0.02900446206331253
LPTC	ZNF106	2	-0.02900628326460719
LPTC	PDXDC1	4	-0.029009048361331224
LPTC	ALDH9A1	4	-0.029020107293035835
PT	MTHFR	3	-0.029030289345731337
ATC	MRPS26	4	-0.02903436019551009
LPTC	SCAMP1	4	-0.029073374578729272
ATC	ELK3	4	-0.02907384466379881
LPTC	MSL1	4	-0.029084826237522066
LPTC	TRMT112	4	-0.029105630062986165
PTC	UBXN11	3	-0.029116404184605926
LPTC	GLS	4	-0.02912147624010686
PT	SNAP47	3	-0.029133066612606246
PT	DOCK1	4	-0.029133496107533574
LPTC	PLAT	3	-0.029135453747585416
LPTC	C4orf3	4	-0.029139812220819294
PT	SOX4	2	-0.029151842230930924
PT	DUS3L	1	-0.029156696051359177
LPTC	CASD1	1	-0.029161592945456505
PTC	ACP2	2	-0.029162402119254693
LPTC	SCARA3	4	-0.029171076137572527
ATC	PLXNA3	2	-0.029175493866205215
LPTC	HYOU1	4	-0.02917900710599497
PTC	MT-ATP8	2	-0.029181509278714657
LPTC	ENO2	1	-0.029183252714574337
PT	ROBO4	2	-0.02918427251279354
LPTC	COPS6	4	-0.029197194147855043
LPTC	ZHX1	1	-0.029210777021944523
LPTC	SSB	4	-0.029219552292488515
ATC	ARHGEF2	4	-0.029241331852972507
PT	IRS2	1	-0.02924616204109043
LPTC	RNF121	2	-0.02926073013804853
LPTC	MSI2	4	-0.0292646344169043
LPTC	CTNNAL1	4	-0.029281406314112246
PTC	ZNF667-AS1	1	-0.029284543357789516
LPTC	BNIP3	3	-0.029310880849758785
ATC	BSG	4	-0.029317643493413925
LPTC	NORAD	4	-0.029329321812838316
ATC	DKK3	4	-0.029330244287848473
ATC	REST	3	-0.029336215928196907
ATC	STAB1	4	-0.02934327721595764
LPTC	TANK	4	-0.029344234033487737
ATC	TMEM119	1	-0.029344573616981506
PTC	HLA-DRA	4	-0.029349075630307198
PTC	CUEDC1	1	-0.02935028914362192
ATC	DRG1	4	-0.02938058879226446
LPTC	MIER1	1	-0.029384381603449583
ATC	ABCB8	2	-0.029389003291726112
LPTC	MLF2	4	-0.02939221280394122
PT	FAM160A2	1	-0.029392294585704803
LPTC	NEU1	4	-0.029395338613539934
PT	FKBP2	4	-0.02939591882750392
PT	HIST1H4C	1	-0.029398223385214806
LPTC	PTPN14	4	-0.029403464403003454
ATC	MRPS33	3	-0.029406957095488906
PT	TMEM220	1	-0.029436910059303045
PTC	DSC2	1	-0.02944009006023407
ATC	FYN	3	-0.02944700699299574
ATC	C20orf27	4	-0.029456529766321182
PTC	ARHGEF19	1	-0.02945843618363142
LPTC	BTG2	4	-0.02946413168683648
ATC	S100A10	4	-0.02946719527244568
PTC	CLCC1	1	-0.0294715641066432
PT	SPPL2A	3	-0.02948257070966065
PT	DNM1L	3	-0.029490249347873032
LPTC	PLEKHG1	1	-0.0294994805008173
LPTC	ATP5F1B	4	-0.029500777083740104
ATC	FAM192A	4	-0.02950883749872446
LPTC	PAX8	4	-0.029527144622989
PT	HES1	4	-0.029528913204558194
LPTC	RRM2B	4	-0.029537502210587263
PTC	C11orf68	4	-0.029541711701313034
ATC	UBTF	4	-0.02956310473382473
PTC	PDZK1IP1	4	-0.029565132223069668
LPTC	MGST1	4	-0.029568313795607537
PT	WDFY3	1	-0.029569191858172417
LPTC	SET	4	-0.02957088011316955
PTC	CDC16	4	-0.02957553038140759
LPTC	IRAK1	2	-0.02957629505544901
ATC	DSP	3	-0.029582537710666656
PT	MAF	4	-0.029588620833237655
PT	EMB	3	-0.02958972503741582
PT	ACVRL1	2	-0.029596808773931116
ATC	UPP1	4	-0.029599735513329506
ATC	TMPO	4	-0.029602999100461602
PTC	ANO6	2	-0.029605364426970482
LPTC	PKM	4	-0.029608852230012417
LPTC	NAV2	4	-0.029639344043971505
ATC	RAPH1	1	-0.029642252251505852
ATC	SGCE	3	-0.029646140756085515
PT	TDRD9	4	-0.029651442542672157
PTC	OS9	4	-0.029668485280126333
PT	LRRFIP2	3	-0.02967251491888116
PT	ZFAND2A	2	-0.029673125827685
PT	ATXN10	4	-0.029685164598049596
ATC	ARID5B	1	-0.029710892587900162
PTC	PGF	4	-0.0297747008735314
PTC	SEC61A1	4	-0.029777961084619164
LPTC	GADD45A	4	-0.029794589383527637
ATC	SQSTM1	4	-0.02979505993425846
LPTC	RPS15	3	-0.02980252479513486
LPTC	RABGGTB	4	-0.02984513738192618
LPTC	CTSL	4	-0.029846846242435277
PT	MBIP	4	-0.02986553413029469
ATC	PTPRG	4	-0.02987749138264917
LPTC	VPS41	2	-0.02988580334931612
PTC	NUDT8	2	-0.029890811536461115
LPTC	FLNB	4	-0.029903001937782392
ATC	RABGGTB	4	-0.029904957860708237
ATC	PATJ	1	-0.029911412857472897
LPTC	PTPRE	3	-0.02991303987801075
LPTC	ZC3H15	4	-0.029941242944914848
LPTC	TMEM147	4	-0.029941752552986145
LPTC	SNRPG	4	-0.029942105524241924
PT	SORL1	4	-0.02995785245730076
LPTC	TCF7L2	2	-0.02996372664347291
LPTC	SMIM20	3	-0.029973590125640232
LPTC	RNF24	1	-0.02998269535601139
PTC	NSRP1	3	-0.0299874364087979
ATC	ARL6IP4	4	-0.029988642781972885
LPTC	SH3D19	4	-0.029999021644471213
ATC	EIF4H	4	-0.030006641522049904
ATC	G3BP2	4	-0.030007775872945786
PT	ZBTB44	3	-0.03001131548808189
ATC	CHMP4B	3	-0.030033454298973083
LPTC	HSPA13	1	-0.030042879283428192
LPTC	MYO1G	3	-0.030046576013167698
ATC	MLST8	4	-0.030048166401684284
PT	YLPM1	2	-0.030068551655858755
ATC	ZC3HAV1	3	-0.030071912216953933
ATC	SNHG16	4	-0.03007972612977028
PTC	PRDX5	4	-0.030092718079686165
PT	QSER1	1	-0.030097944661974907
ATC	TXNDC12	3	-0.030112814158201218
LPTC	RMND5A	2	-0.030117462389171124
PTC	SBNO2	4	-0.030125556513667107
ATC	CLSTN1	4	-0.030130106955766678
PTC	NMT1	4	-0.03013430119608529
LPTC	RABEP1	3	-0.03014349858131027
PTC	SLIT3	4	-0.03018283867277205
PTC	CDH6	1	-0.030183318071067333
LPTC	PDHA1	4	-0.030194507678970695
PT	HSPB1	4	-0.0302090396580752
PT	UCP2	4	-0.030211819102987647
ATC	C11orf24	3	-0.030237555503845215
PTC	BCAM	4	-0.030238457664381713
ATC	WSB1	4	-0.030242305248975754
ATC	LEPROT	4	-0.030260722152888775
ATC	VEZT	2	-0.030263686552643776
LPTC	ARFGAP3	3	-0.03026719589252025
ATC	KIAA2013	4	-0.03027421608567238
ATC	QPCT	1	-0.030277082696557045
LPTC	NDUFC2	4	-0.03028534207260236
PTC	SYNE1	1	-0.030295930802822113
PTC	SEMA4B	4	-0.030296829510916723
ATC	RETREG3	3	-0.030317907221615314
ATC	URI1	4	-0.030324318446218967
ATC	BRD4	4	-0.0303255096077919
PT	RAPH1	4	-0.030332284630276263
PT	NFKB1	1	-0.03034160565584898
LPTC	MT1F	2	-0.03034402331104502
PTC	TCEAL9	4	-0.030373778921784833
PT	BRPF3	1	-0.030378920026123524
PT	IGHG4	4	-0.030392859131097794
LPTC	LRIG3	4	-0.03040601371321827
ATC	SLC2A4RG	4	-0.03041601274162531
LPTC	SELENOF	4	-0.030422627227380872
LPTC	ARIH1	3	-0.030424350989051163
PT	SSR1	4	-0.030460218782536685
PTC	COX7A1	4	-0.030470595113001764
ATC	ARFGAP1	4	-0.030496696941554546
PTC	LRRK2	4	-0.030524344881996512
PT	ALAD	3	-0.030533612395326298
PTC	ERAP2	2	-0.03054966463241726
ATC	KLF16	3	-0.03055126778781414
PT	ZNF444	3	-0.030552240010971825
LPTC	ITPRIP	1	-0.03055861871689558
ATC	APMAP	4	-0.03056174237281084
PTC	GSN	4	-0.03058178722858429
ATC	MTA1	3	-0.030584669671952724
PT	B4GAT1	4	-0.030585195869207382
LPTC	IER3IP1	4	-0.030598905868828297
PTC	IARS	3	-0.030607116602671642
PTC	ENTPD6	4	-0.030607333552325144
LPTC	DOCK11	2	-0.03060970827937126
PT	CKAP4	1	-0.03062282595783472
ATC	SREK1IP1	4	-0.030625304207205772
PT	AQP4	2	-0.030626011546701193
LPTC	ANKLE2	4	-0.030639089818578213
ATC	GABARAPL2	4	-0.030657252296805382
LPTC	RETSAT	4	-0.03067239373922348
PTC	FAM83G	2	-0.030686083831824362
ATC	TMUB2	3	-0.030695087276399136
PTC	XPOT	2	-0.030715597793459892
LPTC	SLC16A9	1	-0.030731994658708572
PT	NSA2	4	-0.03073913906700909
ATC	LETM1	4	-0.030749076511710882
PTC	COL8A1	4	-0.03075781068764627
PTC	RNF31	3	-0.030776957515627146
LPTC	SNAP29	1	-0.03079134412109852
PT	CTSO	3	-0.03079455380793661
ATC	NR1D1	1	-0.03079545497894287
ATC	SUMF2	4	-0.030800779815763235
PTC	BAD	4	-0.030825965979602188
PTC	TRIM52-AS1	1	-0.030834284611046314
PT	SCUBE3	4	-0.030838509439490736
LPTC	DUSP22	2	-0.03084319131448865
PT	CA4	4	-0.0308452183380723
LPTC	GLRX5	4	-0.030855966673698276
LPTC	TXNIP	4	-0.03085731528699398
PTC	SLAIN2	3	-0.030859726015478373
ATC	SC5D	1	-0.03086145408451557
PTC	LIPG	2	-0.030875492841005325
LPTC	HMGB1	4	-0.030875901458784938
PT	COG4	4	-0.03088833682704717
LPTC	NHP2	4	-0.030891249494743533
LPTC	RAB20	1	-0.030896277487045154
LPTC	ISG15	4	-0.030904584331437945
PT	EPB41L4A	1	-0.030904916115105152
LPTC	WBP2	4	-0.030909395456546918
PT	TESK1	4	-0.030932564463000745
LPTC	TMEM173	4	-0.030939537042286247
PT	CFAP97	3	-0.030947253651296098
LPTC	TMC4	4	-0.03097060382424388
ATC	RNF115	2	-0.03097705729305744
LPTC	POR	4	-0.03098136931657791
LPTC	PIGH	1	-0.030982284108176827
ATC	CIC	3	-0.031002342700958252
PTC	IGFL2	2	-0.031028643250465393
ATC	ABL1	4	-0.03103305491094943
LPTC	JUN	4	-0.031043733935803175
ATC	RGL3	1	-0.031047293916344643
LPTC	ACAA2	4	-0.031063809314218815
LPTC	FGFR2	1	-0.031090598786249757
LPTC	DEGS1	4	-0.031100579886697233
ATC	IER3	4	-0.031152896583080292
PTC	DDIT3	4	-0.031162982631940395
LPTC	PPA1	4	-0.03117580246180296
LPTC	SSR3	4	-0.031183767332549905
ATC	PTGES2	4	-0.03118463745340705
ATC	PNKD	4	-0.031201552599668503
PTC	ANKRD28	1	-0.031206582672894
ATC	SON	4	-0.03121218830347061
ATC	MAVS	4	-0.031218220479786396
ATC	LRRC59	4	-0.03124304860830307
PT	LRRC47	4	-0.031249244057107717
LPTC	PCF11	3	-0.03125312582900127
PT	FAXDC2	4	-0.03125538531458005
PT	HPRT1	1	-0.03129553189501166
PTC	RPL4	4	-0.03131222352385521
ATC	EIF3L	4	-0.03133364487439394
ATC	ARF5	2	-0.031337376683950424
ATC	SLC38A1	4	-0.03133801184594631
PT	FGFR1OP2	1	-0.031339434906840324
PT	MEF2C	3	-0.031339581842379026
LPTC	ATP5PF	4	-0.03134352483903058
PTC	BCS1L	1	-0.03135155327618122
LPTC	IST1	4	-0.031354914885014296
PTC	PLEKHH1	4	-0.03136796865146607
ATC	BOD1	3	-0.03137129172682762
ATC	ZFP36L1	4	-0.03137396275997162
LPTC	BANF1	4	-0.03139230237866286
ATC	RPL18A	3	-0.031416330486536026
LPTC	SLC39A7	4	-0.031439409125596285
PT	CDH5	2	-0.031442260136827826
PT	GNB2	4	-0.03148980712285265
PTC	YDJC	3	-0.03150247014127672
ATC	DDX3X	4	-0.03150530532002449
ATC	SLC4A11	2	-0.03151003457605839
PTC	POLR2F	4	-0.03151860454818234
LPTC	STMN1	4	-0.03152999724261463
LPTC	MGAT5	1	-0.03155481722205877
PT	PAK4	1	-0.03155513387173414
LPTC	PITPNB	1	-0.03156087175011635
PTC	METRN	4	-0.031561068492010236
LPTC	TPD52L1	4	-0.031561464187689126
ATC	CCDC28A	1	-0.031563229858875275
LPTC	CDC123	4	-0.03156977563048713
LPTC	MKNK2	4	-0.03157365880906582
LPTC	PNKD	4	-0.03158334879844915
LPTC	NAT8L	3	-0.03158592498706033
LPTC	PPM1F	2	-0.031588252051733434
PTC	THOC5	1	-0.03159257676452398
ATC	SLC20A2	2	-0.03159806877374649
ATC	SDF4	4	-0.03160442877560854
PTC	TRIM33	1	-0.031608528981450945
ATC	GAPVD1	3	-0.03161007910966873
PTC	C1QB	4	-0.031616801861673594
ATC	HLA-DRB1	4	-0.03162096440792084
ATC	PCNP	4	-0.0316296573728323
LPTC	RPL26	4	-0.03164413757622242
LPTC	GSN	4	-0.03165254136547446
PTC	ITGA2	3	-0.03168623521924019
ATC	MVB12A	4	-0.031696585938334465
LPTC	SERTAD4-AS1	1	-0.03169746603816748
ATC	RNF145	4	-0.031708563677966595
PT	STARD3NL	3	-0.031710289612722896
PTC	UPP1	4	-0.03171449527144432
ATC	LMF2	4	-0.031716616824269295
PTC	HLA-F	4	-0.03171930252574384
LPTC	PRKRIP1	1	-0.03173042926937342
LPTC	TMEM98	4	-0.031741702696308494
PT	RSRP1	4	-0.031743545056087896
LPTC	RSF1	1	-0.03174384497106075
PTC	SYT12	4	-0.0317483352846466
PTC	CFAP410	4	-0.03175037674373016
PTC	ITGA7	1	-0.031756190583109856
ATC	LIMS1	4	-0.031760385259985924
ATC	ILK	4	-0.031761241145431995
LPTC	RBM47	4	-0.031778543489053845
PTC	STXBP3	1	-0.031785616651177406
PT	RPL34	3	-0.03179805881033341
ATC	RPL31	4	-0.03180180490016937
PT	RPL41	1	-0.031805165112018585
PTC	ALOX5	3	-0.031813180850197874
LPTC	PARVB	1	-0.03183106333017349
LPTC	NFIA	4	-0.03183469898067415
PTC	UST	1	-0.03183617629110813
LPTC	CNBP	4	-0.03183993650600314
LPTC	MT-ND3	4	-0.03184196865186095
PTC	MED10	1	-0.03184286272153258
LPTC	PLCG1	2	-0.03185448655858636
LPTC	DLGAP4	4	-0.031867505866102874
PT	CPSF7	4	-0.0318722555966815
PTC	PDE5A	4	-0.03187690256163478
ATC	MLEC	4	-0.03187832166440785
PTC	SRPRB	4	-0.031901694179396145
LPTC	EXOSC10	1	-0.031902280170470476
LPTC	EPM2AIP1	3	-0.03191928875943025
PTC	STK32A	2	-0.031921280547976494
LPTC	RPN2	4	-0.03193192777689546
PT	PTS	1	-0.031937879510223866
PT	FAM172A	1	-0.03193803410977125
LPTC	STT3B	4	-0.0319389256183058
LPTC	INO80E	4	-0.031949569121934474
LPTC	SCG5	4	-0.03196433838456869
ATC	GPR108	4	-0.03197584114968777
PT	NAIP	2	-0.03200339830800658
LPTC	ZHX2	2	-0.03200463159009814
PTC	EPDR1	2	-0.032021681778132915
LPTC	TM7SF2	4	-0.03205651044845581
PT	PLEKHH1	4	-0.03205744147999212
LPTC	SKIV2L	3	-0.032061344012618065
LPTC	SECISBP2	1	-0.03206357336603105
PT	ZNF451	2	-0.03206455925828777
LPTC	SC5D	3	-0.03210923448204994
PT	RPS10	4	-0.03212062502279878
LPTC	RSRP1	4	-0.032123500015586615
LPTC	PODXL2	1	-0.032127068378031254
LPTC	SLC25A29	4	-0.032153204549103975
LPTC	AP2M1	4	-0.032165247946977615
PT	CPAMD8	1	-0.032172754406929016
PTC	CD9	4	-0.032175165601074696
LPTC	PPIE	4	-0.03218567441217601
LPTC	KIF1B	1	-0.032191738951951265
PTC	MUC20	2	-0.032193431339692324
ATC	OAT	3	-0.03219560254365206
LPTC	XPR1	4	-0.03220158698968589
LPTC	PDK3	1	-0.032203651033341885
LPTC	IPO7	4	-0.03221969841979444
LPTC	CTHRC1	3	-0.03223093164463838
LPTC	RGL3	4	-0.03224676858371822
ATC	MGST1	3	-0.032254695892333984
PTC	U2AF1L4	1	-0.03226439002901316
PT	HMCN2	2	-0.03226694744080305
LPTC	SORL1	3	-0.0322674378597488
PT	DHX29	2	-0.0322678389493376
PT	AC239799.2	1	-0.03227317472919822
ATC	SDC2	3	-0.03227363899350166
ATC	ANTKMT	4	-0.03228067420423031
PTC	SERPING1	4	-0.03228234499692917
ATC	OST4	4	-0.032282426953315735
LPTC	ARHGEF12	4	-0.032286891946569085
LPTC	ZNF667-AS1	1	-0.03229287825524807
LPTC	C5orf38	3	-0.032297339367990695
ATC	DDX39B	4	-0.032300214283168316
ATC	HSPB11	3	-0.032306261360645294
LPTC	REEP5	4	-0.03234828224594821
ATC	IMMT	4	-0.032356154173612595
PT	SLBP	1	-0.03236710745841265
ATC	EIF5	4	-0.03237593173980713
PT	PICK1	2	-0.032400189084000885
LPTC	HLA-DMB	4	-0.03241417394019663
LPTC	ANP32B	4	-0.03242369659938049
ATC	MARCH9	1	-0.032432613894343376
ATC	ZBTB7A	3	-0.03243614360690117
LPTC	ZNF486	3	-0.032440531688431896
ATC	NFE2L2	4	-0.03245777357369661
PTC	RAE1	1	-0.0324800256639719
ATC	ELP2	4	-0.0324835479259491
ATC	RARS	4	-0.03250667784595862
LPTC	ERAP1	2	-0.03250826825387776
LPTC	FAM13A	3	-0.0325126270763576
PT	IMPA1	1	-0.03252705140039325
LPTC	WDR41	1	-0.032542928820475936
LPTC	AKAP1	3	-0.0325535136119773
PTC	FNDC4	4	-0.03255718178115785
ATC	TOB1	2	-0.032563100568950176
ATC	ZSCAN16-AS1	3	-0.032576354569755495
LPTC	CRAT	2	-0.032581002451479435
ATC	NT5C3B	3	-0.032582025276497006
ATC	ASH1L	2	-0.032599307131022215
PTC	TWF2	4	-0.03261037316406146
ATC	SAE1	4	-0.032615373842418194
LPTC	AKT2	4	-0.03262554621323943
PT	PPIL4	2	-0.03263017535209656
PT	PARD3	1	-0.032632394693791866
ATC	BAG1	4	-0.03265391429886222
LPTC	KRCC1	1	-0.03266366757452488
PTC	THRSP	1	-0.03266487270593643
PT	CIAO1	4	-0.03268857847433537
PT	RB1CC1	2	-0.0327336810878478
PT	RRP7A	4	-0.03274117602268234
LPTC	R3HCC1	2	-0.03274458095256705
PT	RSRC2	4	-0.03274463464913424
LPTC	ZDHHC7	1	-0.032785965129733086
LPTC	HNRNPA3	4	-0.03279331396333873
LPTC	HDAC5	4	-0.03279398469021544
ATC	FNDC10	1	-0.03282599803060293
LPTC	MT-CO2	3	-0.03283148258924484
LPTC	ABHD14A	4	-0.03283997441758402
LPTC	RNF146	4	-0.032863066138816066
ATC	DIMT1	3	-0.03286529611796141
PTC	PPFIA1	2	-0.03286822797963396
PT	USP5	4	-0.03287195254233666
LPTC	B9D1	4	-0.03292003180831671
PTC	FKBP2	3	-0.0329223508015275
LPTC	ATP2A2	4	-0.0329475769540295
LPTC	SIDT2	3	-0.032952878216747195
LPTC	GALNT7	4	-0.03295909430744359
PT	FBXO30	2	-0.03295989637263119
ATC	PRPF38B	4	-0.03298800252377987
PT	FAM153CP	1	-0.03298977657686919
PTC	PIK3C2A	1	-0.03300870058592409
PT	CLEC11A	4	-0.03301684710095287
PTC	BIN3	2	-0.0330489989137277
LPTC	SLC35A5	1	-0.033061510883271694
PTC	AC007325.4	1	-0.0330642769113183
PTC	COA6	3	-0.03307056659832597
PT	EIF2B1	1	-0.03307423181831837
LPTC	CCND1	4	-0.03308423771522939
LPTC	SLC30A5	4	-0.03309674009506125
ATC	TMEM63B	1	-0.033111682161688805
ATC	ITPK1	4	-0.033115935511887074
ATC	TCTN3	3	-0.0331314483191818
LPTC	TMEM87A	4	-0.033134657714981586
PTC	LCAT	1	-0.03313502902165055
LPTC	RAP1A	4	-0.03314519100240432
PTC	NNMT	4	-0.033177148550748825
LPTC	MANF	4	-0.033179705031216145
ATC	JOSD2	4	-0.03319017845205963
ATC	SDF2L1	4	-0.033199917525053024
ATC	ATP2B4	4	-0.03320947103202343
LPTC	ABCC1	1	-0.03321545571088791
ATC	CYP1B1	2	-0.03321631997823715
ATC	ZNF524	3	-0.03322375356219709
LPTC	RPS6	4	-0.03322945348918438
LPTC	FAM229B	1	-0.033248440973693505
PTC	IFIT2	1	-0.033263049088418484
ATC	SPPL3	4	-0.033268220722675323
PT	NHLRC2	1	-0.0332975797355175
LPTC	RUFY1	3	-0.03331111440396247
ATC	BIRC6	3	-0.033337684348225594
ATC	S100B	1	-0.033338338136672974
LPTC	PTK2B	3	-0.0333584068963925
ATC	TNRC6B	3	-0.033369654323905706
