sample_id	n_spots	spot_density	dm1_resid_q4_entropy	dm1_resid_top25_mean	dm1_resid_bot25_mean	dm1_resid_morans_lite_k6	rai8_resid_mean	tds_resid_mean
GSM7980860_N-1	532	1000.0	1.9999184380394328	0.44795775091445594	-0.48142250912404	0.5322934813929879	-0.009840815764090762	-0.026291458703018876
GSM7980861_N-2	538	1000.0	1.999950155385597	0.4414150641798894	-0.5146172411562816	0.5049452392932351	0.021263254957142867	-0.022461681597226137
GSM7980862_N-3	508	1000.0	1.999955275896358	0.491468034219784	-0.4245351321089078	0.46831772914097786	-0.026902613592458883	-0.009258690897895204
GSM7980863_N-4	562	1000.0	1.9999543217476152	0.5531418620157875	-0.4071620864443305	0.5882729119985186	-0.044919031102967195	-0.0693406020680198
GSM7980864_PTC-1	562	1000.0	1.9999725280919218	0.5032740996942462	-0.4746446596207589	0.6977459749842296	-0.06186655003167251	-0.06435885294827455
GSM7980865_PTC-2	494	1000.0	1.9998462827612664	0.4221940030653289	-0.5354935167859304	0.552425389758901	0.0290073485786818	0.02922182555595079
GSM7980866_PTC-3	495	1000.0	1.9999676515588045	0.3785887174139897	-0.4378048363493627	0.5981792618507126	0.01580263605217271	-0.019191208139144673
GSM7980867_PTC-4	503	1000.0	1.999991435394728	0.3516963446203113	-0.29715568564872497	0.5918430283551512	-0.03283633706368371	-0.035622341373610554
GSM7980868_LPTC-1	557	1000.0	1.9999743990424381	0.3486998145180653	-0.4972302993281844	0.7005949786591072	0.06943780959405665	0.031738078554193846
GSM7980869_LPTC-2	526	1000.0	1.9999478551190808	0.45939497290717124	-0.3917948082150303	0.7221238221980397	-0.06207977775242834	-0.06456264409511354
GSM7980870_LPTC-3	495	1000.0	1.999920830453789	0.37504573622866827	-0.42977588912693016	0.6006188878425329	0.0036722490329459826	0.02940406111485306
GSM7980871_LPTC-4	503	1000.0	1.999968671814515	0.4032119989312551	-0.46440219073557715	0.6118972913023383	0.03493013056148379	0.02441052111669394
GSM7980872_ATC-1	498	1000.0	1.9999418264630142	0.14277051069609223	-0.2820310523884516	0.47266795576109794	-0.018895417247607408	-0.03152488521680106
GSM7980873_ATC-2	573	1000.0	1.9999058685502233	0.0547046501226739	-0.2618087444402787	0.5926749636802656	0.03891373171079246	0.06408117732566956
GSM7980874_ATC-3	600	1000.0	1.9999999999942293	0.044295429856829	-0.1249861379464834	0.643204982631648	0.004754583507247065	-0.0039993369601579
GSM7980875_ATC-4	575	1000.0	1.9999584772395038	0.48152606560213207	-0.5165285124023037	0.6146772244865952	0.011444912930334183	0.011891999756799028
