sample_id	stage	lr_pair	n_spots	mean_activity	top25_activity	DM1top_activity	DM1bot_activity	DM1_top_minus_bot
GSM7980862_N-3	PT	TGFB1→TGFBR1	4538	0.00750642130151391	0.23988831043243408	0.00943218544125557	0.007949752733111382	0.001482432708144188
GSM7980862_N-3	PT	CXCL13→CXCR5	4538	0.0		0.0	0.0	0.0
GSM7980862_N-3	PT	LGALS9→HAVCR2	4538	5.122763104736805e-05	0.11623549461364746	0.0001111202291212976	0.0	0.0001111202291212976
GSM7980862_N-3	PT	CD80→CD28	4538	0.0		0.0	0.0	0.0
GSM7980862_N-3	PT	CD86→CTLA4	4538	1.8615644876263104e-05	0.08447779715061188	0.0	7.442977948812768e-05	-7.442977948812768e-05
GSM7980863_N-4	PT	PD-L1→PD-1	3027	0.00011501252447487786	0.17407146096229553	0.0	0.00010153510811505839	-0.00010153510811505839
GSM7980863_N-4	PT	CXCL9→CXCR3	3027	8.611833618488163e-05	0.2606801986694336	0.00034435957786627114	0.0	0.00034435957786627114
GSM7980863_N-4	PT	CXCL10→CXCR3	3027	0.0001339433219982311	0.20272321999073029	0.00041346170473843813	0.0	0.00041346170473843813
GSM7980863_N-4	PT	CXCL11→CXCR3	3027	3.657158595160581e-05	0.11070219427347183	0.00014623803144786507	0.0	0.00014623803144786507
GSM7980863_N-4	PT	CCL5→CCR5	3027	0.0013414175482466817	0.20302355289459229	0.0026749749667942524	0.0009795248042792082	0.0016954501625150442
GSM7980863_N-4	PT	IFNG→IFNGR1	3027	8.873675687937066e-05	0.26860615611076355	0.0	0.0003548297972884029	-0.0003548297972884029
GSM7980863_N-4	PT	IL10→IL10RA	3027	0.0		0.0	0.0	0.0
GSM7980863_N-4	PT	TGFB1→TGFBR1	3027	0.014911862090229988	0.20994514226913452	0.016325952485203743	0.014330735430121422	0.001995217055082321
GSM7980863_N-4	PT	CXCL13→CXCR5	3027	0.0		0.0	0.0	0.0
GSM7980863_N-4	PT	LGALS9→HAVCR2	3027	0.00025276231463067234	0.12751860916614532	0.0003065934870392084	0.00021792702318634838	8.866646385286003e-05
GSM7980863_N-4	PT	CD80→CD28	3027	0.0		0.0	0.0	0.0
GSM7980863_N-4	PT	CD86→CTLA4	3027	0.0		0.0	0.0	0.0
GSM7980864_PTC-1	PTC	PD-L1→PD-1	2262	0.0014800949720665812	0.19693966209888458	0.0007975945482030511	0.0006536077125929296	0.0001439868356101215
GSM7980864_PTC-1	PTC	CXCL9→CXCR3	2262	0.0016688472824171185	0.17158785462379456	0.0019138783682137728	0.0020352788269519806	-0.00012140045873820782
GSM7980864_PTC-1	PTC	CXCL10→CXCR3	2262	0.0013194516068324447	0.1865374743938446	0.0006516867433674634	0.002466908423230052	-0.0018152216798625886
GSM7980864_PTC-1	PTC	CXCL11→CXCR3	2262	0.00013889723049942404	0.07854638248682022	0.0	0.0	0.0
GSM7980864_PTC-1	PTC	CCL5→CCR5	2262	0.005902460776269436	0.1690046191215515	0.00653087068349123	0.007405436132103205	-0.0008745654486119747
GSM7980864_PTC-1	PTC	IFNG→IFNGR1	2262	0.0025129884015768766	0.7105474472045898	0.0	0.0013974495232105255	-0.0013974495232105255
GSM7980864_PTC-1	PTC	IL10→IL10RA	2262	0.0015930203953757882	0.2771855592727661	0.0024179720785468817	0.0017458174843341112	0.0006721545942127705
GSM7980864_PTC-1	PTC	TGFB1→TGFBR1	2262	0.05908669903874397	0.3989675045013428	0.05308465287089348	0.06428492814302444	-0.011200275272130966
GSM7980864_PTC-1	PTC	CXCL13→CXCR5	2262	0.007980333641171455	0.3683982491493225	0.016081664711236954	0.004128577653318644	0.01195308705791831
GSM7980864_PTC-1	PTC	LGALS9→HAVCR2	2262	0.014635907486081123	0.2178053855895996	0.013096247799694538	0.01914951018989086	-0.006053262390196323
GSM7980864_PTC-1	PTC	CD80→CD28	2262	0.00045466143637895584	0.20568883419036865	0.0011321690399199724	0.0006848701159469783	0.0004472989239729941
GSM7980864_PTC-1	PTC	CD86→CTLA4	2262	0.00575049314647913	0.22820378839969635	0.009423072449862957	0.003642248222604394	0.005780824227258563
GSM7980865_PTC-2	PTC	PD-L1→PD-1	4947	0.00032779143657535315	0.12473723292350769	0.00027856629458256066	0.0003271779860369861	-4.8611691454425454e-05
GSM7980865_PTC-2	PTC	CXCL9→CXCR3	4947	0.0005697044543921947	0.31314757466316223	0.0021111094392836094	0.0	0.0021111094392836094
GSM7980865_PTC-2	PTC	CXCL10→CXCR3	4947	0.000340500904712826	0.4211145043373108	0.0013617284130305052	0.0	0.0013617284130305052
GSM7980865_PTC-2	PTC	CXCL11→CXCR3	4947	0.00010697709512896836	0.5292156934738159	0.0004278219130355865	0.0	0.0004278219130355865
GSM7980865_PTC-2	PTC	CCL5→CCR5	4947	0.002379146870225668	0.20292481780052185	0.00467347539961338	0.0005044599529355764	0.004169015446677804
GSM7980865_PTC-2	PTC	IFNG→IFNGR1	4947	0.0001813527342164889	0.2242880016565323	0.00033573710243217647	0.00020414701430127025	0.00013159008813090622
GSM7980865_PTC-2	PTC	IL10→IL10RA	4947	0.0002141124859917909	0.2118428647518158	0.0004117442003916949	0.0	0.0004117442003916949
GSM7980865_PTC-2	PTC	TGFB1→TGFBR1	4947	0.08298157900571823	0.34848037362098694	0.0627860575914383	0.08878438174724579	-0.025998324155807495
GSM7980865_PTC-2	PTC	CXCL13→CXCR5	4947	0.0		0.0	0.0	0.0
GSM7980865_PTC-2	PTC	LGALS9→HAVCR2	4947	0.0039985524490475655	0.1798257976770401	0.008203410543501377	0.0007723266026005149	0.007431083940900862
GSM7980865_PTC-2	PTC	CD80→CD28	4947	1.5079785043781158e-05	0.07459969818592072	0.0	0.0	0.0
GSM7980865_PTC-2	PTC	CD86→CTLA4	4947	8.041886758292094e-06	0.039783213287591934	0.0	0.0	0.0
GSM7980866_PTC-3	PTC	PD-L1→PD-1	4516	0.00039924433804117143	0.22537341713905334	0.0	0.000573853962123394	-0.000573853962123394
GSM7980866_PTC-3	PTC	CXCL9→CXCR3	4516	0.002986439038068056	0.4995096027851105	0.008780691772699356	0.0018010964849963784	0.006979595287702978
GSM7980866_PTC-3	PTC	CXCL10→CXCR3	4516	0.0005722867208532989	0.32305586338043213	0.001452530617825687	0.000263299880316481	0.001189230737509206
GSM7980866_PTC-3	PTC	CXCL11→CXCR3	4516	0.00022707442985847592	0.34182271361351013	0.0	0.00017216386913787574	-0.00017216386913787574
GSM7980866_PTC-3	PTC	CCL5→CCR5	4516	0.0048038549721241	0.3443526029586792	0.008072802796959877	0.006239775102585554	0.0018330276943743229
GSM7980866_PTC-3	PTC	IFNG→IFNGR1	4516	0.00012559258902911097	0.2835880517959595	0.00011169428762514144	0.0003906760539393872	-0.00027898176631424576
GSM7980866_PTC-3	PTC	IL10→IL10RA	4516	0.00023109608446247876	0.26090747117996216	0.0006186560494825244	0.0003057282592635602	0.0003129277902189642
GSM7980866_PTC-3	PTC	TGFB1→TGFBR1	4516	0.10418033599853516	0.5210170745849609	0.10502948611974716	0.10649129003286362	-0.001461803913116455
GSM7980866_PTC-3	PTC	CXCL13→CXCR5	4516	0.00017520866822451353	0.15824848413467407	0.000453068787464872	0.00010673033102648333	0.0003463384564383887
GSM7980866_PTC-3	PTC	LGALS9→HAVCR2	4516	0.003424745285883546	0.22094498574733734	0.006800984498113394	0.002377732191234827	0.004423252306878567
GSM7980866_PTC-3	PTC	CD80→CD28	4516	0.0		0.0	0.0	0.0
GSM7980866_PTC-3	PTC	CD86→CTLA4	4516	0.00020016072085127234	0.30130860209465027	0.0005854179617017508	0.00021522492170333862	0.00037019303999841213
GSM7980867_PTC-4	PTC	PD-L1→PD-1	4498	2.4645263692946173e-05	0.11085439473390579	0.0	0.0	0.0
GSM7980867_PTC-4	PTC	CXCL9→CXCR3	4498	0.0		0.0	0.0	0.0
GSM7980867_PTC-4	PTC	CXCL10→CXCR3	4498	5.755836900789291e-05	0.2588975429534912	0.0	0.00023013114696368575	-0.00023013114696368575
GSM7980867_PTC-4	PTC	CXCL11→CXCR3	4498	0.0		0.0	0.0	0.0
GSM7980867_PTC-4	PTC	CCL5→CCR5	4498	0.0015903320163488388	0.2861325740814209	0.0009492045501247048	0.002405716571956873	-0.001456512021832168
GSM7980867_PTC-4	PTC	IFNG→IFNGR1	4498	0.0		0.0	0.0	0.0
GSM7980867_PTC-4	PTC	IL10→IL10RA	4498	0.00014093230129219592	0.3169567584991455	0.0005634786793962121	0.0	0.0005634786793962121
GSM7980867_PTC-4	PTC	TGFB1→TGFBR1	4498	0.1148434653878212	0.45700961351394653	0.04632018133997917	0.15088623762130737	-0.1045660562813282
GSM7980867_PTC-4	PTC	CXCL13→CXCR5	4498	0.0		0.0	0.0	0.0
GSM7980867_PTC-4	PTC	LGALS9→HAVCR2	4498	0.0054739294573664665	0.3730565905570984	0.01172550581395626	0.004377962555736303	0.007347543258219957
GSM7980867_PTC-4	PTC	CD80→CD28	4498	0.0		0.0	0.0	0.0
GSM7980867_PTC-4	PTC	CD86→CTLA4	4498	0.0		0.0	0.0	0.0
GSM7980868_LPTC-1	LPTC	PD-L1→PD-1	1520	4.4801257899962366e-05	0.034048955887556076	0.0	6.853338709333912e-05	-6.853338709333912e-05
GSM7980868_LPTC-1	LPTC	CXCL9→CXCR3	1520	0.0006005136528983712	0.2281951904296875	0.002402054611593485	0.0	0.002402054611593485
GSM7980868_LPTC-1	LPTC	CXCL10→CXCR3	1520	0.0008204588084481657	0.20784954726696014	0.0029583503492176533	0.00024162237241398543	0.002716727976803668
GSM7980868_LPTC-1	LPTC	CXCL11→CXCR3	1520	0.00015849086048547179	0.12045305222272873	0.00045964776654727757	0.0	0.00045964776654727757
GSM7980868_LPTC-1	LPTC	CCL5→CCR5	1520	0.002873183460906148	0.15597280859947205	0.007193778641521931	0.0005690216785296798	0.006624756962992251
GSM7980868_LPTC-1	LPTC	IFNG→IFNGR1	1520	0.0		0.0	0.0	0.0
GSM7980868_LPTC-1	LPTC	IL10→IL10RA	1520	0.00033776822965592146	0.25670385360717773	0.0012597766472026706	0.0	0.0012597766472026706
GSM7980868_LPTC-1	LPTC	TGFB1→TGFBR1	1520	0.09586846083402634	0.43628761172294617	0.09061827510595322	0.09961949288845062	-0.009001217782497406
GSM7980868_LPTC-1	LPTC	CXCL13→CXCR5	1520	0.00013396608119364828	0.20362845063209534	0.0005358643247745931	0.0	0.0005358643247745931
GSM7980868_LPTC-1	LPTC	LGALS9→HAVCR2	1520	0.0046170433051884174	0.13495972752571106	0.009845050983130932	0.0009720328380353749	0.008873018145095557
GSM7980868_LPTC-1	LPTC	CD80→CD28	1520	3.385470699868165e-05	0.05145915225148201	0.0	0.0	0.0
GSM7980868_LPTC-1	LPTC	CD86→CTLA4	1520	0.00028237293008714914	0.08584137260913849	0.0009741676622070372	0.0	0.0009741676622070372
GSM7980869_LPTC-2	LPTC	PD-L1→PD-1	4071	0.0003946231445297599	0.2677518129348755	0.0014168880879878998	0.00016121685621328652	0.0012556712317746133
GSM7980869_LPTC-2	LPTC	CXCL9→CXCR3	4071	0.0005943986470811069	0.26886633038520813	0.0017652075039222836	0.000447717058705166	0.0013174904452171177
GSM7980869_LPTC-2	LPTC	CXCL10→CXCR3	4071	0.00038769171806052327	0.3156585693359375	0.0012828713515773416	0.0	0.0012828713515773416
GSM7980869_LPTC-2	LPTC	CXCL11→CXCR3	4071	7.586643914692104e-05	0.15442614257335663	0.00021917629055678844	8.421494567301124e-05	0.0001349613448837772
GSM7980869_LPTC-2	LPTC	CCL5→CCR5	4071	0.007194057106971741	0.35285550355911255	0.01454776618629694	0.0017161135328933597	0.01283165265340358
GSM7980869_LPTC-2	LPTC	IFNG→IFNGR1	4071	0.0016627024160698056	0.7520957589149475	0.0045862807892262936	0.000473965221317485	0.004112315567908809
GSM7980869_LPTC-2	LPTC	IL10→IL10RA	4071	0.0004511529696173966	0.3061072528362274	0.0011238402221351862	0.0	0.0011238402221351862
GSM7980869_LPTC-2	LPTC	TGFB1→TGFBR1	4071	0.10639720410108566	0.5373982191085815	0.046177394688129425	0.19830796122550964	-0.15213056653738022
GSM7980869_LPTC-2	LPTC	CXCL13→CXCR5	4071	6.876768020447344e-05	0.2799532115459442	0.0002750031417235732	0.0	0.0002750031417235732
GSM7980869_LPTC-2	LPTC	LGALS9→HAVCR2	4071	0.008566578850150108	0.25271403789520264	0.007616693153977394	0.006408264394849539	0.0012084287591278553
GSM7980869_LPTC-2	LPTC	CD80→CD28	4071	0.00027869330369867384	0.37818682193756104	0.00020666173077188432	0.0	0.00020666173077188432
GSM7980869_LPTC-2	LPTC	CD86→CTLA4	4071	0.001283440738916397	0.3073463439941406	0.001216215780004859	0.00031246949220076203	0.0009037462878040969
GSM7980870_LPTC-3	LPTC	PD-L1→PD-1	3336	6.07335678068921e-05	0.1013035923242569	0.00016500469064339995	7.792959513608366e-05	8.707509550731629e-05
GSM7980870_LPTC-3	LPTC	CXCL9→CXCR3	3336	4.938775600749068e-05	0.08237877488136292	0.0	4.025567614007741e-05	-4.025567614007741e-05
GSM7980870_LPTC-3	LPTC	CXCL10→CXCR3	3336	4.3669318984029815e-05	0.07284042239189148	0.0	8.876071660779417e-05	-8.876071660779417e-05
GSM7980870_LPTC-3	LPTC	CXCL11→CXCR3	3336	0.0		0.0	0.0	0.0
GSM7980870_LPTC-3	LPTC	CCL5→CCR5	3336	0.0006721443496644497	0.20384305715560913	0.00013090537686366588	0.0006948782247491181	-0.0005639728478854522
GSM7980870_LPTC-3	LPTC	IFNG→IFNGR1	3336	0.0001082190647139214	0.3610188066959381	0.0	0.0004328762588556856	-0.0004328762588556856
GSM7980870_LPTC-3	LPTC	IL10→IL10RA	3336	0.0		0.0	0.0	0.0
GSM7980870_LPTC-3	LPTC	TGFB1→TGFBR1	3336	0.23080037534236908	0.8969785571098328	0.08041155338287354	0.41826045513153076	-0.3378489017486572
GSM7980870_LPTC-3	LPTC	CXCL13→CXCR5	3336	0.0		0.0	0.0	0.0
GSM7980870_LPTC-3	LPTC	LGALS9→HAVCR2	3336	0.00879381038248539	0.3713437020778656	0.015718266367912292	0.0019027413800358772	0.013815524987876415
GSM7980870_LPTC-3	LPTC	CD80→CD28	3336	0.0001534463226562366	0.17063230276107788	5.2172566938679665e-05	0.0	5.2172566938679665e-05
GSM7980870_LPTC-3	LPTC	CD86→CTLA4	3336	0.00021606942755170166	0.12013459950685501	0.0	0.00014676243881694973	-0.00014676243881694973
GSM7980871_LPTC-4	LPTC	PD-L1→PD-1	4707	9.81219855020754e-05	0.11546504497528076	6.9990630436223e-05	6.649295391980559e-05	3.497676516417414e-06
GSM7980871_LPTC-4	LPTC	CXCL9→CXCR3	4707	0.00040157747571356595	0.3780450224876404	0.001605968689545989	0.0	0.001605968689545989
GSM7980871_LPTC-4	LPTC	CXCL10→CXCR3	4707	1.9860430256812833e-05	0.04674152284860611	5.07647346239537e-05	0.0	5.07647346239537e-05
GSM7980871_LPTC-4	LPTC	CXCL11→CXCR3	4707	0.0		0.0	0.0	0.0
GSM7980871_LPTC-4	LPTC	CCL5→CCR5	4707	0.0009747763397172093	0.12745200097560883	0.0028637584764510393	0.0002728360996115953	0.002590922376839444
GSM7980871_LPTC-4	LPTC	IFNG→IFNGR1	4707	0.00012363254791125655	0.14548459649085999	0.0	0.0002062942658085376	-0.0002062942658085376
GSM7980871_LPTC-4	LPTC	IL10→IL10RA	4707	0.00011188451753696427	0.1316601037979126	5.2607854740926996e-05	0.00018208332767244428	-0.0001294754729315173
GSM7980871_LPTC-4	LPTC	TGFB1→TGFBR1	4707	0.10102437436580658	0.34967753291130066	0.07800772786140442	0.10955167561769485	-0.031543947756290436
GSM7980871_LPTC-4	LPTC	CXCL13→CXCR5	4707	9.470729310123716e-06	0.04457872360944748	3.7874870031373575e-05	0.0	3.7874870031373575e-05
GSM7980871_LPTC-4	LPTC	LGALS9→HAVCR2	4707	0.007781415246427059	0.12249873578548431	0.01312820240855217	0.007118542678654194	0.006009659729897976
GSM7980871_LPTC-4	LPTC	CD80→CD28	4707	2.1657564502675086e-05	0.050971079617738724	0.0	0.0	0.0
GSM7980871_LPTC-4	LPTC	CD86→CTLA4	4707	0.0004905294626951218	0.15392814576625824	0.0016348937060683966	0.00011774420272558928	0.0015171495033428073
GSM7980872_ATC-1	ATC	PD-L1→PD-1	4715	0.008016342297196388	0.15058587491512299		0.006168785039335489	
GSM7980872_ATC-1	ATC	CXCL9→CXCR3	4715	0.01101580448448658	0.25585970282554626		0.008793311193585396	
GSM7980872_ATC-1	ATC	CXCL10→CXCR3	4715	0.012399409897625446	0.2564176321029663		0.010324181988835335	
GSM7980872_ATC-1	ATC	CXCL11→CXCR3	4715	0.0077622998505830765	0.23461055755615234		0.006417436525225639	
GSM7980872_ATC-1	ATC	CCL5→CCR5	4715	0.02989841066300869	0.3012200891971588		0.023739328607916832	
GSM7980872_ATC-1	ATC	IFNG→IFNGR1	4715	0.0022524727974087	0.27948445081710815		0.0020685784984380007	
GSM7980872_ATC-1	ATC	IL10→IL10RA	4715	0.0007024423102848232	0.2070009708404541		0.0015339148230850697	
GSM7980872_ATC-1	ATC	TGFB1→TGFBR1	4715	0.12611302733421326	0.4692550599575043		0.13398320972919464	
GSM7980872_ATC-1	ATC	CXCL13→CXCR5	4715	0.00036283431109040976	0.12219742685556412		0.00046160907368175685	
GSM7980872_ATC-1	ATC	LGALS9→HAVCR2	4715	0.0367741622030735	0.28056660294532776		0.0325605608522892	
GSM7980872_ATC-1	ATC	CD80→CD28	4715	0.00015763510600663722	0.09290619194507599		1.745615736581385e-05	
GSM7980872_ATC-1	ATC	CD86→CTLA4	4715	0.003045356599614024	0.14802944660186768		0.002717275870963931	
GSM7980873_ATC-2	ATC	PD-L1→PD-1	2354	0.012594045139849186	0.12352658808231354		0.012594045139849186	
GSM7980873_ATC-2	ATC	CXCL9→CXCR3	2354	0.18718670308589935	0.6595072746276855		0.18718670308589935	
GSM7980873_ATC-2	ATC	CXCL10→CXCR3	2354	0.2001504898071289	0.6844500303268433		0.2001504898071289	
GSM7980873_ATC-2	ATC	CXCL11→CXCR3	2354	0.14715078473091125	0.5245411992073059		0.14715078473091125	
GSM7980873_ATC-2	ATC	CCL5→CCR5	2354	0.3195413649082184	1.0161420106887817		0.3195413649082184	
GSM7980873_ATC-2	ATC	IFNG→IFNGR1	2354	0.012363250367343426	0.16535848379135132		0.012363250367343426	
GSM7980873_ATC-2	ATC	IL10→IL10RA	2354	0.002966267056763172	0.2793036997318268		0.002966267056763172	
GSM7980873_ATC-2	ATC	TGFB1→TGFBR1	2354	0.12634028494358063	0.47670841217041016		0.12634028494358063	
GSM7980873_ATC-2	ATC	CXCL13→CXCR5	2354	0.0012893321691080928	0.16861599683761597		0.0012893321691080928	
GSM7980873_ATC-2	ATC	LGALS9→HAVCR2	2354	0.07468152046203613	0.2947741448879242		0.07468152046203613	
GSM7980873_ATC-2	ATC	CD80→CD28	2354	0.0008311112178489566	0.0850624218583107		0.0008311112178489566	
GSM7980873_ATC-2	ATC	CD86→CTLA4	2354	0.006248512305319309	0.11673808842897415		0.006248512305319309	
GSM7980874_ATC-3	ATC	PD-L1→PD-1	1621	0.0013974658213555813	0.04819770157337189		0.0013974658213555813	
GSM7980874_ATC-3	ATC	CXCL9→CXCR3	1621	0.0035862296354025602	0.07452921569347382		0.0035862296354025602	
GSM7980874_ATC-3	ATC	CXCL10→CXCR3	1621	0.0035095501225441694	0.05864927917718887		0.0035095501225441694	
GSM7980874_ATC-3	ATC	CXCL11→CXCR3	1621	0.00037530416739173234	0.04679754003882408		0.00037530416739173234	
GSM7980874_ATC-3	ATC	CCL5→CCR5	1621	0.00735235121101141	0.0614338219165802		0.00735235121101141	
GSM7980874_ATC-3	ATC	IFNG→IFNGR1	1621	0.001469253795221448	0.0952664166688919		0.001469253795221448	
GSM7980874_ATC-3	ATC	IL10→IL10RA	1621	0.00017438131908420473	0.04038173332810402		0.00017438131908420473	
GSM7980874_ATC-3	ATC	TGFB1→TGFBR1	1621	0.1440102458000183	0.32816949486732483		0.1440102458000183	
GSM7980874_ATC-3	ATC	CXCL13→CXCR5	1621	5.897697701584548e-05	0.04780083894729614		5.897697701584548e-05	
GSM7980874_ATC-3	ATC	LGALS9→HAVCR2	1621	0.010355059988796711	0.06103837490081787		0.010355059988796711	
GSM7980874_ATC-3	ATC	CD80→CD28	1621	0.0001289702922804281	0.03484347090125084		0.0001289702922804281	
GSM7980874_ATC-3	ATC	CD86→CTLA4	1621	0.0005383779061958194	0.036362942308187485		0.0005383779061958194	
GSM7980875_ATC-4	ATC	PD-L1→PD-1	2586	0.00040789233753457665	0.1318511962890625	0.0	0.0008250681567005813	-0.0008250681567005813
GSM7980875_ATC-4	ATC	CXCL9→CXCR3	2586	0.0034979763440787792	0.2153753936290741	0.004189671482890844	0.002854187972843647	0.0013354835100471973
GSM7980875_ATC-4	ATC	CXCL10→CXCR3	2586	0.0021685613319277763	0.2076999843120575	0.005590352695435286	0.0008919628453440964	0.004698389850091189
GSM7980875_ATC-4	ATC	CXCL11→CXCR3	2586	0.0006987500819377601	0.16426979005336761	0.0009921013843268156	7.587874279124662e-05	0.000916222641535569
GSM7980875_ATC-4	ATC	CCL5→CCR5	2586	0.010648929513990879	0.30261680483818054	0.017489010468125343	0.01210390217602253	0.005385108292102814
GSM7980875_ATC-4	ATC	IFNG→IFNGR1	2586	0.00011027496657334268	0.2851710617542267	0.0	0.0	0.0
GSM7980875_ATC-4	ATC	IL10→IL10RA	2586	0.0014071185141801834	0.27990835905075073	0.0025821509771049023	0.001200806931592524	0.0013813440455123782
GSM7980875_ATC-4	ATC	TGFB1→TGFBR1	2586	0.1137765645980835	0.5108093023300171	0.09931233525276184	0.11492477357387543	-0.015612438321113586
GSM7980875_ATC-4	ATC	CXCL13→CXCR5	2586	0.0		0.0	0.0	0.0
GSM7980875_ATC-4	ATC	LGALS9→HAVCR2	2586	0.017356963828206062	0.2753687798976898	0.035704221576452255	0.0078517384827137	0.027852483093738556
GSM7980875_ATC-4	ATC	CD80→CD28	2586	0.0		0.0	0.0	0.0
GSM7980875_ATC-4	ATC	CD86→CTLA4	2586	0.002455921610817313	0.2117004543542862	0.005059852730482817	0.0024911321233958006	0.002568720607087016
