bundle	n	n_pos	n_neg	full_AUPRC	full_AUROC	bagged_AUPRC	bagged_AUROC	blend_AUPRC	blend_AUROC	blend_top10_precision	dominant_bagged_hard_expert	dominant_bagged_hard_share
cedar_partial	909	851	58	0.996942398688069	0.9580007293650472	0.9969638132410372	0.9581222902062482	0.9969470172777875	0.9580412496454476	1.0	RF_biophys	1.0
dbpepneo2_mhci	467	467	0							1.0	RF_biophys	1.0
itsndb	319	136	183	0.7831796219787388	0.8531822565091611	0.7916518769540059	0.8576422372227579	0.7849399421445155	0.8537849566055931	1.0	BioDarwin_public_anchor_noEL_v4	0.7398119122257053
mcpas	82	82	0							1.0	RF_biophys	0.5853658536585366
neodb	552	552	0							1.0	RF_biophys	0.9221014492753623
nepdb	560	140	420	0.9577474482449806	0.9847448979591837	0.9584899230476056	0.9849319727891157	0.9583498230772591	0.9849829931972789	1.0	RF_biophys	1.0
tesla_mmc4	605	37	568	0.855186405905833	0.9872002283974115	0.8738174814194077	0.9896269508945565	0.8622510539201402	0.9880091358964598	1.0	BioDarwin_public_anchor_noEL_v4	0.5272727272727272
tesla_mmc7	310	4	306	1.0	1.0	0.95	0.9991830065359477	1.0	1.0	0.4	RF_biophys	0.667741935483871
