holdout_bundle	train_bundles	train_fitness	train_mean_ap	train_mean_auc	train_min_ap	train_std_ap	holdout_n	holdout_n_pos	holdout_n_neg	holdout_AUPRC	holdout_AUROC	holdout_top10_precision	train_AUPRC	train_AUROC
cedar_partial	dbpepneo2_mhci,itsndb,mcpas,neodb,nepdb,tesla_mmc4,tesla_mmc7	0.8804114863364298	0.9031404275109113	0.9570106793567678	0.7948661180589851	0.08058636187600757	909	851	58	0.9967781359493626	0.9553669111390252	1.0	0.8580376686492884	0.845027134444176
itsndb	cedar_partial,dbpepneo2_mhci,mcpas,neodb,nepdb,tesla_mmc4,tesla_mmc7	0.9276995272798781	0.9575479030340819	0.9812593408719302	0.8833737202062721	0.047194451708335895	319	136	183	0.725229469509205	0.8070154291224686	0.8	0.9081437133670086	0.8549557253306036
nepdb	cedar_partial,dbpepneo2_mhci,itsndb,mcpas,neodb,tesla_mmc4,tesla_mmc7	0.8862901314968026	0.9150299117555111	0.9505250714500632	0.7896381766369869	0.08855767538618985	560	140	420	0.9544721843678855	0.9834863945578232	1.0	0.85769795006054	0.7409605132622952
tesla_mmc4	cedar_partial,dbpepneo2_mhci,itsndb,mcpas,neodb,nepdb,tesla_mmc7	0.904678956670244	0.9386701212698002	0.9517552301591665	0.7983275618142713	0.08259875100337613	605	37	568	0.6188082244272978	0.9608393604872478	0.8	0.9748474403993288	0.9475866682975467
tesla_mmc7	cedar_partial,dbpepneo2_mhci,itsndb,mcpas,neodb,nepdb,tesla_mmc4	0.9153536210721963	0.9232845024441141	0.9488967832417465	0.7935111576699407	0.07746227376281277	310	4	306	0.48660714285714285	0.9836601307189543	0.3	0.9314639274377565	0.8728365458016981
