generation	best_fitness	mean_fitness	fitness	mean_ap	mean_auc	mean_top10	mean_top5	min_ap	std_ap	entropy	bundle_eval_rows	holdout_bundle
8	0.923661920213475	0.8956975654151683	0.923661920213475	0.9545366196425996	0.9821952270040877	0.85	0.95	0.8630085444000334	0.05535091134066833	0.3746287330606508	4	itsndb
9	0.923661920213475	0.8921230190833379	0.923661920213475	0.9545366196425996	0.9821952270040877	0.85	0.95	0.8630085444000334	0.05535091134066833	0.3746287330606508	4	itsndb
10	0.923661920213475	0.9022199016153923	0.923661920213475	0.9545366196425996	0.9821952270040877	0.85	0.95	0.8630085444000334	0.05535091134066833	0.3746287330606508	4	itsndb
11	0.9266714690243197	0.906340879989581	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
12	0.9266714690243197	0.9063874153495176	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
13	0.9266714690243197	0.908025504719486	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
14	0.9266714690243197	0.9099535715804702	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
15	0.9266714690243197	0.911315996935364	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
16	0.9266714690243197	0.9026876163726932	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
17	0.9266714690243197	0.9079401393381445	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
18	0.9266714690243197	0.9142272237940942	0.9266714690243197	0.9567795476564369	0.9821067342004867	0.85	0.95	0.8731072158398954	0.051199619486163785	0.35435059464690993	4	itsndb
19	0.9273165752298079	0.9114218595170372	0.9273165752298079	0.9581172879545066	0.982410330525717	0.85	0.95	0.8791757775731115	0.04873107018313492	0.3904106337855676	4	itsndb
20	0.9273165752298079	0.9139878170403639	0.9273165752298079	0.9581172879545066	0.982410330525717	0.85	0.95	0.8791757775731115	0.04873107018313492	0.3904106337855676	4	itsndb
21	0.9276995272798781	0.9008393141488713	0.9276995272798781	0.9575479030340819	0.9812593408719302	0.85	0.95	0.8833737202062721	0.047194451708335895	0.3763724423761949	4	itsndb
22	0.9276995272798781	0.9062071482103017	0.9276995272798781	0.9575479030340819	0.9812593408719302	0.85	0.95	0.8833737202062721	0.047194451708335895	0.3763724423761949	4	itsndb
23	0.9276995272798781	0.9089340789330415	0.9276995272798781	0.9575479030340819	0.9812593408719302	0.85	0.95	0.8833737202062721	0.047194451708335895	0.3763724423761949	4	itsndb
0	0.882255511338111	0.6119670343902929	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
1	0.882255511338111	0.680663333895778	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
2	0.882255511338111	0.6984310282806186	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
3	0.882255511338111	0.7360013975038285	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
4	0.882255511338111	0.7779384192945829	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
5	0.882255511338111	0.8072659179369491	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
6	0.882255511338111	0.8169793228239269	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
7	0.882255511338111	0.8408545285319988	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
8	0.882255511338111	0.8378445423192243	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
9	0.882255511338111	0.8581320064351381	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
10	0.882255511338111	0.8593258889301243	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
11	0.882255511338111	0.8523497169305644	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
12	0.882255511338111	0.862593936616786	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
13	0.882255511338111	0.8541738865787568	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
14	0.882255511338111	0.8617927722849111	0.882255511338111	0.9088271066431601	0.949595803567905	0.85	0.95	0.7831796219787388	0.09319524713377926	0.4142931300564967	4	nepdb
15	0.8829764316255236	0.8656988904935417	0.8829764316255236	0.9123890099002403	0.9464682113889261	0.85	0.95	0.7813944386616448	0.09158076356852404	0.44446246260454497	4	nepdb
16	0.8829764316255236	0.862993557652735	0.8829764316255236	0.9123890099002403	0.9464682113889261	0.85	0.95	0.7813944386616448	0.09158076356852404	0.44446246260454497	4	nepdb
17	0.8834275423172009	0.8643735229092337	0.8834275423172009	0.9102153364485193	0.9504413368740278	0.85	0.95	0.7862004638324467	0.09182088297123599	0.41862506645217157	4	nepdb
18	0.8834275423172009	0.8706350995938248	0.8834275423172009	0.9102153364485193	0.9504413368740278	0.85	0.95	0.7862004638324467	0.09182088297123599	0.41862506645217157	4	nepdb
19	0.8847940731199232	0.8710541568649027	0.8847940731199232	0.9125038369233552	0.9508485064347574	0.85	0.95	0.7904072004894338	0.08969678482413275	0.43943117670069076	4	nepdb
20	0.8847940731199232	0.8703497853883574	0.8847940731199232	0.9125038369233552	0.9508485064347574	0.85	0.95	0.7904072004894338	0.08969678482413275	0.43943117670069076	4	nepdb
21	0.8849620226950196	0.8679580010100979	0.8849620226950196	0.9121659336669159	0.950116951133267	0.85	0.95	0.7902489281396052	0.08990853932470123	0.4199061508635663	4	nepdb
22	0.885602266643355	0.873298230078428	0.885602266643355	0.913627348254021	0.949666448941177	0.85	0.95	0.7861525292648306	0.09004069099687168	0.4078065078932951	4	nepdb
23	0.8862901314968026	0.868484276816452	0.8862901314968026	0.9150299117555111	0.9505250714500632	0.85	0.95	0.7896381766369869	0.08855767538618985	0.43401944919278507	4	nepdb
0	0.897630498687086	0.6915215734244816	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
1	0.897630498687086	0.7584907628142427	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
2	0.897630498687086	0.7908360464639007	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
3	0.897630498687086	0.8035458798728206	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
4	0.897630498687086	0.8264141665032997	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
5	0.897630498687086	0.8271485496260169	0.897630498687086	0.9344673672279471	0.948981970958348	0.85	0.95	0.7831796219787388	0.08892075059952113	0.3804568022654279	4	tesla_mmc4
6	0.898679369539507	0.8586980328615037	0.898679369539507	0.9357798738462495	0.9501421382010719	0.85	0.95	0.787870339266031	0.08697545859358849	0.3978306229412243	4	tesla_mmc4
7	0.898679369539507	0.8746451759042678	0.898679369539507	0.9357798738462495	0.9501421382010719	0.85	0.95	0.787870339266031	0.08697545859358849	0.3978306229412243	4	tesla_mmc4
8	0.898679369539507	0.8776274347388219	0.898679369539507	0.9357798738462495	0.9501421382010719	0.85	0.95	0.787870339266031	0.08697545859358849	0.3978306229412243	4	tesla_mmc4
9	0.898679369539507	0.8750148088916178	0.898679369539507	0.9357798738462495	0.9501421382010719	0.85	0.95	0.787870339266031	0.08697545859358849	0.3978306229412243	4	tesla_mmc4
10	0.9002969554532974	0.8763811219867416	0.9002969554532974	0.9352194863117141	0.9500658761258285	0.85	0.95	0.7852499233126742	0.088111053166018	0.30694034720739816	4	tesla_mmc4
11	0.9002969554532974	0.8764719289645647	0.9002969554532974	0.9352194863117141	0.9500658761258285	0.85	0.95	0.7852499233126742	0.088111053166018	0.30694034720739816	4	tesla_mmc4
12	0.9002969554532974	0.8820514254973294	0.9002969554532974	0.9352194863117141	0.9500658761258285	0.85	0.95	0.7852499233126742	0.088111053166018	0.30694034720739816	4	tesla_mmc4
13	0.9002969554532974	0.8854741970059212	0.9002969554532974	0.9352194863117141	0.9500658761258285	0.85	0.95	0.7852499233126742	0.088111053166018	0.30694034720739816	4	tesla_mmc4
14	0.9006361969759535	0.887279628477205	0.9006361969759535	0.9367771234537785	0.9496484484454455	0.85	0.95	0.7944685258723845	0.08401397110442943	0.37263157045989814	4	tesla_mmc4
15	0.9008529271032252	0.8927874655119418	0.9008529271032252	0.9369925080230321	0.950704852447097	0.85	0.95	0.7956183303088337	0.08352066499284273	0.3804859945431661	4	tesla_mmc4
16	0.9019509366920794	0.8819540516001604	0.9019509366920794	0.936659155473891	0.9507712693631616	0.85	0.95	0.7929119382030351	0.0847434336032893	0.31571023552993427	4	tesla_mmc4
17	0.9033553375059393	0.8903409672337469	0.9033553375059393	0.9374732742168437	0.9513108116456632	0.85	0.95	0.7959106246053544	0.0834758332127131	0.29582888614634856	4	tesla_mmc4
18	0.9033553375059393	0.8850701300812105	0.9033553375059393	0.9374732742168437	0.9513108116456632	0.85	0.95	0.7959106246053544	0.0834758332127131	0.29582888614634856	4	tesla_mmc4
19	0.9039578127090283	0.8822234139296677	0.9039578127090283	0.9376920504073007	0.9503616237448529	0.85	0.95	0.7950448670499228	0.08394296314847705	0.26673087037692683	4	tesla_mmc4
20	0.9039578127090283	0.8804065744625772	0.9039578127090283	0.9376920504073007	0.9503616237448529	0.85	0.95	0.7950448670499228	0.08394296314847705	0.26673087037692683	4	tesla_mmc4
21	0.9045145584089901	0.8911738291510994	0.9045145584089901	0.9379054098849366	0.950715797091751	0.85	0.95	0.7967683109510155	0.0831621353543192	0.25999142773047873	4	tesla_mmc4
22	0.9045145584089901	0.892705509419503	0.9045145584089901	0.9379054098849366	0.950715797091751	0.85	0.95	0.7967683109510155	0.0831621353543192	0.25999142773047873	4	tesla_mmc4
23	0.904678956670244	0.8912768473915983	0.904678956670244	0.9386701212698002	0.9517552301591665	0.85	0.95	0.7983275618142713	0.08259875100337613	0.28395498337408065	4	tesla_mmc4
0	0.8988982763599909	0.6658307263198274	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
1	0.8988982763599909	0.705316315671307	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
2	0.8988982763599909	0.7387170510910565	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
3	0.8988982763599909	0.7886452684690762	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
4	0.8988982763599909	0.8245793322776301	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
5	0.8988982763599909	0.8556973612101553	0.8988982763599909	0.8982639687044054	0.945782028057701	1.0	1.0	0.7831796219787388	0.08422559017340459	0.39213827320095884	4	tesla_mmc7
6	0.9048976184482809	0.8736094293655633	0.9048976184482809	0.9102768700993251	0.9414225963739835	1.0	1.0	0.7811958097332684	0.07915622500958885	0.4010719908980168	4	tesla_mmc7
7	0.9048976184482809	0.876599077784111	0.9048976184482809	0.9102768700993251	0.9414225963739835	1.0	1.0	0.7811958097332684	0.07915622500958885	0.4010719908980168	4	tesla_mmc7
8	0.9048976184482809	0.8890910441896894	0.9048976184482809	0.9102768700993251	0.9414225963739835	1.0	1.0	0.7811958097332684	0.07915622500958885	0.4010719908980168	4	tesla_mmc7
9	0.9048976184482809	0.8884708597817775	0.9048976184482809	0.9102768700993251	0.9414225963739835	1.0	1.0	0.7811958097332684	0.07915622500958885	0.4010719908980168	4	tesla_mmc7
10	0.9074777737538304	0.8848991908946374	0.9074777737538304	0.9135717195181361	0.9450036977950256	1.0	1.0	0.7820160964897169	0.08008776020255544	0.3927700361779136	4	tesla_mmc7
11	0.9074777737538304	0.892224326871898	0.9074777737538304	0.9135717195181361	0.9450036977950256	1.0	1.0	0.7820160964897169	0.08008776020255544	0.3927700361779136	4	tesla_mmc7
12	0.9074777737538304	0.8904219369961984	0.9074777737538304	0.9135717195181361	0.9450036977950256	1.0	1.0	0.7820160964897169	0.08008776020255544	0.3927700361779136	4	tesla_mmc7
13	0.9074777737538304	0.8917211114569786	0.9074777737538304	0.9135717195181361	0.9450036977950256	1.0	1.0	0.7820160964897169	0.08008776020255544	0.3927700361779136	4	tesla_mmc7
14	0.9076509343682306	0.8938867542017567	0.9076509343682306	0.9132224532299417	0.9436815149170616	1.0	1.0	0.7900985350250155	0.07592342414826934	0.41293998330122517	4	tesla_mmc7
15	0.9089112305418808	0.8915005358839786	0.9089112305418808	0.9152053766404012	0.9469835749363262	1.0	1.0	0.7881843536982711	0.07727108505253506	0.4145460453801879	4	tesla_mmc7
16	0.9122674071878282	0.894390379801898	0.9122674071878282	0.9206598318482644	0.9466665823681543	1.0	1.0	0.7863335222071968	0.07995262717571036	0.38686459075674146	4	tesla_mmc7
17	0.9122674071878282	0.8914542375223715	0.9122674071878282	0.9206598318482644	0.9466665823681543	1.0	1.0	0.7863335222071968	0.07995262717571036	0.38686459075674146	4	tesla_mmc7
18	0.9122674071878282	0.9007935038805641	0.9122674071878282	0.9206598318482644	0.9466665823681543	1.0	1.0	0.7863335222071968	0.07995262717571036	0.38686459075674146	4	tesla_mmc7
19	0.9130888402065903	0.8997356751003579	0.9130888402065903	0.9208241371086059	0.9479715405985625	1.0	1.0	0.7832330047373345	0.08173142765609027	0.3483242828958335	4	tesla_mmc7
20	0.9130888402065903	0.8995137299803168	0.9130888402065903	0.9208241371086059	0.9479715405985625	1.0	1.0	0.7832330047373345	0.08173142765609027	0.3483242828958335	4	tesla_mmc7
21	0.9144646946832994	0.9041647279514241	0.9144646946832994	0.9226084160874367	0.9483695382261413	1.0	1.0	0.7911838362954273	0.07830015364317683	0.37552512353108153	4	tesla_mmc7
22	0.9144646946832994	0.9042581744921128	0.9144646946832994	0.9226084160874367	0.9483695382261413	1.0	1.0	0.7911838362954273	0.07830015364317683	0.37552512353108153	4	tesla_mmc7
23	0.9153536210721963	0.9027619451405927	0.9153536210721963	0.9232845024441141	0.9488967832417465	1.0	1.0	0.7935111576699407	0.07746227376281277	0.3693851716630926	4	tesla_mmc7
