target	mode	sample_id	stage	n_spots	rho	p
DM1_like_score	raw	GSM7980860_N-1	PT	200	0.3965829145728644	6.116795163176709e-09
DM1_like_score	raw	GSM7980861_N-2	PT	200	0.1464261606540164	0.03854949469307644
DM1_like_score	raw	GSM7980862_N-3	PT	200	0.16497712442811074	0.019568282831408584
DM1_like_score	raw	GSM7980863_N-4	PT	200	0.16239855996399913	0.021587989952566698
DM1_like_score	raw	GSM7980864_PTC-1	PTC	200	0.34675512501532213	4.90320093071014e-07
DM1_like_score	raw	GSM7980865_PTC-2	PTC	200	0.4653986349658742	3.82210265062941e-12
DM1_like_score	raw	GSM7980866_PTC-3	PTC	200	0.06584267075777511	0.35427705706260837
DM1_like_score	raw	GSM7980867_PTC-4	PTC	200	0.26000247507298657	0.0002007327590263073
DM1_like_score	raw	GSM7980868_LPTC-1	LPTC	200	0.3491442286057152	4.039981322333187e-07
DM1_like_score	raw	GSM7980869_LPTC-2	LPTC	200	0.45786137059902293	9.317950491913962e-12
DM1_like_score	raw	GSM7980870_LPTC-3	LPTC	200	0.3932464228084666	8.398928301863646e-09
DM1_like_score	raw	GSM7980871_LPTC-4	LPTC	200	0.2927601787895574	2.5896025332876117e-05
DM1_like_score	raw	GSM7980872_ATC-1	ATC	200	0.05392646176824582	0.44820726946399736
DM1_like_score	raw	GSM7980873_ATC-2	ATC	200	-0.017859737915403563	0.8018050574909686
DM1_like_score	raw	GSM7980874_ATC-3	ATC	200	-0.028043116428658515	0.6934472232567722
DM1_like_score	raw	GSM7980875_ATC-4	ATC	200	0.3931999099949322	8.435925235508656e-09
DM1_like_score	smooth8	GSM7980860_N-1	PT	200	0.559762994074852	6.889526308019336e-18
DM1_like_score	smooth8	GSM7980861_N-2	PT	200	0.407252681317033	2.1667486190296616e-09
DM1_like_score	smooth8	GSM7980862_N-3	PT	200	0.2627495687392185	0.00017072462539198757
DM1_like_score	smooth8	GSM7980863_N-4	PT	200	0.32141903547588696	3.470656367101971e-06
DM1_like_score	smooth8	GSM7980864_PTC-1	PTC	200	0.46595664891622296	3.5749637604666666e-12
DM1_like_score	smooth8	GSM7980865_PTC-2	PTC	200	0.6056596414910373	2.0802052029380663e-21
DM1_like_score	smooth8	GSM7980866_PTC-3	PTC	200	0.19222080552013804	0.006394215967264378
DM1_like_score	smooth8	GSM7980867_PTC-4	PTC	200	0.33824495612390315	9.64809695864154e-07
DM1_like_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.48153003825095636	5.266080003764601e-13
DM1_like_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.6565364134103354	4.8536269337345653e-26
DM1_like_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.5241851046276158	1.6410351202328686e-15
DM1_like_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.3146013650341259	5.706506333277286e-06
DM1_like_score	smooth8	GSM7980872_ATC-1	ATC	200	0.029800720418614545	0.6752912280666685
DM1_like_score	smooth8	GSM7980873_ATC-2	ATC	200	-0.04870366776528885	0.4934302609294325
DM1_like_score	smooth8	GSM7980874_ATC-3	ATC	200	0.08608887901107111	0.225473724231845
DM1_like_score	smooth8	GSM7980875_ATC-4	ATC	200	0.5312517812945324	5.821532610723455e-16
TDS_like_score	raw	GSM7980860_N-1	PT	200	0.3340343508587715	1.3387041949401299e-06
TDS_like_score	raw	GSM7980861_N-2	PT	200	0.08347708692717319	0.23991594234149013
TDS_like_score	raw	GSM7980862_N-3	PT	200	0.1605670141753544	0.023129760772611307
TDS_like_score	raw	GSM7980863_N-4	PT	200	0.17449786244656118	0.013462487677216965
TDS_like_score	raw	GSM7980864_PTC-1	PTC	200	0.36351034664305476	1.2184724050384385e-07
TDS_like_score	raw	GSM7980865_PTC-2	PTC	200	0.37813995349883756	3.3794877079048175e-08
TDS_like_score	raw	GSM7980866_PTC-3	PTC	200	0.03334209605568976	0.6392817736519335
TDS_like_score	raw	GSM7980867_PTC-4	PTC	200	0.17526353882797369	0.013053405061150077
TDS_like_score	raw	GSM7980868_LPTC-1	LPTC	200	0.3934268356708918	8.256901051340964e-09
TDS_like_score	raw	GSM7980869_LPTC-2	LPTC	200	0.4698015141725928	2.2480544725555295e-12
TDS_like_score	raw	GSM7980870_LPTC-3	LPTC	200	0.3824445075147551	2.2891156272680694e-08
TDS_like_score	raw	GSM7980871_LPTC-4	LPTC	200	0.18765701179668753	0.0077928008747718425
TDS_like_score	raw	GSM7980872_ATC-1	ATC	200	0.01706672522983408	0.8104352565702058
TDS_like_score	raw	GSM7980873_ATC-2	ATC	200	-0.03352860735981818	0.6374075431485696
TDS_like_score	raw	GSM7980874_ATC-3	ATC	200	0.05335370813332432	0.45304962344334904
TDS_like_score	raw	GSM7980875_ATC-4	ATC	200	0.3463043358521506	5.084757980805728e-07
TDS_like_score	smooth8	GSM7980860_N-1	PT	200	0.5438715967899198	8.60336110955068e-17
TDS_like_score	smooth8	GSM7980861_N-2	PT	200	0.3550828770719269	2.4791238656080387e-07
TDS_like_score	smooth8	GSM7980862_N-3	PT	200	0.2607305182629566	0.0001923338365181477
TDS_like_score	smooth8	GSM7980863_N-4	PT	200	0.32072151803795096	3.653842766277517e-06
TDS_like_score	smooth8	GSM7980864_PTC-1	PTC	200	0.4276038504477352	2.6973381800275144e-10
TDS_like_score	smooth8	GSM7980865_PTC-2	PTC	200	0.5437020925523138	8.831879021093885e-17
TDS_like_score	smooth8	GSM7980866_PTC-3	PTC	200	0.2236210905272632	0.0014572538206873004
TDS_like_score	smooth8	GSM7980867_PTC-4	PTC	200	0.19973149328733222	0.00457464713823346
TDS_like_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.45669183855543544	1.0678948176262829e-11
TDS_like_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.6177844446111155	1.951839673684037e-22
TDS_like_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.5249546238655967	1.467618805813618e-15
TDS_like_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.27177379434485865	9.905379789549085e-05
TDS_like_score	smooth8	GSM7980872_ATC-1	ATC	200	0.014672690687050648	0.8366240312613538
TDS_like_score	smooth8	GSM7980873_ATC-2	ATC	200	-0.015888643738587286	0.8232981163104344
TDS_like_score	smooth8	GSM7980874_ATC-3	ATC	200	0.18259542303152798	0.009656388188267808
TDS_like_score	smooth8	GSM7980875_ATC-4	ATC	200	0.510684767119178	1.1128829643251994e-14
Epithelial_score	raw	GSM7980860_N-1	PT	200	0.1493157189044794	0.03483667683707912
Epithelial_score	raw	GSM7980861_N-2	PT	200	0.20240676945951325	0.004048812808297434
Epithelial_score	raw	GSM7980862_N-3	PT	200	0.20142204088509175	0.0042356752555270626
Epithelial_score	raw	GSM7980863_N-4	PT	200	0.06115962073001816	0.38961710782138975
Epithelial_score	raw	GSM7980864_PTC-1	PTC	200	0.10562759945727651	0.1365916469080214
Epithelial_score	raw	GSM7980865_PTC-2	PTC	200	0.19665039114324315	0.005255696087871706
Epithelial_score	raw	GSM7980866_PTC-3	PTC	200	0.1628926831657864	0.02118757006578731
Epithelial_score	raw	GSM7980867_PTC-4	PTC	200	0.22363961988240222	0.001455892294722043
Epithelial_score	raw	GSM7980868_LPTC-1	LPTC	200	0.041425346324920696	0.5602832311352607
Epithelial_score	raw	GSM7980869_LPTC-2	LPTC	200	0.4257397345183817	3.283633146334238e-10
Epithelial_score	raw	GSM7980870_LPTC-3	LPTC	200	0.20545905873175552	0.0035158494400242034
Epithelial_score	raw	GSM7980871_LPTC-4	LPTC	200	0.2054226355658892	0.0035218166540598806
Epithelial_score	raw	GSM7980872_ATC-1	ATC	200	0.2902401148429346	3.059614163467983e-05
Epithelial_score	raw	GSM7980873_ATC-2	ATC	200	0.11977216762938701	0.09116124200423292
Epithelial_score	raw	GSM7980874_ATC-3	ATC	200	0.07086187783984248	0.31871067619489113
Epithelial_score	raw	GSM7980875_ATC-4	ATC	200	0.11687456441345598	0.09932209939758134
Epithelial_score	smooth8	GSM7980860_N-1	PT	200	0.37505587639690996	4.452129652355909e-08
Epithelial_score	smooth8	GSM7980861_N-2	PT	200	0.4630645766144154	5.048513937099237e-12
Epithelial_score	smooth8	GSM7980862_N-3	PT	200	0.21380034500862527	0.0023668057938988816
Epithelial_score	smooth8	GSM7980863_N-4	PT	200	0.22524113102827573	0.0013425163398618652
Epithelial_score	smooth8	GSM7980864_PTC-1	PTC	200	0.17149778744468613	0.015175650259507149
Epithelial_score	smooth8	GSM7980865_PTC-2	PTC	200	0.26322658066451665	0.00016596147667634657
Epithelial_score	smooth8	GSM7980866_PTC-3	PTC	200	0.23165379134478364	0.0009649305296238598
Epithelial_score	smooth8	GSM7980867_PTC-4	PTC	200	0.3406630165754144	7.976291349417828e-07
Epithelial_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.03780395927546928	0.5950947337197375
Epithelial_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.5930591608636349	2.190790641447589e-20
Epithelial_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.2839315982899573	4.6132864498682084e-05
Epithelial_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.2980094502362559	1.8203338378722708e-05
Epithelial_score	smooth8	GSM7980872_ATC-1	ATC	200	0.44810620265506645	2.859967625123554e-11
Epithelial_score	smooth8	GSM7980873_ATC-2	ATC	200	0.11725793144828622	0.09821028894069472
