target	mode	sample_id	stage	n_spots	rho	p
Epithelial_score	smooth8	GSM7980874_ATC-3	ATC	200	0.06339158478961975	0.372515986947419
Epithelial_score	smooth8	GSM7980875_ATC-4	ATC	200	0.2951413785344634	2.2088262255854294e-05
CAF_ECM_score	raw	GSM7980860_N-1	PT	200	-0.04713847014904066	0.5074402657184457
CAF_ECM_score	raw	GSM7980861_N-2	PT	200	0.128143026011106	0.07055680053480966
CAF_ECM_score	raw	GSM7980862_N-3	PT	200	0.056833516559473767	0.4240841711005873
CAF_ECM_score	raw	GSM7980863_N-4	PT	200	-0.012088892889358917	0.8650908512833831
CAF_ECM_score	raw	GSM7980864_PTC-1	PTC	200	0.5812674987267445	1.8104463240065363e-19
CAF_ECM_score	raw	GSM7980865_PTC-2	PTC	200	0.3650096178043272	1.0715176366722827e-07
CAF_ECM_score	raw	GSM7980866_PTC-3	PTC	200	0.32500403822698687	2.6590000394127538e-06
CAF_ECM_score	raw	GSM7980867_PTC-4	PTC	200	0.32454670111667283	2.7514379105773983e-06
CAF_ECM_score	raw	GSM7980868_LPTC-1	LPTC	200	0.3803769167723628	2.762079502089179e-08
CAF_ECM_score	raw	GSM7980869_LPTC-2	LPTC	200	0.06054496771315357	0.3944084643783854
CAF_ECM_score	raw	GSM7980870_LPTC-3	LPTC	200	0.35367905713124	2.7849909766567564e-07
CAF_ECM_score	raw	GSM7980871_LPTC-4	LPTC	200	0.35628349315293334	2.2433263734145842e-07
CAF_ECM_score	raw	GSM7980872_ATC-1	ATC	200	0.06541862610718845	0.3573917407544535
CAF_ECM_score	raw	GSM7980873_ATC-2	ATC	200	-0.01911856991770943	0.7881549847236698
CAF_ECM_score	raw	GSM7980874_ATC-3	ATC	200	-0.07412885322133055	0.29685323370295214
CAF_ECM_score	raw	GSM7980875_ATC-4	ATC	200	0.5160916764300061	5.222869663106379e-15
CAF_ECM_score	smooth8	GSM7980860_N-1	PT	200	-0.03799746418565639	0.5932100646270542
CAF_ECM_score	smooth8	GSM7980861_N-2	PT	200	0.1349013725343134	0.05683854057436465
CAF_ECM_score	smooth8	GSM7980862_N-3	PT	200	0.07755493887347184	0.2750253773556156
CAF_ECM_score	smooth8	GSM7980863_N-4	PT	200	0.20257406435160882	0.004017815348063032
CAF_ECM_score	smooth8	GSM7980864_PTC-1	PTC	200	0.6324962995936466	9.595798751097225e-24
CAF_ECM_score	smooth8	GSM7980865_PTC-2	PTC	200	0.5499692492312308	3.317494405188925e-17
CAF_ECM_score	smooth8	GSM7980866_PTC-3	PTC	200	0.3764119102977575	3.945325289567376e-08
CAF_ECM_score	smooth8	GSM7980867_PTC-4	PTC	200	0.5391924320080002	1.7644460983142742e-16
CAF_ECM_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.530260455359092	6.742317236467021e-16
CAF_ECM_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.09116327908197706	0.1991988432253677
CAF_ECM_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.45305482637065936	1.6263845591230865e-11
CAF_ECM_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.4354308857721444	1.1655879489928116e-10
CAF_ECM_score	smooth8	GSM7980872_ATC-1	ATC	200	0.17483687092177308	0.01327999675008693
CAF_ECM_score	smooth8	GSM7980873_ATC-2	ATC	200	0.003454586364659117	0.9612785975904888
CAF_ECM_score	smooth8	GSM7980874_ATC-3	ATC	200	-0.07842496062401562	0.2696601160001251
CAF_ECM_score	smooth8	GSM7980875_ATC-4	ATC	200	0.6893857346433662	1.5392276166336705e-29
Hypoxia_score	raw	GSM7980860_N-1	PT	200	0.16869078203406832	0.01694807261857102
Hypoxia_score	raw	GSM7980861_N-2	PT	200	0.046851652384692646	0.5100298440656245
Hypoxia_score	raw	GSM7980862_N-3	PT	200	0.002236331540474397	0.9749279670804
Hypoxia_score	raw	GSM7980863_N-4	PT	200	-0.02108798110937123	0.7669301687970551
Hypoxia_score	raw	GSM7980864_PTC-1	PTC	200	0.009217583279030415	0.8969288061939183
Hypoxia_score	raw	GSM7980865_PTC-2	PTC	200	0.2198465132358508	0.00176018133242749
Hypoxia_score	raw	GSM7980866_PTC-3	PTC	200	0.11300240908970736	0.11111853277092316
Hypoxia_score	raw	GSM7980867_PTC-4	PTC	200	0.30667805647279395	1.0017477449959623e-05
Hypoxia_score	raw	GSM7980868_LPTC-1	LPTC	200	0.2068735624391317	0.003291056138215613
Hypoxia_score	raw	GSM7980869_LPTC-2	LPTC	200	0.28534971920444957	4.210066227952207e-05
Hypoxia_score	raw	GSM7980870_LPTC-3	LPTC	200	0.057800091941435025	0.4162334952827131
Hypoxia_score	raw	GSM7980871_LPTC-4	LPTC	200	0.2825974494203395	5.0255706205210466e-05
Hypoxia_score	raw	GSM7980872_ATC-1	ATC	200	0.0564171409125415	0.427492345536974
Hypoxia_score	raw	GSM7980873_ATC-2	ATC	200	-0.08996129653696126	0.20521227250899832
Hypoxia_score	raw	GSM7980874_ATC-3	ATC	200	-0.14935123378084456	0.03479299873976837
Hypoxia_score	raw	GSM7980875_ATC-4	ATC	200	0.07091935536249723	0.31831731241567685
Hypoxia_score	smooth8	GSM7980860_N-1	PT	200	0.3515860584025723	3.309039966404367e-07
Hypoxia_score	smooth8	GSM7980861_N-2	PT	200	0.45093827345683646	2.072777729602211e-11
Hypoxia_score	smooth8	GSM7980862_N-3	PT	200	0.13388884722118055	0.05874126682333854
Hypoxia_score	smooth8	GSM7980863_N-4	PT	200	0.09925748143703594	0.16200204318208433
Hypoxia_score	smooth8	GSM7980864_PTC-1	PTC	200	0.2815143934277531	5.385493942803441e-05
Hypoxia_score	smooth8	GSM7980865_PTC-2	PTC	200	0.3814070351758794	2.5157516196734464e-08
Hypoxia_score	smooth8	GSM7980866_PTC-3	PTC	200	0.24586064651616293	0.0004494218516203051
Hypoxia_score	smooth8	GSM7980867_PTC-4	PTC	200	0.4531779993917665	1.6035084366747972e-11
Hypoxia_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.385092021710078	1.7963531857663254e-08
Hypoxia_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.4232025800645017	4.283319574123141e-10
Hypoxia_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.16728199478062936	0.017903699038787305
Hypoxia_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.43807845196129913	8.733035920955431e-11
Hypoxia_score	smooth8	GSM7980872_ATC-1	ATC	200	0.09049876246906174	0.20250737905959112
Hypoxia_score	smooth8	GSM7980873_ATC-2	ATC	200	-0.20348008700217507	0.0038536261338268786
Hypoxia_score	smooth8	GSM7980874_ATC-3	ATC	200	-0.29744393609840253	1.8914144452453456e-05
Hypoxia_score	smooth8	GSM7980875_ATC-4	ATC	200	0.29593039825995654	2.0947828258992205e-05
Proliferation_score	raw	GSM7980860_N-1	PT	200	0.047458894948644616	0.5045553848982344
Proliferation_score	raw	GSM7980861_N-2	PT	200	0.15803633708791018	0.025415605349100517
Proliferation_score	raw	GSM7980862_N-3	PT	200	0.016098160922669823	0.8210069541973607
Proliferation_score	raw	GSM7980863_N-4	PT	200	0.08385050174715777	0.23781236622715546
Proliferation_score	raw	GSM7980864_PTC-1	PTC	200	-0.1784246502878937	0.011477762783730592
Proliferation_score	raw	GSM7980865_PTC-2	PTC	200	0.10187187445354466	0.1511752678401792
Proliferation_score	raw	GSM7980866_PTC-3	PTC	200	-0.050819881951097184	0.47481992059628264
Proliferation_score	raw	GSM7980867_PTC-4	PTC	200	0.24398035774482446	0.0004985422419354186
Proliferation_score	raw	GSM7980868_LPTC-1	LPTC	200	0.09072463601809444	0.20137835745736948
Proliferation_score	raw	GSM7980869_LPTC-2	LPTC	200	0.14298803539243185	0.043396647472132184
Proliferation_score	raw	GSM7980870_LPTC-3	LPTC	200	0.017810788710268154	0.8023370791634947
Proliferation_score	raw	GSM7980871_LPTC-4	LPTC	200	-0.15522491635435304	0.028179923013374616
Proliferation_score	raw	GSM7980872_ATC-1	ATC	200	0.08194880028793067	0.24866082820028054
Proliferation_score	raw	GSM7980873_ATC-2	ATC	200	0.2617194056727544	0.0001814498540230296
Proliferation_score	raw	GSM7980874_ATC-3	ATC	200	-0.027650191254781374	0.697530583210944
Proliferation_score	raw	GSM7980875_ATC-4	ATC	200	0.10685010298132297	0.13208474515871266
Proliferation_score	smooth8	GSM7980860_N-1	PT	200	0.01091963566902154	0.8780327030503424
Proliferation_score	smooth8	GSM7980861_N-2	PT	200	0.282938080183343	4.9171321468238674e-05
Proliferation_score	smooth8	GSM7980862_N-3	PT	200	-0.015581012226260089	0.8266649067187067
Proliferation_score	smooth8	GSM7980863_N-4	PT	200	0.10801320033000826	0.12790383248643505
Proliferation_score	smooth8	GSM7980864_PTC-1	PTC	200	0.040407845824585856	0.5699647327785576
Proliferation_score	smooth8	GSM7980865_PTC-2	PTC	200	0.25360776111786004	0.00029064897701386316
Proliferation_score	smooth8	GSM7980866_PTC-3	PTC	200	0.13583841475230005	0.05512328405880214
Proliferation_score	smooth8	GSM7980867_PTC-4	PTC	200	0.22366983162179024	0.001453674848949399
Proliferation_score	smooth8	GSM7980868_LPTC-1	LPTC	200	-0.09273041600011205	0.19155189081527751
Proliferation_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.3487644595144231	4.166720610231531e-07
Proliferation_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.35326135373107503	2.8827734601528417e-07
Proliferation_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.06321467518896362	0.3738543671202244
Proliferation_score	smooth8	GSM7980872_ATC-1	ATC	200	0.3778819470486763	3.4587074540513906e-08
Proliferation_score	smooth8	GSM7980873_ATC-2	ATC	200	0.18100884309940637	0.01031669119786315
Proliferation_score	smooth8	GSM7980874_ATC-3	ATC	200	-0.15886147153678845	0.024649865111729004
Proliferation_score	smooth8	GSM7980875_ATC-4	ATC	200	0.1561760057965533	0.027217295179481037
EMT_score	raw	GSM7980860_N-1	PT	200	0.08230843104545944	0.246583375882983
EMT_score	raw	GSM7980861_N-2	PT	200	0.2271707373745191	0.0012166736691519016
EMT_score	raw	GSM7980862_N-3	PT	200	0.0822260556513913	0.24705815876322162
EMT_score	raw	GSM7980863_N-4	PT	200	-0.0657286432160804	0.3551129323111755
EMT_score	raw	GSM7980864_PTC-1	PTC	200	0.3215825395634891	3.4289983060432403e-06
EMT_score	raw	GSM7980865_PTC-2	PTC	200	0.004981626408770474	0.944185954522202
EMT_score	raw	GSM7980866_PTC-3	PTC	200	0.02364059101477537	0.7396783645023494
EMT_score	raw	GSM7980867_PTC-4	PTC	200	0.16236977702232006	0.021611514794922123
EMT_score	raw	GSM7980868_LPTC-1	LPTC	200	-0.04943073576839421	0.4869929323266134
EMT_score	raw	GSM7980869_LPTC-2	LPTC	200	0.06157063162180726	0.38643287779785634
EMT_score	raw	GSM7980870_LPTC-3	LPTC	200	0.1479937553415522	0.036495873852699964
EMT_score	raw	GSM7980871_LPTC-4	LPTC	200	-0.10232805820145505	0.14934352443111085
EMT_score	raw	GSM7980872_ATC-1	ATC	200	0.14656588399609077	0.03836257826400115
EMT_score	raw	GSM7980873_ATC-2	ATC	200	-0.14563041107447006	0.039628721596037385
EMT_score	raw	GSM7980874_ATC-3	ATC	200	-0.16814070351758797	0.017315788779483966
EMT_score	raw	GSM7980875_ATC-4	ATC	200	-0.005982149553738844	0.9330001069396914
EMT_score	smooth8	GSM7980860_N-1	PT	200	0.04877371934298358	0.4928080748106735
EMT_score	smooth8	GSM7980861_N-2	PT	200	0.18460811520288006	0.008872709290088425
EMT_score	smooth8	GSM7980862_N-3	PT	200	-0.0519927998199955	0.4646721923588113
EMT_score	smooth8	GSM7980863_N-4	PT	200	-0.08326108152703819	0.24113870169814022
EMT_score	smooth8	GSM7980864_PTC-1	PTC	200	0.5650236255906398	2.8983342215456493e-18
EMT_score	smooth8	GSM7980865_PTC-2	PTC	200	0.23946598664966628	0.0006374480257348498
EMT_score	smooth8	GSM7980866_PTC-3	PTC	200	0.019954998874971874	0.7791205062824518
EMT_score	smooth8	GSM7980867_PTC-4	PTC	200	0.273086327158179	9.136638937240027e-05
EMT_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.014674872374887547	0.8366000787126161
EMT_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.3143433585839646	5.813522678024954e-06
EMT_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.33256131403285083	1.4995186419821457e-06
EMT_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.11856296407410187	0.09449932925058997
EMT_score	smooth8	GSM7980872_ATC-1	ATC	200	0.08264756618915474	0.24463540427920388
EMT_score	smooth8	GSM7980873_ATC-2	ATC	200	-0.2683897097427436	0.00012176123832836905
EMT_score	smooth8	GSM7980874_ATC-3	ATC	200	-0.15966399159979	0.0239242226189467
EMT_score	smooth8	GSM7980875_ATC-4	ATC	200	0.14889222230555765	0.03536110625714948
MAPK_output_score	raw	GSM7980860_N-1	PT	200	0.15549971165701124	0.027898847778752914
MAPK_output_score	raw	GSM7980861_N-2	PT	200	0.06479257959636157	0.3620213340449966
MAPK_output_score	raw	GSM7980862_N-3	PT	200	0.12680045445021676	0.07357969132812092
MAPK_output_score	raw	GSM7980863_N-4	PT	200	0.1307131893136619	0.06505206104466946
MAPK_output_score	raw	GSM7980864_PTC-1	PTC	200	0.24599509021211294	0.00044608733384740557
MAPK_output_score	raw	GSM7980865_PTC-2	PTC	200	0.19033945968485935	0.00694104682759773
MAPK_output_score	raw	GSM7980866_PTC-3	PTC	200	0.11354919035188013	0.1093891549421687
MAPK_output_score	raw	GSM7980867_PTC-4	PTC	200	0.2819930356412284	5.223540354181539e-05
MAPK_output_score	raw	GSM7980868_LPTC-1	LPTC	200	0.16053607036762624	0.023156603583877635
MAPK_output_score	raw	GSM7980869_LPTC-2	LPTC	200	0.3864293556940891	1.5880277703979203e-08
MAPK_output_score	raw	GSM7980870_LPTC-3	LPTC	200	0.29123003915155843	2.866124046156469e-05
MAPK_output_score	raw	GSM7980871_LPTC-4	LPTC	200	0.4492322940005631	2.5172389127401884e-11
MAPK_output_score	raw	GSM7980872_ATC-1	ATC	200	0.1278668714488556	0.07117018053847593
MAPK_output_score	raw	GSM7980873_ATC-2	ATC	200	-0.1150778058529938	0.10466632146683019
MAPK_output_score	raw	GSM7980874_ATC-3	ATC	200	-0.0009150228755718894	0.9897400704013584
MAPK_output_score	raw	GSM7980875_ATC-4	ATC	200	0.3173357941438148	4.6815410679098404e-06
MAPK_output_score	smooth8	GSM7980860_N-1	PT	200	0.30338260363887326	1.25992293311607e-05
MAPK_output_score	smooth8	GSM7980861_N-2	PT	200	0.21327087090333746	0.0024280793809633833
MAPK_output_score	smooth8	GSM7980862_N-3	PT	200	0.1371049276231906	0.05287319627210094
MAPK_output_score	smooth8	GSM7980863_N-4	PT	200	0.02072901822545564	0.7707864014980259
MAPK_output_score	smooth8	GSM7980864_PTC-1	PTC	200	0.3130646940166327	6.372624523920059e-06
MAPK_output_score	smooth8	GSM7980865_PTC-2	PTC	200	0.3176269406735169	4.583360788736682e-06
MAPK_output_score	smooth8	GSM7980866_PTC-3	PTC	200	0.24355808895222386	0.0005102358349245959
MAPK_output_score	smooth8	GSM7980867_PTC-4	PTC	200	0.3096520637007796	8.125523416744657e-06
MAPK_output_score	smooth8	GSM7980868_LPTC-1	LPTC	200	0.22638349448118839	0.0012666484472946373
MAPK_output_score	smooth8	GSM7980869_LPTC-2	LPTC	200	0.6147748499118598	3.5454662486874814e-22
MAPK_output_score	smooth8	GSM7980870_LPTC-3	LPTC	200	0.49440336008400215	1.0033071574047911e-13
MAPK_output_score	smooth8	GSM7980871_LPTC-4	LPTC	200	0.5042211055276383	2.701817200833085e-14
MAPK_output_score	smooth8	GSM7980872_ATC-1	ATC	200	0.35360384009600243	2.802361029626849e-07
MAPK_output_score	smooth8	GSM7980873_ATC-2	ATC	200	-0.0017933331662352817	0.9798933525153806
MAPK_output_score	smooth8	GSM7980874_ATC-3	ATC	200	0.04393909847746195	0.5367096609228752
MAPK_output_score	smooth8	GSM7980875_ATC-4	ATC	200	0.443579089477237	4.755434902449115e-11
