sample_id	stage	axis	source	n_spots	moran_i	spand_neg_moran_over_mean	one_minus_moran
GSM7980860_N-1	PT	DM1_like_score	measured_smooth8	200	0.6593504837620942	-1.3187009648867865	0.34064951623790585
GSM7980860_N-1	PT	DM1_like_score	predicted_from_HE	200	0.8959099602490063	-1.7918199169143727	0.10409003975099373
GSM7980860_N-1	PT	TDS_like_score	measured_smooth8	200	0.6350170629265732	-1.2700341233130783	0.36498293707342677
GSM7980860_N-1	PT	TDS_like_score	predicted_from_HE	200	0.9054940748518714	-1.8109881460817665	0.09450592514812861
GSM7980860_N-1	PT	Epithelial_score	measured_smooth8	200	0.5183212705317632	-1.0366425389902414	0.48167872946823675
GSM7980860_N-1	PT	Epithelial_score	predicted_from_HE	200	0.7552291307282682	-1.51045825843562	0.24477086927173175
GSM7980860_N-1	PT	CAF_ECM_score	measured_smooth8	200	0.47690615533349984	-0.9538123087593751	0.5230938446665001
GSM7980860_N-1	PT	CAF_ECM_score	predicted_from_HE	200	0.6095059251481286	-1.2190118478582337	0.3904940748518714
GSM7980860_N-1	PT	MAPK_output_score	measured_smooth8	200	0.25345070131935826	-0.5069014016249137	0.7465492986806417
GSM7980860_N-1	PT	MAPK_output_score	predicted_from_HE	200	0.6605977649441237	-1.3211955272458562	0.3394022350558763
GSM7980861_N-2	PT	DM1_like_score	measured_smooth8	200	0.6059500862521563	-1.2119001700805123	0.3940499137478437
GSM7980861_N-2	PT	DM1_like_score	predicted_from_HE	200	0.49648184954623875	-0.9929636971065502	0.5035181504537612
GSM7980861_N-2	PT	TDS_like_score	measured_smooth8	200	0.5885768394209856	-1.1771536764876636	0.4114231605790144
GSM7980861_N-2	PT	TDS_like_score	predicted_from_HE	200	0.511819732993325	-1.023639463939371	0.48818026700667505
GSM7980861_N-2	PT	Epithelial_score	measured_smooth8	200	0.4763534088352209	-0.9527068157650282	0.5236465911647791
GSM7980861_N-2	PT	Epithelial_score	predicted_from_HE	200	0.5902499437485937	-1.1804998851361879	0.40975005625140626
GSM7980861_N-2	PT	CAF_ECM_score	measured_smooth8	200	0.5043684842121053	-1.0087369664067367	0.49563151578789466
GSM7980861_N-2	PT	CAF_ECM_score	predicted_from_HE	200	0.4119624240606016	-0.8239248464733535	0.5880375759393984
GSM7980861_N-2	PT	MAPK_output_score	measured_smooth8	200	0.3052741134150676	-0.6105482256090388	0.6947258865849324
GSM7980861_N-2	PT	MAPK_output_score	predicted_from_HE	200	0.4834920873021825	-0.9669841726703967	0.5165079126978175
GSM7980862_N-3	PT	DM1_like_score	measured_smooth8	200	0.3362615315382885	-0.672523061731531	0.6637384684617115
GSM7980862_N-3	PT	DM1_like_score	predicted_from_HE	200	0.6026957548938725	-1.205391507376962	0.3973042451061275
GSM7980862_N-3	PT	TDS_like_score	measured_smooth8	200	0.28946748668716715	-0.5789349722164644	0.7105325133128328
GSM7980862_N-3	PT	TDS_like_score	predicted_from_HE	200	0.6360858396459911	-1.272171676747639	0.3639141603540089
GSM7980862_N-3	PT	Epithelial_score	measured_smooth8	200	0.31548713717842947	-0.6309742730949104	0.6845128628215705
GSM7980862_N-3	PT	Epithelial_score	predicted_from_HE	200	0.4789614115352884	-0.9579228211547312	0.5210385884647116
GSM7980862_N-3	PT	CAF_ECM_score	measured_smooth8	200	0.22264119102977578	-0.44528238116898683	0.7773588089702242
GSM7980862_N-3	PT	CAF_ECM_score	predicted_from_HE	200	0.38249643741093525	-0.7649928732918848	0.6175035625890648
GSM7980862_N-3	PT	MAPK_output_score	measured_smooth8	200	0.15499362484062099	-0.3099872490612675	0.845006375159379
GSM7980862_N-3	PT	MAPK_output_score	predicted_from_HE	200	0.3559225230630766	-0.7118450447024631	0.6440774769369234
GSM7980863_N-4	PT	DM1_like_score	measured_smooth8	200	0.37820089252231315	-0.7564017835318227	0.6217991074776869
GSM7980863_N-4	PT	DM1_like_score	predicted_from_HE	200	0.4842186679666992	-0.9684373339965238	0.5157813320333008
GSM7980863_N-4	PT	TDS_like_score	measured_smooth8	200	0.3924533113327834	-0.7849066210957536	0.6075466886672166
GSM7980863_N-4	PT	TDS_like_score	predicted_from_HE	200	0.4303148203705093	-0.8606296390197593	0.5696851796294907
GSM7980863_N-4	PT	Epithelial_score	measured_smooth8	200	0.32624409360234013	-0.6524881858997039	0.6737559063976599
GSM7980863_N-4	PT	Epithelial_score	predicted_from_HE	200	0.698651653791345	-1.3973033047880834	0.301348346208655
GSM7980863_N-4	PT	CAF_ECM_score	measured_smooth8	200	0.3464807245181129	-0.692961447650303	0.653519275481887
GSM7980863_N-4	PT	CAF_ECM_score	predicted_from_HE	200	0.36684167104177595	-0.7336833406161852	0.6331583289582241
GSM7980863_N-4	PT	MAPK_output_score	measured_smooth8	200	0.16157878946973678	-0.32315757829315844	0.8384212105302632
GSM7980863_N-4	PT	MAPK_output_score	predicted_from_HE	200	0.6364917872946823	-1.2729835720433975	0.36350821270531775
GSM7980864_PTC-1	PTC	DM1_like_score	measured_smooth8	200	0.6571793669841746	-1.3143587313396317	0.34282063301582544
GSM7980864_PTC-1	PTC	DM1_like_score	predicted_from_HE	200	0.7331172654316358	-1.4662345279308027	0.2668827345683642
GSM7980864_PTC-1	PTC	TDS_like_score	measured_smooth8	200	0.6649527787840536	-1.329905554908296	0.33504722121594643
GSM7980864_PTC-1	PTC	TDS_like_score	predicted_from_HE	200	0.720889897247431	-1.4417797916113027	0.279110102752569
GSM7980864_PTC-1	PTC	Epithelial_score	measured_smooth8	200	0.7245130503262582	-1.4490260977544644	0.27548694967374177
GSM7980864_PTC-1	PTC	Epithelial_score	predicted_from_HE	200	0.6945220505512639	-1.3890440983244396	0.3054779494487361
GSM7980864_PTC-1	PTC	CAF_ECM_score	measured_smooth8	200	0.8426631048249492	-1.685326206279246	0.15733689517505078
GSM7980864_PTC-1	PTC	CAF_ECM_score	predicted_from_HE	200	0.7999551863796593	-1.599910369559498	0.20004481362034066
GSM7980864_PTC-1	PTC	MAPK_output_score	measured_smooth8	200	0.6320612443270414	-1.2641224861258378	0.36793875567295864
GSM7980864_PTC-1	PTC	MAPK_output_score	predicted_from_HE	200	0.7881800795019878	-1.5763601558512552	0.21181992049801224
GSM7980865_PTC-2	PTC	DM1_like_score	measured_smooth8	200	0.5172581189529739	-1.0345162358369153	0.4827418810470261
GSM7980865_PTC-2	PTC	DM1_like_score	predicted_from_HE	200	0.6898938723468087	-1.3797877419340419	0.31010612765319134
GSM7980865_PTC-2	PTC	TDS_like_score	measured_smooth8	200	0.5235106502662568	-1.047021298438471	0.47648934973374324
GSM7980865_PTC-2	PTC	TDS_like_score	predicted_from_HE	200	0.6664762244056102	-1.3329524461453153	0.33352377559438984
GSM7980865_PTC-2	PTC	Epithelial_score	measured_smooth8	200	0.43997806195154876	-0.8799561221431853	0.5600219380484512
GSM7980865_PTC-2	PTC	Epithelial_score	predicted_from_HE	200	0.6483173329333234	-1.2966346632733776	0.3516826670666766
GSM7980865_PTC-2	PTC	CAF_ECM_score	measured_smooth8	200	0.6544209855246381	-1.3088419684315924	0.3455790144753619
GSM7980865_PTC-2	PTC	CAF_ECM_score	predicted_from_HE	200	0.6847763069076728	-1.3695526110762404	0.31522369309232723
GSM7980865_PTC-2	PTC	MAPK_output_score	measured_smooth8	200	0.38789375984399616	-0.7757875181364173	0.6121062401560038
GSM7980865_PTC-2	PTC	MAPK_output_score	predicted_from_HE	200	0.6459810245256131	-1.2919620464673023	0.3540189754743869
GSM7980866_PTC-3	PTC	DM1_like_score	measured_smooth8	200	0.33032813320333015	-0.6606562650853477	0.6696718667966699
GSM7980866_PTC-3	PTC	DM1_like_score	predicted_from_HE	200	0.6220554263856597	-1.2441108502830978	0.3779445736143403
GSM7980866_PTC-3	PTC	TDS_like_score	measured_smooth8	200	0.3532228305707643	-0.7064456597286374	0.6467771694292357
GSM7980866_PTC-3	PTC	TDS_like_score	predicted_from_HE	200	0.6284714617865446	-1.2569429210592034	0.37152853821345544
GSM7980866_PTC-3	PTC	Epithelial_score	measured_smooth8	200	0.3464220355508888	-0.6928440697160895	0.6535779644491112
GSM7980866_PTC-3	PTC	Epithelial_score	predicted_from_HE	200	0.6196186154653867	-1.239237228452299	0.38038138453461334
GSM7980866_PTC-3	PTC	CAF_ECM_score	measured_smooth8	200	0.6015516012900324	-1.2031032001738584	0.3984483987099676
GSM7980866_PTC-3	PTC	CAF_ECM_score	predicted_from_HE	200	0.6924313732843321	-1.384862743798939	0.30756862671566787
GSM7980866_PTC-3	PTC	MAPK_output_score	measured_smooth8	200	0.4004923873096828	-0.8009847730173961	0.5995076126903172
GSM7980866_PTC-3	PTC	MAPK_output_score	predicted_from_HE	200	0.5880687017175428	-1.1761374010828107	0.4119312982824572
GSM7980867_PTC-4	PTC	DM1_like_score	measured_smooth8	200	0.5354830120753019	-1.0709660220086719	0.4645169879246981
GSM7980867_PTC-4	PTC	DM1_like_score	predicted_from_HE	200	0.6833795844896123	-1.3667591662457064	0.31662041551038766
GSM7980867_PTC-4	PTC	TDS_like_score	measured_smooth8	200	0.56535175879397	-1.130703515326533	0.43464824120602996
GSM7980867_PTC-4	PTC	TDS_like_score	predicted_from_HE	200	0.6616361659041478	-1.323272329161751	0.33836383409585225
GSM7980867_PTC-4	PTC	Epithelial_score	measured_smooth8	200	0.4346885547138678	-0.8693771076889815	0.5653114452861322
GSM7980867_PTC-4	PTC	Epithelial_score	predicted_from_HE	200	0.7130628890722269	-1.4261257752922023	0.2869371109277731
GSM7980867_PTC-4	PTC	CAF_ECM_score	measured_smooth8	200	0.5967658979718728	-1.1935317935566823	0.40323410202812715
GSM7980867_PTC-4	PTC	CAF_ECM_score	predicted_from_HE	200	0.697657316432911	-1.3953146300751926	0.30234268356708904
GSM7980867_PTC-4	PTC	MAPK_output_score	measured_smooth8	200	0.5791529161166449	-1.1583058299166782	0.4208470838833551
GSM7980867_PTC-4	PTC	MAPK_output_score	predicted_from_HE	200	0.7018264831620791	-1.4036529635168522	0.2981735168379209
GSM7980868_LPTC-1	LPTC	DM1_like_score	measured_smooth8	200	0.6094436735918399	-1.2188873447459052	0.39055632640816007
GSM7980868_LPTC-1	LPTC	DM1_like_score	predicted_from_HE	200	0.8501882547063678	-1.7003765060119826	0.14981174529363217
GSM7980868_LPTC-1	LPTC	TDS_like_score	measured_smooth8	200	0.5627183024962893	-1.1254366027417055	0.4372816975037107
GSM7980868_LPTC-1	LPTC	TDS_like_score	predicted_from_HE	200	0.8378236330908274	-1.6756472628303605	0.1621763669091726
GSM7980868_LPTC-1	LPTC	Epithelial_score	measured_smooth8	200	0.6386478201813696	-1.277295637808148	0.36135217981863044
GSM7980868_LPTC-1	LPTC	Epithelial_score	predicted_from_HE	200	0.837644566114153	-1.6752891288777279	0.16235543388584694
