algorithm	algorithm_family	all_AUPRC	all_AUROC	frozen_validation_AUPRC	low_medium_leakage_AUPRC	v6_smoke_AUPRC	primary_disposition
KG_GA_evolved	new_ga_controller	0.93341075942711	0.9434278475756293	0.9777495232040688	0.7570781942485161	0.8115951285220365	CHAMPION for retrospective + validation-like + low-leakage benchmark; freeze before prospective wetlab
CROSS_integrated	fixed_integrated_crossneo	0.8784219386501787	0.8958675696211479	0.7138411132584275	0.5727702239995741	0.7904919353918902	Fixed integrated comparator; strong but less novel than KG-GA
CROSS_stress	stress_guarded_internal	0.871904663770583	0.8733886856799548	0.6507890517584681	0.6005887057161617	0.7769582844865125	Comparator or component
CROSS_claimsafe	claim_safe_crossneo	0.8608946268157798	0.8635882721939496	0.846480282703193	0.6168454121398345	0.7880839546557361	Claim-safe fallback when GA/RL proxy/product features are too risky
CROSS_finetuned	finetuned_internal	0.8413705671155969	0.8628781453208935	0.6056252886437907	0.6689250389708387	0.6811424234115911	Comparator or component
BigMHC_IM	public_immunogenicity	0.6716093050912753	0.7222909708969466	0.3337050077519977	0.3736554400436685	0.6723249645394974	External public comparator/component, not CROSS-Neo claim engine
BigMHC_EL	public_presentation	0.6477273415081799	0.719209981092734	0.3075901462458979	0.3062364715389855	0.8655989677980208	External public comparator/component, not CROSS-Neo claim engine
