sample	stage	niche_id	n_spots	mean_TLS_smooth	mean_HLA_II_smooth	bg_mean_HLA_II_smooth	mean_Bzone	mean_Tzone	mean_FDC	centroid_row	centroid_col
N-1	N	1	5	0.11195753174622851	0.055146918178562175	0.15049967094351954	0.11591411097844442	-0.006192234516143799	-0.013577338218688968	3674.0	10788.0
N-1	N	2	52	0.0	0.15341835219066635	0.15049967094351954	-0.005152276387581459	-0.004887720163051898	0.0	5427.0	5989.0
N-1	N	3	7	0.09556945652242692	0.2529737906933378	0.15049967094351954	0.09889208702814012	-0.005215587615966797	0.0	8046.0	2796.0
N-1	N	4	10	0.0	0.04171730560112191	0.15049967094351954	-0.0065499193668365485	-0.00609285831451416	0.0	11095.5	1406.0
N-1	N	5	7	0.03298909965961698	0.24672254744577324	0.15049967094351954	-0.006655934708459037	-0.02878512467656817	0.1077303031512669	8379.0	8399.0
N-1	N	7	44	0.0	0.13396228140436978	0.15049967094351954	-0.0022657664797522802	-0.007374641678550026	-0.0011186981201171875	2450.0	12585.5
N-1	N	8	25	0.0	0.22314826449058459	0.15049967094351954	-0.0019564257621765137	-0.008118613052368164	-0.0019367502212524416	2106.0	11386.0
N-1	N	9	22	0.0	0.14767979555659824	0.15049967094351954	-0.002221543572165749	-0.0037781008807095617	-0.0018890504403547808	6131.5	2490.5
N-1	N	10	16	0.0	0.1703223502953628	0.15049967094351954	-0.004892068505287171	-0.00709817260503769	-0.003081333041191101	12570.0	3208.5
N-1	N	11	7	0.05661268207761976	0.14599426301140297	0.15049967094351954	-0.006944461209433419	-0.024667723519461497	0.18458188329424177	8207.0	7699.0
N-1	N	12	4	0.0	0.08785650141567113	0.15049967094351954	-0.006521240472793579	0.0	0.0	2901.0	6485.5
N-1	N	13	14	0.03661461052440462	1.0244573498967957	0.15049967094351954	0.011448966491790042	0.02045457533427647	0.11758901970727102	8465.0	8950.0
N-1	N	14	7	0.03025290422023289	0.07914688262435167	0.15049967094351954	0.06244868201868875	0.10598578929901124	-0.016465189456939696	9597.0	8903.0
N-1	N	15	16	0.0	-0.0036049299578430477	0.15049967094351954	-0.0034831660985946656	0.0	0.0	6540.5	12746.5
N-1	N	16	15	0.0	0.14380121580488392	0.15049967094351954	-0.00865996519724528	-0.007733671506245931	-0.0025719474156697592	5952.0	4890.0
N-1	N	17	34	0.0	0.11644177241591602	0.15049967094351954	-0.0020609461559968835	-0.00410791887956507	-0.0028168397791245407	3515.0	4486.5
N-1	N	18	11	0.13678456398453376	0.1156374657627758	0.15049967094351954	0.13243104902180758	-0.01411909731951627	-0.0031192573634060946	1767.0	7482.0
N-1	N	19	5	0.0	0.21631997540613096	0.15049967094351954	0.0	-0.010581579208374024	-0.010581579208374024	11175.0	4404.0
N-1	N	20	25	0.0782907271665997	0.21811131947867202	0.15049967094351954	0.0781337824344635	-0.015558484268188478	-0.00800998125076294	11685.0	9108.0
N-1	N	21	7	0.09290505288328443	0.22080587835812532	0.15049967094351954	0.09587973640078591	-0.017010352952139717	-0.005931782041277205	4715.0	11691.0
N-1	N	22	9	0.0	0.17623648355799063	0.15049967094351954	-0.002572130627102322	-0.004581383599175347	-0.0047097423341539175	10825.0	4905.0
N-1	N	23	7	0.040033624328318085	0.19423935666301326	0.15049967094351954	-0.007962282385144914	-0.017940448352268764	0.13470758046422684	8558.0	6699.0
N-1	N	25	12	0.07615229394700791	0.17349905596253914	0.15049967094351954	0.07527032825681898	-0.007963770627975464	-0.008549779653549194	7439.5	1694.5
N-1	N	26	7	0.08071061392625176	0.12785830330520406	0.15049967094351954	-0.008106193712779455	-0.011297160216740198	0.2606225511005947	11171.0	6006.0
N-1	N	27	7	0.0	0.031923150230853826	0.15049967094351954	-0.0042830147062029155	-0.006782014029366629	0.0	10310.0	2101.0
N-1	N	28	6	0.044835657245583006	0.46816470590035647	0.15049967094351954	0.05042827135986753	0.23222438355286915	0.0	3433.5	2484.5
N-1	N	29	4	0.0	0.15691086438964488	0.15049967094351954	0.0	0.0	0.0	1164.0	5329.5
N-1	N	30	10	0.06266542217069201	0.22761187511730388	0.15049967094351954	0.058293780922889706	0.0	-0.0037738678455352783	2026.0	8233.5
N-1	N	32	8	0.0	0.09235739925080833	0.15049967094351954	-0.006252700090408325	0.0	-0.006503832340240478	10221.5	2802.5
N-1	N	34	7	0.09493620101043156	0.17779008990242368	0.15049967094351954	0.0946549119268145	-0.011069417681012836	-0.012996093205043246	9782.0	4401.0
N-1	N	35	7	0.05943562971694129	0.308420667761848	0.15049967094351954	-0.004109320640563964	-0.004109320640563964	0.19368428230285645	9603.0	6502.0
N-1	N	36	4	0.0	0.13722344251521618	0.15049967094351954	-0.005927650332450867	0.0	0.0	12394.5	4007.5
N-1	N	37	7	0.0	-0.021918093196906654	0.15049967094351954	0.0	-0.006494967596871512	-0.005563665117536273	4544.0	10892.0
N-1	N	38	8	0.0	0.24084902700719982	0.15049967094351954	0.0	-0.006383036971092224	-0.006130896806716919	6295.5	6692.5
N-1	N	39	3	0.0	0.013923908623134073	0.15049967094351954	0.0	0.0	-0.022308618227640787	12747.0	2409.0
N-1	N	40	6	0.095486169975113	0.2704896564181896	0.15049967094351954	0.09538244439495935	-0.005909486611684164	-0.007924148241678874	10026.5	11004.5
N-1	N	43	10	0.07137802179257076	0.34359958123187306	0.15049967094351954	0.0	0.19312161898612976	0.21200926375389098	13963.5	3112.5
N-1	N	44	4	0.0	0.10288335507952544	0.15049967094351954	0.0	-0.01220876932144165	0.0	13612.5	4061.5
