axis	axis_label	eta_squared_driver_with_no_call_group	eta_squared_braf_vs_ras_known_only	unexplained_fraction_1_minus_eta_with_no_call_group	claim_boundary
drug_delivery_failure_proxy	Drug-delivery failure proxy	0.33180428522312044	0.37104372103122263	0.6681957147768796	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
rai_differentiation_score	RAI differentiation	0.30927157777027986	0.4881394604367529	0.6907284222297201	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
aggressive_dedifferentiation_score	Aggressive dedifferentiation	0.27346278302390964	0.4419108760284801	0.7265372169760904	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
myeloid_caf_barrier_score	Myeloid/CAF barrier	0.1818910935745435	0.2587917050633301	0.8181089064254565	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
cd8_exclusion_proxy	CD8 exclusion	0.16169008137940657	0.1605264397682795	0.8383099186205935	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
hla_i_apm_score	HLA-I/APM	0.15648675966347916	0.2795419136693649	0.8435132403365209	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
immune_visibility_score	Immune visibility	0.12469144567698925	0.24192991693382007	0.8753085543230108	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
proliferation_score	Proliferation	0.10683855262647192	0.1690193283361559	0.8931614473735281	Eta-squared is descriptive; unmeasured fusions/CNV/methylation and purity can contribute.
