subset	source_family	track	model	clean_track_allowed	n	positives	unique_patients	real_patients	patient_level_claimable	AUROC	AUPRC	Precision@10	Precision@20	Precision@34	Recall@20	Recall@34	patient_hit_rate@20	patient_hit_rate@34	patients_evaluated	claim_boundary	calibration_brier	Recall@10	Precision@50	Recall@50	patient_recall@20	patient_recall@34	score_col	unique_sources
NEPdb_all_available	NEPdb only	local_clean_ablation	ESM2 Bayesian	True	180.0	71.0	1.0	0.0	False	0.9626566739888875	0.9461934637382345	1.0	1.0	1.0	0.28169014084507044	0.4788732394366197			0.0	local branch ablation; not a standalone clinical predictor	0.11923516143030408	0.14084507042253522	0.94	0.6619718309859155			ESM2_Bayesian	NEPdb
NEPdb_all_available	NEPdb only	confident_clean_NMI	NMI W7B-ESM2-QK	True	180.0	71.0	1.0	0.0	False	0.9649825558857733	0.9438340148462908	1.0	1.0	0.9705882352941176	0.28169014084507044	0.4647887323943662			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.10877527679834556	0.14084507042253522	0.92	0.647887323943662			NMI_w7b_esm2_qk	NEPdb
NEPdb_all_available	NEPdb only	confident_clean_NMI	NMI equal top5	True	183.0	74.0	1.0	0.0	False	0.938259360277709	0.9041704100276077	1.0	1.0	0.9117647058823529	0.2702702702702703	0.4189189189189189			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1278526275087618	0.13513513513513514	0.86	0.581081081081081			NMI_equal_top5	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	W7B stacked	True	183.0	74.0	1.0	0.0	False	0.9278452764691297	0.8917527587594107	1.0	0.95	0.9705882352941176	0.25675675675675674	0.44594594594594594			0.0	local branch ablation; not a standalone clinical predictor	0.11373158065069577	0.13513513513513514	0.92	0.6216216216216216			W7B_stacked	NEPdb
NEPdb_all_available	NEPdb only	confident_clean_NMI	NMI TCR-QK-Structure	True	180.0	71.0	1.0	0.0	False	0.9316449153637422	0.8575254874727561	0.9	0.85	0.8235294117647058	0.23943661971830985	0.39436619718309857			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.15536886956599538	0.1267605633802817	0.86	0.6056338028169014			NMI_tcr_qk_structure	NEPdb
NEPdb_all_available	NEPdb only	confident_clean_NMI	NMI all-branch mean	True	183.0	74.0	1.0	0.0	False	0.9321844780560378	0.853878833746958	0.8	0.85	0.8823529411764706	0.22972972972972974	0.40540540540540543			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1554814825052483	0.10810810810810811	0.88	0.5945945945945946			NMI_all_branch_mean	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	W7A QK only	True	183.0	74.0	1.0	0.0	False	0.843912720059509	0.7876179668626742	1.0	0.95	0.9117647058823529	0.25675675675675674	0.4189189189189189			0.0	local branch ablation; not a standalone clinical predictor	0.14976173967020068	0.13513513513513514	0.74	0.5			W7A_QK_only	NEPdb
NEPdb_all_available	NEPdb only	frozen_public_comparator	BigMHC-IM	False	486.0	140.0	1.0	0.0	False	0.8661023947151114	0.7626425387827939	0.9	0.95	0.9705882352941176	0.1357142857142857	0.2357142857142857			0.0	frozen public comparator; not used as NMI training feature	0.13487852067368636	0.06428571428571428	0.9	0.32142857142857145			BigMHC_IM	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	Structure LR	True	180.0	71.0	1.0	0.0	False	0.7198604470861868	0.6329639574068262	0.9	0.8	0.6176470588235294	0.22535211267605634	0.29577464788732394			0.0	local branch ablation; not a standalone clinical predictor	0.20311346988403578	0.1267605633802817	0.58	0.4084507042253521			Structure_LR	NEPdb
NEPdb_all_available	NEPdb only	frozen_public_comparator	MHCflurry presentation	False	402.0	140.0	1.0	0.0	False	0.6886859323882225	0.5520778923229808	0.7	0.7	0.7352941176470589	0.1	0.17857142857142858			0.0	frozen public comparator; not used as NMI training feature	0.39899837751653483	0.05	0.66	0.2357142857142857			MHCflurry_2.0_presentation	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	GP quantum	True	183.0	74.0	1.0	0.0	False	0.6053806099677659	0.5443856392829882	0.7	0.65	0.5588235294117647	0.17567567567567569	0.25675675675675674			0.0	local branch ablation; not a standalone clinical predictor	0.23294987366984657	0.0945945945945946	0.52	0.35135135135135137			GP_quantum	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	Wave8 TCR/SelfSim	True	183.0	74.0	1.0	0.0	False	0.5923630052070419	0.5431712484214699	0.6	0.8	0.6764705882352942	0.21621621621621623	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.22756971020781805	0.08108108108108109	0.54	0.36486486486486486			Wave8_TCR_SelfSim_full	NEPdb
NEPdb_all_available	NEPdb only	local_clean_ablation	Wave8 TCR/SelfSim no-exact	True	183.0	74.0	1.0	0.0	False	0.5795933548227126	0.5083721741374267	0.6	0.7	0.6764705882352942	0.1891891891891892	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.23172939259297154	0.08108108108108109	0.58	0.3918918918918919			Wave8_TCR_SelfSim_no_exact	NEPdb
NEPdb_all_available	NEPdb only	frozen_public_comparator	PRIME	False	483.0	140.0	1.0	0.0	False	0.7242815493544357	0.5000053661941645	0.8	0.75	0.5882352941176471	0.10714285714285714	0.14285714285714285			0.0	frozen public comparator; not used as NMI training feature	0.2770695289175666	0.05714285714285714	0.52	0.18571428571428572			PRIME	NEPdb
NEPdb_all_available	NEPdb only	frozen_public_comparator	NetMHCpan EL	False	183.0	74.0	1.0	0.0	False	0.5573394495412844	0.47683140307775906	0.5	0.5	0.5588235294117647	0.13513513513513514	0.25675675675675674			0.0	frozen public comparator; not used as NMI training feature	0.5904059343798655	0.06756756756756757	0.54	0.36486486486486486			NetMHCpan_4.1_EL	NEPdb
TESLA_all_available	TESLA only	frozen_public_comparator	BigMHC-IM	False	915.0	41.0	1.0	0.0	False	0.9024111179326896	0.29630992040243515	0.5	0.4	0.35294117647058826	0.1951219512195122	0.2926829268292683			0.0	frozen public comparator; not used as NMI training feature	0.07818494559178336	0.12195121951219512	0.36	0.43902439024390244			BigMHC_IM	TESLA
TESLA_all_available	TESLA only	frozen_public_comparator	MHCflurry presentation	False	909.0	41.0	1.0	0.0	False	0.8111442059121052	0.20292864786671228	0.2	0.2	0.3235294117647059	0.0975609756097561	0.2682926829268293			0.0	frozen public comparator; not used as NMI training feature	0.5833354806826548	0.04878048780487805	0.26	0.3170731707317073			MHCflurry_2.0_presentation	TESLA
