subset	source_family	track	model	clean_track_allowed	n	positives	unique_patients	real_patients	patient_level_claimable	AUROC	AUPRC	Precision@10	Precision@20	Precision@34	Recall@20	Recall@34	patient_hit_rate@20	patient_hit_rate@34	patients_evaluated	claim_boundary	calibration_brier	Recall@10	Precision@50	Recall@50	patient_recall@20	patient_recall@34	score_col	unique_sources
TESLA_all_available	TESLA only	frozen_public_comparator	PRIME	False	915.0	41.0	1.0	0.0	False	0.8257799854886421	0.1699692449901575	0.3	0.15	0.17647058823529413	0.07317073170731707	0.14634146341463414			0.0	frozen public comparator; not used as NMI training feature	0.3510907241907238	0.07317073170731707	0.16	0.1951219512195122			PRIME	TESLA
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	ESM2 Bayesian	True	180.0	71.0	1.0	0.0	False	0.9626566739888875	0.9461934637382345	1.0	1.0	1.0	0.28169014084507044	0.4788732394366197			0.0	local branch ablation; not a standalone clinical predictor	0.11923516143030408	0.14084507042253522	0.94	0.6619718309859155			ESM2_Bayesian	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	confident_clean_NMI	NMI W7B-ESM2-QK	True	180.0	71.0	1.0	0.0	False	0.9649825558857733	0.9438340148462908	1.0	1.0	0.9705882352941176	0.28169014084507044	0.4647887323943662			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.10877527679834556	0.14084507042253522	0.92	0.647887323943662			NMI_w7b_esm2_qk	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	confident_clean_NMI	NMI equal top5	True	183.0	74.0	1.0	0.0	False	0.938259360277709	0.9041704100276077	1.0	1.0	0.9117647058823529	0.2702702702702703	0.4189189189189189			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1278526275087618	0.13513513513513514	0.86	0.581081081081081			NMI_equal_top5	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	W7B stacked	True	183.0	74.0	1.0	0.0	False	0.9278452764691297	0.8917527587594107	1.0	0.95	0.9705882352941176	0.25675675675675674	0.44594594594594594			0.0	local branch ablation; not a standalone clinical predictor	0.11373158065069577	0.13513513513513514	0.92	0.6216216216216216			W7B_stacked	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	confident_clean_NMI	NMI TCR-QK-Structure	True	180.0	71.0	1.0	0.0	False	0.9316449153637422	0.8575254874727561	0.9	0.85	0.8235294117647058	0.23943661971830985	0.39436619718309857			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.15536886956599538	0.1267605633802817	0.86	0.6056338028169014			NMI_tcr_qk_structure	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	confident_clean_NMI	NMI all-branch mean	True	183.0	74.0	1.0	0.0	False	0.9321844780560378	0.853878833746958	0.8	0.85	0.8823529411764706	0.22972972972972974	0.40540540540540543			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1554814825052483	0.10810810810810811	0.88	0.5945945945945946			NMI_all_branch_mean	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	W7A QK only	True	183.0	74.0	1.0	0.0	False	0.843912720059509	0.7876179668626742	1.0	0.95	0.9117647058823529	0.25675675675675674	0.4189189189189189			0.0	local branch ablation; not a standalone clinical predictor	0.14976173967020068	0.13513513513513514	0.74	0.5			W7A_QK_only	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	Structure LR	True	180.0	71.0	1.0	0.0	False	0.7198604470861868	0.6329639574068262	0.9	0.8	0.6176470588235294	0.22535211267605634	0.29577464788732394			0.0	local branch ablation; not a standalone clinical predictor	0.20311346988403578	0.1267605633802817	0.58	0.4084507042253521			Structure_LR	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	frozen_public_comparator	BigMHC-IM	False	1868.0	648.0	1.0	0.0	False	0.7168216201173851	0.6022798762343701	0.8	0.85	0.8529411764705882	0.026234567901234566	0.044753086419753084			0.0	frozen public comparator; not used as NMI training feature	0.20806291594829276	0.012345679012345678	0.8	0.06172839506172839			BigMHC_IM	NEPdb, TESLA, dbPepNeo
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	GP quantum	True	183.0	74.0	1.0	0.0	False	0.6053806099677659	0.5443856392829882	0.7	0.65	0.5588235294117647	0.17567567567567569	0.25675675675675674			0.0	local branch ablation; not a standalone clinical predictor	0.23294987366984657	0.0945945945945946	0.52	0.35135135135135137			GP_quantum	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	Wave8 TCR/SelfSim	True	183.0	74.0	1.0	0.0	False	0.5923630052070419	0.5431712484214699	0.6	0.8	0.6764705882352942	0.21621621621621623	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.22756971020781805	0.08108108108108109	0.54	0.36486486486486486			Wave8_TCR_SelfSim_full	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	local_clean_ablation	Wave8 TCR/SelfSim no-exact	True	183.0	74.0	1.0	0.0	False	0.5795933548227126	0.5083721741374267	0.6	0.7	0.6764705882352942	0.1891891891891892	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.23172939259297154	0.08108108108108109	0.58	0.3918918918918919			Wave8_TCR_SelfSim_no_exact	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	frozen_public_comparator	NetMHCpan EL	False	183.0	74.0	1.0	0.0	False	0.5573394495412844	0.47683140307775906	0.5	0.5	0.5588235294117647	0.13513513513513514	0.25675675675675674			0.0	frozen public comparator; not used as NMI training feature	0.5904059343798655	0.06756756756756757	0.54	0.36486486486486486			NetMHCpan_4.1_EL	NEPdb
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	frozen_public_comparator	MHCflurry presentation	False	1774.0	644.0	1.0	0.0	False	0.5783543120980597	0.47213137235420055	0.8	0.65	0.6470588235294118	0.020186335403726708	0.034161490683229816			0.0	frozen public comparator; not used as NMI training feature	0.4218680894028576	0.012422360248447204	0.64	0.049689440993788817			MHCflurry_2.0_presentation	NEPdb, TESLA, dbPepNeo
imNEO_core_all_available	NEPdb + dbPepNeo + TESLA	frozen_public_comparator	PRIME	False	1865.0	648.0	1.0	0.0	False	0.5890002231757915	0.43889880900895856	0.7	0.55	0.5588235294117647	0.016975308641975308	0.029320987654320986			0.0	frozen public comparator; not used as NMI training feature	0.28932699320449756	0.010802469135802469	0.58	0.044753086419753084			PRIME	NEPdb, TESLA, dbPepNeo
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	ESM2 Bayesian	True	180.0	71.0	1.0	0.0	False	0.9626566739888875	0.9461934637382345	1.0	1.0	1.0	0.28169014084507044	0.4788732394366197			0.0	local branch ablation; not a standalone clinical predictor	0.11923516143030408	0.14084507042253522	0.94	0.6619718309859155			ESM2_Bayesian	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	confident_clean_NMI	NMI W7B-ESM2-QK	True	180.0	71.0	1.0	0.0	False	0.9649825558857733	0.9438340148462908	1.0	1.0	0.9705882352941176	0.28169014084507044	0.4647887323943662			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.10877527679834556	0.14084507042253522	0.92	0.647887323943662			NMI_w7b_esm2_qk	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	confident_clean_NMI	NMI equal top5	True	183.0	74.0	1.0	0.0	False	0.938259360277709	0.9041704100276077	1.0	1.0	0.9117647058823529	0.2702702702702703	0.4189189189189189			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1278526275087618	0.13513513513513514	0.86	0.581081081081081			NMI_equal_top5	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	W7B stacked	True	183.0	74.0	1.0	0.0	False	0.9278452764691297	0.8917527587594107	1.0	0.95	0.9705882352941176	0.25675675675675674	0.44594594594594594			0.0	local branch ablation; not a standalone clinical predictor	0.11373158065069577	0.13513513513513514	0.92	0.6216216216216216			W7B_stacked	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	confident_clean_NMI	NMI TCR-QK-Structure	True	180.0	71.0	1.0	0.0	False	0.9316449153637422	0.8575254874727561	0.9	0.85	0.8235294117647058	0.23943661971830985	0.39436619718309857			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.15536886956599538	0.1267605633802817	0.86	0.6056338028169014			NMI_tcr_qk_structure	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	confident_clean_NMI	NMI all-branch mean	True	183.0	74.0	1.0	0.0	False	0.9321844780560378	0.853878833746958	0.8	0.85	0.8823529411764706	0.22972972972972974	0.40540540540540543			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1554814825052483	0.10810810810810811	0.88	0.5945945945945946			NMI_all_branch_mean	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	frozen_public_comparator	BigMHC-IM	False	183.0	74.0	1.0	0.0	False	0.8711877014629308	0.8258436432399032	1.0	0.95	0.8529411764705882	0.25675675675675674	0.3918918918918919			0.0	frozen public comparator; not used as NMI training feature	0.165520115497658	0.13513513513513514	0.8	0.5405405405405406			BigMHC_IM	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	W7A QK only	True	183.0	74.0	1.0	0.0	False	0.843912720059509	0.7876179668626742	1.0	0.95	0.9117647058823529	0.25675675675675674	0.4189189189189189			0.0	local branch ablation; not a standalone clinical predictor	0.14976173967020068	0.13513513513513514	0.74	0.5			W7A_QK_only	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	Structure LR	True	180.0	71.0	1.0	0.0	False	0.7198604470861868	0.6329639574068262	0.9	0.8	0.6176470588235294	0.22535211267605634	0.29577464788732394			0.0	local branch ablation; not a standalone clinical predictor	0.20311346988403578	0.1267605633802817	0.58	0.4084507042253521			Structure_LR	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	frozen_public_comparator	MHCflurry presentation	False	183.0	74.0	1.0	0.0	False	0.6435655839325565	0.5605599695019388	0.7	0.65	0.6176470588235294	0.17567567567567569	0.28378378378378377			0.0	frozen public comparator; not used as NMI training feature	0.4066674177831437	0.0945945945945946	0.58	0.3918918918918919			MHCflurry_2.0_presentation	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	GP quantum	True	183.0	74.0	1.0	0.0	False	0.6053806099677659	0.5443856392829882	0.7	0.65	0.5588235294117647	0.17567567567567569	0.25675675675675674			0.0	local branch ablation; not a standalone clinical predictor	0.23294987366984657	0.0945945945945946	0.52	0.35135135135135137			GP_quantum	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	Wave8 TCR/SelfSim	True	183.0	74.0	1.0	0.0	False	0.5923630052070419	0.5431712484214699	0.6	0.8	0.6764705882352942	0.21621621621621623	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.22756971020781805	0.08108108108108109	0.54	0.36486486486486486			Wave8_TCR_SelfSim_full	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	local_clean_ablation	Wave8 TCR/SelfSim no-exact	True	183.0	74.0	1.0	0.0	False	0.5795933548227126	0.5083721741374267	0.6	0.7	0.6764705882352942	0.1891891891891892	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.23172939259297154	0.08108108108108109	0.58	0.3918918918918919			Wave8_TCR_SelfSim_no_exact	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	frozen_public_comparator	PRIME	False	183.0	74.0	1.0	0.0	False	0.5762459707413836	0.502331530156069	0.6	0.65	0.47058823529411764	0.17567567567567569	0.21621621621621623			0.0	frozen public comparator; not used as NMI training feature	0.38668091509196434	0.08108108108108109	0.46	0.3108108108108108			PRIME	NEPdb
imNEO_core_head_to_head_common	NMI + BigMHC + MHCflurry + PRIME common rows	frozen_public_comparator	NetMHCpan EL	False	183.0	74.0	1.0	0.0	False	0.5573394495412844	0.47683140307775906	0.5	0.5	0.5588235294117647	0.13513513513513514	0.25675675675675674			0.0	frozen public comparator; not used as NMI training feature	0.5904059343798655	0.06756756756756757	0.54	0.36486486486486486			NetMHCpan_4.1_EL	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	ESM2 Bayesian	True	180.0	71.0	1.0	0.0	False	0.9626566739888875	0.9461934637382345	1.0	1.0	1.0	0.28169014084507044	0.4788732394366197			0.0	local branch ablation; not a standalone clinical predictor	0.11923516143030408	0.14084507042253522	0.94	0.6619718309859155			ESM2_Bayesian	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	confident_clean_NMI	NMI W7B-ESM2-QK	True	180.0	71.0	1.0	0.0	False	0.9649825558857733	0.9438340148462908	1.0	1.0	0.9705882352941176	0.28169014084507044	0.4647887323943662			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.10877527679834556	0.14084507042253522	0.92	0.647887323943662			NMI_w7b_esm2_qk	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	confident_clean_NMI	NMI equal top5	True	183.0	74.0	1.0	0.0	False	0.938259360277709	0.9041704100276077	1.0	1.0	0.9117647058823529	0.2702702702702703	0.4189189189189189			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1278526275087618	0.13513513513513514	0.86	0.581081081081081			NMI_equal_top5	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	W7B stacked	True	183.0	74.0	1.0	0.0	False	0.9278452764691297	0.8917527587594107	1.0	0.95	0.9705882352941176	0.25675675675675674	0.44594594594594594			0.0	local branch ablation; not a standalone clinical predictor	0.11373158065069577	0.13513513513513514	0.92	0.6216216216216216			W7B_stacked	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	confident_clean_NMI	NMI TCR-QK-Structure	True	180.0	71.0	1.0	0.0	False	0.9316449153637422	0.8575254874727561	0.9	0.85	0.8235294117647058	0.23943661971830985	0.39436619718309857			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.15536886956599538	0.1267605633802817	0.86	0.6056338028169014			NMI_tcr_qk_structure	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	confident_clean_NMI	NMI all-branch mean	True	183.0	74.0	1.0	0.0	False	0.9321844780560378	0.853878833746958	0.8	0.85	0.8823529411764706	0.22972972972972974	0.40540540540540543			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1554814825052483	0.10810810810810811	0.88	0.5945945945945946			NMI_all_branch_mean	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	frozen_public_comparator	BigMHC-IM	False	183.0	74.0	1.0	0.0	False	0.8711877014629308	0.8258436432399032	1.0	0.95	0.8529411764705882	0.25675675675675674	0.3918918918918919			0.0	frozen public comparator; not used as NMI training feature	0.165520115497658	0.13513513513513514	0.8	0.5405405405405406			BigMHC_IM	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	W7A QK only	True	183.0	74.0	1.0	0.0	False	0.843912720059509	0.7876179668626742	1.0	0.95	0.9117647058823529	0.25675675675675674	0.4189189189189189			0.0	local branch ablation; not a standalone clinical predictor	0.14976173967020068	0.13513513513513514	0.74	0.5			W7A_QK_only	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	Structure LR	True	180.0	71.0	1.0	0.0	False	0.7198604470861868	0.6329639574068262	0.9	0.8	0.6176470588235294	0.22535211267605634	0.29577464788732394			0.0	local branch ablation; not a standalone clinical predictor	0.20311346988403578	0.1267605633802817	0.58	0.4084507042253521			Structure_LR	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	frozen_public_comparator	MHCflurry presentation	False	183.0	74.0	1.0	0.0	False	0.6435655839325565	0.5605599695019388	0.7	0.65	0.6176470588235294	0.17567567567567569	0.28378378378378377			0.0	frozen public comparator; not used as NMI training feature	0.4066674177831437	0.0945945945945946	0.58	0.3918918918918919			MHCflurry_2.0_presentation	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	GP quantum	True	183.0	74.0	1.0	0.0	False	0.6053806099677659	0.5443856392829882	0.7	0.65	0.5588235294117647	0.17567567567567569	0.25675675675675674			0.0	local branch ablation; not a standalone clinical predictor	0.23294987366984657	0.0945945945945946	0.52	0.35135135135135137			GP_quantum	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	Wave8 TCR/SelfSim	True	183.0	74.0	1.0	0.0	False	0.5923630052070419	0.5431712484214699	0.6	0.8	0.6764705882352942	0.21621621621621623	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.22756971020781805	0.08108108108108109	0.54	0.36486486486486486			Wave8_TCR_SelfSim_full	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	local_clean_ablation	Wave8 TCR/SelfSim no-exact	True	183.0	74.0	1.0	0.0	False	0.5795933548227126	0.5083721741374267	0.6	0.7	0.6764705882352942	0.1891891891891892	0.3108108108108108			0.0	local branch ablation; not a standalone clinical predictor	0.23172939259297154	0.08108108108108109	0.58	0.3918918918918919			Wave8_TCR_SelfSim_no_exact	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	frozen_public_comparator	PRIME	False	183.0	74.0	1.0	0.0	False	0.5762459707413836	0.502331530156069	0.6	0.65	0.47058823529411764	0.17567567567567569	0.21621621621621623			0.0	frozen public comparator; not used as NMI training feature	0.38668091509196434	0.08108108108108109	0.46	0.3108108108108108			PRIME	NEPdb
imNEO_core_nmi_locked_rows	NMI-locked rows inside patent-like core	frozen_public_comparator	NetMHCpan EL	False	183.0	74.0	1.0	0.0	False	0.5573394495412844	0.47683140307775906	0.5	0.5	0.5588235294117647	0.13513513513513514	0.25675675675675674			0.0	frozen public comparator; not used as NMI training feature	0.5904059343798655	0.06756756756756757	0.54	0.36486486486486486			NetMHCpan_4.1_EL	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	local_clean_ablation	ESM2 Bayesian	True	180.0	71.0	1.0	0.0	False	0.9626566739888875	0.9461934637382345	1.0	1.0	1.0	0.28169014084507044	0.4788732394366197			0.0	local branch ablation; not a standalone clinical predictor	0.11923516143030408	0.14084507042253522	0.94	0.6619718309859155			ESM2_Bayesian	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	confident_clean_NMI	NMI W7B-ESM2-QK	True	180.0	71.0	1.0	0.0	False	0.9649825558857733	0.9438340148462908	1.0	1.0	0.9705882352941176	0.28169014084507044	0.4647887323943662			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.10877527679834556	0.14084507042253522	0.92	0.647887323943662			NMI_w7b_esm2_qk	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	confident_clean_NMI	NMI equal top5	True	183.0	74.0	1.0	0.0	False	0.938259360277709	0.9041704100276077	1.0	1.0	0.9117647058823529	0.2702702702702703	0.4189189189189189			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1278526275087618	0.13513513513513514	0.86	0.581081081081081			NMI_equal_top5	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	local_clean_ablation	W7B stacked	True	183.0	74.0	1.0	0.0	False	0.9278452764691297	0.8917527587594107	1.0	0.95	0.9705882352941176	0.25675675675675674	0.44594594594594594			0.0	local branch ablation; not a standalone clinical predictor	0.11373158065069577	0.13513513513513514	0.92	0.6216216216216216			W7B_stacked	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	confident_clean_NMI	NMI TCR-QK-Structure	True	180.0	71.0	1.0	0.0	False	0.9316449153637422	0.8575254874727561	0.9	0.85	0.8235294117647058	0.23943661971830985	0.39436619718309857			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.15536886956599538	0.1267605633802817	0.86	0.6056338028169014			NMI_tcr_qk_structure	NEPdb
imNEO_core_strict_no_existing_overlap_common	common rows without existing-overlap flag	confident_clean_NMI	NMI all-branch mean	True	183.0	74.0	1.0	0.0	False	0.9321844780560378	0.853878833746958	0.8	0.85	0.8823529411764706	0.22972972972972974	0.40540540540540543			0.0	own clean algorithm; public-source reconstruction, not proprietary imNEO peptide list	0.1554814825052483	0.10810810810810811	0.88	0.5945945945945946			NMI_all_branch_mean	NEPdb
