track	model	split	features	n	positives	AUROC	AUPRC	Precision@10	Precision@20	Recall@10	Recall@20	Recall@50	patient_hit_rate@20	patient_recall@20	patients_evaluated	calibration_brier	Precision@50
clean_science_track	W7B_stacked	existing_local_artifact	single existing local score	319.0	136.0	0.7828471552555448	0.7181572909779651	0.9	0.85	0.0022567703109327986	0.004262788365095286		0.7471264367816092	0.7443854562673569	87.0	0.1843842650721143	
clean_science_track	ESM2_Bayesian	existing_local_artifact	single existing local score	311.0	130.0	0.7836379090522737	0.7045360753296352	1.0	0.75	0.0025075225677031092	0.003761283851554664		0.7471264367816092	0.7443788842379142	87.0	0.18503420659391376	
clean_science_track	W7A_QK_only	existing_local_artifact	single existing local score	319.0	136.0	0.7215927354548377	0.6767484970911705	1.0	0.9	0.0025075225677031092	0.004513540621865597		0.7471264367816092	0.7443887422820783	87.0	0.20173980267088742	
clean_science_track	W7A_full	existing_local_artifact	single existing local score	319.0	136.0	0.7445556091288975	0.6615400509129399	0.8	0.85	0.0020060180541624875	0.004262788365095286		0.7471264367816092	0.7443854562673569	87.0	0.1992087801052202	
clean_science_track	Structure_LR	existing_local_artifact	single existing local score	311.0	130.0	0.6823629409264769	0.6123579039887895	0.9	0.85	0.0022567703109327986	0.004262788365095286		0.7471264367816092	0.7443854562673569	87.0	0.21663621024862528	
clean_science_track	Stack_LR_inmaster_E3a	existing_local_artifact	single existing local score	319.0	136.0	0.749296849887496	0.6113417727582381	0.4	0.5	0.0010030090270812437	0.0025075225677031092		0.7471264367816092	0.7443624541643075	87.0	0.1980439471471968	
clean_science_track	Stack_mean_E1	existing_local_artifact	single existing local score	319.0	136.0	0.6798657987785278	0.599587523214283	0.8	0.75	0.0020060180541624875	0.003761283851554664		0.7471264367816092	0.7443788842379142	87.0	0.22110812248598286	
clean_science_track	Wave8_TCR_SelfSim_no_exact	existing_local_artifact	single existing local score	319.0	136.0	0.6029612664738027	0.5754831854430665	0.9	0.85	0.0022567703109327986	0.004262788365095286		0.7471264367816092	0.7443854562673569	87.0	0.22912721863896554	
clean_science_track	Wave8_TCR_motif_only	existing_local_artifact	single existing local score	319.0	136.0	0.594402925104468	0.5649206812727443	0.6	0.75	0.0015045135406218655	0.003761283851554664		0.7471264367816092	0.7443788842379142	87.0	0.22697138886901355	
clean_science_track	Wave8_TCR_SelfSim_full	existing_local_artifact	single existing local score	319.0	136.0	0.6046488267438123	0.5630120664740133	0.7	0.7	0.0017552657973921766	0.003510531594784353		0.7471264367816092	0.7443755982231929	87.0	0.22876566637561851	
clean_science_track	Wave8_TCR_only	existing_local_artifact	single existing local score	319.0	136.0	0.6071801671488267	0.5594058021535382	0.6	0.7	0.0015045135406218655	0.003510531594784353		0.7471264367816092	0.7443755982231929	87.0	0.22549494909549808	
clean_science_track	Stack_median_E2	existing_local_artifact	single existing local score	319.0	136.0	0.63823931211829	0.5395408502384662	0.5	0.7	0.0012537612838515546	0.003510531594784353		0.7471264367816092	0.7443755982231929	87.0	0.22989537288941495	
clean_science_track	GP_quantum	existing_local_artifact	single existing local score	319.0	136.0	0.5772259723561556	0.5352108290637578	0.9	0.75	0.0022567703109327986	0.003761283851554664		0.7471264367816092	0.7443788842379142	87.0	0.24529690368827048	
clean_science_track	VQC	existing_local_artifact	single existing local score	319.0	136.0	0.59048537447766	0.49543710163514854	0.5	0.6	0.0012537612838515546	0.003009027081243731		0.7471264367816092	0.7443690261937501	87.0	0.24113155599721578	
clean_science_track	Wave8_SelfSim_no_exact	existing_local_artifact	single existing local score	319.0	136.0	0.5427515268402443	0.47061657029861587	0.6	0.5	0.0015045135406218655	0.0025075225677031092		0.7471264367816092	0.7443624541643075	87.0	0.2419975860744437	
clean_science_track	Wave8_SelfSim_full	existing_local_artifact	single existing local score	319.0	136.0	0.5185229829636773	0.4356410317253513	0.4	0.5	0.0010030090270812437	0.0025075225677031092		0.7471264367816092	0.7443624541643075	87.0	0.2491471658415775	
clean_science_track	Stack_LR_OOF_E3b	existing_local_artifact	single existing local score	106.0	33.0	0.5500207555002076	0.3650150053825667	0.4	0.35	0.0010030090270812437	0.0017552657973921766		0.7471264367816092	0.7443525961201434	87.0	0.23017867984356252	
clean_science_track	qk_clean_no_tcr_gamma1	existing_local_artifact	single existing local score	89.0	21.0	0.6428571428571429	0.3421488381572903	0.4	0.45	0.0010030090270812437	0.0022567703109327986		0.7471264367816092	0.7443591681495862	87.0	0.17540058916538076	
clean_science_track	CLEAN-Neo++ clean local ranker	source_grouped_cv_or_existing_labels	peptide/WT/HLA/tumor context/local-only scores	22090.0	3988.0	0.07194196804311953	0.10047611121852328	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.703926282051282	87.0	0.7940115786771224	0.0
