track	model	split	features	n	positives	AUROC	AUPRC	Precision@10	Precision@20	Recall@10	Recall@20	Recall@50	patient_hit_rate@20	patient_recall@20	patients_evaluated	calibration_brier	Precision@50
clean_science_track	Wave8_TCR_SelfSim_no_exact	strict_no_existing_overlap	single existing local score	94.0	28.0	0.7053571428571428	0.6194896890082798	0.8	0.65	0.2857142857142857	0.4642857142857143		1.0	0.4642857142857143	1.0	0.17209871921114406	
clean_science_track	Wave8_TCR_motif_only	strict_no_existing_overlap	single existing local score	94.0	28.0	0.7454004329004329	0.604454717946366	0.8	0.7	0.2857142857142857	0.5		1.0	0.5	1.0	0.17297838523819836	
clean_science_track	Wave8_TCR_SelfSim_full	strict_no_existing_overlap	single existing local score	94.0	28.0	0.6810064935064934	0.5819938248536238	0.9	0.7	0.32142857142857145	0.5		1.0	0.5	1.0	0.17638077106019598	
clean_science_track	VQC	strict_no_existing_overlap	single existing local score	94.0	28.0	0.649891774891775	0.4542237788518993	0.5	0.35	0.17857142857142858	0.25		1.0	0.25	1.0	0.20973515003076013	
clean_science_track	Stack_mean_E1	strict_no_existing_overlap	single existing local score	94.0	28.0	0.6374458874458874	0.4465902067015567	0.5	0.4	0.17857142857142858	0.2857142857142857		1.0	0.2857142857142857	1.0	0.22426349053358458	
clean_science_track	Wave8_TCR_only	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5725108225108225	0.4414451563203452	0.8	0.5	0.2857142857142857	0.35714285714285715		1.0	0.35714285714285715	1.0	0.20075318547577997	
clean_science_track	Wave8_SelfSim_no_exact	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5378787878787878	0.421776033202923	0.5	0.3	0.17857142857142858	0.21428571428571427		1.0	0.21428571428571427	1.0	0.22216089305528247	
clean_science_track	Wave8_SelfSim_full	strict_no_existing_overlap	single existing local score	94.0	28.0	0.6525974025974026	0.418968881269358	0.5	0.3	0.17857142857142858	0.21428571428571427		1.0	0.21428571428571427	1.0	0.22412627562611734	
clean_science_track	Structure_LR	strict_no_existing_overlap	single existing local score	91.0	27.0	0.6244212962962963	0.4036330915085864	0.4	0.45	0.14814814814814814	0.3333333333333333		1.0	0.3333333333333333	1.0	0.20432137445968707	
clean_science_track	Stack_LR_inmaster_E3a	strict_no_existing_overlap	single existing local score	94.0	28.0	0.661525974025974	0.3977819248056929	0.3	0.3	0.10714285714285714	0.21428571428571427		1.0	0.21428571428571427	1.0	0.2566204893673472	
clean_science_track	W7A_QK_only	strict_no_existing_overlap	single existing local score	94.0	28.0	0.563582251082251	0.3777888803808285	0.3	0.5	0.10714285714285714	0.35714285714285715		1.0	0.35714285714285715	1.0	0.2520633223874786	
clean_science_track	Stack_LR_OOF_E3b	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5871212121212122	0.3763517352827672	0.4	0.45	0.14285714285714285	0.32142857142857145		1.0	0.32142857142857145	1.0	0.22197631300680765	
clean_science_track	qk_clean_no_tcr_gamma1	strict_no_existing_overlap	single existing local score	80.0	18.0	0.6818996415770608	0.3656250774739933	0.4	0.45	0.2222222222222222	0.5		1.0	0.5	1.0	0.16810128228890786	
clean_science_track	GP_quantum	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5557359307359307	0.36034158321925813	0.3	0.45	0.10714285714285714	0.32142857142857145		1.0	0.32142857142857145	1.0	0.22434136383778544	
clean_science_track	Stack_median_E2	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5890151515151515	0.34997983755952156	0.4	0.25	0.14285714285714285	0.17857142857142858		1.0	0.17857142857142858	1.0	0.2304210439903397	
clean_science_track	W7A_full	strict_no_existing_overlap	single existing local score	94.0	28.0	0.5592532467532467	0.329577733702482	0.2	0.25	0.07142857142857142	0.17857142857142858		1.0	0.17857142857142858	1.0	0.2661885641247505	
clean_science_track	W7B_stacked	strict_no_existing_overlap	single existing local score	94.0	28.0	0.512987012987013	0.29492235114625176	0.2	0.2	0.07142857142857142	0.14285714285714285		1.0	0.14285714285714285	1.0	0.2711625182464367	
clean_science_track	ESM2_Bayesian	strict_no_existing_overlap	single existing local score	91.0	27.0	0.3940972222222222	0.2570849973407269	0.2	0.2	0.07407407407407407	0.14814814814814814		1.0	0.14814814814814814	1.0	0.2774562010884593	
clean_science_track	CLEAN-Neo++ clean local ranker	strict_no_existing_overlap	peptide/WT/HLA/tumor context/local-only scores	19763.0	2840.0	0.04094992605280088	0.07754883608719453	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.703926282051282	87.0	0.8426720687864853	0.0
