track	model	split	features	n	positives	AUROC	AUPRC	Precision@10	Precision@20	Recall@10	Recall@20	Recall@50	patient_hit_rate@20	patient_recall@20	patients_evaluated	calibration_brier	Precision@50
production_stack_track	BAR-Neo_confidence	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9799403632420711	0.8569028593475232	0.9	0.9	0.2903225806451613	0.5806451612903226		1.0	0.5806451612903226	1.0	0.10736641312808211	
production_stack_track	BAR-Neo	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9788560585524532	0.8253183819027167	1.0	0.8	0.3225806451612903	0.5161290322580645		1.0	0.5161290322580645	1.0	0.02909168251584994	
production_stack_track	BAR-Neo_patient_gated	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9784042649317791	0.8203330028237179	0.9	0.8	0.2903225806451613	0.5161290322580645		1.0	0.5161290322580645	1.0	0.029347362388813976	
production_stack_track	BAR-Neo-X	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9661154784494443	0.7996378644930076	0.9	0.85	0.2903225806451613	0.5483870967741935		1.0	0.5483870967741935	1.0	0.07015441290930745	
production_stack_track	BAR-Neo-X_claim_safe	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9661154784494443	0.7996378644930076	0.9	0.85	0.2903225806451613	0.5483870967741935		1.0	0.5483870967741935	1.0	0.07015441290930745	
production_stack_track	BigMHC_IM	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.7323186302633502	0.7765189797012297	0.8	0.8	0.01606425702811245	0.0321285140562249		1.0	0.0321285140562249	1.0	0.3276477815770214	
production_stack_track	BigMHC_IM	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.7323186302633502	0.7765189797012297	0.8	0.8	0.01606425702811245	0.0321285140562249		1.0	0.0321285140562249	1.0	0.3276477815770214	
production_stack_track	RF_biophys	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.6852226834508903	0.7519070984866539	0.9	0.9	0.018072289156626505	0.03614457831325301		1.0	0.03614457831325301	1.0	0.2473806666009476	
production_stack_track	RF_biophys	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.6852226834508903	0.7519070984866539	0.9	0.9	0.018072289156626505	0.03614457831325301		1.0	0.03614457831325301	1.0	0.2473806666009476	
production_stack_track	MHCflurry_2.0_presentation	strict_no_existing_overlap	single frozen/local score	851.0	494.0	0.6206976717812631	0.7258412375505164	1.0	1.0	0.020242914979757085	0.04048582995951417		1.0	0.04048582995951417	1.0	0.2876218232331417	
production_stack_track	clean_contextual_bma	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9322309568988885	0.6990908990120128	0.9	0.75	0.2903225806451613	0.4838709677419355		1.0	0.4838709677419355	1.0	0.08123416542709697	
production_stack_track	prespecified_equal_weight_C_QK_no_anchor	strict_no_existing_overlap	single frozen/local score	80.0	18.0	0.793010752688172	0.6304855001198064	0.7	0.5	0.3888888888888889	0.5555555555555556		1.0	0.5555555555555556	1.0	0.13458798516521958	
production_stack_track	Wave8_TCR_SelfSim_no_exact	strict_no_existing_overlap	single frozen/local score	94.0	28.0	0.7053571428571428	0.6194896890082798	0.8	0.65	0.2857142857142857	0.4642857142857143		1.0	0.4642857142857143	1.0	0.17209871921114406	
production_stack_track	nested_learned_gate_C_QK_structure	strict_no_existing_overlap	single frozen/local score	80.0	18.0	0.8010752688172043	0.6193709525449052	0.6	0.45	0.3333333333333333	0.5		1.0	0.5	1.0	0.13897400693466797	
production_stack_track	rule_gated_C_QK_structure	strict_no_existing_overlap	single frozen/local score	80.0	18.0	0.7876344086021505	0.6133181216143768	0.6	0.5	0.3333333333333333	0.5555555555555556		1.0	0.5555555555555556	1.0	0.13391783805614754	
production_stack_track	Wave8_TCR_motif_only	strict_no_existing_overlap	single frozen/local score	94.0	28.0	0.7454004329004329	0.604454717946366	0.8	0.7	0.2857142857142857	0.5		1.0	0.5	1.0	0.17297838523819836	
production_stack_track	TransPHLA	strict_no_existing_overlap	single frozen/local score	845.0	488.0	0.5066096110575378	0.5901803837465996	0.5	0.55	0.010245901639344262	0.022540983606557378		1.0	0.022540983606557378	1.0	0.43717332548811694	
production_stack_track	TransPHLA	strict_no_existing_overlap	single frozen/local score	845.0	488.0	0.5066096110575378	0.5901803837465996	0.5	0.55	0.010245901639344262	0.022540983606557378		1.0	0.022540983606557378	1.0	0.43717332548811694	
production_stack_track	stress_guarded_discovery	strict_no_existing_overlap	single frozen/local score	388.0	31.0	0.9089184060721063	0.5876948624032962	0.8	0.75	0.25806451612903225	0.4838709677419355		1.0	0.4838709677419355	1.0	0.09973111368628138	
production_stack_track	Wave8_TCR_SelfSim_full	strict_no_existing_overlap	single frozen/local score	94.0	28.0	0.6810064935064934	0.5819938248536238	0.9	0.7	0.32142857142857145	0.5		1.0	0.5	1.0	0.17638077106019598	
production_stack_track	MHCflurry	strict_no_existing_overlap	single frozen/local score	94.0	28.0	0.7164502164502164	0.568364477006993	0.6	0.55	0.21428571428571427	0.39285714285714285		1.0	0.39285714285714285	1.0	0.18659413299540137	
production_stack_track	PRIME	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.5029192399851508	0.5602108244972697	0.4	0.35	0.008032128514056224	0.014056224899598393		1.0	0.014056224899598393	1.0	0.2857685868278773	
production_stack_track	PRIME	strict_no_existing_overlap	single frozen/local score	855.0	498.0	0.5029192399851508	0.5602108244972697	0.4	0.35	0.008032128514056224	0.014056224899598393		1.0	0.014056224899598393	1.0	0.2857685868278773	
production_stack_track	prespecified_lr_qk_quantum_only_w0.5	strict_no_existing_overlap	single frozen/local score	80.0	18.0	0.7159498207885305	0.5542032070669842	0.7	0.45	0.3888888888888889	0.5		1.0	0.5	1.0	0.14775304679636933	
production_stack_track	prespecified_rf_qk_no_anchor_w0.5	strict_no_existing_overlap	single frozen/local score	80.0	18.0	0.75	0.5508091382090238	0.7	0.55	0.3888888888888889	0.6111111111111112		1.0	0.6111111111111112	1.0	0.14467726102113637	
