gene	module_id	module_size	eigengene_corr_Y	eigengene_pval_Y	eigengene_corr_cohort	module_preserved
TANK	M005	96	0.25215718	4.225999e-07	0.958717	True
COX5B	M014	33	-0.054613445	0.2807466	0.8927733	True
HSDL2	M015	61	-0.040188447	0.42750406	0.94782305	True
COX10	M000	1182				False
C5AR1	M000	1182				False
FPR1	M000	1182				False
HEY1	M000	1182				False
ZCCHC14	M008	82	0.24246262	1.186607e-06	0.9276763	True
ATP1B3	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PFKM	M017	44	-0.14110602	0.0051284735	0.88136363	True
GGT5	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SOX12	M020	35	-0.0680788	0.1785777	0.94541353	True
SGCE	M000	1182				False
PAK2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ESRRA	M000	1182				False
TET3	M008	82	0.24246262	1.186607e-06	0.9276763	True
AGL	M000	1182				False
BDNF	M000	1182				False
RRP1B	M005	96	0.25215718	4.225999e-07	0.958717	True
HSD17B4	M017	44	-0.14110602	0.0051284735	0.88136363	True
PTP4A3	M000	1182				False
ACSL1	M015	61	-0.040188447	0.42750406	0.94782305	True
LGALS9	M000	1182				False
LFNG	M000	1182				False
FAM89B	M000	1182				False
TSGA10	M000	1182				False
MDH2	M012	88	-0.056926005	0.2608475	0.94203234	True
DNPH1	M014	33	-0.054613445	0.2807466	0.8927733	True
DGKI	M000	1182				False
KCNJ5	M000	1182				False
FH	M019	60	-0.035307113	0.48578322	0.9705414	True
SEMA3A	M000	1182				False
C9orf116	M000	1182				False
CUL7	M004	89	0.26029536	1.7180874e-07	0.9743594	True
RRAS	M000	1182				False
B9D1	M013	72	-0.06164761	0.2232916	0.90925777	True
LMF1	M013	72	-0.06164761	0.2232916	0.90925777	True
COL5A1	M000	1182				False
AKAP3	M000	1182				False
MRS2	M017	44	-0.14110602	0.0051284735	0.88136363	True
TRAC	M000	1182				False
PIM2	M000	1182				False
TMEM38B	M017	44	-0.14110602	0.0051284735	0.88136363	True
PDLIM7	M002	47	0.20412244	4.671971e-05	0.96406627	True
COQ6	M000	1182				False
SPATA7	M018	47	-0.10684348	0.034456037	0.9061806	True
ADAR	M005	96	0.25215718	4.225999e-07	0.958717	True
UQCRQ	M000	1182				False
PICALM	M008	82	0.24246262	1.186607e-06	0.9276763	True
IFITM1	M000	1182				False
AEBP1	M000	1182				False
CSNK1G2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MAGEF1	M002	47	0.20412244	4.671971e-05	0.96406627	True
RNASE6	M000	1182				False
CEBPA	M000	1182				False
MOK	M000	1182				False
TRIB2	M009	117	0.324656	4.5004084e-11	0.9549998	True
DUSP11	M005	96	0.25215718	4.225999e-07	0.958717	True
FGL2	M000	1182				False
ISOC2	M013	72	-0.06164761	0.2232916	0.90925777	True
ACTN4	M009	117	0.324656	4.5004084e-11	0.9549998	True
PITPNC1	M000	1182				False
CRY2	M018	47	-0.10684348	0.034456037	0.9061806	True
NMI	M000	1182				False
POLD2	M013	72	-0.06164761	0.2232916	0.90925777	True
LY96	M000	1182				False
NUPR1	M000	1182				False
SSX2IP	M008	82	0.24246262	1.186607e-06	0.9276763	True
NDUFA10	M012	88	-0.056926005	0.2608475	0.94203234	True
CRABP2	M000	1182				False
RANBP10	M000	1182				False
CSNK1E	M004	89	0.26029536	1.7180874e-07	0.9743594	True
IL22RA1	M000	1182				False
CCL19	M000	1182				False
PTGIS	M000	1182				False
MYO10	M016	39	-0.04474472	0.37695867	0.9076797	True
SLC2A8	M013	72	-0.06164761	0.2232916	0.90925777	True
SLC17A5	M011	30	0.30460626	7.33937e-10	0.9156813	True
TBC1D2B	M008	82	0.24246262	1.186607e-06	0.9276763	True
R3HDM4	M000	1182				False
OGDH	M015	61	-0.040188447	0.42750406	0.94782305	True
EVI2B	M000	1182				False
DIP2C	M000	1182				False
IGHG1	M000	1182				False
PNPLA4	M000	1182				False
PRRX2	M000	1182				False
ASPN	M000	1182				False
FBXO2	M000	1182				False
MS4A4A	M000	1182				False
PLEK	M000	1182				False
COX4I1	M014	33	-0.054613445	0.2807466	0.8927733	True
STAG3L4	M000	1182				False
ATP8B4	M000	1182				False
RTN3	M021	54	-0.14418523	0.0042288513	0.91452366	True
DOCK2	M000	1182				False
S100A8	M000	1182				False
RASA2	M008	82	0.24246262	1.186607e-06	0.9276763	True
MSC	M000	1182				False
FERMT1	M000	1182				False
CD4	M000	1182				False
IFT88	M018	47	-0.10684348	0.034456037	0.9061806	True
BTK	M000	1182				False
XPA	M021	54	-0.14418523	0.0042288513	0.91452366	True
APOE	M000	1182				False
RHOH	M000	1182				False
DNAAF1	M000	1182				False
DSTN	M021	54	-0.14418523	0.0042288513	0.91452366	True
MKKS	M021	54	-0.14418523	0.0042288513	0.91452366	True
SMAD9	M016	39	-0.04474472	0.37695867	0.9076797	True
COL9A3	M000	1182				False
PLTP	M000	1182				False
EXPH5	M000	1182				False
HCLS1	M000	1182				False
POLR3B	M000	1182				False
DPYD	M006	83	0.32443193	4.6484528e-11	0.9076619	True
HSPA5	M000	1182				False
ANO10	M019	60	-0.035307113	0.48578322	0.9705414	True
RPP14	M000	1182				False
WDHD1	M000	1182				False
MGST2	M012	88	-0.056926005	0.2608475	0.94203234	True
FAM120C	M005	96	0.25215718	4.225999e-07	0.958717	True
WSB2	M015	61	-0.040188447	0.42750406	0.94782305	True
GTPBP1	M009	117	0.324656	4.5004084e-11	0.9549998	True
MAP3K3	M008	82	0.24246262	1.186607e-06	0.9276763	True
CEBPG	M015	61	-0.040188447	0.42750406	0.94782305	True
KCNAB2	M000	1182				False
POGK	M008	82	0.24246262	1.186607e-06	0.9276763	True
SCRN1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
EGLN3	M000	1182				False
MRPL9	M004	89	0.26029536	1.7180874e-07	0.9743594	True
CNPPD1	M012	88	-0.056926005	0.2608475	0.94203234	True
SRP19	M000	1182				False
CANX	M017	44	-0.14110602	0.0051284735	0.88136363	True
CALD1	M005	96	0.25215718	4.225999e-07	0.958717	True
HMGXB4	M007	32	0.23535207	2.4627275e-06	0.890755	False
AP5M1	M016	39	-0.04474472	0.37695867	0.9076797	True
MGAT4C	M010	67	0.429704	4.7946997e-19	0.8822221	True
LRRC6	M000	1182				False
MAPK1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ARMC6	M013	72	-0.06164761	0.2232916	0.90925777	True
ISOC1	M011	30	0.30460626	7.33937e-10	0.9156813	True
NDUFB11	M014	33	-0.054613445	0.2807466	0.8927733	True
HSD17B10	M013	72	-0.06164761	0.2232916	0.90925777	True
GCDH	M020	35	-0.0680788	0.1785777	0.94541353	True
SYT11	M000	1182				False
RGS2	M000	1182				False
CYP7B1	M000	1182				False
TMEM120B	M000	1182				False
TNFRSF11B	M000	1182				False
PKNOX2	M000	1182				False
RHOA	M004	89	0.26029536	1.7180874e-07	0.9743594	True
NDUFA3	M014	33	-0.054613445	0.2807466	0.8927733	True
ACAT1	M000	1182				False
PRPS1	M017	44	-0.14110602	0.0051284735	0.88136363	True
UBE2B	M004	89	0.26029536	1.7180874e-07	0.9743594	True
OPLAH	M000	1182				False
FCGR2C	M000	1182				False
IL15RA	M000	1182				False
VTI1B	M015	61	-0.040188447	0.42750406	0.94782305	True
IFIT1	M000	1182				False
UBA3	M005	96	0.25215718	4.225999e-07	0.958717	True
DIRAS3	M000	1182				False
AREG	M000	1182				False
ADRA2A	M000	1182				False
AIDA	M006	83	0.32443193	4.6484528e-11	0.9076619	True
PTGES2	M012	88	-0.056926005	0.2608475	0.94203234	True
CA2	M000	1182				False
GAMT	M014	33	-0.054613445	0.2807466	0.8927733	True
NAA40	M018	47	-0.10684348	0.034456037	0.9061806	True
HLA-DRB6	M000	1182				False
OSBPL1A	M000	1182				False
ZBTB25	M000	1182				False
VAMP8	M002	47	0.20412244	4.671971e-05	0.96406627	True
SUN2	M005	96	0.25215718	4.225999e-07	0.958717	True
HYOU1	M017	44	-0.14110602	0.0051284735	0.88136363	True
ADARB1	M005	96	0.25215718	4.225999e-07	0.958717	True
ALDH4A1	M000	1182				False
PCCB	M015	61	-0.040188447	0.42750406	0.94782305	True
STC2	M000	1182				False
NDUFA2	M000	1182				False
PTPRC	M000	1182				False
ZNF589	M018	47	-0.10684348	0.034456037	0.9061806	True
NUP107	M008	82	0.24246262	1.186607e-06	0.9276763	True
TRAPPC12	M013	72	-0.06164761	0.2232916	0.90925777	True
TEX2	M017	44	-0.14110602	0.0051284735	0.88136363	True
PSTPIP1	M000	1182				False
IPCEF1	M000	1182				False
LAMC3	M000	1182				False
ARHGEF4	M018	47	-0.10684348	0.034456037	0.9061806	True
ID3	M000	1182				False
LAP3	M005	96	0.25215718	4.225999e-07	0.958717	True
OXSM	M000	1182				False
UQCR11	M000	1182				False
RIT1	M005	96	0.25215718	4.225999e-07	0.958717	True
DYRK4	M014	33	-0.054613445	0.2807466	0.8927733	True
ADAMTS5	M000	1182				False
KPTN	M006	83	0.32443193	4.6484528e-11	0.9076619	True
GULP1	M000	1182				False
RUNX3	M000	1182				False
DECR1	M012	88	-0.056926005	0.2608475	0.94203234	True
GNG11	M000	1182				False
FSTL1	M009	117	0.324656	4.5004084e-11	0.9549998	True
ENO3	M000	1182				False
FLVCR2	M000	1182				False
GFOD2	M018	47	-0.10684348	0.034456037	0.9061806	True
NME4	M012	88	-0.056926005	0.2608475	0.94203234	True
PLAG1	M000	1182				False
MTCH1	M021	54	-0.14418523	0.0042288513	0.91452366	True
TXNL4A	M014	33	-0.054613445	0.2807466	0.8927733	True
PIP4K2A	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NPR1	M000	1182				False
BAP1	M019	60	-0.035307113	0.48578322	0.9705414	True
ZSCAN2	M000	1182				False
NCF1	M000	1182				False
FBLN1	M000	1182				False
ILVBL	M012	88	-0.056926005	0.2608475	0.94203234	True
INPP5D	M000	1182				False
TLR1	M000	1182				False
RAC3	M000	1182				False
EMC3	M013	72	-0.06164761	0.2232916	0.90925777	True
SMIM14	M011	30	0.30460626	7.33937e-10	0.9156813	True
ZNF532	M008	82	0.24246262	1.186607e-06	0.9276763	True
PEX11A	M000	1182				False
MAPK13	M009	117	0.324656	4.5004084e-11	0.9549998	True
GALT	M000	1182				False
RIN2	M005	96	0.25215718	4.225999e-07	0.958717	True
SURF1	M013	72	-0.06164761	0.2232916	0.90925777	True
MCUR1	M015	61	-0.040188447	0.42750406	0.94782305	True
SLC25A11	M012	88	-0.056926005	0.2608475	0.94203234	True
LSM6	M000	1182				False
MYO1F	M000	1182				False
EIF3D	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PCDHGC3	M000	1182				False
PPFIA3	M000	1182				False
TREM1	M000	1182				False
SHC1	M005	96	0.25215718	4.225999e-07	0.958717	True
SNN	M015	61	-0.040188447	0.42750406	0.94782305	True
ACVR1B	M000	1182				False
C1QA	M000	1182				False
FER1L4	M000	1182				False
MIA2	M015	61	-0.040188447	0.42750406	0.94782305	True
LIMD2	M000	1182				False
CCR7	M000	1182				False
PRMT3	M000	1182				False
MED25	M020	35	-0.0680788	0.1785777	0.94541353	True
SCRIB	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PREB	M019	60	-0.035307113	0.48578322	0.9705414	True
MMACHC	M000	1182				False
METRN	M000	1182				False
ZNF516	M008	82	0.24246262	1.186607e-06	0.9276763	True
DPP6	M000	1182				False
IL7	M012	88	-0.056926005	0.2608475	0.94203234	True
EVI2A	M000	1182				False
IKZF1	M000	1182				False
PIK3R5	M000	1182				False
NDUFS3	M013	72	-0.06164761	0.2232916	0.90925777	True
BIRC2	M008	82	0.24246262	1.186607e-06	0.9276763	True
C9orf16	M000	1182				False
CYTIP	M000	1182				False
CASP1	M000	1182				False
DKK2	M000	1182				False
DDO	M000	1182				False
F8	M000	1182				False
UBE2D1	M005	96	0.25215718	4.225999e-07	0.958717	True
BSPRY	M000	1182				False
UGDH	M008	82	0.24246262	1.186607e-06	0.9276763	True
C1orf216	M000	1182				False
RPL39L	M000	1182				False
HNRNPC	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ATPAF2	M013	72	-0.06164761	0.2232916	0.90925777	True
HSD17B1	M000	1182				False
NTHL1	M000	1182				False
AR	M000	1182				False
CAPRIN1	M007	32	0.23535207	2.4627275e-06	0.890755	False
HSPA6	M000	1182				False
RPS9	M002	47	0.20412244	4.671971e-05	0.96406627	True
AAMDC	M000	1182				False
C2	M000	1182				False
WAS	M000	1182				False
SGPL1	M005	96	0.25215718	4.225999e-07	0.958717	True
SF3B3	M005	96	0.25215718	4.225999e-07	0.958717	True
TINF2	M005	96	0.25215718	4.225999e-07	0.958717	True
SLC4A7	M000	1182				False
BIN2	M000	1182				False
DCP2	M005	96	0.25215718	4.225999e-07	0.958717	True
SNX1	M003	51	0.22109962	9.944808e-06	0.97000235	True
RHOG	M000	1182				False
EFR3A	M006	83	0.32443193	4.6484528e-11	0.9076619	True
SPP1	M000	1182				False
VAPB	M017	44	-0.14110602	0.0051284735	0.88136363	True
POLR1E	M003	51	0.22109962	9.944808e-06	0.97000235	True
POPDC2	M000	1182				False
TMX2	M021	54	-0.14418523	0.0042288513	0.91452366	True
PDPN	M000	1182				False
ACKR3	M000	1182				False
RBM7	M008	82	0.24246262	1.186607e-06	0.9276763	True
ZC2HC1C	M000	1182				False
STEAP4	M006	83	0.32443193	4.6484528e-11	0.9076619	True
MORC4	M011	30	0.30460626	7.33937e-10	0.9156813	True
CRAT	M019	60	-0.035307113	0.48578322	0.9705414	True
HBEGF	M000	1182				False
CD3E	M000	1182				False
ARHGAP17	M003	51	0.22109962	9.944808e-06	0.97000235	True
NAPA	M015	61	-0.040188447	0.42750406	0.94782305	True
ETV6	M009	117	0.324656	4.5004084e-11	0.9549998	True
CAMK1D	M017	44	-0.14110602	0.0051284735	0.88136363	True
IDH3B	M013	72	-0.06164761	0.2232916	0.90925777	True
SLC46A3	M000	1182				False
JAK1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
PSMC4	M014	33	-0.054613445	0.2807466	0.8927733	True
RCN3	M000	1182				False
RNF115	M003	51	0.22109962	9.944808e-06	0.97000235	True
CLDN9	M000	1182				False
HMBOX1	M000	1182				False
NDUFA9	M000	1182				False
CASP8	M005	96	0.25215718	4.225999e-07	0.958717	True
FOLR2	M000	1182				False
C1orf115	M003	51	0.22109962	9.944808e-06	0.97000235	True
C3AR1	M000	1182				False
EPHX1	M021	54	-0.14418523	0.0042288513	0.91452366	True
NDUFB7	M013	72	-0.06164761	0.2232916	0.90925777	True
DHCR24	M009	117	0.324656	4.5004084e-11	0.9549998	True
DERL2	M021	54	-0.14418523	0.0042288513	0.91452366	True
SIKE1	M016	39	-0.04474472	0.37695867	0.9076797	True
PIWIL1	M000	1182				False
MCM4	M009	117	0.324656	4.5004084e-11	0.9549998	True
RPS4X	M002	47	0.20412244	4.671971e-05	0.96406627	True
NDUFB3	M012	88	-0.056926005	0.2608475	0.94203234	True
UNG	M015	61	-0.040188447	0.42750406	0.94782305	True
PCDH12	M000	1182				False
MEGF9	M011	30	0.30460626	7.33937e-10	0.9156813	True
ARHGEF15	M000	1182				False
MORC3	M008	82	0.24246262	1.186607e-06	0.9276763	True
NNT	M016	39	-0.04474472	0.37695867	0.9076797	True
XRCC5	M005	96	0.25215718	4.225999e-07	0.958717	True
ABHD6	M000	1182				False
PCBD1	M012	88	-0.056926005	0.2608475	0.94203234	True
OLFML2B	M000	1182				False
IGHM	M000	1182				False
CCNB1IP1	M020	35	-0.0680788	0.1785777	0.94541353	True
RXRG	M000	1182				False
CLCN4	M016	39	-0.04474472	0.37695867	0.9076797	True
GSTK1	M012	88	-0.056926005	0.2608475	0.94203234	True
MFAP4	M000	1182				False
VPS37C	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ZNF219	M020	35	-0.0680788	0.1785777	0.94541353	True
TMEM223	M014	33	-0.054613445	0.2807466	0.8927733	True
CHPT1	M011	30	0.30460626	7.33937e-10	0.9156813	True
PTCD2	M000	1182				False
ATG7	M009	117	0.324656	4.5004084e-11	0.9549998	True
ABCA6	M000	1182				False
LBR	M008	82	0.24246262	1.186607e-06	0.9276763	True
SNX4	M017	44	-0.14110602	0.0051284735	0.88136363	True
CANT1	M009	117	0.324656	4.5004084e-11	0.9549998	True
ECHS1	M013	72	-0.06164761	0.2232916	0.90925777	True
PLCB2	M000	1182				False
RARA	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ASCC3	M006	83	0.32443193	4.6484528e-11	0.9076619	True
SORL1	M008	82	0.24246262	1.186607e-06	0.9276763	True
HK1	M015	61	-0.040188447	0.42750406	0.94782305	True
NUBPL	M017	44	-0.14110602	0.0051284735	0.88136363	True
IGF2BP2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
LAPTM4A	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PPP1R3C	M000	1182				False
EZR	M003	51	0.22109962	9.944808e-06	0.97000235	True
ARL8B	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CAPN1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
TLE4	M000	1182				False
STOM	M009	117	0.324656	4.5004084e-11	0.9549998	True
USP16	M000	1182				False
TPPP	M000	1182				False
PCYT2	M013	72	-0.06164761	0.2232916	0.90925777	True
QRSL1	M015	61	-0.040188447	0.42750406	0.94782305	True
GNB1	M009	117	0.324656	4.5004084e-11	0.9549998	True
TBXAS1	M000	1182				False
MRPS10	M015	61	-0.040188447	0.42750406	0.94782305	True
CMC2	M000	1182				False
ACSL4	M005	96	0.25215718	4.225999e-07	0.958717	True
PLCH1	M000	1182				False
CAMKMT	M000	1182				False
VPS72	M002	47	0.20412244	4.671971e-05	0.96406627	True
C1QB	M000	1182				False
TNFSF15	M000	1182				False
RSPH6A	M000	1182				False
CCDC40	M000	1182				False
THEM6	M012	88	-0.056926005	0.2608475	0.94203234	True
TMEM255A	M000	1182				False
SEC61B	M012	88	-0.056926005	0.2608475	0.94203234	True
UNC119	M019	60	-0.035307113	0.48578322	0.9705414	True
DNAJC1	M021	54	-0.14418523	0.0042288513	0.91452366	True
ARHGEF40	M018	47	-0.10684348	0.034456037	0.9061806	True
PDIA4	M019	60	-0.035307113	0.48578322	0.9705414	True
UBQLN2	M005	96	0.25215718	4.225999e-07	0.958717	True
DCLRE1B	M000	1182				False
DDIT3	M000	1182				False
TRIM16	M000	1182				False
ITK	M000	1182				False
ERLIN1	M011	30	0.30460626	7.33937e-10	0.9156813	True
CYB5R4	M000	1182				False
COX5A	M012	88	-0.056926005	0.2608475	0.94203234	True
KIF21B	M000	1182				False
EXTL3	M019	60	-0.035307113	0.48578322	0.9705414	True
MARK3	M018	47	-0.10684348	0.034456037	0.9061806	True
UTP18	M005	96	0.25215718	4.225999e-07	0.958717	True
NDUFB5	M000	1182				False
BBS4	M000	1182				False
BLVRB	M012	88	-0.056926005	0.2608475	0.94203234	True
DCAF6	M005	96	0.25215718	4.225999e-07	0.958717	True
NXF1	M003	51	0.22109962	9.944808e-06	0.97000235	True
CD69	M000	1182				False
PPP3CB	M008	82	0.24246262	1.186607e-06	0.9276763	True
SLC4A3	M000	1182				False
PIK3C2B	M015	61	-0.040188447	0.42750406	0.94782305	True
RCL1	M008	82	0.24246262	1.186607e-06	0.9276763	True
PLAC8	M000	1182				False
DENND2D	M004	89	0.26029536	1.7180874e-07	0.9743594	True
RASIP1	M000	1182				False
EDNRA	M000	1182				False
CD163	M000	1182				False
CSRP2	M000	1182				False
TMPRSS2	M000	1182				False
MCL1	M005	96	0.25215718	4.225999e-07	0.958717	True
CSK	M004	89	0.26029536	1.7180874e-07	0.9743594	True
HMOX1	M000	1182				False
TXNL1	M021	54	-0.14418523	0.0042288513	0.91452366	True
HSD17B8	M013	72	-0.06164761	0.2232916	0.90925777	True
PDCD4-AS1	M000	1182				False
CCND1	M009	117	0.324656	4.5004084e-11	0.9549998	True
TRBC1	M000	1182				False
MYOM2	M000	1182				False
KIT	M000	1182				False
PHLDA3	M000	1182				False
RAD1	M005	96	0.25215718	4.225999e-07	0.958717	True
ZBTB10	M008	82	0.24246262	1.186607e-06	0.9276763	True
PTDSS2	M013	72	-0.06164761	0.2232916	0.90925777	True
CTC-338M12.4	M001	63	0.39597368	3.627845e-16	0.91419816	True
HSF4	M000	1182				False
MAFB	M000	1182				False
CCND3	M002	47	0.20412244	4.671971e-05	0.96406627	True
RNH1	M002	47	0.20412244	4.671971e-05	0.96406627	True
CX3CL1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ARHGAP4	M000	1182				False
PRDM16	M000	1182				False
ATP6V1H	M000	1182				False
MCM6	M009	117	0.324656	4.5004084e-11	0.9549998	True
HYAL2	M002	47	0.20412244	4.671971e-05	0.96406627	True
CD34	M000	1182				False
NKIRAS2	M019	60	-0.035307113	0.48578322	0.9705414	True
DHRS7	M000	1182				False
DENND1C	M006	83	0.32443193	4.6484528e-11	0.9076619	True
HLA-E	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PCLO	M000	1182				False
TRIM2	M015	61	-0.040188447	0.42750406	0.94782305	True
DNAJC3	M017	44	-0.14110602	0.0051284735	0.88136363	True
HIGD2A	M014	33	-0.054613445	0.2807466	0.8927733	True
NDUFS7	M000	1182				False
ACTL6A	M008	82	0.24246262	1.186607e-06	0.9276763	True
ESM1	M000	1182				False
HMGCR	M017	44	-0.14110602	0.0051284735	0.88136363	True
ZBED4	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CD3D	M000	1182				False
APOBEC3F	M001	63	0.39597368	3.627845e-16	0.91419816	True
EPS8L1	M002	47	0.20412244	4.671971e-05	0.96406627	True
PIK3R1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
HADHB	M015	61	-0.040188447	0.42750406	0.94782305	True
C11orf24	M001	63	0.39597368	3.627845e-16	0.91419816	True
TGFB2	M000	1182				False
ELK4	M008	82	0.24246262	1.186607e-06	0.9276763	True
RAB33B	M007	32	0.23535207	2.4627275e-06	0.890755	False
WASF2	M005	96	0.25215718	4.225999e-07	0.958717	True
MRPS15	M012	88	-0.056926005	0.2608475	0.94203234	True
PDLIM3	M000	1182				False
MGAT1	M020	35	-0.0680788	0.1785777	0.94541353	True
IGKC	M000	1182				False
C1QBP	M019	60	-0.035307113	0.48578322	0.9705414	True
SNX10	M000	1182				False
MAPKAP1	M017	44	-0.14110602	0.0051284735	0.88136363	True
ALKBH4	M013	72	-0.06164761	0.2232916	0.90925777	True
POR	M020	35	-0.0680788	0.1785777	0.94541353	True
CD180	M000	1182				False
UBA2	M008	82	0.24246262	1.186607e-06	0.9276763	True
PDE8A	M000	1182				False
LMAN2L	M018	47	-0.10684348	0.034456037	0.9061806	True
LRP12	M007	32	0.23535207	2.4627275e-06	0.890755	False
C1RL	M009	117	0.324656	4.5004084e-11	0.9549998	True
KPNA2	M009	117	0.324656	4.5004084e-11	0.9549998	True
UCHL3	M009	117	0.324656	4.5004084e-11	0.9549998	True
AKR1C1	M000	1182				False
RANBP1	M002	47	0.20412244	4.671971e-05	0.96406627	True
ZNF143	M007	32	0.23535207	2.4627275e-06	0.890755	False
TP53I3	M000	1182				False
MRPL22	M014	33	-0.054613445	0.2807466	0.8927733	True
MEOX1	M000	1182				False
RALGPS1	M000	1182				False
CASP7	M005	96	0.25215718	4.225999e-07	0.958717	True
CLCC1	M000	1182				False
GMCL1	M008	82	0.24246262	1.186607e-06	0.9276763	True
DTX3	M020	35	-0.0680788	0.1785777	0.94541353	True
SMIM8	M000	1182				False
PARP8	M000	1182				False
ITGA4	M000	1182				False
ITFG2	M021	54	-0.14418523	0.0042288513	0.91452366	True
ZDHHC24	M013	72	-0.06164761	0.2232916	0.90925777	True
BMP7	M019	60	-0.035307113	0.48578322	0.9705414	True
MBNL1	M005	96	0.25215718	4.225999e-07	0.958717	True
CRELD1	M000	1182				False
HMGN4	M011	30	0.30460626	7.33937e-10	0.9156813	True
AQP5	M000	1182				False
DCUN1D4	M000	1182				False
ARHGEF10L	M019	60	-0.035307113	0.48578322	0.9705414	True
RRN3P1	M000	1182				False
ETFB	M000	1182				False
MTERF4	M018	47	-0.10684348	0.034456037	0.9061806	True
LYRM9	M000	1182				False
PDK4	M018	47	-0.10684348	0.034456037	0.9061806	True
GOT1	M019	60	-0.035307113	0.48578322	0.9705414	True
GSTZ1	M013	72	-0.06164761	0.2232916	0.90925777	True
CMTM6	M005	96	0.25215718	4.225999e-07	0.958717	True
CEP70	M015	61	-0.040188447	0.42750406	0.94782305	True
MYBL1	M000	1182				False
VCL	M008	82	0.24246262	1.186607e-06	0.9276763	True
LIMK1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
NBR2	M000	1182				False
TMEM80	M020	35	-0.0680788	0.1785777	0.94541353	True
CCT6B	M000	1182				False
GLMN	M000	1182				False
EPM2A	M000	1182				False
CCDC170	M000	1182				False
COX6B1	M014	33	-0.054613445	0.2807466	0.8927733	True
SMAD6	M019	60	-0.035307113	0.48578322	0.9705414	True
COX7A2	M012	88	-0.056926005	0.2608475	0.94203234	True
EIF4G3	M016	39	-0.04474472	0.37695867	0.9076797	True
N4BP2L1	M003	51	0.22109962	9.944808e-06	0.97000235	True
PIK3CG	M000	1182				False
FRY	M000	1182				False
OCEL1	M013	72	-0.06164761	0.2232916	0.90925777	True
AAGAB	M015	61	-0.040188447	0.42750406	0.94782305	True
CMKLR1	M000	1182				False
PKIG	M020	35	-0.0680788	0.1785777	0.94541353	True
P2RY13	M000	1182				False
COQ3	M000	1182				False
CXCL10	M000	1182				False
COX7C	M012	88	-0.056926005	0.2608475	0.94203234	True
ZC3H3	M019	60	-0.035307113	0.48578322	0.9705414	True
CCT8	M004	89	0.26029536	1.7180874e-07	0.9743594	True
GALNT12	M011	30	0.30460626	7.33937e-10	0.9156813	True
CASP6	M009	117	0.324656	4.5004084e-11	0.9549998	True
RABIF	M004	89	0.26029536	1.7180874e-07	0.9743594	True
FOXJ1	M000	1182				False
AHCYL2	M016	39	-0.04474472	0.37695867	0.9076797	True
CD48	M000	1182				False
WDR44	M007	32	0.23535207	2.4627275e-06	0.890755	False
SYNDIG1	M000	1182				False
QRICH1	M008	82	0.24246262	1.186607e-06	0.9276763	True
SFTPD	M000	1182				False
SDHD	M000	1182				False
XPO6	M019	60	-0.035307113	0.48578322	0.9705414	True
LMBRD1	M011	30	0.30460626	7.33937e-10	0.9156813	True
FMO3	M000	1182				False
MAP4K4	M009	117	0.324656	4.5004084e-11	0.9549998	True
ATP6V1G2	M000	1182				False
LYRM2	M017	44	-0.14110602	0.0051284735	0.88136363	True
COX11	M017	44	-0.14110602	0.0051284735	0.88136363	True
CP	M000	1182				False
GRIN2A	M000	1182				False
GORASP1	M018	47	-0.10684348	0.034456037	0.9061806	True
GABBR2	M000	1182				False
KIDINS220	M007	32	0.23535207	2.4627275e-06	0.890755	False
CYTH4	M000	1182				False
SLC9A3R2	M012	88	-0.056926005	0.2608475	0.94203234	True
ENPEP	M000	1182				False
CTSD	M000	1182				False
TIMM13	M014	33	-0.054613445	0.2807466	0.8927733	True
ZNF652	M015	61	-0.040188447	0.42750406	0.94782305	True
PAFAH1B2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
RTP4	M000	1182				False
ADK	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SPTBN1	M016	39	-0.04474472	0.37695867	0.9076797	True
UQCR10	M000	1182				False
PLIN3	M005	96	0.25215718	4.225999e-07	0.958717	True
RPN1	M012	88	-0.056926005	0.2608475	0.94203234	True
ZNHIT1	M014	33	-0.054613445	0.2807466	0.8927733	True
ENC1	M000	1182				False
KIF2A	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CDH16	M000	1182				False
