gene	module_id	module_size	eigengene_corr_Y	eigengene_pval_Y	eigengene_corr_cohort	module_preserved
CAPG	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SLAMF1	M000	1182				False
CDADC1	M000	1182				False
APOD	M000	1182				False
TNFRSF1B	M001	63	0.39597368	3.627845e-16	0.91419816	True
LRRFIP2	M015	61	-0.040188447	0.42750406	0.94782305	True
KDM4B	M018	47	-0.10684348	0.034456037	0.9061806	True
METTL18	M000	1182				False
PLXNB2	M009	117	0.324656	4.5004084e-11	0.9549998	True
APOL6	M010	67	0.429704	4.7946997e-19	0.8822221	True
ERAP1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ADAM8	M000	1182				False
IL18	M000	1182				False
NT5M	M000	1182				False
DPP4	M000	1182				False
STAM	M010	67	0.429704	4.7946997e-19	0.8822221	True
MMP11	M000	1182				False
MYD88	M000	1182				False
ASRGL1	M000	1182				False
CHST15	M010	67	0.429704	4.7946997e-19	0.8822221	True
SUSD4	M000	1182				False
PDE7B	M000	1182				False
SETMAR	M021	54	-0.14418523	0.0042288513	0.91452366	True
ECI1	M013	72	-0.06164761	0.2232916	0.90925777	True
CSTA	M000	1182				False
NECAP2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
CBR3	M016	39	-0.04474472	0.37695867	0.9076797	True
PLVAP	M020	35	-0.0680788	0.1785777	0.94541353	True
DEPTOR	M000	1182				False
DDX60	M006	83	0.32443193	4.6484528e-11	0.9076619	True
USP2	M000	1182				False
BTN3A2	M000	1182				False
ME1	M000	1182				False
SNIP1	M008	82	0.24246262	1.186607e-06	0.9276763	True
DEGS1	M009	117	0.324656	4.5004084e-11	0.9549998	True
CTSE	M000	1182				False
STOML1	M012	88	-0.056926005	0.2608475	0.94203234	True
WASF1	M000	1182				False
OGFRL1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
IKZF3	M000	1182				False
LOXL1	M000	1182				False
OAS3	M000	1182				False
ADCY9	M017	44	-0.14110602	0.0051284735	0.88136363	True
PSMB8	M001	63	0.39597368	3.627845e-16	0.91419816	True
CRLF1	M000	1182				False
PTPN7	M000	1182				False
PALLD	M009	117	0.324656	4.5004084e-11	0.9549998	True
CH25H	M000	1182				False
GPER1	M000	1182				False
PCDH9	M000	1182				False
CD40	M001	63	0.39597368	3.627845e-16	0.91419816	True
EIF2B2	M021	54	-0.14418523	0.0042288513	0.91452366	True
MXRA5	M010	67	0.429704	4.7946997e-19	0.8822221	True
CBFB	M010	67	0.429704	4.7946997e-19	0.8822221	True
MFAP2	M000	1182				False
CAMSAP1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CAP1	M009	117	0.324656	4.5004084e-11	0.9549998	True
BAIAP2	M009	117	0.324656	4.5004084e-11	0.9549998	True
OLR1	M000	1182				False
LAPTM5	M000	1182				False
BNIP1	M000	1182				False
IL2RG	M000	1182				False
NDUFB2	M012	88	-0.056926005	0.2608475	0.94203234	True
POU2F3	M000	1182				False
PHLDA2	M000	1182				False
SDF2L1	M000	1182				False
SH3BGRL3	M000	1182				False
TPM3	M009	117	0.324656	4.5004084e-11	0.9549998	True
NEDD9	M005	96	0.25215718	4.225999e-07	0.958717	True
EMP1	M005	96	0.25215718	4.225999e-07	0.958717	True
CLEC7A	M000	1182				False
LDHA	M009	117	0.324656	4.5004084e-11	0.9549998	True
VLDLR	M000	1182				False
TRIM21	M009	117	0.324656	4.5004084e-11	0.9549998	True
MCF2L-AS1	M000	1182				False
NELL2	M000	1182				False
MAP3K14	M000	1182				False
DSP	M010	67	0.429704	4.7946997e-19	0.8822221	True
MAPK10	M000	1182				False
MILR1	M000	1182				False
IGSF6	M000	1182				False
NCKAP1L	M000	1182				False
BEX1	M000	1182				False
DR1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NDRG2	M000	1182				False
MICB	M000	1182				False
PTPN14	M008	82	0.24246262	1.186607e-06	0.9276763	True
CDC14B	M000	1182				False
ATP10A	M000	1182				False
PHKB	M017	44	-0.14110602	0.0051284735	0.88136363	True
IL1R2	M000	1182				False
NETO2	M000	1182				False
NRCAM	M010	67	0.429704	4.7946997e-19	0.8822221	True
DZIP1	M000	1182				False
CADM1	M005	96	0.25215718	4.225999e-07	0.958717	True
PRKD3	M008	82	0.24246262	1.186607e-06	0.9276763	True
NDUFA5	M021	54	-0.14418523	0.0042288513	0.91452366	True
IDS	M000	1182				False
SLC25A38	M021	54	-0.14418523	0.0042288513	0.91452366	True
KDM5B	M006	83	0.32443193	4.6484528e-11	0.9076619	True
SULT1A1	M000	1182				False
PTPRO	M000	1182				False
HLA-C	M004	89	0.26029536	1.7180874e-07	0.9743594	True
NEB	M000	1182				False
CD37	M000	1182				False
CTTN	M001	63	0.39597368	3.627845e-16	0.91419816	True
DNMT1	M005	96	0.25215718	4.225999e-07	0.958717	True
SSPN	M000	1182				False
GPD1L	M017	44	-0.14110602	0.0051284735	0.88136363	True
HEBP1	M021	54	-0.14418523	0.0042288513	0.91452366	True
COL6A3	M000	1182				False
NDUFA8	M012	88	-0.056926005	0.2608475	0.94203234	True
SERPING1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PAFAH2	M017	44	-0.14110602	0.0051284735	0.88136363	True
IL2RA	M000	1182				False
LTB	M000	1182				False
ALDH9A1	M017	44	-0.14110602	0.0051284735	0.88136363	True
CAPN2	M009	117	0.324656	4.5004084e-11	0.9549998	True
RAB27A	M011	30	0.30460626	7.33937e-10	0.9156813	True
GNAI1	M000	1182				False
TAF1D	M009	117	0.324656	4.5004084e-11	0.9549998	True
ME3	M000	1182				False
TSN	M009	117	0.324656	4.5004084e-11	0.9549998	True
BHLHE41	M000	1182				False
IRF8	M000	1182				False
CD33	M000	1182				False
CETP	M000	1182				False
RIC8B	M000	1182				False
GATM	M000	1182				False
LPIN2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NFS1	M021	54	-0.14418523	0.0042288513	0.91452366	True
AJAP1	M000	1182				False
HDHD3	M012	88	-0.056926005	0.2608475	0.94203234	True
LIPG	M000	1182				False
FAM3A	M013	72	-0.06164761	0.2232916	0.90925777	True
CHIT1	M000	1182				False
MYO1D	M009	117	0.324656	4.5004084e-11	0.9549998	True
TGFA	M011	30	0.30460626	7.33937e-10	0.9156813	True
CLEC2D	M000	1182				False
LMO4	M003	51	0.22109962	9.944808e-06	0.97000235	True
PAK6	M000	1182				False
ZFP36L1	M009	117	0.324656	4.5004084e-11	0.9549998	True
BAD	M000	1182				False
CD2	M000	1182				False
KLF12	M000	1182				False
ATG10	M000	1182				False
KIAA1614	M000	1182				False
AACS	M000	1182				False
MAP3K6	M001	63	0.39597368	3.627845e-16	0.91419816	True
REL	M000	1182				False
GTF3C1	M018	47	-0.10684348	0.034456037	0.9061806	True
FLT1	M000	1182				False
SMIM7	M013	72	-0.06164761	0.2232916	0.90925777	True
PDE4DIP	M009	117	0.324656	4.5004084e-11	0.9549998	True
UAP1	M009	117	0.324656	4.5004084e-11	0.9549998	True
PTPRK	M006	83	0.32443193	4.6484528e-11	0.9076619	True
KLHL3	M000	1182				False
CDIP1	M021	54	-0.14418523	0.0042288513	0.91452366	True
TMEM63A	M009	117	0.324656	4.5004084e-11	0.9549998	True
APOBEC3G	M000	1182				False
PSMB10	M000	1182				False
PMAIP1	M000	1182				False
RAD51B	M000	1182				False
SYNE1	M000	1182				False
SLC24A3	M000	1182				False
TRPC6	M000	1182				False
PRKCQ	M000	1182				False
BNC2	M000	1182				False
NT5E	M010	67	0.429704	4.7946997e-19	0.8822221	True
HCK	M000	1182				False
INPPL1	M018	47	-0.10684348	0.034456037	0.9061806	True
LIPA	M005	96	0.25215718	4.225999e-07	0.958717	True
TLR5	M000	1182				False
DGKA	M000	1182				False
DSE	M000	1182				False
CNNM2	M017	44	-0.14110602	0.0051284735	0.88136363	True
CCL2	M000	1182				False
GATA3	M000	1182				False
ARL4D	M021	54	-0.14418523	0.0042288513	0.91452366	True
ITGB7	M000	1182				False
MYO1E	M009	117	0.324656	4.5004084e-11	0.9549998	True
CD36	M000	1182				False
VEGFB	M012	88	-0.056926005	0.2608475	0.94203234	True
COASY	M013	72	-0.06164761	0.2232916	0.90925777	True
IL27RA	M000	1182				False
HSPH1	M009	117	0.324656	4.5004084e-11	0.9549998	True
BHLHE40	M009	117	0.324656	4.5004084e-11	0.9549998	True
LEPROTL1	M009	117	0.324656	4.5004084e-11	0.9549998	True
RGS16	M000	1182				False
NLK	M015	61	-0.040188447	0.42750406	0.94782305	True
EML1	M000	1182				False
UBE2O	M018	47	-0.10684348	0.034456037	0.9061806	True
ZSCAN5A	M000	1182				False
HLA-DQA1	M000	1182				False
C2CD2	M018	47	-0.10684348	0.034456037	0.9061806	True
NPAS3	M000	1182				False
COL1A2	M000	1182				False
PPIF	M019	60	-0.035307113	0.48578322	0.9705414	True
CWH43	M000	1182				False
PRPSAP1	M000	1182				False
OSGIN2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
PDHA1	M021	54	-0.14418523	0.0042288513	0.91452366	True
LIN7A	M000	1182				False
MRPS33	M000	1182				False
MED20	M015	61	-0.040188447	0.42750406	0.94782305	True
HES1	M019	60	-0.035307113	0.48578322	0.9705414	True
RHOBTB1	M000	1182				False
ARL6IP5	M004	89	0.26029536	1.7180874e-07	0.9743594	True
RAD51D	M018	47	-0.10684348	0.034456037	0.9061806	True
ROCK1	M007	32	0.23535207	2.4627275e-06	0.890755	False
IGF2R	M006	83	0.32443193	4.6484528e-11	0.9076619	True
PPP1R13B	M015	61	-0.040188447	0.42750406	0.94782305	True
BTN3A3	M000	1182				False
PSMB9	M000	1182				False
PRR15L	M000	1182				False
VCAM1	M000	1182				False
NCAM1	M000	1182				False
CHST2	M001	63	0.39597368	3.627845e-16	0.91419816	True
KRT10	M000	1182				False
PRKD2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
TAP1	M000	1182				False
COPZ1	M013	72	-0.06164761	0.2232916	0.90925777	True
CTNNAL1	M011	30	0.30460626	7.33937e-10	0.9156813	True
HSPB7	M000	1182				False
TBKBP1	M020	35	-0.0680788	0.1785777	0.94541353	True
YWHAH	M001	63	0.39597368	3.627845e-16	0.91419816	True
DGKH	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NET1	M009	117	0.324656	4.5004084e-11	0.9549998	True
COQ9	M000	1182				False
PHF20L1	M017	44	-0.14110602	0.0051284735	0.88136363	True
CCR5	M000	1182				False
CYP27B1	M000	1182				False
SLC33A1	M000	1182				False
SLC7A6	M000	1182				False
BICC1	M000	1182				False
LY86	M000	1182				False
FCGBP	M021	54	-0.14418523	0.0042288513	0.91452366	True
JOSD1	M009	117	0.324656	4.5004084e-11	0.9549998	True
IL13RA1	M010	67	0.429704	4.7946997e-19	0.8822221	True
TFF3	M000	1182				False
COX7B	M012	88	-0.056926005	0.2608475	0.94203234	True
FCER1G	M000	1182				False
STAT5A	M004	89	0.26029536	1.7180874e-07	0.9743594	True
NFYC	M020	35	-0.0680788	0.1785777	0.94541353	True
UNC93B1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
GPX3	M019	60	-0.035307113	0.48578322	0.9705414	True
MREG	M000	1182				False
ZHX2	M005	96	0.25215718	4.225999e-07	0.958717	True
CAST	M006	83	0.32443193	4.6484528e-11	0.9076619	True
FZD4	M000	1182				False
BACH1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
TCTA	M021	54	-0.14418523	0.0042288513	0.91452366	True
TIAM1	M000	1182				False
SAMD9	M000	1182				False
MAP2K6	M000	1182				False
F11R	M004	89	0.26029536	1.7180874e-07	0.9743594	True
DUSP2	M000	1182				False
ADM2	M000	1182				False
TRAK2	M005	96	0.25215718	4.225999e-07	0.958717	True
PRNP	M011	30	0.30460626	7.33937e-10	0.9156813	True
KL	M000	1182				False
ETFDH	M017	44	-0.14110602	0.0051284735	0.88136363	True
PGP	M012	88	-0.056926005	0.2608475	0.94203234	True
MRPS11	M021	54	-0.14418523	0.0042288513	0.91452366	True
IVD	M000	1182				False
GOT2	M019	60	-0.035307113	0.48578322	0.9705414	True
ITGB1BP1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
FAM189A1	M000	1182				False
SASH3	M000	1182				False
SERPINF1	M000	1182				False
HLA-DPA1	M000	1182				False
C1R	M000	1182				False
TEAD1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CALR	M021	54	-0.14418523	0.0042288513	0.91452366	True
HK3	M000	1182				False
APOM	M000	1182				False
SEC14L2	M000	1182				False
SYBU	M000	1182				False
COX6C	M000	1182				False
SAMD4A	M009	117	0.324656	4.5004084e-11	0.9549998	True
CD82	M003	51	0.22109962	9.944808e-06	0.97000235	True
BMP8A	M000	1182				False
STK17A	M000	1182				False
BCL2A1	M000	1182				False
SHANK2	M000	1182				False
RAB11FIP1	M000	1182				False
TDRKH	M011	30	0.30460626	7.33937e-10	0.9156813	True
C1S	M000	1182				False
TLE6	M000	1182				False
C11orf95	M003	51	0.22109962	9.944808e-06	0.97000235	True
ADAM12	M000	1182				False
SELP	M000	1182				False
PRRG1	M011	30	0.30460626	7.33937e-10	0.9156813	True
SCARB2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
RNF139	M011	30	0.30460626	7.33937e-10	0.9156813	True
RTN4	M009	117	0.324656	4.5004084e-11	0.9549998	True
HMCES	M002	47	0.20412244	4.671971e-05	0.96406627	True
CNTRL	M008	82	0.24246262	1.186607e-06	0.9276763	True
RUSC2	M018	47	-0.10684348	0.034456037	0.9061806	True
LSP1	M000	1182				False
SAMSN1	M000	1182				False
EFNA1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
ADAM19	M000	1182				False
MOCS2	M000	1182				False
EGF	M000	1182				False
LMO7	M006	83	0.32443193	4.6484528e-11	0.9076619	True
RGS17	M000	1182				False
SPTBN4	M000	1182				False
PRSS16	M000	1182				False
SYTL2	M000	1182				False
NAMPT	M000	1182				False
WDR26	M008	82	0.24246262	1.186607e-06	0.9276763	True
IL2RB	M000	1182				False
APOC1	M000	1182				False
IFIH1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
CDK19	M008	82	0.24246262	1.186607e-06	0.9276763	True
CKB	M012	88	-0.056926005	0.2608475	0.94203234	True
STAT3	M006	83	0.32443193	4.6484528e-11	0.9076619	True
MYL12A	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MT1E	M000	1182				False
VPS16	M013	72	-0.06164761	0.2232916	0.90925777	True
PEF1	M013	72	-0.06164761	0.2232916	0.90925777	True
FHIT	M000	1182				False
GPRC5B	M011	30	0.30460626	7.33937e-10	0.9156813	True
DLC1	M005	96	0.25215718	4.225999e-07	0.958717	True
NDUFB1	M000	1182				False
AVPI1	M000	1182				False
CD84	M000	1182				False
DPY19L1	M010	67	0.429704	4.7946997e-19	0.8822221	True
LDHB	M000	1182				False
FZD6	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NELFCD	M018	47	-0.10684348	0.034456037	0.9061806	True
LILRB4	M000	1182				False
CPT2	M000	1182				False
BLMH	M019	60	-0.035307113	0.48578322	0.9705414	True
SLCO4A1	M000	1182				False
CORO2A	M010	67	0.429704	4.7946997e-19	0.8822221	True
ARMCX6	M000	1182				False
SLC2A1	M009	117	0.324656	4.5004084e-11	0.9549998	True
PIR	M000	1182				False
TRPV2	M000	1182				False
AEN	M019	60	-0.035307113	0.48578322	0.9705414	True
RPS6KA1	M019	60	-0.035307113	0.48578322	0.9705414	True
ACAD10	M018	47	-0.10684348	0.034456037	0.9061806	True
MSR1	M000	1182				False
GNG7	M021	54	-0.14418523	0.0042288513	0.91452366	True
DCN	M000	1182				False
HS3ST1	M000	1182				False
RAB32	M000	1182				False
NUDT9	M021	54	-0.14418523	0.0042288513	0.91452366	True
NUDT11	M000	1182				False
NFKB2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SLC2A4RG	M013	72	-0.06164761	0.2232916	0.90925777	True
CA12	M000	1182				False
CTF1	M001	63	0.39597368	3.627845e-16	0.91419816	True
MAPK8	M000	1182				False
MMP2	M000	1182				False
SYNGR2	M000	1182				False
ATG4A	M015	61	-0.040188447	0.42750406	0.94782305	True
BTG3	M009	117	0.324656	4.5004084e-11	0.9549998	True
MYH9	M009	117	0.324656	4.5004084e-11	0.9549998	True
DLGAP4	M001	63	0.39597368	3.627845e-16	0.91419816	True
TYROBP	M000	1182				False
SP140L	M000	1182				False
MSL3	M009	117	0.324656	4.5004084e-11	0.9549998	True
NAV2	M005	96	0.25215718	4.225999e-07	0.958717	True
CLCNKB	M000	1182				False
CDYL	M006	83	0.32443193	4.6484528e-11	0.9076619	True
DAPK2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
IL1RL2	M000	1182				False
LRP5L	M000	1182				False
SPI1	M000	1182				False
MLH3	M000	1182				False
ARHGEF9	M000	1182				False
XK	M000	1182				False
MS4A6A	M000	1182				False
MMD	M000	1182				False
MID1	M000	1182				False
ITGBL1	M000	1182				False
HS2ST1	M011	30	0.30460626	7.33937e-10	0.9156813	True
MORF4L1	M005	96	0.25215718	4.225999e-07	0.958717	True
DHTKD1	M016	39	-0.04474472	0.37695867	0.9076797	True
ERCC2	M020	35	-0.0680788	0.1785777	0.94541353	True
TMEM254	M000	1182				False
ITGAX	M000	1182				False
PPP3CA	M011	30	0.30460626	7.33937e-10	0.9156813	True
LST1	M000	1182				False
REXO2	M000	1182				False
MT1M	M000	1182				False
RBBP8	M006	83	0.32443193	4.6484528e-11	0.9076619	True
DHRS7B	M013	72	-0.06164761	0.2232916	0.90925777	True
RND1	M000	1182				False
LRP2	M000	1182				False
KHDRBS3	M000	1182				False
ANXA11	M004	89	0.26029536	1.7180874e-07	0.9743594	True
TPD52L1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
AKAP13	M008	82	0.24246262	1.186607e-06	0.9276763	True
PRRC2C	M008	82	0.24246262	1.186607e-06	0.9276763	True
ESRRG	M000	1182				False
PSAT1	M000	1182				False
RCE1	M002	47	0.20412244	4.671971e-05	0.96406627	True
RARB	M000	1182				False
AKT3	M006	83	0.32443193	4.6484528e-11	0.9076619	True
FDX1	M000	1182				False
FXN	M000	1182				False
EDNRB	M000	1182				False
ACADS	M012	88	-0.056926005	0.2608475	0.94203234	True
TNFRSF11A	M000	1182				False
PPM1H	M000	1182				False
PEBP1	M013	72	-0.06164761	0.2232916	0.90925777	True
FCGR2B	M000	1182				False
HLA-DQB1	M000	1182				False
INPP5F	M010	67	0.429704	4.7946997e-19	0.8822221	True
SGTA	M013	72	-0.06164761	0.2232916	0.90925777	True
RPP25	M000	1182				False
PDLIM1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
DMD	M000	1182				False
TP53BP2	M005	96	0.25215718	4.225999e-07	0.958717	True
MAPK4	M000	1182				False
POLDIP2	M012	88	-0.056926005	0.2608475	0.94203234	True
FBN2	M000	1182				False
RELA	M004	89	0.26029536	1.7180874e-07	0.9743594	True
FBXO28	M006	83	0.32443193	4.6484528e-11	0.9076619	True
LY75	M000	1182				False
TRPC5	M000	1182				False
SECTM1	M000	1182				False
SFRP4	M000	1182				False
GNAI2	M000	1182				False
FABP4	M000	1182				False
RMDN1	M017	44	-0.14110602	0.0051284735	0.88136363	True
RPS6KA6	M000	1182				False
PRRX1	M000	1182				False
PTGS1	M000	1182				False
ITGA9	M005	96	0.25215718	4.225999e-07	0.958717	True
COQ4	M013	72	-0.06164761	0.2232916	0.90925777	True
COX15	M000	1182				False
PTPN12	M008	82	0.24246262	1.186607e-06	0.9276763	True
FECH	M017	44	-0.14110602	0.0051284735	0.88136363	True
HLA-DOB	M000	1182				False
HDGF	M004	89	0.26029536	1.7180874e-07	0.9743594	True
IER3	M000	1182				False
COX6A1	M000	1182				False
DDX58	M000	1182				False
MAST3	M010	67	0.429704	4.7946997e-19	0.8822221	True
SNX11	M021	54	-0.14418523	0.0042288513	0.91452366	True
APOO	M000	1182				False
NDUFA1	M012	88	-0.056926005	0.2608475	0.94203234	True
HLA-A	M004	89	0.26029536	1.7180874e-07	0.9743594	True
CORO1C	M009	117	0.324656	4.5004084e-11	0.9549998	True
FXYD5	M000	1182				False
KDR	M000	1182				False
SLC16A10	M000	1182				False
TCFL5	M017	44	-0.14110602	0.0051284735	0.88136363	True
PTPN22	M000	1182				False
TUSC3	M000	1182				False
GRIK4	M000	1182				False
HLA-DPB1	M000	1182				False
SCN1B	M000	1182				False
PDK3	M011	30	0.30460626	7.33937e-10	0.9156813	True
F5	M000	1182				False
MX2	M000	1182				False
FNDC4	M000	1182				False
SSH1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
SMTN	M000	1182				False
ADAM15	M004	89	0.26029536	1.7180874e-07	0.9743594	True
FUT8	M005	96	0.25215718	4.225999e-07	0.958717	True
AAK1	M017	44	-0.14110602	0.0051284735	0.88136363	True
CSF1R	M000	1182				False
PPP4R1	M005	96	0.25215718	4.225999e-07	0.958717	True
CLIC5	M000	1182				False
MTX2	M019	60	-0.035307113	0.48578322	0.9705414	True
CYC1	M012	88	-0.056926005	0.2608475	0.94203234	True
FLRT3	M000	1182				False
IL7R	M000	1182				False
CNTNAP1	M000	1182				False
B2M	M009	117	0.324656	4.5004084e-11	0.9549998	True
CELF2	M000	1182				False
BATF	M000	1182				False
TOR1AIP2	M003	51	0.22109962	9.944808e-06	0.97000235	True
COL4A5	M000	1182				False
CA14	M010	67	0.429704	4.7946997e-19	0.8822221	True
RASGRP1	M000	1182				False
FASTKD1	M000	1182				False
ACKR1	M000	1182				False
HLA-F	M000	1182				False
PTGER4	M000	1182				False
G6PC3	M013	72	-0.06164761	0.2232916	0.90925777	True
LAIR1	M000	1182				False
PLK3	M001	63	0.39597368	3.627845e-16	0.91419816	True
TLN2	M017	44	-0.14110602	0.0051284735	0.88136363	True
TRAF3IP3	M000	1182				False
SPATA20	M020	35	-0.0680788	0.1785777	0.94541353	True
VEGFA	M018	47	-0.10684348	0.034456037	0.9061806	True
PNMA1	M003	51	0.22109962	9.944808e-06	0.97000235	True
IPO13	M020	35	-0.0680788	0.1785777	0.94541353	True
AGMAT	M000	1182				False
FOXO1	M017	44	-0.14110602	0.0051284735	0.88136363	True
NDEL1	M005	96	0.25215718	4.225999e-07	0.958717	True
IL6R	M000	1182				False
GCAT	M012	88	-0.056926005	0.2608475	0.94203234	True
CYCS	M000	1182				False
SEPHS2	M019	60	-0.035307113	0.48578322	0.9705414	True
PSME1	M002	47	0.20412244	4.671971e-05	0.96406627	True
HLA-DMA	M000	1182				False
KIAA0930	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PSD3	M006	83	0.32443193	4.6484528e-11	0.9076619	True
TMEM176A	M000	1182				False
FCN1	M000	1182				False
IRF1	M000	1182				False
AIFM1	M021	54	-0.14418523	0.0042288513	0.91452366	True
SPATA2	M018	47	-0.10684348	0.034456037	0.9061806	True
ECSIT	M012	88	-0.056926005	0.2608475	0.94203234	True
ISYNA1	M002	47	0.20412244	4.671971e-05	0.96406627	True
ADAMTS3	M000	1182				False
CAND1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ZNF580	M013	72	-0.06164761	0.2232916	0.90925777	True
UQCC1	M021	54	-0.14418523	0.0042288513	0.91452366	True
PDGFD	M000	1182				False
EEF1A1	M009	117	0.324656	4.5004084e-11	0.9549998	True
GYS1	M019	60	-0.035307113	0.48578322	0.9705414	True
ERCC8	M000	1182				False
NOTCH4	M000	1182				False
CASP3	M005	96	0.25215718	4.225999e-07	0.958717	True
EDA	M000	1182				False
ITGA1	M000	1182				False
SLC43A3	M000	1182				False
PTPN2	M003	51	0.22109962	9.944808e-06	0.97000235	True
MCF2L	M018	47	-0.10684348	0.034456037	0.9061806	True
EBAG9	M000	1182				False
ELL	M009	117	0.324656	4.5004084e-11	0.9549998	True
HSP90B1	M021	54	-0.14418523	0.0042288513	0.91452366	True
TMEM135	M016	39	-0.04474472	0.37695867	0.9076797	True
PTPRM	M008	82	0.24246262	1.186607e-06	0.9276763	True
SRPX	M000	1182				False
COLGALT1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
CLIC1	M000	1182				False
SLC39A6	M006	83	0.32443193	4.6484528e-11	0.9076619	True
MTMR4	M000	1182				False
S1PR2	M001	63	0.39597368	3.627845e-16	0.91419816	True
VSIG4	M000	1182				False
MYO1C	M009	117	0.324656	4.5004084e-11	0.9549998	True
RNF24	M009	117	0.324656	4.5004084e-11	0.9549998	True
NPC2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MANF	M021	54	-0.14418523	0.0042288513	0.91452366	True
ACOX2	M018	47	-0.10684348	0.034456037	0.9061806	True
MAP4K1	M000	1182				False
POP5	M000	1182				False
DLGAP5	M000	1182				False
CDH5	M000	1182				False
UBE2I	M000	1182				False
NAGLU	M012	88	-0.056926005	0.2608475	0.94203234	True
TMA7	M000	1182				False
FA2H	M000	1182				False
SNAPC5	M012	88	-0.056926005	0.2608475	0.94203234	True
VAMP4	M011	30	0.30460626	7.33937e-10	0.9156813	True
NAGA	M004	89	0.26029536	1.7180874e-07	0.9743594	True
CBX8	M000	1182				False
ANXA4	M009	117	0.324656	4.5004084e-11	0.9549998	True
CRELD2	M000	1182				False
OPTN	M009	117	0.324656	4.5004084e-11	0.9549998	True
PPIC	M012	88	-0.056926005	0.2608475	0.94203234	True
SULF1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ARHGEF28	M000	1182				False
IQCH	M000	1182				False
RAI2	M009	117	0.324656	4.5004084e-11	0.9549998	True
RGL1	M000	1182				False
LYPD3	M000	1182				False
HERC5	M000	1182				False
SLC25A4	M000	1182				False
PLIN2	M009	117	0.324656	4.5004084e-11	0.9549998	True
MYRF	M000	1182				False
FEZ2	M005	96	0.25215718	4.225999e-07	0.958717	True
AKT2	M019	60	-0.035307113	0.48578322	0.9705414	True
DONSON	M000	1182				False
TBXA2R	M000	1182				False
BCKDHB	M016	39	-0.04474472	0.37695867	0.9076797	True
AP2M1	M000	1182				False
PLXDC2	M005	96	0.25215718	4.225999e-07	0.958717	True
ITGAV	M006	83	0.32443193	4.6484528e-11	0.9076619	True
PKP4	M003	51	0.22109962	9.944808e-06	0.97000235	True
CELSR2	M005	96	0.25215718	4.225999e-07	0.958717	True
ATP6V0B	M013	72	-0.06164761	0.2232916	0.90925777	True
EMILIN2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
FKBP4	M015	61	-0.040188447	0.42750406	0.94782305	True
TREM2	M000	1182				False
CELSR1	M005	96	0.25215718	4.225999e-07	0.958717	True
HPCAL4	M000	1182				False
AGFG1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
SLC25A20	M000	1182				False
CKS1B	M000	1182				False
SPTAN1	M009	117	0.324656	4.5004084e-11	0.9549998	True
ADORA1	M000	1182				False
ALDOC	M000	1182				False
TGFB3	M000	1182				False
PDE11A	M000	1182				False
PLK4	M000	1182				False
FAM114A1	M009	117	0.324656	4.5004084e-11	0.9549998	True
PEAK1	M005	96	0.25215718	4.225999e-07	0.958717	True
USP25	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ABCB8	M012	88	-0.056926005	0.2608475	0.94203234	True
TEX264	M014	33	-0.054613445	0.2807466	0.8927733	True
ABI1	M006	83	0.32443193	4.6484528e-11	0.9076619	True
DUSP22	M019	60	-0.035307113	0.48578322	0.9705414	True
PTPN4	M000	1182				False
TPM4	M009	117	0.324656	4.5004084e-11	0.9549998	True
LAT2	M000	1182				False
MYCT1	M000	1182				False
FGF18	M000	1182				False
NOVA2	M000	1182				False
ANXA5	M004	89	0.26029536	1.7180874e-07	0.9743594	True
HAS2	M000	1182				False
PLEKHA5	M006	83	0.32443193	4.6484528e-11	0.9076619	True
TANC2	M010	67	0.429704	4.7946997e-19	0.8822221	True
RASGRP3	M000	1182				False
