level	module_id	parent_id	n_genes	best_match_pathway	best_match_db	best_jaccard	novelty_score	top_10_genes
3	L3_482	L2_0	1	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	Reactome_2022	0.00813	0.99187	TREML2
3	L3_483	L2_1	1	Endosomal/Vacuolar Pathway R-HSA-1236977	Reactome_2022	0.090909	0.909091	HLA-B
3	L3_484	L2_0	1	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	Reactome_2022	0.05	0.95	SLITRK3
3	L3_485	L2_0	1			0.0	1.0	HOXC8
3	L3_486	L2_1	1	Butyrophilin (BTN) Family Interactions R-HSA-8851680	Reactome_2022	0.083333	0.916667	PPL
3	L3_487	L2_0	1			0.0	1.0	S100A3
3	L3_488	L2_1	1	Keratan Sulfate Biosynthesis R-HSA-2022854	Reactome_2022	0.035714	0.964286	CHST2
3	L3_489	L2_0	1			0.0	1.0	RNF17
3	L3_49	L2_0	1	Neurotransmitter Clearance R-HSA-112311	Reactome_2022	0.1	0.9	MAOA
3	L3_490	L2_0	1			0.0	1.0	LHX5
3	L3_491	L2_0	1	Ion Homeostasis R-HSA-5578775	Reactome_2022	0.02	0.98	FXYD3
3	L3_492	L2_1	1	Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	Reactome_2022	0.058824	0.941176	SLC5A7
3	L3_493	L2_1	1	Glycoprotein Hormones R-HSA-209822	Reactome_2022	0.1	0.9	INHBC
3	L3_494	L2_1	1	cGMP Effects R-HSA-418457	Reactome_2022	0.066667	0.933333	PDE5A
3	L3_495	L2_1	1			0.0	1.0	SERTAD2
3	L3_496	L2_1	1	IL-2/STAT5 Signaling	MSigDB_Hallmark_2020	0.005025	0.994975	AHNAK
3	L3_497	L2_1	1	Endosomal/Vacuolar Pathway R-HSA-1236977	Reactome_2022	0.090909	0.909091	CTSS
3	L3_498	L2_0	1			0.0	1.0	TRHDE
3	L3_499	L2_1	1	p53 Pathway	MSigDB_Hallmark_2020	0.005	0.995	VWA5A
3	L3_5	L2_0	44	FGFR3b Ligand Binding And Activation R-HSA-190371	Reactome_2022	0.040816	0.959184	KLK5,TAGLN3,MSLN,GJB4,FGF9,CPLX2,RBFOX1,CACNA1E,NEURL1,FAIM2
3	L3_50	L2_0	1	Cell Surface Interactions At Vascular Wall R-HSA-202733	Reactome_2022	0.007463	0.992537	PSG6
3	L3_500	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	NTSR1
3	L3_501	L2_0	1	Lipid Particle Organization R-HSA-8964572	Reactome_2022	0.166667	0.833333	CIDEC
3	L3_502	L2_1	1			0.0	1.0	SCARA3
3	L3_503	L2_1	1	Defective LFNG Causes SCDO3 R-HSA-5083630	Reactome_2022	0.2	0.8	NOTCH2
3	L3_504	L2_1	1	Platelet Degranulation R-HSA-114608	Reactome_2022	0.008	0.992	TMSB4X
3	L3_505	L2_1	1	TNF-alpha Signaling via NF-kB	MSigDB_Hallmark_2020	0.005	0.995	FOSL2
3	L3_506	L2_0	1			0.0	1.0	INA
3	L3_507	L2_1	1	GABA Receptor Activation R-HSA-977443	Reactome_2022	0.016949	0.983051	GABRR2
3	L3_508	L2_0	1	Regulation Of Insulin Secretion R-HSA-422356	Reactome_2022	0.012987	0.987013	SYT5
3	L3_509	L2_0	1			0.0	1.0	IL17A
3	L3_51	L2_1	1	mRNA 3-End Processing R-HSA-72187	Reactome_2022	0.017241	0.982759	THOC5
3	L3_510	L2_1	1	Signaling By MST1 R-HSA-8852405	Reactome_2022	0.2	0.8	SPINT1
3	L3_511	L2_1	1	Cohesin Loading Onto Chromatin R-HSA-2470946	Reactome_2022	0.1	0.9	PMEPA1
3	L3_512	L2_1	1	Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303	Reactome_2022	0.125	0.875	TGFA
3	L3_513	L2_0	1	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	Reactome_2022	0.043478	0.956522	TUBAL3
3	L3_514	L2_0	1	Role Of Second Messengers In Netrin-1 Signaling R-HSA-418890	Reactome_2022	0.1	0.9	TRPC7
3	L3_515	L2_1	1	Molecules Associated With Elastic Fibres R-HSA-2129379	Reactome_2022	0.035714	0.964286	LTBP3
3	L3_516	L2_1	1	LGI-ADAM Interactions R-HSA-5682910	Reactome_2022	0.071429	0.928571	ADAM11
3	L3_517	L2_1	1	SUMOylation Of Immune Response Proteins R-HSA-4755510	Reactome_2022	0.090909	0.909091	PIAS3
3	L3_518	L2_1	1	Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361	Reactome_2022	0.018868	0.981132	USH1C
3	L3_519	L2_0	1	Keratinization R-HSA-6805567	Reactome_2022	0.004808	0.995192	KRT23
3	L3_52	L2_1	1	Post-translational Protein Phosphorylation R-HSA-8957275	Reactome_2022	0.009434	0.990566	QSOX1
3	L3_520	L2_1	1			0.0	1.0	DSP
3	L3_521	L2_0	1			0.0	1.0	UPK1B
3	L3_522	L2_1	1	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	Reactome_2022	0.076923	0.923077	YWHAH
3	L3_523	L2_1	1	Melanin Biosynthesis R-HSA-5662702	Reactome_2022	0.2	0.8	DCT
3	L3_524	L2_0	1	Linoleic Acid (LA) Metabolism R-HSA-2046105	Reactome_2022	0.125	0.875	MUSK
3	L3_525	L2_0	1	Neutrophil Degranulation R-HSA-6798695	Reactome_2022	0.002137	0.997863	FCAR
3	L3_526	L2_0	1	Apical Junction	MSigDB_Hallmark_2020	0.005	0.995	DSC1
3	L3_527	L2_1	1			0.0	1.0	SPATS2L
3	L3_528	L2_0	1			0.0	1.0	C6
3	L3_529	L2_0	1	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	Reactome_2022	0.05	0.95	IL1RAPL1
3	L3_53	L2_1	1	Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393	Reactome_2022	0.009615	0.990385	SLC15A1
3	L3_530	L2_0	1	Passive Transport By Aquaporins R-HSA-432047	Reactome_2022	0.083333	0.916667	AQP8
3	L3_531	L2_0	1			0.0	1.0	CCDC177
3	L3_532	L2_1	1	Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453	Reactome_2022	0.012346	0.987654	BAG3
3	L3_533	L2_0	1	Serotonin Receptors R-HSA-390666	Reactome_2022	0.090909	0.909091	HTR2A
3	L3_534	L2_1	1	Interleukin-2 Signaling R-HSA-9020558	Reactome_2022	0.083333	0.916667	PTK2B
3	L3_535	L2_1	1	Neurotransmitter Clearance R-HSA-112311	Reactome_2022	0.1	0.9	SLC6A4
3	L3_536	L2_0	1	Glutamate Neurotransmitter Release Cycle R-HSA-210500	Reactome_2022	0.043478	0.956522	SLC1A7
3	L3_537	L2_0	1	Activation Of HOX Genes During Differentiation R-HSA-5619507	Reactome_2022	0.010989	0.989011	HOXA1
3	L3_538	L2_0	1			0.0	1.0	NPY6R
3	L3_539	L2_0	1			0.0	1.0	GPA33
3	L3_54	L2_1	1			0.0	1.0	DLL3
3	L3_540	L2_0	1	Chromatin Modifying Enzymes R-HSA-3247509	Reactome_2022	0.004202	0.995798	PADI3
3	L3_541	L2_1	1	Bile Acid Metabolism	MSigDB_Hallmark_2020	0.008929	0.991071	NPC1
3	L3_542	L2_0	1	Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380	Reactome_2022	0.1	0.9	SLC39A2
3	L3_543	L2_0	1			0.0	1.0	TFDP3
3	L3_544	L2_0	1			0.0	1.0	DKKL1
3	L3_545	L2_0	1	Regulation Of Gene Expression In Early Pancreatic Precursor Cells R-HSA-210747	Reactome_2022	0.125	0.875	ONECUT1
3	L3_546	L2_0	1	Chromatin Modifying Enzymes R-HSA-3247509	Reactome_2022	0.004202	0.995798	PADI4
3	L3_547	L2_0	1	Non-integrin membrane-ECM Interactions R-HSA-3000171	Reactome_2022	0.02439	0.97561	NRXN1
3	L3_548	L2_1	1	Complement	MSigDB_Hallmark_2020	0.005	0.995	LIPA
3	L3_549	L2_0	1			0.0	1.0	MYLK3
3	L3_55	L2_1	1	Metabolism Of Ingested SeMet, Sec, MeSec Into H2Se R-HSA-2408508	Reactome_2022	0.125	0.875	MAT1A
3	L3_550	L2_1	1	Estrogen Response Early	MSigDB_Hallmark_2020	0.005	0.995	SVIL
3	L3_551	L2_15	1	Acyl Chain Remodelling Of PI R-HSA-1482922	Reactome_2022	0.058824	0.941176	PLA2G5
3	L3_552	L2_0	1	Scavenging By Class F Receptors R-HSA-3000484	Reactome_2022	0.166667	0.833333	CALR
3	L3_553	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	TRH
3	L3_554	L2_1	1	Golgi Associated Vesicle Biogenesis R-HSA-432722	Reactome_2022	0.018182	0.981818	TPD52L1
3	L3_555	L2_0	1			0.0	1.0	LGSN
3	L3_556	L2_0	1	Stimuli-sensing Channels R-HSA-2672351	Reactome_2022	0.01	0.99	CLCN1
3	L3_557	L2_1	1	EPHA-mediated Growth Cone Collapse R-HSA-3928663	Reactome_2022	0.066667	0.933333	MYH10
3	L3_558	L2_0	1	RAB Geranylgeranylation R-HSA-8873719	Reactome_2022	0.016129	0.983871	RAB3B
3	L3_559	L2_0	1	Tight Junction Interactions R-HSA-420029	Reactome_2022	0.033333	0.966667	CLDN14
3	L3_56	L2_0	1	Platelet Degranulation R-HSA-114608	Reactome_2022	0.008	0.992	SERPINA3
3	L3_560	L2_0	1			0.0	1.0	HCG9
3	L3_561	L2_0	1	Post-translational Protein Phosphorylation R-HSA-8957275	Reactome_2022	0.009434	0.990566	SERPINA10
3	L3_562	L2_0	1	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	Reactome_2022	0.002545	0.997455	OR3A1
3	L3_563	L2_0	1	Pyroptosis R-HSA-5620971	Reactome_2022	0.038462	0.961538	CASP5
3	L3_564	L2_1	1	Glycosphingolipid Metabolism R-HSA-1660662	Reactome_2022	0.022222	0.977778	GBA3
3	L3_565	L2_1	1			0.0	1.0	C4orf19
3	L3_566	L2_0	1	TP53 Regulates Transcription Of Additional Cell Death Genes With Uncertain Roles In P53-Dependent Apoptosis R-HSA-6803205	Reactome_2022	0.071429	0.928571	BCL2L14
3	L3_567	L2_0	1	TNFs Bind Their Physiological Receptors R-HSA-5669034	Reactome_2022	0.034483	0.965517	EDAR
3	L3_568	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	NTS
3	L3_569	L2_1	1	ERKs Are Inactivated R-HSA-202670	Reactome_2022	0.076923	0.923077	DUSP4
3	L3_57	L2_0	1	Chylomicron Assembly R-HSA-8963888	Reactome_2022	0.111111	0.888889	APOA4
3	L3_570	L2_1	1	Miscellaneous Transport And Binding Events R-HSA-5223345	Reactome_2022	0.043478	0.956522	ANKH
3	L3_571	L2_16	1	Myogenesis	MSigDB_Hallmark_2020	0.005	0.995	COX7A1
3	L3_572	L2_0	1			0.0	1.0	CALML3
3	L3_573	L2_1	1			0.0	1.0	EHBP1L1
3	L3_574	L2_0	1	Signaling By BMP R-HSA-201451	Reactome_2022	0.037037	0.962963	AMHR2
3	L3_575	L2_0	1			0.0	1.0	ANKRD55
3	L3_576	L2_0	1	Hypoxia	MSigDB_Hallmark_2020	0.005	0.995	HOXB9
3	L3_577	L2_1	1			0.0	1.0	ALX4
3	L3_578	L2_0	1	Netrin Mediated Repulsion Signals R-HSA-418886	Reactome_2022	0.125	0.875	DCC
3	L3_579	L2_1	1	PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	Reactome_2022	0.034483	0.965517	PIWIL2
3	L3_58	L2_1	1	Post-translational Protein Phosphorylation R-HSA-8957275	Reactome_2022	0.009434	0.990566	PRSS23
3	L3_580	L2_0	1			0.0	1.0	LUZP2
3	L3_581	L2_0	1	Voltage Gated Potassium Channels R-HSA-1296072	Reactome_2022	0.023256	0.976744	KCNA10
3	L3_582	L2_1	1	RHOV GTPase Cycle R-HSA-9013424	Reactome_2022	0.027027	0.972973	PEAK1
3	L3_583	L2_0	1			0.0	1.0	PRDM12
3	L3_584	L2_0	1	Interaction Between L1 And Ankyrins R-HSA-445095	Reactome_2022	0.034483	0.965517	SCN1A
3	L3_585	L2_0	1	Tachykinin Receptors Bind Tachykinins R-HSA-380095	Reactome_2022	0.2	0.8	TAC1
3	L3_586	L2_1	1	NrCAM Interactions R-HSA-447038	Reactome_2022	0.142857	0.857143	LLGL1
3	L3_587	L2_0	1	O-linked Glycosylation Of Mucins R-HSA-913709	Reactome_2022	0.016949	0.983051	CHST4
3	L3_588	L2_0	1			0.0	1.0	RPH3A
3	L3_589	L2_0	1	Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499	Reactome_2022	0.025	0.975	CASR
3	L3_59	L2_0	1	GABA Receptor Activation R-HSA-977443	Reactome_2022	0.016949	0.983051	GABRA6
3	L3_590	L2_0	1	Pentose Phosphate Pathway R-HSA-71336	Reactome_2022	0.071429	0.928571	PRPS1L1
3	L3_591	L2_0	1			0.0	1.0	DIAPH2-AS1
3	L3_592	L2_0	1	Intestinal Absorption R-HSA-8963676	Reactome_2022	0.2	0.8	SLC5A1
3	L3_593	L2_1	1	BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members R-HSA-111453	Reactome_2022	0.111111	0.888889	BCL2L1
3	L3_594	L2_0	1			0.0	1.0	IRX5
3	L3_595	L2_0	1			0.0	1.0	IGFLR1
3	L3_596	L2_0	1	Regulation Of IFNA/IFNB Signaling R-HSA-912694	Reactome_2022	0.04	0.96	IFNAR2
3	L3_597	L2_0	1	Thyroxine Biosynthesis R-HSA-209968	Reactome_2022	0.1	0.9	DUOX1
3	L3_598	L2_0	1	Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597	Reactome_2022	0.111111	0.888889	CHRNA1
3	L3_599	L2_0	1	Interleukin-18 Signaling R-HSA-9012546	Reactome_2022	0.125	0.875	IL18RAP
3	L3_6	L2_0	23	Apoptotic Cleavage Of Cell Adhesion Proteins R-HSA-351906	Reactome_2022	0.0625	0.9375	SPRR1B,CHAT,TCN1,SPOCK3,LY6D,SERPINB2,KRT6B,TP63,TMEM40,MMP10
3	L3_60	L2_0	1	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	Reactome_2022	0.125	0.875	KERA
3	L3_600	L2_1	1	KRAS Signaling Dn	MSigDB_Hallmark_2020	0.005	0.995	TFF2
3	L3_601	L2_0	1	Biosynthesis Of E-series 18(S)-resolvins R-HSA-9018896	Reactome_2022	0.2	0.8	ALOX15
3	L3_602	L2_0	1	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	Reactome_2022	0.01087	0.98913	CEACAM5
3	L3_603	L2_0	1	Syndecan Interactions R-HSA-3000170	Reactome_2022	0.05	0.95	TNNI3
3	L3_604	L2_0	1	Metabolism Of Amine-Derived Hormones R-HSA-209776	Reactome_2022	0.055556	0.944444	TH
3	L3_605	L2_0	1			0.0	1.0	CHP2
3	L3_606	L2_1	1	Nectin/Necl Trans Heterodimerization R-HSA-420597	Reactome_2022	0.142857	0.857143	CADM1
3	L3_607	L2_0	1	Dectin-2 Family R-HSA-5621480	Reactome_2022	0.034483	0.965517	CLEC4A
3	L3_608	L2_1	1	Estrogen-dependent Gene Expression R-HSA-9018519	Reactome_2022	0.008403	0.991597	TFF1
3	L3_609	L2_1	1	N-Glycan Antennae Elongation R-HSA-975577	Reactome_2022	0.066667	0.933333	B4GALT5
3	L3_61	L2_1	1	NrCAM Interactions R-HSA-447038	Reactome_2022	0.142857	0.857143	CNTN2
3	L3_610	L2_0	1	KRAS Signaling Dn	MSigDB_Hallmark_2020	0.005	0.995	PCDHB1
3	L3_611	L2_0	1	Neurofascin Interactions R-HSA-447043	Reactome_2022	0.142857	0.857143	ANK1
3	L3_612	L2_1	1	Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	Reactome_2022	0.007353	0.992647	DOCK9
3	L3_613	L2_1	1	Tight Junction Interactions R-HSA-420029	Reactome_2022	0.033333	0.966667	CLDN4
3	L3_614	L2_0	1			0.0	1.0	POU6F2
3	L3_615	L2_0	1	Chylomicron Clearance R-HSA-8964026	Reactome_2022	0.2	0.8	APOB
3	L3_616	L2_0	1			0.0	1.0	SPAG6
3	L3_617	L2_0	1			0.0	1.0	BCAS1
3	L3_618	L2_0	1	Interleukin-17 Signaling R-HSA-448424	Reactome_2022	0.014493	0.985507	IL25
3	L3_619	L2_0	1	KRAS Signaling Dn	MSigDB_Hallmark_2020	0.005	0.995	GRID2
3	L3_62	L2_0	1	Formation Of Cornified Envelope R-HSA-6809371	Reactome_2022	0.013514	0.986486	SPRR3
3	L3_620	L2_0	1			0.0	1.0	DOC2A
3	L3_621	L2_1	1	NrCAM Interactions R-HSA-447038	Reactome_2022	0.142857	0.857143	NRP2
3	L3_622	L2_0	1			0.0	1.0	PDIA4
3	L3_623	L2_1	1	Reversible Hydration Of Carbon Dioxide R-HSA-1475029	Reactome_2022	0.083333	0.916667	CA5A
3	L3_624	L2_1	1	TGF-beta Signaling	MSigDB_Hallmark_2020	0.018519	0.981481	LTBP2
3	L3_625	L2_0	1	Formation Of Cornified Envelope R-HSA-6809371	Reactome_2022	0.013514	0.986486	CDSN
3	L3_626	L2_0	1	heme Metabolism	MSigDB_Hallmark_2020	0.005	0.995	HBQ1
3	L3_627	L2_0	1	p53 Pathway	MSigDB_Hallmark_2020	0.005	0.995	NHLH2
3	L3_628	L2_0	1	Regulation Of Gene Expression In Endocrine-Committed (NEUROG3+) Progenitor Cells R-HSA-210746	Reactome_2022	0.2	0.8	NKX2-2
3	L3_629	L2_0	1			0.0	1.0	FSD1
3	L3_63	L2_0	1	Chemokine Receptors Bind Chemokines R-HSA-380108	Reactome_2022	0.017857	0.982143	CCL11
3	L3_630	L2_0	1	RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330	Reactome_2022	0.1	0.9	IL2
3	L3_631	L2_0	1			0.0	1.0	STEAP1B
3	L3_632	L2_0	1	MET Receptor Activation R-HSA-6806942	Reactome_2022	0.166667	0.833333	HGFAC
3	L3_633	L2_0	1			0.0	1.0	NAT2
3	L3_634	L2_0	1			0.0	1.0	RBPJL
3	L3_635	L2_0	1			0.0	1.0	CEACAM4
3	L3_636	L2_1	1			0.0	1.0	DUSP26
3	L3_637	L2_0	1			0.0	1.0	LINC00574
3	L3_638	L2_0	1			0.0	1.0	RASL11B
3	L3_639	L2_1	1			0.0	1.0	TMEM43
3	L3_64	L2_0	1			0.0	1.0	C6orf15
3	L3_640	L2_0	1	Digestion Of Dietary Lipid R-HSA-192456	Reactome_2022	0.142857	0.857143	LIPF
3	L3_641	L2_0	1	Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	Reactome_2022	0.052632	0.947368	SLC18A1
3	L3_642	L2_1	1			0.0	1.0	KLF8
3	L3_643	L2_0	1			0.0	1.0	TGM4
3	L3_644	L2_1	1	VEGFA-VEGFR2 Pathway R-HSA-4420097	Reactome_2022	0.010753	0.989247	AXL
3	L3_645	L2_0	1	Neurexins And Neuroligins R-HSA-6794361	Reactome_2022	0.017544	0.982456	LRRTM4
3	L3_646	L2_0	1			0.0	1.0	LENEP
3	L3_647	L2_0	1	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	Reactome_2022	0.00813	0.99187	NCR1
3	L3_648	L2_1	1	Gap Junction Assembly R-HSA-190861	Reactome_2022	0.0625	0.9375	GJB1
3	L3_649	L2_0	1	Cell Surface Interactions At Vascular Wall R-HSA-202733	Reactome_2022	0.007463	0.992537	PSG2
3	L3_65	L2_0	1	Interleukin-20 Family Signaling R-HSA-8854691	Reactome_2022	0.038462	0.961538	IL26
3	L3_650	L2_1	1	Platelet Adhesion To Exposed Collagen R-HSA-75892	Reactome_2022	0.083333	0.916667	GP6
3	L3_651	L2_0	1	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	Reactome_2022	0.027778	0.972222	PITX2
3	L3_652	L2_0	1	Interleukin-36 Pathway R-HSA-9014826	Reactome_2022	0.142857	0.857143	IL36G
3	L3_653	L2_1	1	Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409	Reactome_2022	0.076923	0.923077	SLC25A37
3	L3_654	L2_1	1			0.0	1.0	BCAP29
3	L3_655	L2_0	1	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	Reactome_2022	0.002545	0.997455	OR2B6
3	L3_656	L2_1	1	Dissolution Of Fibrin Clot R-HSA-75205	Reactome_2022	0.076923	0.923077	ANXA2
3	L3_657	L2_0	1	Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837	Reactome_2022	0.047619	0.952381	KNG1
3	L3_658	L2_0	1	GABA Receptor Activation R-HSA-977443	Reactome_2022	0.016949	0.983051	GABRA3
3	L3_659	L2_0	1			0.0	1.0	SCRG1
3	L3_66	L2_0	1	G Alpha (I) Signaling Events R-HSA-418594	Reactome_2022	0.003205	0.996795	HCAR3
3	L3_660	L2_0	1			0.0	1.0	GABRP
3	L3_661	L2_1	1	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	Reactome_2022	0.011905	0.988095	MED13
3	L3_662	L2_0	1	Androgen Biosynthesis R-HSA-193048	Reactome_2022	0.090909	0.909091	HSD17B3
3	L3_663	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	GALR2
3	L3_664	L2_1	1	Glycoprotein Hormones R-HSA-209822	Reactome_2022	0.1	0.9	INHA
3	L3_665	L2_1	1	Extra-nuclear Estrogen Signaling R-HSA-9009391	Reactome_2022	0.013699	0.986301	CAV2
3	L3_666	L2_1	1	Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889	Reactome_2022	0.1	0.9	DAPK2
3	L3_667	L2_0	1	RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330	Reactome_2022	0.1	0.9	IFNG
3	L3_668	L2_0	1	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	Reactome_2022	0.00813	0.99187	LILRA5
3	L3_669	L2_0	1	Synthesis Of PIPs At Golgi Membrane R-HSA-1660514	Reactome_2022	0.058824	0.941176	PIK3C2G
3	L3_67	L2_0	1	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	Reactome_2022	0.05	0.95	IL1RAPL2
3	L3_670	L2_1	1	p53 Pathway	MSigDB_Hallmark_2020	0.005	0.995	RAP2B
3	L3_671	L2_17	1	Collagen Chain Trimerization R-HSA-8948216	Reactome_2022	0.022727	0.977273	COL11A2
3	L3_672	L2_1	1	cGMP Effects R-HSA-418457	Reactome_2022	0.066667	0.933333	PDE9A
3	L3_673	L2_0	1	ECM Proteoglycans R-HSA-3000178	Reactome_2022	0.018182	0.981818	MATN4
3	L3_674	L2_1	1	PKA-mediated Phosphorylation Of Key Metabolic Factors R-HSA-163358	Reactome_2022	0.2	0.8	PFKFB1
3	L3_675	L2_0	1			0.0	1.0	HAPLN2
3	L3_676	L2_0	1			0.0	1.0	HOXC5
3	L3_677	L2_0	1	Keratinization R-HSA-6805567	Reactome_2022	0.004808	0.995192	KRT2
3	L3_678	L2_0	1	Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202	Reactome_2022	0.007692	0.992308	MS4A2
3	L3_679	L2_1	1	Glucocorticoid Biosynthesis R-HSA-194002	Reactome_2022	0.1	0.9	CYP17A1
3	L3_68	L2_0	1			0.0	1.0	ASTN1
3	L3_680	L2_0	1	Metal Ion SLC Transporters R-HSA-425410	Reactome_2022	0.038462	0.961538	SLC30A10
3	L3_681	L2_1	1	Protein Secretion	MSigDB_Hallmark_2020	0.010417	0.989583	PAM
3	L3_682	L2_1	1	Collagen Chain Trimerization R-HSA-8948216	Reactome_2022	0.022727	0.977273	COL8A1
3	L3_683	L2_0	1	Amyloid Fiber Formation R-HSA-977225	Reactome_2022	0.012658	0.987342	SEMG1
3	L3_684	L2_0	1			0.0	1.0	SEMG2
3	L3_685	L2_0	1			0.0	1.0	PTH
3	L3_686	L2_0	1			0.0	1.0	CSN2
3	L3_687	L2_0	1			0.0	1.0	CTAG2
3	L3_688	L2_0	1			0.0	1.0	ALPI
3	L3_689	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	AGTR2
3	L3_69	L2_1	1	Cytosolic Sulfonation Of Small Molecules R-HSA-156584	Reactome_2022	0.045455	0.954545	SULT1A2
3	L3_690	L2_0	1	Keratinization R-HSA-6805567	Reactome_2022	0.004808	0.995192	KRT38
3	L3_691	L2_0	1			0.0	1.0	RNF186
3	L3_692	L2_0	1	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	Reactome_2022	0.01087	0.98913	CEACAM7
3	L3_693	L2_0	1	Atorvastatin ADME R-HSA-9754706	Reactome_2022	0.111111	0.888889	SLCO1B1
3	L3_694	L2_0	1	RUNX1 Regulates Transcription Of Genes Involved In Interleukin Signaling R-HSA-8939247	Reactome_2022	0.2	0.8	IL3
3	L3_695	L2_0	1	Myogenesis	MSigDB_Hallmark_2020	0.005	0.995	MYH4
3	L3_696	L2_0	1			0.0	1.0	MAGEA6
3	L3_697	L2_0	1	Chylomicron Assembly R-HSA-8963888	Reactome_2022	0.111111	0.888889	APOC3
3	L3_698	L2_0	1			0.0	1.0	SLURP1
3	L3_699	L2_0	1	Peptide Ligand-Binding Receptors R-HSA-375276	Reactome_2022	0.005102	0.994898	CCKAR
3	L3_7	L2_1	19	Killing Mechanisms R-HSA-9664420	Reactome_2022	0.071429	0.928571	DMD,ETNK2,TIPARP,SSPN,APOE,SEC14L2,PFKFB3,RNF144A,WNT5A,LRP5L
3	L3_70	L2_1	1	Apoptosis	MSigDB_Hallmark_2020	0.006211	0.993789	NEDD9
3	L3_700	L2_0	1	Lipid Particle Organization R-HSA-8964572	Reactome_2022	0.166667	0.833333	CIDEA
3	L3_701	L2_0	1			0.0	1.0	USP32P2
3	L3_702	L2_0	1			0.0	1.0	CD5L
3	L3_703	L2_1	1	RHOV GTPase Cycle R-HSA-9013424	Reactome_2022	0.027027	0.972973	EPHA2
3	L3_704	L2_0	1	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	Reactome_2022	0.002545	0.997455	OR3A3
3	L3_705	L2_0	1	RHOBTB3 ATPase Cycle R-HSA-9706019	Reactome_2022	0.1	0.9	HTR7
3	L3_706	L2_1	1			0.0	1.0	LYST
3	L3_707	L2_1	1	Synthesis Of Very Long-Chain Fatty acyl-CoAs R-HSA-75876	Reactome_2022	0.041667	0.958333	ACSL6
3	L3_708	L2_1	1	Chondroitin Sulfate Biosynthesis R-HSA-2022870	Reactome_2022	0.05	0.95	CHST15
3	L3_709	L2_0	1			0.0	1.0	GCGR
3	L3_71	L2_1	1	Regulation Of Cytoskeletal Remodeling And Cell Spreading By IPP Complex Components R-HSA-446388	Reactome_2022	0.125	0.875	ACTN1
3	L3_710	L2_0	1	Asparagine N-linked Glycosylation R-HSA-446203	Reactome_2022	0.003546	0.996454	UMOD
3	L3_711	L2_1	1	Apical Surface	MSigDB_Hallmark_2020	0.022727	0.977273	DCBLD2
3	L3_712	L2_0	1	Peptide Hormone Biosynthesis R-HSA-209952	Reactome_2022	0.083333	0.916667	PCSK1
3	L3_713	L2_1	1	Platelet Degranulation R-HSA-114608	Reactome_2022	0.008	0.992	TAGLN2
3	L3_714	L2_0	1			0.0	1.0	MYOZ3
