study_id	n_samples	n_panel_genes_resolved	panel_gene_map	missing_panel_genes	dm1_count	dm2_count	rai_8_mean	rai_8_std	dm1_like_mean
thpa_tcga_gdc	513	8	{'SLC5A5': 'SLC5A5', 'TPO': 'TPO', 'TG': 'TG', 'TSHR': 'TSHR', 'PAX8': 'PAX8', 'NKX2-1': 'NKX2-1', 'FOXE1': 'FOXE1', 'DIO1': 'DIO1'}	[]	324	189	9.002978133412575e-17	0.6701224285180094	-9.002978133412575e-17
