sampleId	DIO1	FOXE1	NKX2-1	PAX8	SLC5A5	TG	TPO	TSHR	RAI_8	DM1_like	DM_call
TCGA-4C-A93U-01	0.8870572937549824	5.148214203909821	6.554616477488387	6.274619494716038	0.04670058674162228	9.166567834289514	1.8397983835069194	5.2938192332426866	-0.8836666479578863	0.8836666479578863	DM1
TCGA-BJ-A0YZ-01	6.995980783923759	7.87747555978196	6.705231487054737	6.318862720382365	0.05588975819628299	12.426879630080846	6.821182116493306	5.1712708888306835	0.3614826060932326	-0.3614826060932326	DM2
TCGA-BJ-A0Z0-01	7.343315430001814	8.023153867645307	6.0330397003377625	7.50828681646702	1.4098525247005542	13.761169150223413	9.399599009938024	6.741326755021332	1.1719917902497656	-1.1719917902497656	DM2
TCGA-BJ-A0Z2-01	7.15240349846018	6.98925710729199	7.315616946910849	7.842105158717374	0.0184917490398792	13.443380357976196	6.514845005065637	6.511379481092394	0.9782903857481813	-0.9782903857481813	DM2
TCGA-BJ-A0Z3-01	1.8978599736184132	6.268131180160844	5.930900518428768	6.447392401070202	0.17772648293206822	11.64578175865166	3.3386811246245465	5.309510914443095	-0.450709956473923	0.450709956473923	DM1
TCGA-BJ-A0Z5-01	1.0126401807787704	6.471296406417298	7.111177411259531	6.613600898260726	0.0	11.215369549761995	3.9360253996615415	5.997287890738264	-0.08362030336061341	0.08362030336061341	DM1
TCGA-BJ-A0Z9-01	0.07710624410597862	7.0220870150535	5.163071979232207	5.821493386367905	0.029134804053022843	9.706122474868149	0.025454096427749127	4.54654261541574	-1.164801637114599	1.164801637114599	DM1
TCGA-BJ-A0ZA-01	7.410487815928845	7.9408744138345915	6.706077394461492	7.218371429152142	2.618027170138194	13.166201786282421	9.913794029368804	6.765730981974141	1.3340628573547357	-1.3340628573547357	DM2
TCGA-BJ-A0ZB-01	0.29771967204351296	6.469384591696066	6.506954144457302	6.213531981539143	0.005902956858236406	11.060031909536614	1.702967767032766	5.572865421241346	-0.5109334512354875	0.5109334512354875	DM1
TCGA-BJ-A0ZC-01	9.275200784857999	8.304191583832017	5.9294359601775195	7.884113726185815	0.6198355444973109	13.685525043298151	10.282556912654224	5.753371876527755	1.120834755518058	-1.120834755518058	DM2
TCGA-BJ-A0ZE-01	6.073415382307504	7.1105605646870504	6.429239341514849	6.531939714466178	0.027437182706851134	12.886757130468705	9.487860930647232	6.243233023250056	0.5457454878110647	-0.5457454878110647	DM2
TCGA-BJ-A0ZF-01	8.37992284919766	7.670161930755004	6.960099267245112	6.887502119199596	0.27285929168710965	12.44006183691971	6.32648162095439	6.084676599696769	0.7368639250368949	-0.7368639250368949	DM2
TCGA-BJ-A0ZG-01	8.348374960497127	7.757359338227496	5.765882118235058	8.10874868434229	0.1685136761974936	13.439368334676802	9.905304412499955	6.237250121383587	1.0135367593514173	-1.0135367593514173	DM2
TCGA-BJ-A0ZH-01	1.6281203274961804	6.548285565384031	6.966530830425871	6.731232127247591	0.02701246506258167	10.153224696596732	3.1940239958851295	5.470068254746034	-0.27249864298576915	0.27249864298576915	DM1
TCGA-BJ-A0ZJ-01	2.8137504133945335	6.636201174535527	6.3815965916221815	7.285658366971776	0.4498518651909058	12.563029894998053	7.3257497772148685	6.324247165631622	0.3873697585604789	-0.3873697585604789	DM2
TCGA-BJ-A18Y-01	6.4974431152367975	7.315521851838459	6.881192289392908	7.558996910850542	1.9747495544568137	13.589393104780536	9.09191585202671	6.582688464757979	1.1906183153371674	-1.1906183153371674	DM2
TCGA-BJ-A18Z-01	2.6061105359722228	6.348234190024517	6.385277440669829	6.42275272138688	0.04362447674703463	10.64582169446332	3.292870074791839	5.497794367456313	-0.3814653355836912	0.3814653355836912	DM1
TCGA-BJ-A190-01	8.937026531042314	7.638289645899337	5.616328287551451	8.197128703233563	2.613673086675296	12.486391538321282	8.352993724047698	6.27240024174945	1.107165773767551	-1.107165773767551	DM2
TCGA-BJ-A191-01	6.713570728200595	7.492280231124668	6.23115396539976	7.8538491004292705	0.14077865578279594	7.783797774212311	4.283336577107395	5.782995588813534	0.11541174970958087	-0.11541174970958087	DM1
TCGA-BJ-A192-01	8.221523322284517	7.159592859671842	5.70240266691544	6.704876113304991	0.22995700858436255	12.341295424497885	9.655495124909496	5.908724057273063	0.45919850061922574	-0.45919850061922574	DM2
TCGA-BJ-A28R-01	0.1733833212147234	6.918484032878609	6.426925558978383	6.5966236177807875	2.220918058295307	10.872365995051998	3.2316781617985106	6.191975139974605	0.006993060442072374	-0.006993060442072374	DM1
TCGA-BJ-A28S-01	4.143311779045095	6.584921924352523	7.729968715653702	7.735679218884841	0.016924144257821412	12.059878510678422	6.908386615787097	6.532157967324434	0.7353621150243956	-0.7353621150243956	DM2
TCGA-BJ-A28T-01	4.609530409919178	7.207894803337849	5.809049093599671	7.095551042706791	6.974510957468381	11.538511295202012	9.197756803869028	6.588425318114253	1.1022871471012734	-1.1022871471012734	DM2
TCGA-BJ-A28V-01	5.774196685508813	7.753979520867832	6.361320956352196	7.618486083597467	2.7953305828929773	12.398945922235152	8.453891620691326	6.60582172399874	1.0924333121826202	-1.0924333121826202	DM2
TCGA-BJ-A28W-01	4.592062297787477	5.607570003167374	5.822865234971758	6.990529474859224	3.4475659728857044	11.539061028362315	8.886567522476925	5.125518859575091	0.17227569495488293	-0.17227569495488293	DM2
TCGA-BJ-A28X-01	1.7576633537608308	5.9914969033917895	5.53655651189205	6.332675714284884	0.4317833988038758	10.15066616380691	4.128194402070596	5.632221676199169	-0.6065730673210298	0.6065730673210298	DM1
TCGA-BJ-A28Z-01	1.1222751361353598	5.768409314715737	6.322189559668994	5.6658020526840005	0.22564512061895256	10.192343862776749	3.596565478946773	5.829902822918881	-0.6482706437336718	0.6482706437336718	DM1
TCGA-BJ-A290-01	0.35535462056106637	5.9237077956693405	6.733533310476262	6.829348537078451	0.01249716268290215	9.91919451236527	0.5024324474003494	6.384270892542415	-0.4197382515836982	0.4197382515836982	DM1
TCGA-BJ-A291-01	7.190458810000948	6.4201943598455244	5.662481818804318	7.373812619093066	8.344110343204756	11.267108066599416	3.42258286563643	5.362550542757083	0.735072534081162	-0.735072534081162	DM2
TCGA-BJ-A2N7-01	4.614898265448403	6.066855553195185	7.036190100402593	6.98553116921834	0.504061001309293	12.807418441104991	8.817898852446628	6.683038109590801	0.6135582385779036	-0.6135582385779036	DM2
TCGA-BJ-A2N8-01	9.661444992686592	6.697014804140475	6.152684380542582	6.993538508363707	0.2437909250648101	11.502616924937453	5.172427508645482	6.350521998992601	0.41846118270094435	-0.41846118270094435	DM2
TCGA-BJ-A2N9-01	8.10684346991879	6.885409635895527	6.266689108648943	7.460587770425111	0.3562565163728182	12.5597847448555	10.20063038837	6.3610120795612115	0.8136013429659397	-0.8136013429659397	DM2
TCGA-BJ-A2NA-01	2.8581600771898534	6.457979996408044	5.882674837207453	6.568950222986293	0.14156358237500305	10.963885386608315	3.715904349920141	5.386214297677398	-0.38979412283042175	0.38979412283042175	DM1
TCGA-BJ-A2P4-01	5.7419361230823345	5.782282743012888	7.516138886846312	7.289425975665871	0.029700234215419886	13.481409939709643	8.427418868371259	6.194002319669127	0.6715445629244131	-0.6715445629244131	DM2
TCGA-BJ-A3EZ-01	0.1696684995230859	6.434361346067099	6.516790513302936	6.156732332604618	0.7425236768123445	10.432636163127967	4.091234373561426	5.871575089089237	-0.34867797931243116	0.34867797931243116	DM1
TCGA-BJ-A3F0-01	9.329244488711806	7.568099007290203	6.3060106358095105	7.640904303254339	9.28307654279154	12.596512299427976	11.166225924520953	5.492026209348008	1.774497245407387	-1.774497245407387	DM2
TCGA-BJ-A3PR-01	4.417548757638563	6.085146305517941	5.518563463868538	5.975054625810278	2.9869933569957365	9.804334501066485	5.933754379951535	4.828108550554353	-0.39831974733095077	0.39831974733095077	DM1
TCGA-BJ-A3PT-01	6.183170865578678	6.054841966624248	6.72596604891571	7.2315888890556135	2.1580138065897683	12.566510969910393	8.509318573454943	6.448511159447393	0.7538468831607029	-0.7538468831607029	DM2
TCGA-BJ-A3PU-01	2.1717192390878477	5.856709370793709	6.771908021437155	6.184262439172247	0.03294716409912902	8.714678261270095	1.9937105871599576	4.9272944152850195	-0.7875235516817617	0.7875235516817617	DM1
TCGA-BJ-A45C-01	5.760593550201907	7.5539471701367065	7.068167757178438	7.270455123841801	0.9134926277500783	12.57781539113224	9.46008375791481	6.252843275040955	0.9361331883486408	-0.9361331883486408	DM2
TCGA-BJ-A45D-01	6.971951589262853	6.340236450904544	7.021075467424586	7.623577925281464	0.685805625154268	12.492844308022056	9.306640930285857	5.594870970192635	0.6879179497123479	-0.6879179497123479	DM2
TCGA-BJ-A45E-01	3.040173533498761	5.613228112840162	5.391152491585256	6.143332189390233	0.09518178934268523	8.175188239089335	5.8228397478215355	4.78225652873279	-0.9687870806825102	0.9687870806825102	DM1
TCGA-BJ-A45F-01	6.126076673594765	6.248809945087758	6.727223437287987	6.933381430730939	0.10849100259224341	12.916864771837195	8.564396842381498	6.041359083666102	0.4750568773597681	-0.4750568773597681	DM2
TCGA-BJ-A45G-01	7.148097236979171	7.062077447506979	6.623031347747968	7.5799396504752385	2.5033741793001116	12.763764706187809	8.912475025721003	6.556237799580079	1.1013809631172018	-1.1013809631172018	DM2
TCGA-BJ-A45H-01	4.863041441529335	6.749498065759567	6.862525780695461	7.035384173716344	4.755304220541079	12.665695857562367	7.581449924375896	6.610268937074052	1.0482162986594352	-1.0482162986594352	DM2
TCGA-BJ-A45I-01	0.45354391754268647	5.862496025407794	6.254144264446903	6.170185464533596	0.03181862582635714	8.567675872647825	1.2024490671345118	4.741650345333313	-1.0575107371354298	1.0575107371354298	DM1
TCGA-BJ-A45J-01	1.2757222561607484	6.0622361452841185	6.774692194342607	7.253994937190714	1.0569302883826717	11.16264818365939	3.42484148847096	5.885523117527796	-0.024991448676272912	0.024991448676272912	DM1
TCGA-BJ-A45K-01	5.815946813551305	7.687631828743355	6.848733094283473	7.6946754715459305	0.746828690274403	12.392769428612326	8.241802533460477	6.359224209501093	0.9355523604244853	-0.9355523604244853	DM2
TCGA-BJ-A4O8-01	0.4027221768456047	6.056058895427173	6.465595788963605	6.431701510247353	0.15484240686923262	9.26809210404372	2.5937123084565794	5.633192872794266	-0.6254734455878603	0.6254734455878603	DM1
TCGA-BJ-A4O9-01	0.06239806379847849	6.491947669904699	6.3483209558391485	6.651242602368107	0.016924144257821412	11.678184919428983	1.9419701664827125	5.675745375112058	-0.3797234876117058	0.3797234876117058	DM1
TCGA-CE-A13K-01	0.4669663842730794	6.411587251813445	6.735111893176437	6.24845134442646	0.5169228512782866	10.84231246824291	2.0819871948986868	5.359254084075535	-0.4543660411820204	0.4543660411820204	DM1
TCGA-CE-A27D-01	5.668970054684297	7.074188570392904	6.872289494573884	6.9464361160666055	5.173819025565296	11.694090262931017	7.720245626580969	6.395182790550413	1.0457848009304747	-1.0457848009304747	DM2
TCGA-CE-A3MD-01	1.3736760488864923	6.308237082155979	7.479300902517724	6.511265612582551	0.18928690658361216	11.195862947854062	5.91759644810359	5.981848087791881	0.060768256154512965	-0.060768256154512965	DM1
TCGA-CE-A3ME-01	0.07874644707664834	6.7979545739130245	5.671349992055017	6.409564049156035	0.014212444812104711	11.333385492138872	1.0382956981815445	5.614739286570712	-0.5920472641927985	0.5920472641927985	DM1
TCGA-CE-A481-01	3.0671912468315368	6.806325346430769	6.943515833832827	6.9049922031629745	2.5459683691052923	11.381559551815371	5.014770365188921	5.828865107169929	0.36962893483699605	-0.36962893483699605	DM2
TCGA-CE-A482-01	0.3487989596121077	6.222364082405529	7.089609374068183	6.28203014304104	0.06295060882280785	11.343782883135084	3.807468272214976	5.475253533482276	-0.3170005510191634	0.3170005510191634	DM1
TCGA-CE-A483-01	0.3897870537356576	6.260652369307487	6.184839646919278	6.352020466120122	0.23290630100683052	11.42560133992227	1.2194628389571547	6.305988755134081	-0.3999335119737075	0.3999335119737075	DM1
TCGA-CE-A484-01	2.7531980257846222	4.6508334760237195	8.156802600616176	7.223335661241341	0.08949815083910263	12.465756498475793	4.325019361550553	6.962111706227673	0.35177268303080184	-0.35177268303080184	DM2
TCGA-CE-A485-01	3.3804939663861564	6.14381991073897	6.5485198547014045	6.595578251923237	1.3918226996645033	10.18563379783074	4.886950027645564	5.333033666713617	-0.18158170758892103	0.18158170758892103	DM1
TCGA-DE-A0XZ-01	0.2354819952815173	6.142270468370801	6.800635920803684	6.853809810898564	0.029841557136715123	11.116245568679995	0.633849659104694	5.5127736414455075	-0.43547869275400375	0.43547869275400375	DM1
TCGA-DE-A0Y2-01	1.7105695230340459	6.7546056147618785	5.855561209050802	6.462621691312232	0.5493241639678907	10.385578685851355	2.4685051200344845	5.213382279301849	-0.5199557907080182	0.5199557907080182	DM1
TCGA-DE-A0Y3-01	0.14756720709463242	6.595236591595847	5.9588774665047834	6.398372604425785	0.05102400302446689	9.996238599142528	1.443447521923358	5.806017232932258	-0.6211683542201395	0.6211683542201395	DM1
TCGA-DE-A2OL-01	4.855685782711745	7.58317229834144	6.8258123343719115	7.695025708270927	1.408440141461644	12.342706208994468	8.966791222858403	6.814774705629518	1.0515825537003654	-1.0515825537003654	DM2
TCGA-DE-A3KN-01	3.6809206675774115	5.990212906626223	6.5990365478841575	6.6755576791933535	0.3241193264351021	11.21638174391393	3.5811583928369206	5.171166787590742	-0.2734880056268392	0.2734880056268392	DM1
TCGA-DE-A4M8-01	3.1218774438492187	6.132379425052866	6.466968015158427	6.571654059133836	0.5314687994101774	11.488487744877721	6.09130208625161	6.292170682649035	0.053038121077910574	-0.053038121077910574	DM1
TCGA-DE-A4M9-01	6.848340006761841	7.952015495338958	6.855715678789846	7.12051057666769	0.0	12.21276280016457	7.868788608609963	6.360209743969039	0.81181618635666	-0.81181618635666	DM2
TCGA-DE-A4MA-01	0.4620523187964329	5.391035602909576	6.609861316831502	7.395815149798492	0.03843618165610792	9.01643336107235	2.1472741319332425	5.464083360379805	-0.5999829536695778	0.5999829536695778	DM1
TCGA-DE-A4MB-01	5.1491414668698345	5.987889281302782	6.383598894136109	6.7078919334793925	0.37206058233216077	10.659326105347025	0.6116445433736617	5.601443963325484	-0.3286059926848224	0.3286059926848224	DM1
TCGA-DE-A4MC-01	1.7343085900969069	6.190320523558459	7.080602239598806	6.529678855929183	0.058247216854662685	9.534034942393438	0.5368486504208304	5.131939251027108	-0.5761087015390415	0.5761087015390415	DM1
TCGA-DE-A4MD-01	1.7050047216953057	5.729661525875295	5.588492780742024	5.753294314938384	0.0	9.113389001079682	0.8292812979975315	5.022638570381234	-1.1512480567138148	1.1512480567138148	DM1
TCGA-DE-A4MD-06	2.51225217454896	5.922504721529051	6.5163745149047605	6.284279069105838	0.03590538374212795	10.19440007564902	5.8445162168210025	4.418102222942259	-0.5978540753118039	0.5978540753118039	DM1
TCGA-DE-A69J-01	1.7347421312970588	6.502109380852609	6.590646927065852	6.113490063012906	0.004896843214847462	9.322443090171944	1.974198886470095	5.956600349305166	-0.5002307199687208	0.5002307199687208	DM1
TCGA-DE-A69K-01	3.4292142298395847	6.25063950744395	6.774439189819026	6.45065865996914	0.14990966753492424	10.64534149099	3.6003887043307636	5.880215323988849	-0.1759744241062039	0.1759744241062039	DM1
