sampleId	RAI_8	DM1_like	DM_call
TCGA-4C-A93U-01	-0.8836666479578863	0.8836666479578863	DM1
TCGA-BJ-A0YZ-01	0.3614826060932326	-0.3614826060932326	DM2
TCGA-BJ-A0Z0-01	1.1719917902497656	-1.1719917902497656	DM2
TCGA-BJ-A0Z2-01	0.9782903857481813	-0.9782903857481813	DM2
TCGA-BJ-A0Z3-01	-0.450709956473923	0.450709956473923	DM1
TCGA-BJ-A0Z5-01	-0.08362030336061341	0.08362030336061341	DM1
TCGA-BJ-A0Z9-01	-1.164801637114599	1.164801637114599	DM1
TCGA-BJ-A0ZA-01	1.3340628573547357	-1.3340628573547357	DM2
TCGA-BJ-A0ZB-01	-0.5109334512354875	0.5109334512354875	DM1
TCGA-BJ-A0ZC-01	1.120834755518058	-1.120834755518058	DM2
TCGA-BJ-A0ZE-01	0.5457454878110647	-0.5457454878110647	DM2
TCGA-BJ-A0ZF-01	0.7368639250368949	-0.7368639250368949	DM2
TCGA-BJ-A0ZG-01	1.0135367593514173	-1.0135367593514173	DM2
TCGA-BJ-A0ZH-01	-0.27249864298576915	0.27249864298576915	DM1
TCGA-BJ-A0ZJ-01	0.3873697585604789	-0.3873697585604789	DM2
TCGA-BJ-A18Y-01	1.1906183153371674	-1.1906183153371674	DM2
TCGA-BJ-A18Z-01	-0.3814653355836912	0.3814653355836912	DM1
TCGA-BJ-A190-01	1.107165773767551	-1.107165773767551	DM2
TCGA-BJ-A191-01	0.11541174970958087	-0.11541174970958087	DM1
TCGA-BJ-A192-01	0.45919850061922574	-0.45919850061922574	DM2
TCGA-BJ-A28R-01	0.006993060442072374	-0.006993060442072374	DM1
TCGA-BJ-A28S-01	0.7353621150243956	-0.7353621150243956	DM2
TCGA-BJ-A28T-01	1.1022871471012734	-1.1022871471012734	DM2
TCGA-BJ-A28V-01	1.0924333121826202	-1.0924333121826202	DM2
TCGA-BJ-A28W-01	0.17227569495488293	-0.17227569495488293	DM2
TCGA-BJ-A28X-01	-0.6065730673210298	0.6065730673210298	DM1
TCGA-BJ-A28Z-01	-0.6482706437336718	0.6482706437336718	DM1
TCGA-BJ-A290-01	-0.4197382515836982	0.4197382515836982	DM1
TCGA-BJ-A291-01	0.735072534081162	-0.735072534081162	DM2
TCGA-BJ-A2N7-01	0.6135582385779036	-0.6135582385779036	DM2
TCGA-BJ-A2N8-01	0.41846118270094435	-0.41846118270094435	DM2
TCGA-BJ-A2N9-01	0.8136013429659397	-0.8136013429659397	DM2
TCGA-BJ-A2NA-01	-0.38979412283042175	0.38979412283042175	DM1
TCGA-BJ-A2P4-01	0.6715445629244131	-0.6715445629244131	DM2
TCGA-BJ-A3EZ-01	-0.34867797931243116	0.34867797931243116	DM1
TCGA-BJ-A3F0-01	1.774497245407387	-1.774497245407387	DM2
TCGA-BJ-A3PR-01	-0.39831974733095077	0.39831974733095077	DM1
TCGA-BJ-A3PT-01	0.7538468831607029	-0.7538468831607029	DM2
