	group	panel_silencing	HT_overlap	zone
F15_132N|ATC	ATC	0.5046001800841324	1.7512555206903344	dark-matter
F15_132C|ATC	ATC	0.5195698312552365	0.03658940829541396	dark-matter
F15_133N|ATC	ATC	0.0342666546771332	0.043040118433286534	dark-matter
F16_127C|ATC	ATC	0.5178151253524894	1.6421485907796027	dark-matter
F16_128C|ATC	ATC	0.4396073976228555	-0.003470917541860602	BRAF-like
F16_129C|ATC	ATC	0.4279561000304799	0.3246156879108356	dark-matter
F16_132N|ATC	ATC	0.403550880377749	-0.1279805151371398	BRAF-like
F16_132C|ATC	ATC	0.4011298347293304	-0.4099316785212066	BRAF-like
F17_127N|ATC	ATC	0.808707635259026	0.3285359029738314	dark-matter
F17_130C|ATC	ATC	0.6600262466749639	-0.5351512697751404	BRAF-like
F17_132C|ATC	ATC	0.883422401579829	-1.108839058826352	BRAF-like
F17_133N|ATC	ATC	0.7355103770963836	-0.3845048965128942	BRAF-like
F18_127C|ATC	ATC	0.619165536835195	1.4681375155678789	dark-matter
F18_130N|ATC	ATC	0.4381293714005747	0.6370387336865382	dark-matter
F19_128N|ATC	ATC	0.5090005851374818	-0.3169995985921855	BRAF-like
F19_128C|ATC	ATC	0.6315088217534931	-0.6444513064243294	BRAF-like
F19_130C|ATC	ATC	0.6709977612124499	-0.0082655231970796	BRAF-like
F20_128C|ATC	ATC	0.5007335927294807	0.3351706357947999	dark-matter
F20_130C|ATC	ATC	0.5855021805990351	1.0176058835102406	dark-matter
F20_133C|ATC	ATC	0.7100088285115983	-0.9163681591130519	BRAF-like
F21_127C|ATC	ATC	0.740402702587791	-0.37773241898764853	BRAF-like
F21_128N|ATC	ATC	0.5292093525025111	1.3246339136912697	dark-matter
F21_129C|ATC	ATC	0.3164609792433573	-0.27680599967401615	BRAF-like
F21_132N|ATC	ATC	0.4783428260729803	0.20850477636032128	dark-matter
F21_133N|ATC	ATC	0.5997339438193957	-0.029001009257901222	BRAF-like
F22_133N|ATC	ATC	0.5632806186180612	0.6580593645970727	dark-matter
F22_133C|ATC	ATC	0.4613158963718578	0.4315846370088824	dark-matter
F23_128C|ATC	ATC	0.5933801985417199	-0.5413897548853591	BRAF-like
F23_129N|ATC	ATC	0.6989524255535366	-0.07877250585814854	BRAF-like
F23_129C|ATC	ATC	0.7874458738243985	0.19338627564571528	dark-matter
F23_130N|ATC	ATC	0.7325524392282121	1.5466779229713818	dark-matter
F23_133C|ATC	ATC	0.7843945476065971	1.5805373212480012	dark-matter
F24_127C|ATC	ATC	-0.6237021506427829	0.14522855713210348	RAS-like
F24_130N|ATC	ATC	0.6031410711681763	0.061688794885622254	dark-matter
F24_133C|ATC	ATC	0.4791596129993007	-0.6361890610863576	BRAF-like
F25_129N|ATC	ATC	0.4294144647911022	-0.41685608194539103	BRAF-like
F25_131C|ATC	ATC	0.1738760344881663	-0.43904075639964235	BRAF-like
F26_127N|ATC	ATC	0.7013277150054557	-0.3145017223600155	BRAF-like
F26_130C|ATC	ATC	0.4080294220455949	-0.6752813340448951	BRAF-like
F26_133N|ATC	ATC	0.5812729297240704	0.7386024815889283	dark-matter
F27_129N|ATC	ATC	0.0997860058376641	-0.2609884953464078	BRAF-like
F28_127N|ATC	ATC	0.4443406687688957	0.3733874977182288	dark-matter
F28_129N|ATC	ATC	0.4547188673238596	1.1783667046686517	dark-matter
F29_130N|ATC	ATC	0.346308460163254	0.15365270861810995	dark-matter
F29_131N|ATC	ATC	0.6105543620136795	0.25774056967014936	dark-matter
F30_127N|ATC	ATC	1.0992705942673542	0.3268908774723115	dark-matter
F30_127C|ATC	ATC	0.9162145722779932	0.41302106451101195	dark-matter
F30_128C|ATC	ATC	-0.0097721999222866	-0.26946505193970993	WT-like
F30_129N|ATC	ATC	1.0151803445589656	0.7993780126197949	dark-matter
F30_129C|ATC	ATC	1.03231269885963	-0.41443054833743664	BRAF-like
F30_130C|ATC	ATC	1.0690420863678158	0.21181626969475179	dark-matter
F30_131N|ATC	ATC	0.9583008758000484	0.9056194291077144	dark-matter
F30_133C|ATC	ATC	1.1155209554234922	1.4804043294227285	dark-matter
F30_134N|ATC	ATC	1.1130552031992345	1.338466979576634	dark-matter
F31_127N|ATC	ATC	0.75760947289473	0.49512530660983034	dark-matter
F31_132N|ATC	ATC	0.6471675570924443	0.4174752767089549	dark-matter
F31_133N|ATC	ATC	0.6343412735512887	0.07300191466707023	dark-matter
F31_134N|ATC	ATC	0.3799548513136859	0.8130629489377574	dark-matter
F32_128N|ATC	ATC	0.3225443276610515	-0.08225988606128004	BRAF-like
F32_129C|ATC	ATC	0.5947055238690473	0.504620991256632	dark-matter
F32_134N|ATC	ATC	0.5380481596983211	0.6591543634630777	dark-matter
F33_131C|ATC	ATC	0.3205663700081128	-0.39931781356180607	BRAF-like
F34_129N|ATC	ATC	0.1972436891410844	-1.1789945657580057	BRAF-like
F34_131N|ATC	ATC	0.4327775192774499	1.5916785041976746	dark-matter
F1_128N|PDTC	PDTC	0.5386390208351411	0.9983043366856211	dark-matter
F1_130N|PDTC	PDTC	0.134358003196835	-0.01955517719582415	BRAF-like
F2_127N|PDTC	PDTC	0.7422571300122737	0.2164405224362868	dark-matter
F2_132N|PDTC	PDTC	-0.7309840636758161	0.3572182288262732	RAS-like
F3_128N|PDTC	PDTC	0.1899493282579038	-0.18097871203725832	BRAF-like
F3_133C|PDTC	PDTC	-0.4415276207009069	-0.8089892234663615	WT-like
F4_127N|PDTC	PDTC	-1.1031770110492785	-1.2388683084633028	WT-like
F4_132C|PDTC	PDTC	-0.6213308164262578	-1.1865071673350158	WT-like
F5_130N|PDTC	PDTC	0.358975062926572	-0.7067939771586782	BRAF-like
F5_130C|PDTC	PDTC	0.644007555851759	0.2986169465872786	dark-matter
F6_127C|PDTC	PDTC	0.4381419500413929	-0.9746518312820418	BRAF-like
F6_128C|PDTC	PDTC	0.4386341834809886	0.07722213396764009	dark-matter
F6_132N|PDTC	PDTC	0.4049317723763157	-0.6007011320841938	BRAF-like
F7_129C|PDTC	PDTC	-0.593535196448115	-1.4174963354901522	WT-like
F7_130N|PDTC	PDTC	-0.5109013619173505	-0.5773044317243922	WT-like
F8_133C|PDTC	PDTC	0.3767938566962664	-0.9027065117883573	BRAF-like
F9_127C|PDTC	PDTC	-1.3072022214677996	-0.2026548385873576	WT-like
F9_129N|PDTC	PDTC	0.5873970439470922	-1.0228839436800072	BRAF-like
F9_130N|PDTC	PDTC	0.4645145842850311	-0.8278064131928847	BRAF-like
F10_127N|PDTC	PDTC	0.5506042835540912	0.3392392741524884	dark-matter
F11_129N|PDTC	PDTC	0.7903780633204076	0.11884411363768756	dark-matter
F13_127N|PDTC	PDTC	-0.0325644636331819	1.1599115329357175	RAS-like
F13_130N|PDTC	PDTC	-0.0678251282598953	-0.9832217621299527	WT-like
F13_131N|PDTC	PDTC	-2.179987401936116	-1.1285248061734015	WT-like
F17_131C|PDTC	PDTC	-0.2268036697970946	-0.952109745608947	WT-like
F18_128N|PDTC	PDTC	0.7067043129455683	1.5530017857296745	dark-matter
F18_130C|PDTC	PDTC	-0.1750233288134499	-0.2478693606923166	WT-like
F19_132C|PDTC	PDTC	0.3533567889626423	0.8652861821659382	dark-matter
F22_129C|PDTC	PDTC	0.5284270756050439	-0.013971772864064369	BRAF-like
F23_127N|PDTC	PDTC	0.8271892290610788	-1.019230017859707	BRAF-like
F24_132N|PDTC	PDTC	0.3269630340438952	3.3375460936381227	dark-matter
F24_132C|PDTC	PDTC	0.6016658598632779	-0.7646076157479212	BRAF-like
F25_127N|PDTC	PDTC	0.2904592725647337	-1.2564539838225501	BRAF-like
F25_130N|PDTC	PDTC	0.1875435159152576	-0.4158194870819042	BRAF-like
F25_132C|PDTC	PDTC	-0.8918386426074826	-1.12624047300935	WT-like
F26_133C|PDTC	PDTC	0.2424311220403684	-0.5047405154350456	BRAF-like
F27_132C|PDTC	PDTC	0.0946097629324956	-0.6024926389500762	BRAF-like
F28_131C|PDTC	PDTC	0.2472999363270081	-0.0035835592689203444	BRAF-like
F29_128N|PDTC	PDTC	-0.7421414720961845	-0.6552620277100097	WT-like
F29_129N|PDTC	PDTC	-1.6341169189529896	0.042140535991011085	RAS-like
F29_133N|PDTC	PDTC	-0.0007485881017085	-0.677033455808697	WT-like
F29_133C|PDTC	PDTC	-1.3221101384550729	0.4252677960109687	RAS-like
F30_130N|PDTC	PDTC	0.2794510734649229	-0.2161797074248776	BRAF-like
F31_133C|PDTC	PDTC	0.503436787871275	0.9074149325935958	dark-matter
F32_127C|PDTC	PDTC	-0.2855033657586857	-0.7720651518014398	WT-like
F33_131N|PDTC	PDTC	0.5043475302931858	1.3149468012045418	dark-matter
F1_128C|PTC	PTC	-1.135444440590122	0.1709299442932764	RAS-like
F1_129C|PTC	PTC	0.4108572060809038	0.8190029953231464	dark-matter
F1_131N|PTC	PTC	-0.0312568547064156	0.0708968746628806	RAS-like
F1_132N|PTC	PTC	-1.2267614864031955	0.07344517001540615	RAS-like
F1_133N|PTC	PTC	-0.1513908410217921	-0.21901151967987909	WT-like
F2_128N|PTC	PTC	-1.3612262899045608	-0.3047695669119778	WT-like
F2_128C|PTC	PTC	-0.7289403936770308	-0.3942201065578857	WT-like
F2_129N|PTC	PTC	0.1787120843390969	-0.04994704097908565	BRAF-like
F2_129C|PTC	PTC	-0.430953481660503	0.759377309195104	RAS-like
F2_130N|PTC	PTC	0.3845127582025291	0.12063760103068154	dark-matter
F2_131N|PTC	PTC	-0.8896334554729596	0.02825778157107615	RAS-like
F2_131C|PTC	PTC	-0.2073262691774321	-0.3253937132990554	WT-like
F2_133N|PTC	PTC	0.1897321483178384	-0.5205611198403242	BRAF-like
F2_133C|PTC	PTC	0.343394949143825	-0.17346206005543469	BRAF-like
F3_127N|PTC	PTC	-0.9005793759648474	-0.4664984195816324	WT-like
F3_128C|PTC	PTC	-0.2363230026109548	-0.6086612100021777	WT-like
F3_129C|PTC	PTC	0.1552548325599728	-0.2745054579101448	BRAF-like
F3_130N|PTC	PTC	-0.1274155866297592	0.5265680032531994	RAS-like
F3_131N|PTC	PTC	-0.9556791752468556	-0.8066484841438628	WT-like
F3_132C|PTC	PTC	-0.2433490537172246	-0.062415030299259294	WT-like
F3_133N|PTC	PTC	-0.466303021233513	-0.5483565997888942	WT-like
F4_128N|PTC	PTC	-1.004550817667916	-0.6709821952182251	WT-like
F4_130N|PTC	PTC	-0.9616079229932863	-0.7812444896349982	WT-like
F4_130C|PTC	PTC	-0.302194718767944	-0.09723097198729139	WT-like
F4_131N|PTC	PTC	-0.8302386779205042	-0.6391462955145601	WT-like
F4_131C|PTC	PTC	-1.6121930257405988	-0.9008150440628475	WT-like
F5_127N|PTC	PTC	0.423012400950879	-0.3146701175001874	BRAF-like
F5_129N|PTC	PTC	0.1413788675587445	1.2797768069220712	dark-matter
F5_131N|PTC	PTC	0.2558502733879345	0.07145810630981005	dark-matter
F5_132N|PTC	PTC	0.0020319204005932	0.06879749425857665	dark-matter
F6_127N|PTC	PTC	-0.2415058253472501	-0.1162516449970232	WT-like
F6_128N|PTC	PTC	0.0562393633001243	-0.18024064881661295	BRAF-like
F6_132C|PTC	PTC	0.1218293560839349	0.43529783090836693	dark-matter
F6_133N|PTC	PTC	0.1653947004623834	-0.41932982947973296	BRAF-like
F7_127N|PTC	PTC	-0.8403096550168482	-0.7094510927782505	WT-like
F7_128C|PTC	PTC	-0.6062358455250202	-0.6894223334437687	WT-like
F7_132C|PTC	PTC	-0.1103633236506653	-0.48741747643983924	WT-like
F7_133C|PTC	PTC	-1.0566604081128033	-0.6311430985401107	WT-like
F8_127N|PTC	PTC	0.1767492296906176	-0.8299725548743713	BRAF-like
F8_129N|PTC	PTC	0.5481968881782139	-0.24166835417084365	BRAF-like
F8_129C|PTC	PTC	-0.0721809292525824	-0.7194934866555953	WT-like
F8_131N|PTC	PTC	0.3260640381689776	-0.226004937380451	BRAF-like
F8_132N|PTC	PTC	0.4679231825425226	-0.5141795109706767	BRAF-like
F9_129C|PTC	PTC	-0.2715667004594941	0.15289170464848556	RAS-like
F9_130C|PTC	PTC	-1.3762406511899246	-0.4787996815850226	WT-like
F9_133N|PTC	PTC	-1.1047651285171256	-0.375375932268708	WT-like
F10_127C|PTC	PTC	0.1573095741274367	-0.23269369472449014	BRAF-like
F10_130N|PTC	PTC	0.138526843362535	0.28380909307031593	dark-matter
F10_131N|PTC	PTC	0.2496247853643826	0.46363421865921034	dark-matter
F10_131C|PTC	PTC	-0.2666972717936469	-0.2346996585758249	WT-like
F10_132C|PTC	PTC	0.1602043766335696	0.2551290539494215	dark-matter
F11_130C|PTC	PTC	-0.7818578051129785	0.056196829963516395	RAS-like
F11_132C|PTC	PTC	-0.0800369629020142	-0.28365562723238225	WT-like
F11_133N|PTC	PTC	-0.0416686786975857	-0.0042753469190263006	WT-like
F12_127N|PTC	PTC	-0.8234525876961739	0.10871659159420799	RAS-like
F12_128C|PTC	PTC	0.2166047080603905	0.6369874988787805	dark-matter
F12_129C|PTC	PTC	0.1106278889222641	0.12676478530920826	dark-matter
F12_130C|PTC	PTC	0.0633156871891043	0.29665790579474666	dark-matter
F12_133N|PTC	PTC	-1.4077363328679056	-0.11647251269465356	WT-like
F13_127C|PTC	PTC	-0.9470727230743876	-0.7088402935803438	WT-like
F13_129N|PTC	PTC	-0.0230889473115821	-0.6841608789777106	WT-like
F13_130C|PTC	PTC	-0.8368298909454032	-0.0043788119655222	WT-like
F13_131C|PTC	PTC	-0.9093554869552648	-0.4666219450881438	WT-like
F13_132C|PTC	PTC	-1.3440070226783185	-0.6878530961334914	WT-like
F13_133N|PTC	PTC	-0.3120149981583051	-0.7329490842002094	WT-like
F14_127N|PTC	PTC	-0.0385481551434031	-0.09383245427861239	WT-like
F14_129C|PTC	PTC	-0.3898029872382041	-0.30039891978725203	WT-like
F14_130C|PTC	PTC	-1.2692396009300235	-0.2648994237076558	WT-like
F14_131N|PTC	PTC	-0.6027045004509072	-0.020954656508725494	WT-like
F15_128C|PTC	PTC	0.2086707543732333	0.0036073919542054522	dark-matter
F15_129C|PTC	PTC	-0.4087880350634215	-0.18158122592558715	WT-like
F16_127N|PTC	PTC	-0.5699105438615427	0.0420243516116892	RAS-like
F16_130N|PTC	PTC	-0.7134219735935368	-0.262832740878839	WT-like
F16_130C|PTC	PTC	0.1613733278041702	-0.0387895005486322	BRAF-like
F16_131C|PTC	PTC	-0.2843958143847825	-0.25955610798680273	WT-like
F16_133N|PTC	PTC	-0.1868288547066211	-0.22427442859793653	WT-like
F17_127C|PTC	PTC	-0.0308471399989046	-0.342419376187782	WT-like
F17_129N|PTC	PTC	-0.5582048525752378	-0.7564064764318807	WT-like
F17_129C|PTC	PTC	0.1448708315879392	-0.3563624835785689	BRAF-like
F17_133C|PTC	PTC	0.189160855752554	0.10603705238140351	dark-matter
F18_127N|PTC	PTC	-0.9145053891203484	0.09377886548720357	RAS-like
F18_128C|PTC	PTC	0.0809826577037799	0.6678375164278083	dark-matter
F18_129N|PTC	PTC	-0.7050465284407191	0.25184630004959396	RAS-like
F18_131N|PTC	PTC	-0.591939777088132	0.1572334579346323	RAS-like
F18_131C|PTC	PTC	0.3544771760289915	0.18861560865409044	dark-matter
F18_132N|PTC	PTC	-0.412989199003682	0.12285458014299183	RAS-like
F18_132C|PTC	PTC	-0.2042274567054428	0.5313642451533599	RAS-like
F18_133C|PTC	PTC	-0.1139811446303667	0.3983398831021975	RAS-like
F19_127C|PTC	PTC	0.215122297143274	-0.2892881120085557	BRAF-like
F19_129C|PTC	PTC	0.2159575031591554	0.16307586441274646	dark-matter
F19_131N|PTC	PTC	-0.2345514629436532	-0.31733635144336336	WT-like
F19_131C|PTC	PTC	-0.251012425489596	-0.06448070027177714	WT-like
F19_132N|PTC	PTC	0.4459858742543716	-0.18546734038347135	BRAF-like
F19_133N|PTC	PTC	0.3465687893304782	-0.15312469690227143	BRAF-like
F19_133C|PTC	PTC	-1.166490382575407	-0.7094744264919148	WT-like
F20_127N|PTC	PTC	-0.7997804090213392	-0.5963434171176821	WT-like
F20_129N|PTC	PTC	-0.2153103797678138	-0.471147992218399	WT-like
F20_132N|PTC	PTC	-0.1094480078079096	0.21844010209702253	RAS-like
F20_133N|PTC	PTC	-0.8622452113727631	0.0916375500658547	RAS-like
F21_127N|PTC	PTC	0.0550761247271454	0.44941356812041616	dark-matter
F21_130N|PTC	PTC	-0.2527008928316227	0.9473857034495842	RAS-like
F21_130C|PTC	PTC	-0.4683438983502326	0.4286120438428564	RAS-like
F21_132C|PTC	PTC	-0.0431454218259637	0.2129434111567407	RAS-like
F21_133C|PTC	PTC	-0.1307522336697133	0.004547190150047599	RAS-like
F22_127N|PTC	PTC	-0.1036688061447395	1.0423854047115313	RAS-like
F22_128N|PTC	PTC	-0.2348333121642553	0.25185763374769105	RAS-like
F22_128C|PTC	PTC	-0.976868086338182	0.05132405271898144	RAS-like
F22_131N|PTC	PTC	-0.4053983416615873	0.4823643956821432	RAS-like
F22_131C|PTC	PTC	0.0599015280350055	0.5067759384667907	dark-matter
F22_134N|PTC	PTC	-0.6604570790134522	0.5789805810646679	RAS-like
F23_130C|PTC	PTC	-0.3129048547112746	-0.035985489092513034	WT-like
F23_131N|PTC	PTC	0.1502908369469955	0.3276791027516312	dark-matter
F23_132N|PTC	PTC	-0.0133472772481966	0.7691602355158715	RAS-like
F23_132C|PTC	PTC	0.0439626800006378	-0.015791688728514608	BRAF-like
F23_133N|PTC	PTC	-0.1508363269359428	0.5008216512947725	RAS-like
F24_128N|PTC	PTC	-0.6318702238729804	-0.5576700069946591	WT-like
F24_128C|PTC	PTC	-0.2126858522799685	-0.18030933015525108	WT-like
F24_129N|PTC	PTC	-0.0939719141692411	0.06237878563912316	RAS-like
F24_129C|PTC	PTC	0.563968076007796	0.519332112748695	dark-matter
F24_130C|PTC	PTC	0.2259917363721798	-0.24062507494417712	BRAF-like
F24_131N|PTC	PTC	-0.3489712703442642	-0.566972278644747	WT-like
F24_133N|PTC	PTC	0.0384576981160931	-0.27227418557059413	BRAF-like
F25_128N|PTC	PTC	-0.7032942393852054	-0.5881003919582212	WT-like
F25_128C|PTC	PTC	-1.5322433981772825	-0.5298613133081966	WT-like
F25_130C|PTC	PTC	-0.1312798928004179	-0.3838580592330905	WT-like
F25_133N|PTC	PTC	-0.7939239551040927	-0.5261745888502551	WT-like
F25_133C|PTC	PTC	-0.9762698115334274	-0.7690681095528047	WT-like
F26_130N|PTC	PTC	-0.1004319152603808	-0.3326936620306935	WT-like
F26_131C|PTC	PTC	-0.3848845529848692	0.39313501843518844	RAS-like
F26_132N|PTC	PTC	-0.1210768352229147	-0.4946557730983065	WT-like
F26_132C|PTC	PTC	-0.473609443984804	-0.35461546093948126	WT-like
F26_134N|PTC	PTC	-0.1702414888931111	-0.267888328531313	WT-like
F27_127N|PTC	PTC	-0.8662004020094338	1.399982673063524	RAS-like
F27_127C|PTC	PTC	-0.5584929713664415	-0.5278417696389744	WT-like
F27_130N|PTC	PTC	-1.0754731038864676	-0.7004600606184491	WT-like
F27_130C|PTC	PTC	-0.4606140672604883	-0.4412954814163912	WT-like
F27_133C|PTC	PTC	-0.7593641088202862	-0.433287759300238	WT-like
F28_128N|PTC	PTC	-0.0283476936325794	-0.29524605301784995	WT-like
F28_129C|PTC	PTC	-0.3047672600087889	0.1451476371313059	RAS-like
F28_131N|PTC	PTC	-0.0547000674559769	-0.5936276577200429	WT-like
F28_133N|PTC	PTC	-0.5943521974631124	0.4083993295709635	RAS-like
F29_127N|PTC	PTC	-0.1064627992072363	0.14800633553909853	RAS-like
F29_128C|PTC	PTC	-0.92495671085358	-0.7994144796054611	WT-like
F29_129C|PTC	PTC	-0.1569881462399416	-0.2685324305395463	WT-like
F29_131C|PTC	PTC	-0.4228409818275262	-0.2769819185879457	WT-like
F29_132C|PTC	PTC	-0.4273163546831778	0.16320259452682612	RAS-like
F29_134N|PTC	PTC	-0.4096501364206633	-0.6558097524144879	WT-like
F30_128N|PTC	PTC	0.5233813806674833	-0.15626443097060405	BRAF-like
F30_131C|PTC	PTC	0.242937469512294	0.6654821072388212	dark-matter
F30_132C|PTC	PTC	0.5209868549626374	0.3744688292866696	dark-matter
F30_133N|PTC	PTC	0.4788438739903943	0.259992268196402	dark-matter
F31_128N|PTC	PTC	-0.0209971734248521	-0.27233779339503283	WT-like
F31_129N|PTC	PTC	-0.3419638310311481	-0.2798712207208722	WT-like
F31_129C|PTC	PTC	-0.0653452254593288	-0.24339758636716768	WT-like
F31_130C|PTC	PTC	0.1947089362906564	-0.13405090455242002	BRAF-like
F31_132C|PTC	PTC	0.1440552912819369	-0.09070985255057243	BRAF-like
F32_128C|PTC	PTC	0.2501957252656633	0.6365210725234707	dark-matter
F32_130N|PTC	PTC	-0.2382319200720856	0.7377579989863801	RAS-like
F32_130C|PTC	PTC	-0.3048686879979884	-0.08767492963847032	WT-like
F32_131N|PTC	PTC	-1.2531127095244965	-0.35698983387938504	WT-like
F32_131C|PTC	PTC	-0.0509581367861484	0.6743116230616215	RAS-like
F32_132C|PTC	PTC	-0.3344816275357846	0.04852479871365249	RAS-like
F33_127N|PTC	PTC	-0.4353603359185035	1.0653680395745475	RAS-like
F33_127C|PTC	PTC	-0.8370527752698423	0.0429659453972997	RAS-like
F33_128N|PTC	PTC	-1.0800946877213509	-0.11342986596942278	WT-like
F33_128C|PTC	PTC	-0.9269361730810908	0.4756968844134303	RAS-like
F33_129N|PTC	PTC	-0.4599443734209807	0.6057954309839362	RAS-like
F33_130C|PTC	PTC	-0.3692043222823918	-0.0016916470541807893	WT-like
F33_132C|PTC	PTC	-0.8165501049348801	0.04133052695834816	RAS-like
F33_133N|PTC	PTC	-0.3528846122911642	0.9822335392059323	RAS-like
F33_133C|PTC	PTC	-0.5513639515876346	1.0378479510649572	RAS-like
F34_127N|PTC	PTC	-1.2330976033057008	-0.3675004269997816	WT-like
F34_127C|PTC	PTC	-0.4360767143314548	-0.5618072281372568	WT-like
F34_128N|PTC	PTC	-0.8197932947887655	-0.5665238284029508	WT-like
F34_128C|PTC	PTC	-0.4592402395493808	0.5213727136097948	RAS-like
F34_130N|PTC	PTC	-0.5297588130368619	-0.2864736237527089	WT-like
F34_130C|PTC	PTC	-0.1923090229641407	-0.561128451256705	WT-like
