pmid	title	year	journal	query_types	direction	outcome	clinical	druggable
31593922	Tumor expression of environmental chemical-responsive genes and breast cancer mortality.	2019	Endocrine-related cancer	cancer		0	0	0
30098202	A novel fusion gene PLEKHA6-NTRK3 in langerhans cell histiocytosis.	2019	International journal of cancer	braf		0	0	0
35810566	The genomic profile of double primary secretory breast carcinoma in one patient provides evidence for the treatment of such carcinoma: A case report.	2022	Pathology, research and practice	drug		0	0	1
41229824	Research on the correlation between lung adenocarcinoma and necrosis by sodium overload.	2025	Journal of thoracic disease	cancer,drug		1	0	0
24576533	Pleckstrin homology domain containing 6 protein (PLEKHA6) polymorphisms are associated with psychopathology and response to treatment in schizophrenic patients.	2014	Progress in neuro-psychopharmacology &amp; biological psychiatry	drug		0	1	0
40814363	Multi-omics profiling reveals PLEKHA6 as a modulator of &#x3b2;-catenin signaling and therapeutic vulnerability in lung adenocarcinoma.	2025	American journal of cancer research	cancer,drug	up	1	0	0
38167894	Risk factors associated with age at onset of Parkinson's disease in the UK Biobank.	2024	NPJ Parkinson's disease	drug		0	0	0
35237889	Gene fusions and oncogenic mutations in MLH1 deficient and BRAFV600E wild-type colorectal cancers.	2022	Virchows Archiv : an international journal of pathology	cancer,braf,drug		0	0	0
35977594	Pan-tropomyosin receptor kinase immunohistochemistry is a feasible routine screening strategy for NTRK fusions in mismatch repair-deficient colorectal carcinomas.	2022	Human pathology	drug		0	0	1
