plate_v4_arm	candidate_success_rate	unlock_probability	threshold_successes	n_candidates	endpoint
C_label_rescue	0.8300000000000001	0.9991647899999999	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.84	0.9993446399999999	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.85	0.9994937499999998	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.86	0.99961584	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.87	0.99971439	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.88	0.99979264	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.89	0.99985359	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.9	0.9999	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.91	0.9999343900000001	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.92	0.9999590399999999	1	4	provenance_resolved_positive_binding_rescue
C_label_rescue	0.93	0.99997599	1	4	provenance_resolved_positive_binding_rescue
