stratum	model	n	auroc	boot_mean	ci_lo	ci_hi
itsndb_all	bayesian_only	311	0.7840628984275395	0.784453659433372	0.7337438923281551	0.8359562084791685
itsndb_all	3d_only_cv	311	0.6178495537611559	0.6150843445542888	0.5535753483515681	0.6754612529335424
itsndb_all	bayes_plus_3d_cv	311	0.7802379940501487	0.7797028535518972	0.7262280172719076	0.8318937817338468
in_master_TRUE	bayesian_only	208	0.9384972170686456	0.9391332198656485	0.9041128810665815	0.9677321672398543
in_master_TRUE	3d_only_cv	208	0.6537105751391467	0.6563063257468308	0.5829490997656925	0.7290877405301334
in_master_TRUE	bayes_plus_3d_cv	208	0.9294990723562152	0.9302223969815882	0.8929961402982306	0.9626208474293049
in_master_FALSE_no_overlap	bayesian_only	103	0.4106514084507042	0.41354057552297263	0.29541974007727434	0.5344614845938375
in_master_FALSE_no_overlap	3d_only_cv	103	0.6672535211267606	0.6650706856590323	0.5510721966205837	0.777741256421597
in_master_FALSE_no_overlap	bayes_plus_3d_cv	103	0.6289612676056338	0.626096155172309	0.5096717903575297	0.7456831760905923
