sample_id	cluster	tf	activity
TCGA-EL-A3ZR-01A	DM2	FOXE1	11.223931451890648
TCGA-EM-A2P1-06A	DM1	FOXE1	7.942288410624815
TCGA-ET-A39R-01A	DM1	FOXE1	9.888024161728662
TCGA-ET-A3DR-01A	DM1	FOXE1	10.058192663364318
TCGA-ET-A2N3-01B	DM2	FOXE1	11.030179956651738
TCGA-CE-A485-01A	DM1	FOXE1	9.081304009784777
TCGA-ET-A3DT-01A	DM1	FOXE1	8.27061447078085
TCGA-CE-A13K-01A	DM1	FOXE1	8.231601345544046
TCGA-DJ-A2Q9-01A	DM1	FOXE1	8.357126177996271
TCGA-BJ-A190-01A	DM2	FOXE1	11.103298216340603
TCGA-DE-A3KN-01A	DM1	FOXE1	8.993392008442873
TCGA-EM-A3AL-01A	DM2	FOXE1	11.233143648879148
TCGA-EM-A1YC-01A	DM2	FOXE1	10.368802609044156
TCGA-BJ-A0Z5-01A	DM1	FOXE1	9.233166372363554
TCGA-DO-A1JZ-01A	DM1	FOXE1	7.6940712884119185
TCGA-EM-A3AO-01A	DM1	FOXE1	8.830958864518363
TCGA-EM-A1CW-01A	DM2	FOXE1	10.788171592438324
TCGA-DJ-A3VM-01A	DM2	FOXE1	9.960260372458448
TCGA-EM-A2CL-01A	DM2	FOXE1	11.639455994819565
TCGA-ET-A40T-01A	DM1	FOXE1	9.33408717814504
TCGA-BJ-A0ZF-01A	DM2	FOXE1	9.918579586484702
TCGA-ET-A25L-01A	DM1	FOXE1	7.790889119977135
TCGA-EM-A3FN-01A	DM2	FOXE1	11.326332256975855
TCGA-EM-A1YA-01A	DM2	FOXE1	10.55269467599318
TCGA-E3-A3E0-01A	DM1	FOXE1	10.418573661799511
TCGA-BJ-A0ZC-01A	DM2	FOXE1	11.232143286225726
TCGA-EM-A2CU-01A	DM1	FOXE1	9.551341974621357
TCGA-DJ-A3V3-01A	DM1	FOXE1	9.745332594888199
TCGA-BJ-A45K-01A	DM2	FOXE1	11.098217738242868
TCGA-FY-A3R6-01A	DM1	FOXE1	9.9259893675511
TCGA-IM-A41Z-01A	DM2	FOXE1	10.756835855272618
TCGA-EL-A3CX-01A	DM1	FOXE1	4.0658275893681965
TCGA-EM-A1YB-01A	DM2	FOXE1	9.167829474389709
TCGA-ET-A3DV-01A	DM2	FOXE1	11.323683900133188
TCGA-BJ-A28V-01A	DM2	FOXE1	11.3037301759498
TCGA-EM-A3FP-01A	DM2	FOXE1	10.681845605764067
TCGA-EM-A22N-01A	DM2	FOXE1	10.901188768752272
TCGA-DJ-A3VL-01A	DM1	FOXE1	11.000910729603754
TCGA-EM-A3FL-01A	DM2	FOXE1	11.128686595256953
TCGA-EM-A2OY-01A	DM2	FOXE1	10.744710825389449
TCGA-EM-A3AJ-01A	DM1	FOXE1	9.59608364859481
TCGA-FE-A238-01A	DM1	FOXE1	8.615238832543229
TCGA-DJ-A2Q1-01A	DM1	FOXE1	5.760070167855505
TCGA-EM-A1YE-01A	DM2	FOXE1	11.286437058813258
TCGA-ET-A25N-01A	DM1	FOXE1	8.783564102482565
TCGA-E8-A438-01A	DM1	FOXE1	8.600624896631812
TCGA-ET-A3DQ-01A	DM1	FOXE1	9.456358666994475
TCGA-J8-A3O1-01A	DM1	FOXE1	6.071097116331774
TCGA-FE-A239-01A	DM2	FOXE1	10.392109893427994
TCGA-DE-A4M8-01A	DM1	FOXE1	9.557432896940762
TCGA-BJ-A28W-01A	DM1	FOXE1	9.770209856346144
TCGA-BJ-A28T-01A	DM1	FOXE1	10.588997204932303
TCGA-EM-A3FQ-06A	DM1	FOXE1	9.739356984174082
TCGA-DJ-A4V0-01A	DM1	FOXE1	10.759313930805362
TCGA-EL-A3H2-01A	DM2	FOXE1	11.297201049772545
TCGA-EM-A2CO-01A	DM2	FOXE1	10.517452269214656
TCGA-EL-A3ZM-01A	DM1	FOXE1	5.329412666894432
TCGA-FE-A3PA-01A	DM1	FOXE1	9.287231884404274
TCGA-ET-A25P-01A	DM1	FOXE1	10.450452515859052
TCGA-BJ-A191-01A	DM2	FOXE1	7.809437241405757
TCGA-EM-A3O9-01A	DM2	FOXE1	7.751801814164875
TCGA-DJ-A3UV-01A	DM1	FOXE1	10.797459169151063
TCGA-FE-A3PD-01A	DM1	FOXE1	9.014978305601453
TCGA-ET-A3BN-01A	DM1	FOXE1	8.572694836012369
TCGA-BJ-A45E-01A	DM1	FOXE1	8.34647459032268
TCGA-EL-A3D5-01A	DM2	FOXE1	10.769307109400437
TCGA-EL-A3CW-01A	DM1	FOXE1	10.639592468945024
TCGA-KS-A41J-01A	DM1	FOXE1	8.65082537854427
TCGA-BJ-A0ZA-01A	DM2	FOXE1	11.263025537496171
TCGA-KS-A41L-01A	DM2	FOXE1	10.523542914298625
TCGA-BJ-A28S-01A	DM2	FOXE1	10.805148811209037
TCGA-BJ-A28Z-01A	DM1	FOXE1	8.233766066383842
TCGA-DJ-A3US-01A	DM1	FOXE1	11.015933124769015
TCGA-DE-A2OL-01A	DM2	FOXE1	11.44097864229596
TCGA-FK-A3S3-01A	DM1	FOXE1	8.687349940616254
TCGA-ET-A39T-01A	DM1	FOXE1	8.775177592593279
TCGA-DE-A69K-01A	DM1	FOXE1	8.745897190290105
TCGA-ET-A25M-01A	DM1	FOXE1	8.53243452488062
TCGA-DJ-A4V5-01A	DM1	FOXE1	9.318889976634816
TCGA-DE-A4M9-01A	DM2	FOXE1	10.150187469151119
TCGA-ET-A39N-01A	DM2	FOXE1	9.625176883263327
TCGA-E8-A416-01A	DM2	FOXE1	11.332899942518615
TCGA-KS-A4ID-01A	DM1	FOXE1	10.170595426903093
TCGA-DJ-A13U-01A	DM1	FOXE1	9.545416179314627
TCGA-EL-A3T2-01A	DM2	FOXE1	11.117525846947984
TCGA-DE-A4MA-01A	DM1	FOXE1	6.96253596243329
TCGA-DJ-A2Q0-01A	DM2	FOXE1	8.56563699384043
TCGA-EL-A3T6-01A	DM1	FOXE1	8.728065661715428
TCGA-EM-A3O8-01A	DM2	FOXE1	11.18034149093249
TCGA-DJ-A2Q2-01A	DM2	FOXE1	10.690573367090204
TCGA-BJ-A0ZG-01A	DM2	FOXE1	11.437963043667736
TCGA-EM-A2OW-01A	DM2	FOXE1	10.961985928425307
TCGA-BJ-A3F0-01A	DM2	FOXE1	11.364028955031566
TCGA-EL-A3CY-01A	DM1	FOXE1	8.550907709211856
TCGA-EM-A3AQ-01A	DM1	FOXE1	8.953446628001958
TCGA-J8-A4HW-06A	DM1	FOXE1	9.07770883028561
TCGA-J8-A4HW-01A	DM1	FOXE1	9.84134301785384
TCGA-BJ-A291-01A	DM2	FOXE1	8.07918461072992
TCGA-CE-A3MD-01A	DM1	FOXE1	9.901537857273281
TCGA-EL-A3ZN-01A	DM1	FOXE1	9.566278110148513
TCGA-BJ-A2N9-01A	DM2	FOXE1	11.088455892759976
TCGA-DJ-A4UP-01A	DM1	FOXE1	9.986336612382376
TCGA-E8-A44M-01A	DM1	FOXE1	9.79548791686965
TCGA-EM-A3O6-01A	DM2	FOXE1	11.22356090746708
TCGA-EM-A4FH-01A	DM2	FOXE1	11.501330499079826
TCGA-FY-A40N-01A	DM2	FOXE1	10.57472100823586
TCGA-FY-A3WA-01A	DM2	FOXE1	11.572664537250942
TCGA-ET-A2MX-01A	DM1	FOXE1	8.374894591858633
TCGA-FY-A3I5-01B	DM2	FOXE1	10.748316765539359
TCGA-EM-A2OV-01A	DM2	FOXE1	10.388833428377566
TCGA-EM-A3AI-01A	DM2	FOXE1	11.635342849907554
TCGA-FY-A4B0-01A	DM2	FOXE1	11.138655931897425
TCGA-FY-A40M-01A	DM1	FOXE1	6.2449770183704985
TCGA-ET-A4KN-01A	DM1	FOXE1	5.600314313167236
TCGA-ET-A40P-01A	DM1	FOXE1	10.262488989492878
TCGA-FE-A22Z-01A	DM1	FOXE1	7.186329594919307
TCGA-FK-A3SG-01A	DM1	FOXE1	9.4952867539046
TCGA-EM-A22Q-01A	DM1	FOXE1	10.093979218245835
TCGA-DE-A4MC-01A	DM1	FOXE1	7.906971244578383
TCGA-DJ-A13S-01A	DM2	FOXE1	9.993140663519776
TCGA-EM-A3SY-01A	DM2	FOXE1	8.785225886885609
TCGA-EL-A3TB-01A	DM1	FOXE1	9.482731339581044
TCGA-BJ-A45C-01A	DM2	FOXE1	11.120601454185133
TCGA-DJ-A2PX-01A	DM1	FOXE1	9.452014286259116
TCGA-EL-A3ZS-01A	DM1	FOXE1	9.716590844326012
TCGA-FK-A3SE-01A	DM1	HHEX	9.704775074886342
TCGA-FY-A2QD-01A	DM2	HHEX	10.422636407394162
TCGA-EL-A4KD-01A	DM1	HHEX	10.2537602423187
TCGA-BJ-A192-01A	DM2	HHEX	10.021163125998083
TCGA-ET-A40S-01A	DM1	HHEX	9.288952536450388
TCGA-ET-A39L-01A	DM1	HHEX	10.427273403887332
TCGA-KS-A4IB-01A	DM1	HHEX	9.9164868941475
TCGA-DJ-A2PO-01A	DM1	HHEX	9.772334319189852
TCGA-EM-A2CJ-01A	DM2	HHEX	10.991933671914907
TCGA-DJ-A1QL-01A	DM2	HHEX	10.708087013020013
TCGA-EM-A1CS-01A	DM1	HHEX	10.132474847650693
TCGA-CE-A484-01A	DM1	HHEX	10.306655099029298
TCGA-EL-A3ZP-01A	DM1	HHEX	10.079182115752722
TCGA-BJ-A0YZ-01A	DM2	HHEX	10.11689881221328
TCGA-FY-A3NM-01A	DM2	HHEX	10.9503275198571
TCGA-BJ-A3PR-01A	DM1	HHEX	8.893762884141303
TCGA-EL-A3CO-01A	DM1	HHEX	9.544099711805293
TCGA-CE-A482-01A	DM1	HHEX	9.821435020014965
TCGA-EM-A3FQ-01A	DM1	HHEX	9.794150029893334
TCGA-EL-A3GO-01A	DM2	HHEX	10.243371262034008
TCGA-DJ-A3UZ-01A	DM1	HHEX	10.213212311448265
TCGA-E8-A432-01A	DM1	HHEX	9.214402924576452
TCGA-DJ-A4UT-01A	DM1	HHEX	9.607397230423086
TCGA-ET-A40R-01A	DM1	HHEX	10.431211954860363
TCGA-EM-A3FR-01A	DM2	HHEX	10.411670322577722
TCGA-DJ-A4UQ-01A	DM1	HHEX	10.320697989002003
TCGA-ET-A4KQ-01A	DM2	HHEX	10.894104459348123
TCGA-CE-A481-01A	DM1	HHEX	10.155800997440288
TCGA-EM-A2CP-01A	DM1	HHEX	9.530331237043121
TCGA-EL-A3H3-01A	DM1	HHEX	8.690642446169644
TCGA-EL-A3CS-01A	DM1	HHEX	9.495501524202984
TCGA-FK-A3SD-01A	DM2	HHEX	10.616315562562638
TCGA-DJ-A13W-01A	DM1	HHEX	8.909598587519174
TCGA-DJ-A13R-01A	DM1	HHEX	8.740950840565418
TCGA-EL-A3ZK-01A	DM1	HHEX	9.098037979692938
TCGA-ET-A3DS-01A	DM2	HHEX	11.122698762977077
TCGA-EL-A3D4-01A	DM1	HHEX	10.351437477850613
TCGA-EM-A3AN-01A	DM1	HHEX	10.060295431558943
TCGA-DE-A0Y2-01A	DM1	HHEX	9.39298244693823
TCGA-CE-A27D-01A	DM1	HHEX	10.263299056781426
TCGA-BJ-A0Z0-01A	DM2	HHEX	10.933633125652717
TCGA-FK-A4UB-01A	DM1	HHEX	9.94589091440767
TCGA-H2-A421-01A	DM1	HHEX	9.362939179307432
TCGA-CE-A483-01A	DM1	HHEX	9.804717856394179
TCGA-FY-A76V-01A	DM1	HHEX	10.235202592141533
TCGA-DO-A2HM-01B	DM1	HHEX	8.553570332874388
TCGA-EL-A3T0-01A	DM1	HHEX	9.895327902145448
TCGA-BJ-A0ZJ-01A	DM1	HHEX	10.361140120550164
TCGA-EL-A3T9-01A	DM1	HHEX	7.644899455357979
TCGA-EM-A1YD-01A	DM2	HHEX	10.794849534129352
TCGA-EL-A3H1-01A	DM2	HHEX	10.74421341731729
TCGA-DJ-A3VK-01A	DM1	HHEX	10.427991919524633
TCGA-EM-A4FR-01A	DM1	HHEX	10.415976429810092
TCGA-EL-A3ZR-01A	DM2	HHEX	10.949792824253066
TCGA-EM-A2P1-06A	DM1	HHEX	8.804453172731087
TCGA-ET-A39R-01A	DM1	HHEX	10.135187252602194
TCGA-ET-A3DR-01A	DM1	HHEX	10.365328814748805
TCGA-ET-A2N3-01B	DM2	HHEX	10.69807806474282
TCGA-CE-A485-01A	DM1	HHEX	9.513663097595169
TCGA-ET-A3DT-01A	DM1	HHEX	9.26327394754466
TCGA-CE-A13K-01A	DM1	HHEX	9.686191613948546
TCGA-DJ-A2Q9-01A	DM1	HHEX	8.250128679124678
TCGA-BJ-A190-01A	DM2	HHEX	10.489522652780371
TCGA-DE-A3KN-01A	DM1	HHEX	9.694291389622167
TCGA-EM-A3AL-01A	DM2	HHEX	10.4801143096642
TCGA-EM-A1YC-01A	DM2	HHEX	9.416332897370005
TCGA-BJ-A0Z5-01A	DM1	HHEX	9.88567260546356
TCGA-DO-A1JZ-01A	DM1	HHEX	10.096076694688561
TCGA-EM-A3AO-01A	DM1	HHEX	9.617640315894851
TCGA-EM-A1CW-01A	DM2	HHEX	10.035256522548258
TCGA-DJ-A3VM-01A	DM2	HHEX	10.063151648507606
TCGA-EM-A2CL-01A	DM2	HHEX	10.82736366956863
TCGA-ET-A40T-01A	DM1	HHEX	9.906550635439881
TCGA-BJ-A0ZF-01A	DM2	HHEX	10.528548382465747
TCGA-ET-A25L-01A	DM1	HHEX	9.097726617320832
TCGA-EM-A3FN-01A	DM2	HHEX	10.547253239595406
TCGA-EM-A1YA-01A	DM2	HHEX	9.793175099456542
TCGA-E3-A3E0-01A	DM1	HHEX	10.116271285495
TCGA-BJ-A0ZC-01A	DM2	HHEX	10.7548756851009
TCGA-EM-A2CU-01A	DM1	HHEX	10.019945053050897
TCGA-DJ-A3V3-01A	DM1	HHEX	10.094092007620072
TCGA-BJ-A45K-01A	DM2	HHEX	10.825490962338126
TCGA-FY-A3R6-01A	DM1	HHEX	9.806917068634037
TCGA-IM-A41Z-01A	DM2	HHEX	10.367037097304655
TCGA-EL-A3CX-01A	DM1	HHEX	4.930529638109446
TCGA-EM-A1YB-01A	DM2	HHEX	8.359181909068626
TCGA-ET-A3DV-01A	DM2	HHEX	10.733064591702409
TCGA-BJ-A28V-01A	DM2	HHEX	10.78861274029769
TCGA-EM-A3FP-01A	DM2	HHEX	10.354477404427396
TCGA-EM-A22N-01A	DM2	HHEX	10.17679411959276
TCGA-DJ-A3VL-01A	DM1	HHEX	10.467914078641213
TCGA-EM-A3FL-01A	DM2	HHEX	10.408984519135421
TCGA-EM-A2OY-01A	DM2	HHEX	9.734236530705985
TCGA-EM-A3AJ-01A	DM1	HHEX	10.174063237699198
TCGA-FE-A238-01A	DM1	HHEX	10.045781236256087
TCGA-DJ-A2Q1-01A	DM1	HHEX	7.598338310583183
TCGA-EM-A1YE-01A	DM2	HHEX	10.981720237733313
TCGA-ET-A25N-01A	DM1	HHEX	9.5277619555938
TCGA-E8-A438-01A	DM1	HHEX	9.865745913361073
TCGA-ET-A3DQ-01A	DM1	HHEX	9.447440476018514
TCGA-J8-A3O1-01A	DM1	HHEX	8.725909270190678
TCGA-FE-A239-01A	DM2	HHEX	10.616819308968797
TCGA-DE-A4M8-01A	DM1	HHEX	9.76426958025669
TCGA-BJ-A28W-01A	DM1	HHEX	9.188450482242555
TCGA-BJ-A28T-01A	DM1	HHEX	10.116417095220209
TCGA-EM-A3FQ-06A	DM1	HHEX	10.247670334863553
TCGA-DJ-A4V0-01A	DM1	HHEX	10.568910282390345
TCGA-EL-A3H2-01A	DM2	HHEX	10.63279681605827
TCGA-EM-A2CO-01A	DM2	HHEX	9.97855681590696
TCGA-EL-A3ZM-01A	DM1	HHEX	7.69551615703279
TCGA-FE-A3PA-01A	DM1	HHEX	10.047080352033776
TCGA-ET-A25P-01A	DM1	HHEX	10.40445389254123
TCGA-BJ-A191-01A	DM2	HHEX	9.71428988544377
TCGA-EM-A3O9-01A	DM2	HHEX	7.140302920190638
TCGA-DJ-A3UV-01A	DM1	HHEX	10.571857496570804
TCGA-FE-A3PD-01A	DM1	HHEX	10.000714744981718
TCGA-ET-A3BN-01A	DM1	HHEX	10.005038855476238
TCGA-BJ-A45E-01A	DM1	HHEX	7.951719626106666
TCGA-EL-A3D5-01A	DM2	HHEX	10.483911835113124
TCGA-EL-A3CW-01A	DM1	HHEX	10.11214253675211
TCGA-KS-A41J-01A	DM1	HHEX	9.512642534847258
TCGA-BJ-A0ZA-01A	DM2	HHEX	10.855567408752886
TCGA-KS-A41L-01A	DM2	HHEX	10.613915786643364
TCGA-BJ-A28S-01A	DM2	HHEX	10.74554737401456
TCGA-BJ-A28Z-01A	DM1	HHEX	9.056341907797659
TCGA-DJ-A3US-01A	DM1	HHEX	10.698587106784192
TCGA-DE-A2OL-01A	DM2	HHEX	10.880242157133033
TCGA-FK-A3S3-01A	DM1	HHEX	9.824103172887774
TCGA-ET-A39T-01A	DM1	HHEX	9.781683174008482
TCGA-DE-A69K-01A	DM1	HHEX	9.776825273009672
TCGA-ET-A25M-01A	DM1	HHEX	9.746617555577787
TCGA-DJ-A4V5-01A	DM1	HHEX	9.883187448131572
TCGA-DE-A4M9-01A	DM2	HHEX	10.729074767596652
TCGA-ET-A39N-01A	DM2	HHEX	9.70662808336792
TCGA-E8-A416-01A	DM2	HHEX	10.762340868453174
TCGA-KS-A4ID-01A	DM1	HHEX	9.867563838035739
TCGA-DJ-A13U-01A	DM1	HHEX	9.927325561939163
TCGA-EL-A3T2-01A	DM2	HHEX	10.499627153900615
TCGA-DE-A4MA-01A	DM1	HHEX	8.953189430710555
TCGA-DJ-A2Q0-01A	DM2	HHEX	7.334056201119173
TCGA-EL-A3T6-01A	DM1	HHEX	9.665862555010204
TCGA-EM-A3O8-01A	DM2	HHEX	10.636117166910813
TCGA-DJ-A2Q2-01A	DM2	HHEX	10.461963349446545
TCGA-BJ-A0ZG-01A	DM2	HHEX	10.730934902828807
TCGA-EM-A2OW-01A	DM2	HHEX	9.820881544689687
TCGA-BJ-A3F0-01A	DM2	HHEX	10.318342354149236
TCGA-EL-A3CY-01A	DM1	HHEX	8.67300100878936
TCGA-EM-A3AQ-01A	DM1	HHEX	9.730895018029926
TCGA-J8-A4HW-06A	DM1	HHEX	9.867402952575162
TCGA-J8-A4HW-01A	DM1	HHEX	10.29309891172861
TCGA-BJ-A291-01A	DM2	HHEX	9.579792691276493
TCGA-CE-A3MD-01A	DM1	HHEX	9.982405147317795
TCGA-EL-A3ZN-01A	DM1	HHEX	9.796073691072257
TCGA-BJ-A2N9-01A	DM2	HHEX	10.150419086629455
TCGA-DJ-A4UP-01A	DM1	HHEX	9.95012320361955
TCGA-E8-A44M-01A	DM1	HHEX	9.849930692273743
TCGA-EM-A3O6-01A	DM2	HHEX	10.414429172648692
TCGA-EM-A4FH-01A	DM2	HHEX	10.831382644078456
TCGA-FY-A40N-01A	DM2	HHEX	10.581874380512852
TCGA-FY-A3WA-01A	DM2	HHEX	10.730303829223649
TCGA-ET-A2MX-01A	DM1	HHEX	8.800095817207458
TCGA-FY-A3I5-01B	DM2	HHEX	10.409757355379584
TCGA-EM-A2OV-01A	DM2	HHEX	9.966144992317073
TCGA-EM-A3AI-01A	DM2	HHEX	10.870703344325992
TCGA-FY-A4B0-01A	DM2	HHEX	10.304739856091548
TCGA-FY-A40M-01A	DM1	HHEX	8.910255831493682
TCGA-ET-A4KN-01A	DM1	HHEX	7.666645988678399
TCGA-ET-A40P-01A	DM1	HHEX	9.93502789733736
TCGA-FE-A22Z-01A	DM1	HHEX	9.457792613531586
TCGA-FK-A3SG-01A	DM1	HHEX	9.554175209528225
TCGA-EM-A22Q-01A	DM1	HHEX	9.946923543501844
TCGA-DE-A4MC-01A	DM1	HHEX	9.264216014099063
TCGA-DJ-A13S-01A	DM2	HHEX	10.178043315144018
TCGA-EM-A3SY-01A	DM2	HHEX	7.9684072305590234
TCGA-EL-A3TB-01A	DM1	HHEX	10.283486788037662
TCGA-BJ-A45C-01A	DM2	HHEX	10.7223366142693
TCGA-DJ-A2PX-01A	DM1	HHEX	9.835573922482835
TCGA-EL-A3ZS-01A	DM1	HHEX	9.840966198791488
