endpoint	effect_dm2_minus_dm1	pvalue	n_valid	abs_effect
age	12.890148654146223	6.185203431976058e-07	174	12.890148654146223
stage_ord	-0.07797029702970293	0.5927394162974657	165	0.07797029702970293
rai_score_recalc	1.5957815105013733	6.26563237763134e-24	178	1.5957815105013733
tds16_score	1.3133997531379933	1.832539290096821e-23	178	1.3133997531379933
histology_cPTC_vs_FVPTC	86.0	4.167157e-08	178	86.0
