driver_dm_group	n	age_mean	tds_mean	rai_mean
BRAF/DM1_like	279	48.320117163908684	-0.60953477120197	6.903389898937565
BRAF/DM2_like	2	44.80355920602327	1.530696743985143	9.465360850815813
RAS/DM1_like	15	45.242984257357975	0.5902671249225424	8.144083753681008
RAS/DM2_like	39	46.3421962477404	1.1107839531790789	8.766779104337045
