pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
33	prerank	Antigen processing and presentation	-0.890731157009932	-1.3972871445284203	0.010230179028132993	0.04136462902750637	0.506	34/70	5.33%	HLA-DQA1;HLA-DRB1;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;CD74;HLA-DRB5;CIITA;HLA-DQA2;HLA-DOB;HLA-G;HLA-B;CD4;CTSS;HLA-DMA;HLA-F;HLA-A;HLA-C;TAP1;TAP2;CD8B;HLA-E;B2M;HSPA6;CD8A;KLRC1;KLRD1;PSME2;HLA-DMB;PSME1;IFNG;TNF	KEGG
34	prerank	Human T-cell leukemia virus 1 infection	-0.826253376910572	-1.395115666549536	0.0011037527593818985	0.04291123742185536	0.535	77/217	6.66%	JAK3;ICAM1;CREB5;HLA-DQA1;ITGB2;HLA-DRB1;HLA-DOA;SPI1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;IL2RG;HLA-DRB5;CD3E;CCNA1;ADCY8;CD40;HLA-DQA2;MMP7;HLA-DOB;HLA-G;ADCY7;LCK;PIK3CD;CD3D;HLA-B;IL2RA;CD4;CSF2;IL2RB;HLA-DMA;NFKB2;HLA-F;TGFBR1;TNFRSF1A;HLA-A;HLA-C;CD3G;RELB;TGFB1;FOSL1;CDKN2A;ITGAL;IL1R2;MYC;STAT5A;MAP3K14;HLA-E;B2M;LTA;BCL2L1;IL15RA;TGFB3;CHEK2;IL6;TNFRSF13C;CCND3;TSPO;CCND2;CDKN2B;HLA-DMB;MAP3K1;CCND1;TNF;BAX;ELK1;CCNB2;CCNA2;ZFP36;TGFB2;RELA;CDKN2C;ETS1;MAD1L1;TCF3;ESPL1	KEGG
35	prerank	Type I diabetes mellitus	-0.9383742141151701	-1.3930049702790022	0.008708272859216255	0.044522094435334635	0.557	29/41	5.48%	HLA-DQA1;HLA-DRB1;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD86;HLA-DQA2;HLA-DOB;HLA-G;HLA-B;HLA-DMA;FAS;HLA-F;HLA-A;HLA-C;CD28;GZMB;HLA-E;LTA;PRF1;FASLG;IL1B;HLA-DMB;IFNG;TNF;CD80	KEGG
36	prerank	Pathogenic Escherichia coli infection	-0.8197880263970961	-1.3896257899874982	0.01002227171492205	0.04760152233576975	0.593	58/194	6.29%	MYO1G;CLDN1;CLDN16;CLDN10;LPAR5;CLDN2;CXCL8;MYO1F;FCGR2A;NCKAP1L;PYCARD;TUBA1A;FAS;IL18;CYTH4;HCLS1;TNFRSF1A;TNFRSF10A;NLRP3;MYH10;WIPF1;WASF1;CASP1;CASP4;TUBA4A;TUBB6;SRC;ARPC2;MAPK13;CASP8;ARF6;CLDN4;FASLG;FYN;TLR5;MYD88;IL6;PTPN6;ARHGEF1;IL1B;BAIAP2;CTTN;TNFRSF10B;CLDN11;ARHGEF2;CLDN9;TNF;MYO6;PAK3;BAX;CLDN7;ARPC5L;MYO1E;ARPC4;CASP7;ACTB;RELA;CASP3	KEGG
37	prerank	Viral myocarditis	-0.9133967209814164	-1.3839421513407721	0.005420054200542005	0.05600727670354441	0.656	31/57	3.69%	RAC2;ICAM1;HLA-DQA1;ITGB2;HLA-DRB1;HLA-DOA;CD55;HLA-DPB1;HLA-DRA;BID;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD86;CD40;HLA-DQA2;HLA-DOB;HLA-G;HLA-B;HLA-DMA;HLA-F;HLA-A;HLA-C;ITGAL;CD28;CD40LG;HLA-E;CASP8;DMD;PRF1;FYN	KEGG
38	prerank	Thermogenesis	0.6194043205146227	1.3802421832118965	0.0125	0.3047494099994722	0.886	98/219	8.60%	PPARGC1A;RPS6KA6;BMP8A;NDUFA5;ADCY1;ACSL1;COX10;BMP8B;ATP5F1B;CPT2;PRDM16;PRKACB;SLC25A20;NDUFB2;ATP5F1A;PRKAA2;UQCRC2;ATP5MC1;NDUFC2;COX8A;CYC1;COX15;SDHD;CREB3L2;COA7;ATP5PD;SDHC;ADCY9;SLC25A29;UQCRFS1;NDUFS1;UQCRHL;ATP5PB;PRKG1;SOS2;NDUFB5;ATP5MC3;COX7B;UQCRH;SMARCA2;NDUFA8;NDUFA10;NDUFA1;NDUFS2;UQCR10;COX18;COX11;ATP5F1C;NDUFV1;TSC2;NDUFA6;NDUFV3;NDUFB3;ATP5PF;NDUFA12;CPT1A;COX5A;ACSL3;NDUFB11;NDUFAF4;COX6C;NDUFB6;COA1;NDUFS4;CREB3L1;COX6A1;SDHB;COX7C;SDHA;COX7A2;PRKAG2;RPS6KA1;NDUFA2;NDUFA9;UQCRQ;NDUFS3;ARID1A;UQCRC1;PRKAB2;COX14;NPR1;PRKAG1;GNAS;PPARG;ATP5MC2;NDUFAF1;COX5B;NDUFS6;NDUFB1;NDUFB10;ATF2;ARID1B;NDUFB9;ATP5PO;NDUFA4;NDUFS7;ACSL6;COX19	KEGG
39	prerank	Graft-versus-host disease	-0.9401770099958072	-1.3798996618037824	0.00904977375565611	0.06136935100142847	0.698	31/38	5.48%	HLA-DQA1;HLA-DRB1;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD86;HLA-DQA2;HLA-DOB;HLA-G;HLA-B;HLA-DMA;FAS;HLA-F;HLA-A;HLA-C;CD28;GZMB;HLA-E;KLRC1;PRF1;FASLG;IL6;KLRD1;IL1B;HLA-DMB;IFNG;TNF;CD80	KEGG
40	prerank	TNF signaling pathway	-0.842722472339011	-1.3793295858342989	0.013268998793727383	0.060212926400116766	0.706	49/112	6.53%	ICAM1;CREB5;CXCL2;BIRC3;CCL5;PTGS2;TRAF5;TNFRSF1B;PIK3CD;CSF2;NOD2;FAS;MMP9;TNFRSF1A;CXCL10;CCL2;CCL20;LIF;CSF1;BCL3;IRF1;TRAF1;MAP3K14;CX3CL1;LTA;MAPK13;CASP8;VCAM1;DAB2IP;CXCL3;IL6;CFLAR;SOCS3;MAP3K5;IL1B;TNFAIP3;CASP10;CXCL5;CXCL1;MMP14;TNF;IL18R1;RPS6KA4;JUNB;MAP2K7;CASP7;RELA;CASP3;MLKL	KEGG
41	prerank	Allograft rejection	-0.9393200556027819	-1.3789713020169487	0.0074962518740629685	0.058823775586884175	0.709	29/35	5.48%	HLA-DQA1;HLA-DRB1;HLA-DOA;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD86;CD40;HLA-DQA2;HLA-DOB;HLA-G;HLA-B;HLA-DMA;FAS;HLA-F;HLA-A;HLA-C;CD28;GZMB;CD40LG;HLA-E;PRF1;FASLG;HLA-DMB;IFNG;TNF;CD80	KEGG
42	prerank	Tuberculosis	-0.8300882703193552	-1.3788053888710612	0.011210762331838564	0.05728326265517437	0.71	63/174	5.33%	MRC2;C3;HLA-DQA1;CORO1A;ITGB2;HLA-DRB1;ITGAX;HLA-DOA;FCER1G;ITGAM;PLK3;HLA-DPB1;HLA-DRA;BID;MRC1;HLA-DPA1;HLA-DQB1;LSP1;CD74;HLA-DRB5;CLEC7A;CIITA;FCGR2B;HLA-DQA2;HLA-DOB;FCGR2A;STAT1;IL10RA;CTSS;HLA-DMA;NOD2;IL18;CARD9;TNFRSF1A;IRAK2;TCIRG1;TLR2;TGFB1;FCGR3A;FCGR2C;CR1;CD14;SRC;TLR6;MAPK13;FCGR1A;CASP8;RIPK2;TGFB3;IFNGR1;MYD88;IL6;IL1B;SPHK1;CASP10;TLR1;VDR;HLA-DMB;IL23A;CALM2;IFNG;CTSD;TNF	KEGG
43	prerank	Kaposi sarcoma-associated herpesvirus infection	-0.8031097885070002	-1.3640579802922213	0.012168141592920354	0.08522658167105134	0.827	71/190	8.00%	ICAM1;C3;CXCL2;BID;HCK;CD86;PTGS2;CXCL8;CCR1;HLA-G;STAT1;CCR5;PIK3CD;HLA-B;PIK3R5;CSF2;GNB4;FAS;CLEC2B;HLA-F;TNFRSF1A;HLA-A;CCR4;HLA-C;LYN;TCF7;IKBKE;MICB;MYC;SRC;HLA-E;CD200R1;PIK3R6;MAPK13;PIK3CG;FGF2;CASP8;IFNAR2;IRF9;CXCL3;IFNGR1;IRF3;IL6;IRF7;CXCL1;GNGT2;ITPR2;CCND1;CALM2;MAPKAPK2;TICAM1;BAX;GNB5;ZFP36;MAP2K7;RELA;CASP3;STAT2;HIF1A;GNB3;CCR8;STAT3;NFATC4;CCR3;CTNNB1;MICA;MAPK11;PIK3R1;E2F2;NFATC2;NFATC1	KEGG
44	prerank	Pertussis	-0.8635532758396056	-1.3554610981543662	0.014120667522464698	0.1053614125392959	0.899	38/76	6.29%	C3;NOD1;ITGB2;ITGAM;CXCL8;PYCARD;C2;C1S;SERPING1;C1QB;C1R;C1QC;C1QA;LY96;NLRP3;SFTPA1;IRF8;CASP1;C4B;IRF1;SFTPA2;CD14;C4A;MAPK13;GNAI2;IRF3;MYD88;IL6;IL1B;CXCL5;IL23A;CALM2;TICAM1;TNF;CASP7;CFL1;RELA;CASP3	KEGG
45	prerank	Toxoplasmosis	-0.8288132534138453	-1.3528509207874768	0.02045728038507822	0.1094557762454202	0.917	40/110	4.43%	LAMB3;ALOX5;HLA-DQA1;HLA-DRB1;LDLR;HLA-DOA;BIRC3;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD40;CIITA;HLA-DQA2;HLA-DOB;STAT1;CCR5;IL10RA;PIK3R5;HLA-DMA;BIRC7;TNFRSF1A;LY96;TLR2;TGFB1;LAMA3;CD40LG;PIK3R6;HSPA6;BCL2L1;MAPK13;PIK3CG;GNAI2;CASP8;TGFB3;IFNGR1;MYD88;SOCS1;HLA-DMB	KEGG
46	prerank	Malaria	-0.890840730671074	-1.3512704374184576	0.01977401129943503	0.11091436996435008	0.925	28/50	6.22%	ICAM1;ITGB2;MET;COMP;CXCL8;CD40;ACKR1;IL18;TLR2;KLRB1;CCL2;TGFB1;ITGAL;SELP;CR1;CD40LG;THBS2;THBS1;VCAM1;TGFB3;MYD88;IL6;IL1B;LRP1;IFNG;TNF;KLRK1;TGFB2	KEGG
47	prerank	Valine, leucine and isoleucine degradation	0.7937376335239515	1.3511006540181545	0.0594059405940594	0.38540543529346716	0.94	34/48	4.46%	ALDH6A1;ACAD8;ALDH1B1;ACADSB;BCAT2;ALDH7A1;MCCC2;AACS;ACADM;DBT;HADH;PCCB;ALDH9A1;ALDH2;DLD;ACAT1;BCKDHB;ACADS;EHHADH;HIBADH;OXCT1;HMGCS1;MMUT;HSD17B10;HADHB;PCCA;AOX1;ECHS1;HMGCL;HMGCS2;MCCC1;HADHA;AUH;IVD	KEGG
48	prerank	Legionellosis	-0.8809277206848627	-1.3439646558595428	0.028187919463087248	0.12800139289042953	0.945	26/57	6.29%	C3;CXCL2;ITGB2;ITGAM;CXCL8;PYCARD;IL18;NFKB2;TLR2;CASP1;CR1;CD14;NLRC4;HSPA6;CASP8;CXCL3;TLR5;MYD88;IL6;IL1B;CXCL1;CLK1;TNF;CASP7;RELA;CASP3	KEGG
49	prerank	Asthma	-0.9477902656997536	-1.3412850303540857	0.009302325581395349	0.13263090467047703	0.957	15/28	2.64%	HLA-DQA1;HLA-DRB1;HLA-DOA;FCER1G;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DRB5;CD40;HLA-DQA2;HLA-DOB;FCER1A;HLA-DMA;CD40LG	KEGG
50	prerank	Amoebiasis	-0.8341147705004855	-1.3392874389950953	0.020833333333333332	0.13570383242155495	0.963	35/101	5.60%	LAMB3;FN1;CXCL2;ITGB2;ITGAM;COL1A1;CD1C;GNA15;CXCL8;RAB7B;CD1E;PLCB2;PIK3CD;CD1A;CSF2;SERPINB9;ACTN1;TLR2;TGFB1;IL1R2;LAMA3;CD14;COL1A2;COL3A1;CD1B;TGFB3;CXCL3;IL6;IL1B;CXCL1;LAMA1;IFNG;TNF;COL4A3;PRKCB	KEGG
51	prerank	NOD-like receptor signaling pathway	-0.8030043462456014	-1.3389074453467102	0.012471655328798186	0.13376415928127203	0.967	60/172	6.76%	GBP2;STING1;NOD1;CXCL2;BIRC3;CCL5;CXCL8;TRAF5;PSTPIP1;PLCB2;STAT1;PYCARD;IFI16;CYBB;NOD2;IL18;CARD9;GBP5;NLRP3;TRPM2;GBP3;CCL2;CASP1;CASP4;TRPV2;IKBKE;P2RX7;AIM2;NLRC4;BCL2L1;MAPK13;CASP8;RIPK2;IFNAR2;IRF9;CXCL3;CARD16;IRF3;OAS1;MYD88;IL6;CYBA;IRF7;IL1B;GBP1;TNFAIP3;OAS3;CXCL1;ITPR2;TICAM1;TNF;NAMPT;TANK;ANTXR2;NLRP6;RELA;STAT2;GBP4;NLRP1;OAS2	KEGG
52	prerank	Regulation of actin cytoskeleton	-0.7856461458966846	-1.3388642124730434	0.013172338090010977	0.13066428108515613	0.967	53/218	6.30%	FN1;RAC2;TMSB4X;LPAR5;ITGB4;ITGB2;ITGAX;ITGAM;ITGB8;TIAM1;NCKAP1L;VAV1;PIK3CD;ITGA3;RRAS;ITGB7;ACTN1;MYH10;WASF1;GSN;PDGFRA;ITGAL;ITGA4;CXCR4;ITGA2;MSN;IQGAP3;SRC;ARPC2;FGF2;ITGB6;FGF20;LIMK1;IQGAP1;ARHGEF1;BAIAP2;PFN1;FGF18;PIP4K2A;MYL12B;MYL12A;SSH3;MYL9;PAK3;ITGA9;ARPC5L;MYLPF;SSH1;ARPC4;ITGA7;ACTB;CFL1;FGF9	KEGG
53	prerank	Arachidonic acid metabolism	-0.8689677499829871	-1.338647590154921	0.03494623655913978	0.1282337526144741	0.969	19/61	6.18%	ALOX5;ALOX15B;PTGS2;TBXAS1;HPGDS;PLA2G5;PTGES;PLA2G4A;PLA2G2D;GPX1;PTGS1;GGT5;PLA2G2C;PLA2G12B;PLA2G2A;CYP2E1;CBR3;LTC4S;PTGIS	KEGG
54	prerank	Proteoglycans in cancer	-0.7885147146126719	-1.3351974315101058	0.017699115044247787	0.13548794706237635	0.977	61/203	6.52%	PLAU;FN1;PLAUR;SDC4;MET;WNT10A;COL1A1;LUM;TIAM1;HPSE;VAV1;PIK3CD;FLNA;DCN;FAS;MMP9;ERBB3;RRAS;HCLS1;IGF1;TLR2;TGFB1;ITGA2;MYC;MSN;COL1A2;SRC;THBS1;MAPK13;FGF2;FZD10;MMP2;FASLG;HBEGF;IQGAP1;PTPN6;ESR1;WNT9B;ARHGEF1;WNT7B;CD44;CTTN;TWIST2;WNT7A;ITPR2;TWIST1;WNT5A;WNT5B;CCND1;TNF;WNT10B;ELK1;PRKCB;WNT2;ACTB;TGFB2;CASP3;ANK1;WNT3;HPSE2;HIF1A	KEGG
55	prerank	B cell receptor signaling pathway	-0.8403219663530368	-1.3292506779361	0.03870967741935484	0.15109529646864744	0.983	23/79	3.88%	RAC2;CARD11;FCGR2B;NFKBIE;VAV1;PIK3CD;LILRB4;LILRB3;INPP5D;BTK;DAPP1;LYN;CD22;LILRB2;IFITM1;CD79A;LILRB1;CD19;LILRA6;CR2;CD79B;LILRA2;PTPN6	KEGG
56	prerank	Human cytomegalovirus infection	-0.7867961774928253	-1.3290492266979441	0.014192139737991267	0.14837278066526663	0.983	74/220	7.78%	RAC2;CREB5;STING1;BID;CCL5;PTGS2;CXCL8;ADCY8;TRAF5;CCR1;PTK2B;PLCB2;HLA-G;PTGER4;ADCY7;CCR5;PIK3CD;HLA-B;IL10RA;GNB4;FAS;HLA-F;TNFRSF1A;HLA-A;IL6R;HLA-C;CCL2;PDGFRA;CDKN2A;CXCR4;TAP1;MYC;CCL4;TAP2;SRC;CGAS;HLA-E;CX3CL1;B2M;MAPK13;GNAI2;CASP8;PTGER2;FASLG;PTGER1;IRF3;IL6;CCL4L2;ARHGEF1;IL1B;GNGT2;ITPR2;CCND1;CALM2;TNF;BAX;ELK1;PRKCB;GNB5;TAPBP;RELA;CASP3;GNB3;STAT3;NFATC4;CCR3;IL1R1;CTNNB1;CXCR2;AKAP13;MAPK11;EGFR;PIK3R1;E2F2	KEGG
57	prerank	Viral carcinogenesis	-0.786504281255105	-1.327220976472164	0.020134228187919462	0.15102939574492688	0.986	51/202	7.38%	JAK3;C3;CREB5;CCNA1;TRAF5;HLA-G;CCR5;PIK3CD;HLA-B;PMAIP1;NFKB2;HLA-F;HPN;ACTN1;HLA-A;CCR4;HLA-C;LYN;GSN;CDKN2A;STAT5A;TRAF1;SRC;SP100;HLA-E;YWHAH;CASP8;IRF9;IRF3;IRF7;CCND3;CCND2;CDKN2B;PKM;RASA2;CCND1;REL;MAPKAPK2;EGR3;BAX;CCNA2;HDAC9;CHD4;RELA;CASP3;MAD1L1;CCR8;STAT3;YWHAZ;CCR3;HDAC7	KEGG
58	prerank	Toll-like receptor signaling pathway	-0.8145594002373281	-1.3270681310553234	0.040145985401459854	0.1482416949784722	0.986	36/99	6.26%	CCL5;IRF5;CD86;CXCL8;CD40;STAT1;PIK3CD;CXCL9;CTSK;LY96;CXCL10;TLR2;SPP1;IKBKE;TLR8;CXCL11;CCL4;CD14;TLR6;MAPK13;CASP8;IFNAR2;TLR5;IRF3;MYD88;IL6;CCL4L2;IRF7;TLR7;IL1B;TLR1;TICAM1;TNF;CD80;MAP2K7;RELA	KEGG
59	prerank	MicroRNAs in cancer	-0.7783533797199711	-1.321279076704968	0.0176017601760176	0.1635927410963088	0.99	52/222	7.78%	PLAU;CYP1B1;TNC;HMGA2;MET;CDC25B;PTGS2;TP63;MMP16;PIK3CD;MMP9;ERBB3;PDGFRA;CDKN2A;SOX4;MYC;HMOX1;THBS1;UBE2I;MIR221;SPRY2;MCL1;KIF23;SOCS1;CD44;CCND2;GLS;SLC45A3;EFNA5;DDIT4;CCND1;DNMT1;TNXB;PRKCB;NOTCH2;SERPINB5;TGFB2;CASP3;WNT3;RASSF1;STAT3;EFNA4;EZH2;CDCA5;PDGFA;STMN1;VIM;CYP24A1;ST14;EGFR;PIK3R1;E2F2	KEGG
60	prerank	Parkinson disease	0.6015908485639935	1.3115576099690665	0.045454545454545456	0.5205530142081524	0.987	85/236	7.77%	PPIF;ITPR1;VDAC3;NDUFA5;PRKN;ATP5F1B;CYCS;PRKACB;NDUFB2;SLC25A4;GNAI1;ATP5F1A;UQCRC2;MAPK10;ATP5MC1;NDUFC2;COX8A;CYC1;SDHD;PINK1;ATP5PD;MAPK8;SDHC;UQCRFS1;NDUFS1;MAPT;UQCRHL;ATP5PB;SLC25A5;NDUFB5;ATP5MC3;KLC4;EIF2AK3;COX7B;UQCRH;KIF5C;NDUFA8;NDUFA10;GNAL;NDUFA1;HSPA5;NDUFS2;TRAP1;UQCR10;KIF5A;ATP5F1C;NDUFV1;NDUFA6;NDUFV3;NDUFB3;MFN2;ATP5PF;NDUFA12;COX5A;MAPK9;NDUFB11;COX6C;NDUFB6;NDUFS4;DRD1;COX6A1;SDHB;COX7C;VDAC2;SDHA;COX7A2;SNCA;NDUFA2;TXN2;NDUFA9;UQCRQ;NDUFS3;UQCRC1;PARK7;GNAS;PSMB5;DDIT3;ATP5MC2;SLC6A3;EIF2S1;COX5B;UBE2G1;NDUFS6;NDUFB1;NDUFB10	KEGG
61	prerank	Terpenoid backbone biosynthesis	0.861629796542618	1.3105293735954437	0.10512129380053908	0.48818113958696197	0.987	7/22	4.99%	HMGCR;ACAT1;HMGCS1;IDI1;HMGCS2;NUS1;DHDDS	KEGG
62	prerank	Protein export	0.881001004538677	1.3075141795506602	0.0856353591160221	0.4680987531447845	0.99	13/23	9.58%	SRPRB;SEC11C;HSPA5;SRP19;SRPRA;SEC62;SPCS3;OXA1L;SRP9;SPCS2;IMMP1L;SPCS1;SEC61G	KEGG
63	prerank	African trypanosomiasis	-0.8837574218946798	-1.3049518479807318	0.06774668630338733	0.21798214862816748	0.999	15/36	7.05%	ICAM1;APOL1;PLCB2;FAS;IL18;VCAM1;FASLG;MYD88;IL6;IL1B;IFNG;TNF;PRKCB;IL10;IL12B	KEGG
64	prerank	Proximal tubule bicarbonate reclamation	0.848943390804954	1.3035803303376279	0.1270718232044199	0.45437297835282414	0.991	2/23	0.45%	SLC4A4;CA4	KEGG
65	prerank	Hepatitis C	-0.7808729096337786	-1.3033447645227307	0.04205607476635514	0.2194723057837167	0.999	47/152	7.78%	CLDN1;CLDN16;CLDN10;LDLR;BID;CLDN2;STAT1;PIK3CD;FAS;TNFRSF1A;CXCL10;IKBKE;MYC;MX2;YWHAH;RSAD2;CASP8;IFNAR2;CLDN4;IRF9;FASLG;IRF3;OAS1;IRF7;CFLAR;SOCS3;OAS3;CLDN11;CCND1;IFNG;TICAM1;CLDN9;TNF;BAX;CLDN7;DDX58;IFIT1;RELA;CASP3;STAT2;OAS2;STAT3;YWHAZ;CTNNB1;EGFR;PIK3R1;E2F2	KEGG
66	prerank	Neutrophil extracellular trap formation	-0.7749065289506983	-1.301172440064805	0.0389321468298109	0.22361278512329288	0.999	33/185	3.93%	RAC2;C3;ITGB2;SELPLG;NCF2;ITGAM;NCF4;CLEC7A;PLCB2;FCGR2A;PIK3CD;FPR3;CYBB;NCF1;TLR2;FCGR3A;SIGLEC9;FPR1;AQP9;CASP1;ITGAL;CASP4;SELP;TLR8;C5AR1;CR1;H2AX;SRC;MAPK13;FCGR1A;H2AW;CYBA;TLR7	KEGG
67	prerank	Lipid and atherosclerosis	-0.7688359472563853	-1.2972985477251084	0.0374037403740374	0.23503268617961837	0.999	63/211	6.29%	ICAM1;RXRG;CXCL2;LDLR;NCF2;BID;NCF4;CCL5;CXCL8;CD40;OLR1;PLCB2;PYCARD;VAV1;PIK3CD;CYBB;FAS;IL18;MMP9;TNFRSF1A;POU2F3;LY96;TNFRSF10A;NLRP3;NCF1;TLR2;CCL2;LYN;POU2F2;CASP1;IKBKE;SELP;CD14;CD40LG;SRC;TLR6;HSPA6;BCL2L1;MAPK13;CASP8;VCAM1;CXCL3;FASLG;IRF3;MYD88;IL6;CYBA;IRF7;ARHGEF1;MAP3K5;IL1B;CXCL1;TNFRSF10B;CALM2;AGER;TICAM1;TNF;BAX;TANK;MAP2K7;CASP7;RELA;CASP3	KEGG
68	prerank	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.8520544937998057	1.295882030727813	0.09523809523809523	0.4569471481053233	0.992	12/25	10.46%	PIGN;MPPE1;PIGO;PIGV;PIGK;PIGX;PIGS;PIGH;PIGP;PIGT;PIGZ;PIGQ	KEGG
69	prerank	Fc epsilon RI signaling pathway	-0.8307386570952724	-1.2928877528533458	0.05320600272851296	0.24914949841939885	0.999	15/67	3.69%	ALOX5;RAC2;ALOX5AP;FCER1G;FCER1A;VAV1;PIK3CD;INPP5D;BTK;CSF2;LCP2;LYN;PLA2G4A;MAPK13;FYN	KEGG
70	prerank	Taste transduction	-0.8080764775633531	-1.2921260060696014	0.055693069306930694	0.24712917841257487	0.999	15/85	7.54%	ENTPD2;ADCY8;PLCB2;GABBR2;SCNN1A;TAS1R3;HCN4;GRM4;KCNK5;HTR1D;GABBR1;GABRA6;GNB3;PKD1L3;PDE1C	KEGG
71	prerank	Herpes simplex virus 1 infection	-0.7400658416128435	-1.2898059934196036	0.011282051282051283	0.25176486544858945	0.999	82/491	6.45%	C3;STING1;HLA-DQA1;HLA-DRB1;HLA-DOA;BIRC3;HLA-DPB1;HLA-DRA;BID;HLA-DPA1;HLA-DQB1;CD74;HLA-DRB5;CCL5;TRAF5;HLA-DQA2;HLA-DOB;HLA-G;STAT1;PIK3CD;HLA-B;HLA-DMA;FAS;CARD9;HLA-F;TNFRSF1A;POU2F3;TNFSF14;HLA-A;TLR2;HLA-C;CCL2;POU2F2;PILRA;TAP1;IKBKE;TAP2;SRC;CGAS;SP100;HLA-E;B2M;LTA;BCL2L1;CASP8;ZNF430;IFNAR2;BST2;NECTIN1;IRF9;FASLG;IFNGR1;IRF3;OAS1;MYD88;IL6;IRF7;SOCS3;IL1B;OAS3;ZNF90;ZNF860;ZNF267;HLA-DMB;PML;ZNF100;ZFP69B;IFNG;TICAM1;TNF;BAX;DDX58;ZNF431;IFIH1;TAPBP;NXF1;ZNF486;IFNGR2;RELA;CASP3;STAT2;TNFRSF14	KEGG
72	prerank	Fatty acid degradation	0.7669325177543189	1.2892077579346986	0.09154929577464789	0.45775160579838364	0.992	21/43	4.57%	ALDH1B1;ACADSB;ACSL1;ALDH7A1;ACADM;CPT2;HADH;ALDH9A1;ALDH2;ACAT1;ACADS;EHHADH;ECI1;ADH5;HADHB;GCDH;ECHS1;HADHA;CPT1A;ACSL3;ECI2	KEGG
73	prerank	Neuroactive ligand-receptor interaction	-0.7495163489212818	-1.28792411311427	0.015789473684210527	0.25519719032599214	0.999	76/335	8.23%	GABRB2;CYSLTR2;C3;P2RY6;PRSS2;SSTR3;PTGER4;FPR3;GRIA3;PTAFR;GZMA;S1PR2;ADORA1;PRSS1;C3AR1;P2RY10;HRH1;GABBR2;FPR1;P2RY13;NPFFR1;ADRA2A;INSL3;C5AR1;P2RX7;LEPR;GIPR;S1PR4;ADM;PTGER2;ADRB2;CHRNE;P2RX5;NMU;GABRE;PTGER1;TSPO;P2RX1;ADORA3;GRM4;KISS1R;ADRA1B;EDNRA;PTGIR;AGT;HTR1D;LTB4R;UCN;GRIN1;GRIN3B;UTS2;HTR7;GABBR1;TACR1;NMB;GABRA6;LPAR6;GRP;CHRNA1;TRPV1;OXTR;CTSG;PTGDR;F2RL2;GLRB;FPR2;ADRB3;GABRG3;EDN1;GLP1R;LHB;NPY1R;S1PR3;ADCYAP1;KISS1;GALR2	KEGG
74	prerank	T cell receptor signaling pathway	-0.7928761695771342	-1.2870212311480074	0.06815365551425032	0.25426355662851885	0.999	32/104	5.43%	CARD11;CD3E;NFKBIE;LCK;VAV1;PIK3CD;CD3D;PTPRC;CD4;CSF2;ZAP70;CTLA4;ITK;RASGRP1;LCP2;CD3G;CD247;CD28;ICOS;PDCD1;MAP3K14;CD40LG;CD8B;GRAP2;MAPK13;CD8A;FYN;PTPN6;TEC;IFNG;TNF;PAK3	KEGG
75	prerank	ECM-receptor interaction	-0.8064398910581686	-1.284701136725049	0.06794871794871794	0.2589799753448933	0.999	30/87	6.15%	LAMB3;FN1;TNC;SDC4;ITGB4;COL1A1;COMP;ITGB8;ITGA3;ITGB7;CD47;SPP1;LAMA3;ITGA4;ITGA2;COL1A2;THBS2;THBS1;ITGB6;COL6A3;CD44;COL6A2;LAMA1;SV2A;COL6A5;TNXB;COL4A3;ITGA9;AGRN;ITGA7	KEGG
76	prerank	C-type lectin receptor signaling pathway	-0.7880478284861128	-1.281972264969309	0.07292954264524104	0.26568420887715116	1.0	43/104	8.00%	FCER1G;CCL22;PLK3;LSP1;CLEC7A;PTGS2;STAT1;PYCARD;PIK3CD;CCL17;NFKB2;CARD9;RRAS;NLRP3;RELB;CASP1;BCL3;IRF1;IKBKE;MAP3K14;SRC;MAPK13;CASP8;IRF9;IL6;IL1B;IL23A;ITPR2;CALM2;MAPKAPK2;TNF;EGR3;RELA;STAT2;IL10;CD209;IL12B;NFATC4;MAPK11;CLEC4D;PIK3R1;NFATC2;NFATC1	KEGG
77	prerank	Cytosolic DNA-sensing pathway	-0.8402194212255546	-1.2818926181831607	0.06864064602960969	0.26158959639122453	1.0	16/58	3.97%	STING1;CCL5;PYCARD;IL18;CXCL10;CASP1;ZBP1;IKBKE;CCL4;AIM2;CGAS;IRF3;IL6;CCL4L2;IRF7;IL1B	KEGG
