pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
39	prerank	Autophagy R-HSA-9612973	0.6907812249155026	1.3915162669030245	0.013422818791946308	0.553872648737187	0.998	44/126	10.74%	PRKN;DYNLL2;MAP1LC3A;PRKAA2;LAMTOR1;PINK1;TOMM70;RRAGD;VPS37D;DYNC1I1;ATG4A;TSC2;MAP1LC3C;GABARAPL1;MFN2;ATG4D;USP30;ATG4C;LAMTOR3;PGAM5;WIPI1;DYNC1LI2;PRKAG2;IFT88;WDR45B;CHMP2B;WIPI2;PRKAB2;PARK7;PRKAG1;PEX5;GABARAPL2;RRAGB;MLST8;ATG10;FUNDC1;ATG101;RPTOR;UBB;TOMM40;TOMM20;ATG13;EPAS1;PIK3R4	Reactome
40	prerank	GPCR Ligand Binding R-HSA-500792	-0.7989769533294429	-1.3866791090017359	0.0010298661174047373	0.15215628815628815	0.802	132/447	7.89%	CYSLTR2;C3;ANXA1;LPAR5;CXCL2;CCL13;RAMP1;CCL22;P2RY6;CD55;WNT10A;CCL5;CXCL8;SSTR3;CXCL16;CCR1;CCR2;ADGRE5;PTGER4;CCR5;FPR3;CCL17;GNB4;CXCL9;C1QTNF1;PTAFR;CCL19;S1PR2;NLRP3;ADORA1;CXCR6;CXCL10;GPNMB;CXCL13;C3AR1;P2RY10;CCL2;CCR7;GPR68;CCL20;GABBR2;FPR1;ECE1;P2RY13;NPFFR1;FFAR4;CXCR4;GPR55;ADGRE2;ADRA2A;INSL3;CXCL11;C5AR1;CCL4;CMKLR1;SFTPA2;TAS1R3;GIPR;S1PR4;GPR65;CX3CL1;CD200R1;ADM;GPR37;GPR183;FZD10;CXCR3;RIPK2;XCL1;PTGER2;ADRB2;XCR1;CXCL3;NMU;PTGER1;PLPPR4;P2RY12;WNT9B;GPR18;XCL2;CCL21;CXCL5;ADORA3;WNT7B;CCL23;CXCL1;GRM4;KISS1R;ADRA1B;GNGT2;WNT7A;EDNRA;WNT5A;PTGIR;PNOC;CPAMD8;CCRL2;WNT10B;HTR1D;LTB4R;WNT2;GNB5;UCN;ACKR4;UTS2;HTR7;C5AR2;WNT3;HCAR2;TACR1;GPBAR1;LPAR6;GNB3;CCR8;SAA2;DHH;PLPPR1;OXTR;PTGDR;F2RL2;CCR3;FPR2;CXCR2;ADRB3;EDN1;CCL7;GLP1R;ADGRE1;LHB;NPY1R;PPBP;S1PR3	Reactome
41	prerank	Chemokine Receptors Bind Chemokines R-HSA-380108	-0.9040640040158434	-1.3816498901130945	0.008275862068965517	0.17703486591446457	0.862	30/53	4.37%	CXCL2;CCL13;CCL22;CCL5;CXCL8;CXCL16;CCR1;CCR2;CCR5;CCL17;CXCL9;CCL19;CXCR6;CXCL10;CXCL13;CCL2;CCR7;CCL20;CXCR4;CXCL11;CCL4;CX3CL1;CXCR3;XCL1;XCR1;CXCL3;XCL2;CCL21;CXCL5;CXCL1	Reactome
42	prerank	Macroautophagy R-HSA-1632852	0.6924755716828891	1.3810090634738277	0.04242424242424243	0.6162484226492034	0.999	43/112	10.74%	PRKN;DYNLL2;MAP1LC3A;PRKAA2;LAMTOR1;PINK1;TOMM70;RRAGD;DYNC1I1;ATG4A;TSC2;MAP1LC3C;GABARAPL1;MFN2;ATG4D;USP30;ATG4C;LAMTOR3;PGAM5;WIPI1;DYNC1LI2;PRKAG2;IFT88;WDR45B;CHMP2B;WIPI2;PRKAB2;PARK7;PRKAG1;PEX5;GABARAPL2;RRAGB;MLST8;ATG10;FUNDC1;ATG101;RPTOR;UBB;TOMM40;TOMM20;ATG13;EPAS1;PIK3R4	Reactome
43	prerank	Generation Of Second Messenger Molecules R-HSA-202433	-0.9646330801390677	-1.3775732776444516	0.0015698587127158557	0.19961531579889072	0.904	20/28	2.98%	HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPA1;HLA-DRB5;CD3E;WAS;HLA-DQA2;LCK;CD3D;CD4;ZAP70;ITK;FYB1;LCP2;VASP;CD247;CD101;GRAP2	Reactome
44	prerank	Cell-cell Junction Organization R-HSA-421270	-0.9000180360748866	-1.374544091064235	0.003973509933774834	0.21471609825647092	0.934	15/58	3.70%	CLDN1;CLDN16;CLDN10;SDK1;CDH11;NECTIN4;CDH6;CLDN2;CDH4;CADM3;CDH15;CDH24;CLDN4;NECTIN1;ANG	Reactome
45	prerank	DAP12 Interactions R-HSA-2172127	-0.924595068939394	-1.3713949305477298	0.008784773060029283	0.23120307977879193	0.949	17/39	3.84%	TREM1;SIGLEC15;TYROBP;TREM2;LCK;CLEC5A;HLA-B;BTK;LCP2;HLA-C;HLA-E;SIGLEC14;SIRPB1;GRAP2;CD300LB;FYN;KLRD1	Reactome
46	prerank	Non-integrin membrane-ECM Interactions R-HSA-3000171	-0.9212598960484047	-1.3712321726499763	0.012569832402234637	0.22528428093645483	0.95	8/40	3.12%	LAMB3;SDC4;ITGB4;SDC3;TGFB1;ITGA2;THBS1;DMD	Reactome
47	prerank	Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978	-0.9166144393243992	-1.3681603489550953	0.008108108108108109	0.2428179269693996	0.96	8/47	4.84%	MRC2;MRC1;PSMB9;PSMB8;FCGR1A;PSMB10;PSME2;PSME1	Reactome
48	prerank	Organelle Biogenesis And Maintenance R-HSA-1852241	0.6116139732518886	1.3679335654876597	0.0	0.7039140747002948	1.0	83/271	8.59%	PPARGC1A;TTC30A;DYNLL2;ATP5F1B;CYCS;TTC30B;SIRT4;MKKS;BBS4;ATP5F1A;PRKAA2;APOO;HSPA9;HSPB11;ATP5MC1;ESRRA;DMAC2L;ATP5PD;UNC119B;ATP5PB;IFT22;TFB2M;ATP5MC3;TCTN1;KIF3B;NCOA6;IFT140;IMMT;ARL6;DYNC2I1;ATP5F1C;APOOL;CHCHD3;MTX1;SIRT5;DYNLRB2;CEP70;ATP5PF;MTX2;IFT20;MAPRE1;TNPO1;B9D1;DCTN3;KIF24;SAMM50;RXRA;ARL3;TCTN2;PPARA;KIF17;DYNC2H1;TTC26;ALAS1;PRKAG2;DNAJC11;IFT88;PAFAH1B1;LZTFL1;TTC8;PTGES2;NUDT19;PRKAB2;CENPJ;NINL;PRKAG1;TBL1X;ARF4;ATP5MC2;HDAC3;BBS12;RPGRIP1L;CETN2;TMEM11;WDR19;CEP290;EXOC6;ATP5PO;PRKCA;EXOC2;MTERF1;BBS10;TRIP11	Reactome
49	prerank	Costimulation By CD28 Family R-HSA-388841	-0.8880272369843699	-1.367281144738623	0.011703511053315995	0.24312208021447151	0.961	28/64	4.17%	HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPA1;HLA-DRB5;CD3E;CD86;HLA-DQA2;LCK;VAV1;CD3D;CD4;CTLA4;CD247;LYN;CD28;ICOS;PDCD1;MAP3K14;SRC;BTLA;PDCD1LG2;GRAP2;CSK;FYN;PTPN6;CD274	Reactome
50	prerank	Response To Metal Ions R-HSA-5660526	0.9652639271458975	1.367019009934046	0.022573363431151242	0.6750515859552718	1.0	6/13	1.27%	MT1G;MT1F;MT1H;MT1M;MT1X;MT1E	Reactome
51	prerank	Interferon Gamma Signaling R-HSA-877300	-0.8689442066640439	-1.3654733791645093	0.011734028683181226	0.2498417846243933	0.966	51/85	6.79%	ICAM1;GBP2;HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPA1;HLA-DRB5;IRF5;CIITA;HLA-DQA2;HLA-G;STAT1;HLA-B;TRIM14;HLA-F;PTAFR;GBP5;HLA-A;HLA-C;TRIM22;IRF8;IRF1;OASL;TRIM46;SP100;HLA-E;FCGR1A;VCAM1;TRIM21;IRF9;IFNGR1;IRF3;OAS1;PTPN6;IRF7;SOCS3;GBP1;OAS3;SOCS1;CD44;PML;TRIM38;IFNG;GBP6;PTPN2;IFNGR2;TRIM29;GBP4;OAS2;IRF4	Reactome
52	prerank	C-type Lectin Receptors (CLRs) R-HSA-5621481	-0.8294111129815759	-1.3649642689366912	0.012850467289719626	0.24670048621455273	0.969	26/138	4.84%	MUC21;MUC1;CARD11;FCER1G;CCL22;CLEC10A;CLEC7A;PSMB9;PYCARD;CCL17;PSMB8;NFKB2;CARD9;MUC16;RELB;LYN;MAP3K14;ICAM3;SRC;CASP8;PSMB10;FYN;IL1B;PSME2;ITPR2;PSME1	Reactome
53	prerank	Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201	0.7753408541239104	1.362256585170347	0.05357142857142857	0.688225192856388	1.0	11/51	5.42%	PPARGC1A;ATP5F1B;CYCS;SIRT4;ESRRA;TFB2M;NCOA6;SIRT5;RXRA;PPARA;ALAS1	Reactome
54	prerank	Interleukin-2 Family Signaling R-HSA-451927	-0.9161182109937545	-1.361908599282166	0.009900990099009901	0.2633744378464875	0.978	18/43	3.88%	JAK3;STAT4;IL2RG;CSF2RA;PTK2B;HAVCR2;STAT1;LCK;IL2RA;CSF2RB;INPP5D;CSF2;IL2RB;LGALS9;IL21R;STAT5A;IL15RA;PTPN6	Reactome
55	prerank	MAPK1/MAPK3 Signaling R-HSA-5684996	-0.7970703054125217	-1.3614287703345485	0.004352557127312296	0.26049736629446774	0.978	57/274	5.25%	FN1;RASGRF1;JAK3;DUSP5;DUSP6;IL17RD;DUSP4;IL2RG;PTPN7;CSF2RA;RET;ARHGAP9;SPTBN2;PSMB9;TGFA;IL2RA;CSF2RB;CSF2;IL2RB;PSMB8;CNKSR2;ERBB3;DUSP2;APBB1IP;RASGEF1A;RASGRP1;IL6R;PDGFRA;ARRB2;RASAL3;AREG;PEA15;SRC;EREG;ABHD17C;SHC3;BCL2L1;RASGRP4;CSK;PSMB10;DAB2IP;FLT3;HBEGF;DUSP8;FYN;FGF20;RALGDS;IQGAP1;IL6;SPRED3;PSME2;FGF18;PSME1;KL;RASA2;LLGL1;GPRIN1	Reactome
56	prerank	RAF/MAP Kinase Cascade R-HSA-5673001	-0.7962911170058196	-1.3592426407718847	0.004357298474945534	0.27200105026191984	0.984	55/268	5.25%	FN1;RASGRF1;JAK3;DUSP5;DUSP6;IL17RD;DUSP4;IL2RG;PTPN7;CSF2RA;RET;ARHGAP9;SPTBN2;PSMB9;TGFA;IL2RA;CSF2RB;CSF2;IL2RB;PSMB8;CNKSR2;ERBB3;DUSP2;APBB1IP;RASGEF1A;RASGRP1;PDGFRA;ARRB2;RASAL3;AREG;PEA15;SRC;EREG;ABHD17C;SHC3;BCL2L1;RASGRP4;CSK;PSMB10;DAB2IP;FLT3;HBEGF;DUSP8;FYN;FGF20;RALGDS;IQGAP1;SPRED3;PSME2;FGF18;PSME1;KL;RASA2;LLGL1;GPRIN1	Reactome
57	prerank	Metabolism Of Amino Acids And Derivatives R-HSA-71291	0.5766087235962221	1.3586782859819713	0.0	0.6900748780966471	1.0	72/360	5.35%	TPO;HGD;LDHD;DIO2;SLC25A15;IYD;ALDH4A1;GATM;ALDH6A1;ACAD8;RIMKLA;CKB;GLDC;DHTKD1;OGDH;ACADSB;BCAT2;PSAT1;ALDH7A1;MCCC2;GCSH;DBT;AIMP2;SDSL;PSPH;ALDH9A1;GOT2;BCKDHB;GPT2;QDPR;HOGA1;SEPHS2;RIDA;GCAT;HIBADH;HYKK;SUOX;HSD17B10;ASPG;PDHA1;DLAT;OAT;OCA2;DLST;GCDH;SLC25A13;LIAS;ECHS1;GSTZ1;PYCR1;ALDH18A1;CKMT2;LIPT2;AHCY;MCCC1;PDHX;TXNRD1;CKMT1A;MAT1A;TMLHE;ASRGL1;PAPSS2;AUH;IVD;DCT;PDHB;PXMP2;AGMAT;LARS1;DMGDH;MTR;PHGDH	Reactome
58	prerank	Peroxisomal Lipid Metabolism R-HSA-390918	0.858280240934062	1.3575420772270859	0.075	0.6702696146714957	1.0	13/28	6.47%	MLYCD;PHYH;ACBD5;HSD17B4;EHHADH;CRAT;ACOX2;CROT;NUDT7;SLC25A17;ECI2;ACOX3;NUDT19	Reactome
59	prerank	Arachidonic Acid Metabolism R-HSA-2142753	-0.8778821511188003	-1.3563066220233957	0.017711171662125342	0.2901334998589003	0.988	15/58	3.55%	ALOX5;CYP1B1;ALOX15B;ALOX5AP;PTGS2;TBXAS1;HPGDS;PTGES;PLA2G4A;GPX1;PTGS1;GGT5;DPEP2;PON2;CYP4B1	Reactome
60	prerank	Sensory Perception Of Taste R-HSA-9717189	-0.8986410530794771	-1.3552894682409893	0.01282051282051282	0.2913761514095962	0.99	7/46	4.45%	KCNJ2;SCN1B;PLCB2;SCNN1A;TAS1R3;SCN2B;GRM4	Reactome
61	prerank	Interleukin-1 Signaling R-HSA-9020702	-0.8352681500387772	-1.3545793687969674	0.012048192771084338	0.29037758135584224	0.99	19/113	4.84%	IL1RAP;NOD1;PELI1;S100B;PSMB9;PSMB8;NOD2;NFKB2;IRAK2;IL1RN;IL1R2;NLRC5;CASP8;PSMB10;RIPK2;MYD88;IL1B;PSME2;PSME1	Reactome
62	prerank	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	-0.8326223690799686	-1.3513044253236388	0.017942583732057416	0.3142031057195426	0.993	24/116	4.07%	STING1;NOD1;HLA-G;STAT1;HLA-B;NOD2;HLA-F;IRAK2;NLRP3;HLA-A;TLR2;HLA-C;IKBKE;TLR8;HLA-E;B2M;ISG15;RIPK2;IFNAR2;IRF3;PTPN6;IRF7;TLR7;TLR1	Reactome
63	prerank	Peptide Ligand-Binding Receptors R-HSA-375276	-0.8031699498122133	-1.3511329532876382	0.005605381165919282	0.3082386614995311	0.993	65/189	7.54%	C3;ANXA1;CXCL2;CCL13;CCL22;CCL5;CXCL8;SSTR3;CXCL16;CCR1;CCR2;CCR5;FPR3;CCL17;CXCL9;CCL19;NLRP3;CXCR6;CXCL10;GPNMB;CXCL13;C3AR1;CCL2;CCR7;CCL20;FPR1;ECE1;NPFFR1;CXCR4;INSL3;CXCL11;C5AR1;CCL4;SFTPA2;CX3CL1;CD200R1;GPR37;CXCR3;RIPK2;XCL1;XCR1;CXCL3;NMU;XCL2;CCL21;CXCL5;CCL23;CXCL1;KISS1R;EDNRA;PNOC;CCRL2;ACKR4;UTS2;C5AR2;TACR1;CCR8;SAA2;OXTR;F2RL2;CCR3;FPR2;CXCR2;EDN1;CCL7	Reactome
64	prerank	Interleukin-1 Family Signaling R-HSA-446652	-0.8190361561955392	-1.3504822176524909	0.006904487917146145	0.30683964389727786	0.993	39/151	7.41%	ALOX5;IL1RAP;NOD1;PELI1;S100B;PTPN7;PSMB9;PSMB8;NOD2;IL18;NFKB2;IRAK2;IL1RL1;IL1RN;CASP1;IL1R2;NLRC5;CASP8;PSMB10;RIPK2;MYD88;PTPN6;IL1B;PSME2;IL36RN;IL18RAP;IL18BP;PSME1;TANK;IL18R1;PTPN5;PTPN2;RELA;SIGIRR;STAT3;SAA2;CTSG;MAP3K3;IL1R1	Reactome
65	prerank	Platelet Activation, Signaling And Aggregation R-HSA-76002	-0.7876804347400598	-1.3478902246396893	0.005399568034557235	0.3223934278282104	0.997	63/252	4.83%	SERPINA1;TIMP1;FN1;RAC2;TMSB4X;PROS1;CLU;FCER1G;GNA15;FERMT3;ECM1;QSOX1;LCK;CD109;VAV1;PLEK;DGKA;PIK3R5;TAGLN2;GNB4;F5;FLNA;SERPING1;IGF1;ENDOD1;ACTN1;APBB1IP;RASGRP1;LCP2;LYN;TGFB1;PDPN;ARRB2;CTSW;PLA2G4A;TUBA4A;RARRES2;ADRA2A;RHOG;SFTPA2;SRC;PIK3R6;THBS1;PIK3CG;CSK;GNAI2;TOR4A;RAB27B;DGKZ;TGFB3;SERPINF2;SRGN;FYN;SERPINE1;P2RY12;PTPN6;ANXA5;PFN1;APLP2;ISLR;GNGT2;ITPR2;DGKH	Reactome
66	prerank	Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	-0.9021092743602183	-1.3472343095699273	0.022377622377622378	0.3216608565883928	0.997	14/43	3.88%	JAK3;IL2RG;HCK;CSF2RA;VAV1;IL2RA;CSF2RB;INPP5D;CSF2;IL2RB;LYN;STAT5A;FYN;PTPN6	Reactome
67	prerank	Peroxisomal Protein Import R-HSA-9033241	0.7502119463629736	1.346934645069296	0.08771929824561403	0.746222128289126	1.0	29/62	10.99%	MLYCD;PHYH;HSD17B4;EHHADH;CRAT;GSTK1;ACOX2;PEX12;HMGCL;CROT;NUDT7;ECI2;EPHX2;TYSND1;ACOT2;ACOX3;NUDT19;PEX10;DHRS4;PEX5;ZNF260;ACOT4;UBE2D2;PEX2;ACOT8;UBB;USP9X;GNPAT;ACOX1	Reactome
68	prerank	Metallothioneins Bind Metals R-HSA-5661231	0.974410749097225	1.3380176744764547	0.023206751054852322	0.8134191500228962	1.0	6/10	1.27%	MT1G;MT1F;MT1H;MT1M;MT1X;MT1E	Reactome
69	prerank	MHC Class II Antigen Presentation R-HSA-2132295	-0.8309527723419964	-1.3378768714749276	0.03094059405940594	0.4155573789789291	0.999	28/101	5.62%	CTSH;CTSC;HLA-DQB2;HLA-DQA1;PRICKLE1;HLA-DRB1;HLA-DOA;HLA-DRA;HLA-DPA1;CD74;HLA-DRB5;CTSE;HLA-DQA2;HLA-DOB;SPTBN2;CTSS;HLA-DMA;CTSK;LAG3;DNM1;KIF23;HLA-DMB;KIF18A;CAPZA1;SEC23A;CTSD;CLTA;KIF4A	Reactome
70	prerank	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	-0.8696850519442374	-1.3375933387757744	0.033738191632928474	0.40983041524207114	0.999	26/56	5.59%	LAMB3;COL8A2;ITGB4;COL7A1;COL1A1;MMP7;CTSS;COL8A1;LOXL1;MMP9;DST;COL10A1;CD151;PCOLCE;COL11A1;COL1A2;COL3A1;LOX;PLEC;LOXL3;COL6A3;COL5A1;COL6A2;MMP13;COL6A5;COL4A3	Reactome
71	prerank	Diseases Of Glycosylation R-HSA-3781865	-0.8167667916114678	-1.3372282657791017	0.01927710843373494	0.4055759608748739	0.999	35/141	7.19%	SLPI;MUC21;SDC4;MUC1;GALE;SDC3;LUM;ADAMTS14;ADAMTS9;VCAN;DCN;MUC16;ADAMTSL5;SPON1;ADAMTSL4;THBS2;THBS1;LFNG;PRELP;ADAMTS10;OMD;ADAMTS17;GALNT12;SEMA5A;NOTCH2;THSD4;AGRN;BGN;OGN;ADAMTSL3;ADAMTS1;SPON2;GPC2;CHSY1;MUC4	Reactome
72	prerank	GPVI-mediated Activation Cascade R-HSA-114604	-0.9204831676072528	-1.3360686799877874	0.016417910447761194	0.4098192549834076	0.999	13/31	3.88%	RAC2;FCER1G;LCK;VAV1;PIK3R5;LCP2;LYN;PDPN;RHOG;PIK3R6;PIK3CG;FYN;PTPN6	Reactome
73	prerank	Early SARS-CoV-2 Infection Events R-HSA-9772572	-0.908017872410249	-1.3344546325891589	0.03982300884955752	0.4203742103307321	0.999	2/36	0.45%	SDC4;SDC3	Reactome
74	prerank	Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761	-0.871906544433595	-1.3338848235236977	0.02781456953642384	0.41866117684532	1.0	10/60	4.84%	CCL22;PSMB9;CCL17;PSMB8;NFKB2;RELB;MAP3K14;PSMB10;PSME2;PSME1	Reactome
75	prerank	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	-0.8718665579685834	-1.3284610014588707	0.03748326639892905	0.4741130385779215	1.0	10/53	5.07%	PSMB9;PSMB8;TGFB1;RUNX3;CDKN2A;SRC;PSMB10;PSME2;PSME1;SMURF2	Reactome
76	prerank	Defensins R-HSA-1461973	-0.9228211922607654	-1.3268236684932329	0.026627218934911243	0.48456530253084806	1.0	5/30	5.96%	PRSS2;CD4;TLR2;TLR1;TSPAN32	Reactome
77	prerank	RAC3 GTPase Cycle R-HSA-9013423	-0.8291400376089189	-1.3262240800804068	0.04094292803970223	0.48277272468093724	1.0	21/92	5.18%	AMIGO2;SLC1A5;NCF2;NCF4;TIAM1;NCKAP1L;CYBB;SRGAP2;CDC42EP1;ARHGDIB;NCF1;WASF1;EPHA2;ARHGAP15;IL32;ABR;DOCK10;CYBA;BAIAP2;ARHGAP17;NOXA1	Reactome
78	prerank	G Alpha (I) Signaling Events R-HSA-418594	-0.7686098676857376	-1.3260755030056897	0.007423117709437964	0.47576269141486527	1.0	69/305	4.80%	C3;ANXA1;LPAR5;CXCL2;CCL13;PPP1R1B;CCL5;GNA15;RGS1;CXCL8;SSTR3;CXCL16;GPSM3;ADCY8;CCR1;CCR2;PLCB2;ADCY7;CCR5;FPR3;GNB4;CXCL9;CCL19;S1PR2;ADORA1;CXCR6;CXCL10;RGS11;CXCL13;C3AR1;CCR7;CCL20;GABBR2;FPR1;P2RY13;RGS4;CXCR4;PLA2G4A;GPR55;ADRA2A;CXCL11;C5AR1;CCL4;SFTPA2;TAS1R3;RGS18;S1PR4;SRC;GRK2;CX3CL1;GPR37;RGS19;GPR183;GNAI2;CXCR3;CXCL3;CAMK4;NMU;P2RY12;GPR18;CCL21;CXCL5;ADORA3;CCL23;CXCL1;GRM4;RGS10;GNGT2;ITPR2	Reactome
79	prerank	Formation Of Cornified Envelope R-HSA-6809371	-0.8572394355732683	-1.3259055860970437	0.03137254901960784	0.4695418022281377	1.0	13/68	5.60%	PKP2;IVL;DSC3;TGM1;CSTA;PKP1;PPL;PERP;TCHH;KLK12;PKP4;KLK13;SPRR1B	Reactome
80	prerank	Syndecan Interactions R-HSA-3000170	-0.9544250867091557	-1.3241104193082682	0.018518518518518517	0.4830853145498455	1.0	6/19	3.00%	SDC4;ITGB4;SDC3;TGFB1;ITGA2;THBS1	Reactome
81	prerank	ER-Phagosome Pathway R-HSA-1236974	-0.8386103542343714	-1.3234962335726368	0.0361145703611457	0.48184648518231726	1.0	22/88	6.10%	S100A9;HLA-G;PSMB9;HLA-B;S100A8;BTK;PSMB8;HLA-F;LY96;HLA-A;TLR2;HLA-C;TLR6;HLA-E;PSMB10;VAMP8;MYD88;TLR1;PSME2;PSME1;TAPBP;S100A1	Reactome
82	prerank	RAF-independent MAPK1/3 Activation R-HSA-112409	-0.9440565302331576	-1.321663148198303	0.032507739938080496	0.49676790089465106	1.0	8/22	3.80%	DUSP5;DUSP6;DUSP4;DUSP2;IL6R;PEA15;DUSP8;IL6	Reactome
83	prerank	Potassium Channels R-HSA-1296071	-0.8205050465793914	-1.319631236105498	0.03694581280788178	0.5142277609668914	1.0	15/101	5.17%	KCNN4;KCNQ3;KCNJ2;KCNK6;KCNAB2;GNB4;GABBR2;KCNJ5;HCN4;KCNMB1;KCNS3;GNGT2;KCNMA1;KCND1;KCNK13	Reactome
84	prerank	Thyroxine Biosynthesis R-HSA-209968	0.9844868385215241	1.3189487838539748	0.016203703703703703	1.0	1.0	3/9	0.10%	TPO;DIO2;IYD	Reactome
85	prerank	Interleukin Receptor SHC Signaling R-HSA-912526	-0.9214743586689045	-1.3188637181660188	0.03453453453453453	0.5156352992062188	1.0	8/26	1.11%	JAK3;IL2RG;CSF2RA;IL2RA;CSF2RB;INPP5D;CSF2;IL2RB	Reactome
86	prerank	RHO GTPases Activate NADPH Oxidases R-HSA-5668599	-0.9453100886808701	-1.3188011475205228	0.021244309559939303	0.5078593177120526	1.0	7/23	1.56%	RAC2;S100A9;NCF2;NCF4;CYBB;S100A8;NCF1	Reactome
87	prerank	Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499	-0.8927044222116151	-1.3182708804279142	0.034482758620689655	0.5057402225104088	1.0	3/38	4.45%	GABBR2;TAS1R3;GRM4	Reactome
88	prerank	Activation Of NF-kappaB In B Cells R-HSA-1169091	-0.8560999769044922	-1.3154994150913948	0.038461538461538464	0.532514880952381	1.0	10/65	6.26%	CARD11;NFKBIE;PSMB9;PSMB8;PSMB10;PSME2;PSME1;REL;PRKCB;RELA	Reactome
89	prerank	Translocation Of ZAP-70 To Immunological Synapse R-HSA-202430	-0.9884038331236086	-1.3150396351715667	0.0052173913043478265	0.5298237919642602	1.0	13/13	1.19%	HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPA1;HLA-DRB5;CD3E;HLA-DQA2;LCK;CD3D;CD4;PTPN22;ZAP70	Reactome
90	prerank	PINK1-PRKN Mediated Mitophagy R-HSA-5205685	0.878312627480482	1.3140184539822772	0.10597826086956522	1.0	1.0	5/20	3.98%	PRKN;MAP1LC3A;PINK1;TOMM70;MFN2	Reactome
91	prerank	Eukaryotic Translation Elongation R-HSA-156842	-0.8197112923420345	-1.3094666696211192	0.044444444444444446	0.594635638113899	1.0	55/89	13.64%	RPLP1;RPL36;RPL39L;EEF1B2;RPS9;RPL22L1;RPL12;RPS2;RPL28;RPS4X;RPLP2;RPS8;RPL14;RPS20;RPSA;RPS19;RPS3;RPS27;RPL35;RPL7A;RPL32;RPL13A;RPLP0;RPL4;RPS15;RPL3;RPL8;RPL18;RPS29;RPL37A;RPL34;FAU;RPS17;RPL10A;RPS28;RPS24;RPS5;RPS11;RPS6;RPL9;RPL31;RPL27A;RPL23;RPS10;RPS7;UBA52;RPL11;RPS25;RPL35A;RPL21;RPS12;RPL37;RPL38;RPL29;RPL23A	Reactome
92	prerank	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	-0.8758413662832032	-1.3079778026358837	0.062154696132596686	0.606392190980121	1.0	8/44	3.32%	APOC1;APOE;SCD;ARL4C;APOD;NRIP1;PLTP;SREBF1	Reactome
93	prerank	p53-Dependent G1 DNA Damage Response R-HSA-69563	-0.8488804156331702	-1.307866009998573	0.05584415584415584	0.5993480837150914	1.0	10/64	5.72%	CCNA1;PSMB9;PSMB8;CDKN2A;PSMB10;CARD16;CHEK2;PSME2;PSME1;CCNA2	Reactome
94	prerank	Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427	-0.9647761157364232	-1.3074099776402874	0.027777777777777776	0.5964598273671997	1.0	15/16	3.06%	HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPA1;HLA-DRB5;CD3E;HLA-DQA2;LCK;CD3D;PTPRC;CD4;PTPN22;PAG1;CSK	Reactome
95	prerank	Toll-like Receptor Cascades R-HSA-168898	-0.7894577660117111	-1.307240120347378	0.03784403669724771	0.5906368924381347	1.0	46/161	6.41%	DUSP6;NOD1;PELI1;ITGB2;S100B;DUSP4;BIRC3;S100A9;ITGAM;S100A8;CTSS;BTK;NOD2;LY86;NFKB2;CTSK;LY96;IRAK2;TLR2;CD180;NLRC5;TLR10;IKBKE;TLR8;UNC93B1;TLR6;CASP8;RIPK2;TLR5;IRF3;MYD88;IRF7;TLR7;DNM1;TLR1;SOCS1;MAPKAPK3;MAP3K1;MAPKAPK2;TICAM1;TANK;MAP2K7;S100A1;CNPY3;RELA;RPS6KA2	Reactome
96	prerank	Dectin-2 Family R-HSA-5621480	-0.9159391605739813	-1.3072391480679248	0.03875968992248062	0.582318062967175	1.0	6/26	3.69%	MUC21;MUC1;FCER1G;MUC16;LYN;FYN	Reactome
97	prerank	TNF Signaling R-HSA-75893	-0.8618556407832644	-1.306807882076194	0.08926080892608089	0.5804385429385429	1.0	10/43	5.64%	BIRC3;CLIP3;TNFRSF1A;TRAF1;CASP8;CFLAR;TNFAIP3;TNF;USP4;TANK	Reactome
98	prerank	O-linked Glycosylation Of Mucins R-HSA-913709	-0.8585129906038595	-1.3064479541888194	0.04619565217391304	0.5769266402976945	1.0	13/57	4.55%	B3GNT3;MUC21;MUC1;GALNTL6;B3GNT7;GCNT4;GALNT5;MUC16;B4GALT5;B3GNT8;B4GALT6;ST6GALNAC4;GALNT12	Reactome
