AUROC	AUPRC	bacc	MCC	Brier	n_pos	n	heldout_source	n_train	n_test	mode
0.500243121682402	0.940822044999865	0.5089853721787755	0.012753571026582262	0.3813623806817949	851	909	CEDAR	1487	909	naive
0.4490569599345614	0.22672528468497744	0.4367793490742634	-0.11217292949085293	0.2912988513509935	151	572	NEPdb	1824	572	naive
0.597830224590788	0.08026798710091876	0.5477017510468214	0.0496168098639757	0.30271354145924384	37	605	TESLA_mmc4	1791	605	naive
0.3423202614379085	0.012058415181612955	0.43218954248366015	-0.031472208143176125	0.22191743183483797	4	310	TESLA_mmc7_validation	2086	310	naive
0.5018639328984156	0.9423745150600351	0.5182037359698529	0.03177031252785161	0.3974147002217961	851	909	CEDAR	1487	909	source_balanced
0.43084110679397836	0.21669107394306902	0.3887621714303692	-0.21214208787925293	0.2731427977116606	151	572	NEPdb	1824	572	source_balanced
0.5921202893033879	0.07623950664585884	0.5800818424057861	0.0830481834922328	0.21395940171819663	37	605	TESLA_mmc4	1791	605	source_balanced
0.41013071895424835	0.015337001486085633	0.5155228758169934	0.008467023172905526	0.1806570969705134	4	310	TESLA_mmc7_validation	2086	310	source_balanced
