stage	count	mean	std
normal	24	0.07492779722753073	0.31841620623175265
PTC	72	-0.013799768005209065	0.12168891934615607
PDTC	73	0.09182655902825351	0.2396995022188921
ATC	32	-0.17929490255898695	0.5131799605798301
