gene_symbol	BACI107	BACI109	BACI110	BACI111	BACI112	BACI113	BACI114	BACI116	BACI117	BACI118	BACI119	BACI120	BACI121	BACI122	BACI123	BACI124	BACI126	BACI128	BACI131	BACI133	BACI135	BACI136	BACI137	BACI138	BACI139	BACI140	BACI142	BACI143	BACI144	BACI148	BACI149	BACI150	BACI151	BACI152	BACI153	BACI154	BACI155	BACI156	BACI157	BACI158	BACI159	BACI160	BACI161	BACI162	BACI163	BACI164	BACI165	BACI167	BACI169	BACI170	BACI172	BACI173	BACI174	BACI175	BACI177	BACI178	BACI180	BACI181	BACI182	BACI183	BACI184	BACI185	BACI186	BACI187	BACI188	BACI189	BACI190	BACI191	BACI192	BACI193	BACI194	BACI195	BACI196	BACI197	BACI199	BACI201	BACI202	BACI203	BACI204	BACI205	BACI206	BACI207	BACI208	BACI209	BACI210	BACI211	BACI212	BACI217	BACI219
TUBA1A	0.17216379	0.302884107	0.326040405	0.162673645	0.487138524	0.070471602	0.563954597	-0.048263767	0.276241089	0.279018672	0.373275025	0.300064468	0.286648173	0.465443036	0.106635197	0.469379277	0.40693647	0.402345927	0.628679184	0.741517312	0.240353292	0.43851475	0.207986045	0.192589757	0.110080302	0.769748275	0.209461446	0.393059186	0.381738297	0.376413267	0.2148125	0.0938198	0.687392256	0.192413892	0.401368332	0.472411549	0.567912999	0.20102336	0.202977016	0.559975972	0.853450077	0.155416888	0.106706641	-0.090587572	0.758074912	0.643317156	0.248036432	0.463754707	0.219486202	0.591939562	0.332650939	0.638506083	0.229952816	0.256183561	0.046387801	0.260616984	0.517351938	0.400186805	0.780340889	0.552656875	0.173087432	0.221520848	0.351348257	0.296122382	0.354850351	0.749500011	0.929459802	0.274600021	0.332772427	0.392641197	0.077694158	0.466327029	0.286197187	0.368986685	0.4068538	0.370884304	0.696907828	0.08020549	0.234544454	0.312069903	0.354348579	0.295083301	0.084406365	0.547283826	0.415820615	0.874314804	0.442712174	0.396669499	0.389593677
TUBA1C	0.536113895	0.609495587	0.541582358	0.323163129	0.548536922	0.393311926	0.463359092	0.508470349	0.598053796	0.307835852	0.621154464	0.595627745	0.477095946	0.454435507	0.783348655	0.401075278	0.332373338	0.507123294	0.323432439	0.369362685	0.390166945	0.539022578	0.48370724	0.677672469	0.277982517	0.443091085	0.464633047	0.735369739	0.424082799	0.586032779	0.627153107	0.383145472	0.777259784	0.367487989	0.228409906	0.514330601	0.383670997	0.521910988	0.778840251	0.59647257	0.417650429	0.635494656	0.452165882	0.526662081	0.512862113	0.641774199	0.42606145	0.841068084	0.347769249	0.582555824	0.400850263	0.534268846	0.475786974	0.298628649	0.462532113	0.659313068	0.612882994	0.534468901	0.394703627	0.409206046	0.524674002	0.499812438	0.485364794	0.61381395	0.916693132	0.53872198	0.584778176	0.726290808	0.670057831	0.515821047	0.529972147	0.556373009	0.228752822	0.731752594	0.469741782	0.451567436	0.390388618	0.558949303	0.541766169	0.724244403	0.233308251	0.462120312	0.551542827	0.571649502	0.664784651	0.328880977	0.52443144	0.490352301	0.367375721
PRPH	-0.797703336	-1.422538677	-1.686783791	-1.180335839	-0.90231157	-1.585542654	-0.753608955	-1.197280824	-1.243968598	-0.964510642	-1.175262776	-1.117876179	-1.004445414	-0.960220793	-1.110067376	-0.442912997	-1.049039766	-1.328515627	-0.699761522	-0.29120343	-0.711759102	-1.408606704	-1.524643943	-1.081779318	-1.326883599	-0.538940649	-0.821099786	-0.76601076	-1.479709801	-1.157215257	-0.908085042	-1.454646858	-0.844930562	-1.190210364	-0.794794332	-1.060396451	-0.942275938	-1.058472082	-0.883472072	-0.940523217	-0.793604325	-1.564224694	-1.132905789	-1.372783003	-0.750644411	-1.025129244	-1.326029866	-0.907433728	-0.736865524	-0.659264379	-0.550786068	-1.224207053	-1.297346537	-0.759796175	-1.316668689	-1.235943761	-1.498555405	-0.530357302	-0.488117228	-0.284856039	-1.090238244	-1.493058793	-0.884058158	-1.074358733	-1.42001942	-0.683147653	0.13596798	-1.234623112	-1.654278375	-0.913405029	-1.295979215	-1.296893969	-0.944122922	-1.226370327	-0.713742978	-1.041740907	-0.776039565	-0.969498382	-1.005292492	-1.117434801	0.035127569	-1.054269634	-1.421785114	-1.128842797	-0.927946087	0.497835853	-1.065883115	-1.729692736	-0.963123874
TROAP	-0.048965368	0.252588782	-0.014279535	0.138442474	0.075252942	0.282954743	-0.131997819	-0.075809828	0.231754646	0.00227903	0.334946694	0.075003488	-0.117956417	-0.254908204	0.137265785	-0.035431141	0.482043149	0.376115915	-0.149813093	-0.349676917	0.048868177	-0.008062747	0.06744442	0.151818799	0.205407849	-0.376513054	-0.0018189	0.258918877	0.084257496	0.139640619	0.147929605	0.271515385	0.189876248	-0.25566304	-0.274252453	-0.114508621	-0.355698218	0.214883787	0.343005281	0.03672824	0.469049929	0.055180429	0.124030918	0.070897151	-0.241949235	0.036106549	-0.097411567	0.161383514	-0.229061423	0.198296539	0.188382018	0.098090739	0.00725646	-0.355099246	0.17629364	0.346344984	0.233623616	0.070158743	-0.328206111	0.194750637	0.24013662	-0.125445143	-0.136569349	0.18518293	0.171597664	0.047934471	0.794656089	0.245749276	0.316705187	0.400986775	0.040116508	-0.122911528	-0.165320599	0.546641237	0.056391041	0.269235032	-0.005950909	0.079499883	0.091887356	0.079795301	0.059215576	0.119568528	0.242216551	0.001161729	0.186255588	0.636012772	0.008595222	0.041245694	-0.004340757
C1QL4	-1.685476943	-0.992382759	-1.68680979	-1.748464492	-1.371702793	-1.314941462	-1.754766158	-1.43864777	-1.341134927	-2.05232931	-1.307377023	-1.594697432	-1.580121661	-1.708244347	-1.371630964	-1.080195144	-1.331729763	-1.195268784	-1.949960736	-1.893009935	-1.648787312	-1.311367272	-1.524643943	-1.614600597	-1.52868177	-1.650110397	-1.774693472	-1.152148493	-1.329242791	-1.057091256	-1.765058101	-1.136133825	-0.647310291	-1.481400013	-1.842376586	-1.452574907	-1.614888283	-1.404943913	-1.300659771	-1.311908358	-1.380921158	-1.731273042	-1.488868573	-1.554433004	-1.768759547	-1.271657003	-1.810937223	-1.029835792	-1.729127074	-1.196413682	-0.978064173	-1.717201983	-1.440523919	-1.851102183	-1.316695026	-1.021539375	-1.128550205	-1.500465316	-1.492788181	-1.061096663	-1.18662906	-1.677683046	-1.964911035	-1.564642492	-1.616203818	-1.510926375	-0.099215184	-1.395007413	-1.654278375	-1.261373204	-1.611840308	-1.632938621	-1.802616953	-1.35759882	-1.524075882	-1.886706035	-1.651379064	-1.17151204	-1.346867244	-1.77460876	-1.423393754	-1.625212759	-1.043793977	-1.676771737	-1.497814148	-0.124956333	-1.764012046	-1.619391625	-1.357194107
DNAJC22	-0.765269813	-0.574927814	-0.595305244	-0.687437622	-0.693456376	-0.611343189	-1.573837545	-0.999703499	-0.454377471	-0.871170671	-0.663488331	-0.417846833	-0.896726544	-0.806597803	-1.050237495	-0.5334595	-0.405089277	-0.908063464	-1.038799222	-1.316284017	-0.98087743	-0.453692446	-1.146452568	-1.357165325	-1.095678779	-0.915329798	-0.922029612	-0.651780742	-0.674593041	-0.507327883	-0.819626909	-0.828142184	-0.780939875	-1.019272631	-1.196594145	-0.72706135	-0.715304264	-1.329146075	-0.594402705	-0.892336454	-0.295311147	-0.475920419	-1.13291089	-0.986473722	-1.057651252	-0.611438426	-0.512281724	-1.029835792	-0.385620866	-0.174863116	-0.402663967	-0.544359394	-1.246179864	-1.347090623	-1.082268195	-0.481639392	-0.132337973	-0.530396065	-0.636260585	-0.487942389	-1.085758815	-1.009316065	-1.33451818	-1.267081584	-0.971235261	-0.898334143	-0.140013592	-0.136769395	-1.499911693	-0.801647624	-0.734222248	-0.967177865	-1.091714378	-0.444498657	-1.038254817	-0.871594662	-0.994618046	-1.392297363	-1.13981989	-0.60477552	-0.952090823	-1.316586315	0.060526504	-0.692689471	-0.752080985	0.417643199	-0.241663701	-0.402913274	-0.861996562
SPATS2	0.209815662	0.399026676	0.18460757	0.127081266	0.179639609	0.23337014	0.169962301	0.132730878	0.288449974	0.192852482	0.355720963	0.196781586	0.138710235	0.16184664	0.255717251	0.205078129	0.438965127	0.379076962	0.212543066	0.226043191	0.176328587	0.311872229	0.312995712	0.098051522	0.270924647	0.260829029	0.219159992	0.466754343	0.259921923	0.351634917	0.394290138	0.228026236	0.305123804	0.071852863	0.148682896	0.248145022	0.249211349	0.200520895	0.212153774	0.275173014	0.343255682	0.351476392	0.107811366	0.253772335	0.187975081	0.219748666	0.26355811	0.142310399	0.476042838	0.245847826	0.235209419	0.316953704	0.339821862	0.070316611	0.320984523	0.303240042	0.306484989	0.222076026	0.058538707	0.349290906	0.276036267	0.092660925	0.252339205	0.196374404	0.258451369	0.211671863	0.549174166	0.47158551	0.040590809	0.458454379	0.173278535	0.294337324	0.107527519	0.618315664	0.135525609	0.283822505	0.292623766	0.063633697	0.33497521	0.224337548	0.298474376	0.304987066	0.612191688	0.259897626	0.243309474	0.348681771	0.261661083	0.363077896	0.240090896
KCNH3	-0.806513191	-0.693323804	-0.7796103	-0.868415106	-0.763627499	-0.979429661	-0.897852913	-0.852441661	-0.987848719	-0.776690458	-0.652172729	-0.960104978	-1.081341665	-1.062943628	-0.793348255	-0.187106267	-0.635847007	-0.701708139	-0.799089597	-0.742736045	-0.98087743	-0.804440902	-0.807225133	-0.754328738	-0.648852836	-0.788599754	-0.862735835	-0.559592252	-0.781005356	-0.815426829	-0.801394424	-0.684208252	-0.291129287	-0.746848932	-0.844473222	-0.888335318	-0.721107477	-0.870997956	-0.799028591	-0.709097744	-0.571233725	-0.660587714	-0.93315696	-0.824328841	-0.308665137	-1.046771993	-1.014564684	-1.423157498	-0.172867734	-0.540332294	-0.579022066	-0.899330007	-0.822748512	-0.867600003	-0.927730581	-0.527359429	-0.91660842	-1.171777791	-0.320938076	-0.402451149	-0.759857123	-0.94880589	-0.580055521	-0.621689602	-0.794114082	-0.512625745	0.222159327	-0.440074104	-0.58169683	-0.542346738	-0.842511518	-0.845965276	-0.808212312	-0.490498394	-1.065069299	-0.911105136	-1.03869088	-0.906487807	-0.430335533	-0.899079906	-0.417997756	-0.944042658	-0.699188933	-1.042853713	-0.900935845	0.723524126	-0.894530148	-0.683418222	-0.974329598
MCRS1	0.064374004	0.098817593	0.006897439	-0.093776069	-0.082873509	-0.004465356	0.007771589	-0.005787589	0.101610034	0.023511626	0.08092698	0.041439656	0.086362069	0.073247268	0.175258768	0.309902782	0.091108296	0.117289776	0.037461762	0.232087864	0.05206586	0.083315796	0.145738449	0.297595809	-0.040448131	0.067077195	0.070464465	0.345524673	-0.029801017	0.197044831	0.115977045	0.052861742	0.233182498	0.056299085	-0.06147029	0.008647215	0.033083588	0.100915162	0.281376087	0.133844105	0.22889137	0.007772102	0.16884966	0.098109625	0.291487028	0.200316903	-0.021685199	0.118270293	0.101055225	0.33969692	0.033020885	0.029605556	0.056671246	-0.005085169	0.139846667	0.18381188	0.100911913	0.036352933	0.315958494	-0.070407729	0.098264715	0.095388235	0.172113097	0.216296483	0.240350226	0.304874736	0.220906612	0.255521037	0.329393064	0.191420268	0.094738545	0.029770504	-0.094309846	0.400645849	0.011515319	0.112052314	-0.00243413	0.115965131	0.064181457	0.126540137	0.026100962	0.026427921	0.147635644	0.14678779	0.059190953	0.249974361	0.107222705	0.167240027	0.020278394
PRPF40B	0.16273214	0.075395815	0.037054032	0.011213015	-0.085648084	0.176238672	0.120360337	0.198769366	0.169511061	0.056993821	0.247807586	0.128433779	0.126891931	0.138921202	0.147693298	0.419888599	0.124905821	0.3133899	0.081385912	0.31271049	0.213303848	0.169737625	0.219992181	0.234204034	0.064254847	0.088513494	0.309291632	0.286721909	0.163755147	0.196938953	0.212863711	0.168658291	0.134386695	0.165828875	0.187854414	0.104425679	0.105020556	0.143833898	0.317080083	0.193093957	0.248614532	0.169553535	0.200678336	0.189466474	0.308875424	0.283192217	0.248819425	0.188419209	-0.019324639	0.47657556	0.130783227	0.222797686	0.186726627	0.216337832	0.228101376	0.303314053	0.230557126	0.18500126	0.331752668	0.18015599	0.113741754	0.062099026	0.193522973	0.246979494	0.25761268	0.359109938	0.196760792	0.264509088	0.284645661	0.274215925	0.210141439	0.092453987	0.099872693	0.506120005	0.120828297	0.337372773	0.22394178	0.26521122	-0.006471962	0.17727848	0.153639262	0.116937297	0.183208566	0.148421271	-0.001764236	0.227197991	0.114281241	0.156187478	0.133494856
FAM186B	-0.331015656	-0.374073076	-0.339627832	-0.366353655	-0.382758244	-0.187768041	-0.230509342	-0.356874517	-0.302861676	-0.243018985	-0.398533125	-0.275434292	-0.185546595	-0.60287368	-0.432414385	-0.203721418	-0.11443432	-0.250635293	-0.279343464	-0.233260263	-0.46604802	-0.202505737	-0.185865632	-0.351324202	-0.16039408	-0.363485339	-0.393436272	-0.26264996	-0.32112914	-0.280863225	-0.398353194	-0.290853709	-0.405471139	-0.220772658	-0.259142351	-0.247340589	-0.398781748	-0.241033352	-0.293879696	-0.288367374	-0.252359489	-0.245350791	-0.35488407	-0.180493306	-0.237277498	-0.297293823	-0.393577172	-0.852967758	-0.264505401	-0.339419892	-0.147033457	-0.306783092	-0.296789363	-0.232947168	-0.072514888	-0.189567133	-0.290178154	-0.397885333	-0.190886583	-0.146138232	-0.303890402	-0.370943379	-0.32792475	-0.174309913	-0.327840058	-0.170339887	-0.074503636	-0.20138544	-0.028921238	-0.227916713	-0.257613339	-0.181090377	-0.206471075	-0.037982106	-0.370660829	-0.196258473	-0.239790593	-0.376990722	-0.341543319	-0.350615009	-0.138299465	-0.398824417	-0.14715259	-0.474815268	-0.277119631	-0.265905785	-0.226755976	-0.43520004	-0.348266035
FMNL3	0.414330567	0.634210428	0.600839453	0.453144462	0.665862492	0.381861371	0.595790585	0.376972267	0.328909937	0.749644339	0.601917958	0.391199447	0.423283173	0.467526173	0.531447615	0.750593661	0.451875489	0.297966494	0.692789029	0.684268839	0.517940148	0.383344233	0.380016912	0.554628994	0.508499762	0.817121341	0.383641854	0.492553612	0.492262206	0.21962404	0.38451121	0.281068769	0.728869607	0.335302827	0.524060909	0.669968383	0.661096881	0.296321973	0.523725013	0.715135656	0.404834636	0.392432291	0.43770918	0.321750319	0.752153234	0.619267775	0.502050418	0.646150989	0.892601158	0.656218491	0.414789036	0.697195205	0.453155442	0.462848231	0.502312756	0.394273457	0.531287209	0.475389561	0.690619893	0.739640245	0.49531604	0.548892182	0.579215807	0.479613524	0.547460362	0.706510146	0.744424914	0.592543968	0.577443274	0.670721684	0.406244621	0.834763264	0.394397263	0.450038823	0.567809426	0.469517934	0.602886531	0.461222322	0.723961935	0.559958204	0.761032118	0.594227572	0.259325151	0.508508031	0.486869038	0.647906555	0.471493094	0.604653952	0.480575702
TMBIM6	0.826539634	0.827498876	1.05288608	0.821837922	0.735112095	0.841133255	0.942604616	0.820780959	0.932729891	0.867029156	0.80787134	0.851172749	0.936395859	0.902854023	0.874303114	0.961936647	0.817781743	0.88150012	0.888983874	0.778830534	0.924798339	0.819992461	0.901188454	0.84341434	0.845543015	0.853492076	0.810853827	1.038488442	0.799403106	0.84378679	0.853039243	0.804759922	0.838628894	0.863200066	0.725915996	0.726317455	0.83955532	0.916591831	0.934557284	0.846388809	0.81659003	0.848820746	0.887712895	0.835830881	0.932008007	0.978366184	0.936782684	0.988772097	0.808445871	1.036957276	0.821273852	0.854292742	1.051865545	0.857953436	0.849544857	1.023183658	0.879500527	0.91187225	0.944240286	0.770605506	0.837974499	0.97218942	0.897701593	1.03213682	0.979691392	0.878142754	0.746239291	0.961245842	0.935618558	0.953844482	0.913071647	0.892496407	0.854922099	1.030916791	0.933757215	1.034096727	0.732315479	0.950301419	0.788511427	1.070968659	0.904983746	0.876133276	0.928258968	0.870163027	0.924003728	0.885704209	0.994494836	0.932300392	0.762826562
NCKAP5L	0.169811124	0.184133807	0.18301424	-0.138321317	0.151988423	0.18492697	0.139870206	0.233118272	0.283262153	0.287431996	0.384062235	0.285298745	0.133092924	0.230367631	0.164173887	0.57658644	-0.013371755	-0.030665624	0.47735537	0.525205881	0.204112269	0.167145719	0.326883851	0.348093685	0.061208944	0.517386843	0.313086266	0.452995841	0.194238947	0.110543256	0.315977984	0.067493141	0.425009866	0.287419996	0.410367694	0.244062637	0.219865855	0.125876021	0.313772804	0.329019679	0.29209595	0.170473014	0.149626592	0.271430725	0.569242958	0.485491554	0.281185805	0.640365181	0.23487964	0.710192651	0.160914912	0.369363123	0.210711207	0.198376177	0.31179068	0.144925034	0.307748526	0.26290355	0.725740608	0.262701518	0.192064796	0.165095522	0.366469083	0.366385441	0.297474574	0.564210194	0.146986236	0.271081879	0.524950252	0.376986862	0.143696097	0.262596339	0.197533063	0.340202663	0.209639812	0.316590694	0.374889182	0.196230807	0.143815004	0.345933433	0.238130393	0.274595547	-0.048287959	0.321982139	-0.092729128	0.367997374	0.239381161	0.270019913	0.131385967
BCDIN3D	-0.282404721	-0.520711212	-0.537499771	-0.557419934	-0.530337763	-0.45381807	-0.480732812	-0.362088922	-0.476193401	-0.599633649	-0.658244099	-0.290068702	-0.346687708	-0.450162633	-0.506848684	-0.269487937	-0.308419689	-0.393193656	-0.65861088	-0.612506226	-0.446950593	-0.383192572	-0.397551871	-0.62065832	-0.371128393	-0.747681581	-0.679701107	-0.373620076	-0.603283198	-0.373420661	-0.502307479	-0.382617037	-0.878031561	-0.479670212	-0.580127925	-0.783496584	-0.566669072	-0.318862185	-0.466919765	-0.743773048	-0.49080049	-0.417893994	-0.378842549	-0.440321084	-0.537621334	-0.632380322	-0.448085026	-0.580434445	-0.663897173	-0.579551055	-0.473245458	-0.546374957	-0.378395179	-0.425001414	-0.338186617	-0.347993655	-0.539337249	-0.55848394	-0.391038065	-0.543648257	-0.481424898	-0.32801971	-0.80817887	-0.379068934	-0.635715211	-0.384663531	-0.404263385	-0.392525059	-0.41254689	-0.478934788	-0.456344854	-0.669665147	-0.550723351	-0.300981841	-0.60139429	-0.388595959	-0.577439232	-0.405053349	-0.422147411	-0.570328979	-0.350442772	-0.632940148	-0.432479439	-0.616179558	-0.378508755	-0.283976901	-0.445973527	-0.523693954	-0.518886286
FAIM2	-0.743257337	-0.836336221	-0.507440899	-0.564780081	-0.509853558	-1.464659903	-0.500948423	-0.940117578	-1.488731803	-0.511196051	-0.853756698	-0.658914872	-1.380723261	-0.816589972	-0.664172878	-0.376948069	-0.976200548	-1.014124551	-0.122394116	-0.170613763	-0.872954921	-1.141192461	-0.74394065	-0.701046245	-0.796568477	-0.236211741	-0.272010136	-0.844436544	-0.920070684	-1.157252228	-1.323796119	-0.906639113	-0.693307827	-1.141935501	-0.342284433	-0.69309911	-0.520934215	-0.896830418	-0.938323801	-0.870940693	-0.720412907	-1.326174524	-0.949300983	-1.193999277	0.2042333	-0.666538661	-0.944589167	-0.796364268	-0.903540575	-0.165961462	-1.055219987	-0.937647617	-1.165316508	-0.981798918	-0.927730532	-1.376883239	-1.186057888	-0.659294099	-0.202945459	-0.306730357	-1.157825303	-0.559223187	-0.552252108	-0.617023408	-0.609954699	-0.146554281	-1.117852249	-1.260696824	-1.18216042	-0.958721685	-1.064587831	-1.115980216	-0.603174209	-0.916821936	-0.991304481	-0.666406523	-1.15428015	-0.833199026	-0.777618413	-0.75793496	-0.488273263	-0.907205734	-1.421785204	-0.809720048	-0.935822872	0.055131081	-0.405231385	-0.598232928	-0.837665554
AQP2	-1.685476943	-1.812178562	0.040248986	-1.748464492	-1.609689833	-1.380070734	-1.754766158	-1.43864777	-1.605991758	-1.377907877	-1.753099811	-1.594697432	-1.580121661	-1.708244347	-1.478591578	-1.005111216	-1.331729763	-1.613667932	-0.927458391	-1.893009935	-1.460327856	-1.56835738	-1.796613777	-1.800082624	-1.326883383	-1.198315395	-1.774693472	-1.575683841	-1.022349367	-1.502745897	-1.46596681	-1.624256956	-1.638511644	-1.668491394	-1.261846267	-1.370531125	-1.208150974	-1.684310321	-1.592101324	-1.79313047	-1.997306258	-1.460632565	-1.313637013	-1.554433004	-1.138854733	-1.123105193	-1.810937223	-0.738427502	-0.860124488	-0.667733325	-0.892328307	-1.717201983	-1.745615494	-1.851102183	-1.409296683	-1.77071652	-1.257944723	-1.623948973	-1.295678958	-1.638226682	-1.744458046	-1.032902904	-1.964911035	-1.741904224	-1.25962305	-1.908206781	-1.34239211	-1.7364656	-1.654278375	-1.650038509	-1.611840308	-1.115980216	-1.40823362	-1.35759882	-1.730451223	-1.886706035	-1.829300971	-1.664587667	-1.744793897	-0.497015366	-1.991602884	-1.812387418	-1.71314804	-1.676771737	-1.242119912	-1.330147271	-1.261625402	-1.729722061	-1.840363501
AQP5	-1.685476943	-1.618832433	-1.882305527	-1.415913271	-1.171175203	-0.962053678	-1.573837545	-1.43864777	-0.854351215	-1.242323813	-1.563025246	-1.202998104	-1.081341665	-1.525527556	-1.235771401	-1.141181834	-1.15233077	-1.434074176	-1.538029928	-1.227387717	-1.648787312	-1.408642263	-1.796613777	-1.800082624	-1.738964549	-1.320431568	-1.774693472	-0.85525038	0.046724383	-1.228474436	-1.386049252	-1.175787556	-1.638511644	-1.668491394	-1.462377682	-1.770827807	-1.524908653	-1.684310321	-0.799028591	-1.79313047	-1.679341591	-1.01092769	-0.609465052	-1.267990529	-1.188671623	-1.324646985	-1.518967038	-1.279604268	-1.925645521	0.134619976	-0.918018466	-1.113685724	-1.440523919	-1.1394674	-1.409296683	-1.458530658	-0.90436042	-1.2924187	-0.04114668	-1.477770572	-1.744458046	-0.060478879	-1.38358061	-1.456488695	-1.807292893	-1.131944657	-1.070038469	-1.751831377	-1.499911693	-1.174765459	-1.409448645	-1.632938621	-1.802616953	-0.873210355	-1.730451223	-1.886706035	-1.542152678	-1.664587667	-0.693096734	-0.530962209	-1.641644259	-1.625212759	-1.71314804	-1.676771737	-1.691571599	-0.966034224	-1.764012046	-1.905874043	-1.470719402
AQP6	-1.516775886	-1.218207845	-0.56771328	-1.328255495	-1.077354803	-1.371941189	-1.464404803	-1.130958835	-1.288480161	-1.56313096	-1.450318308	-1.330778478	-1.580121661	-1.708244347	-0.938525954	-0.98413664	-1.51806072	-1.434074176	-1.28774472	-1.533010271	-1.648787312	-1.56835738	-1.124078199	-1.501892451	-1.32688352	-1.375287492	-1.774693472	-1.440003564	-0.548104222	-1.228474436	-1.577725693	-1.279608893	-0.817262438	-1.230470307	-1.458840455	-1.307095644	-1.614888283	-1.404943563	-1.108638559	-1.230424004	-0.638680746	-1.385347859	-0.96284529	-1.136766757	-1.057649942	-1.472986171	-1.107260822	-1.006854683	-1.462277349	-0.651237867	-1.287178488	-1.356889647	-1.359968409	-1.414581739	-1.2491675	-1.218118807	-1.103589947	-1.840859967	-1.176865483	-1.293997198	-1.744458046	-0.96751776	-1.254666864	-1.18738268	-1.807292893	-1.110854705	-0.536106552	-1.751831377	-1.3283461	-1.489826017	-1.409448645	-1.632938621	-1.40823362	-0.924810054	-1.524075882	-1.886706035	-1.4631154	-1.259843981	-0.820616016	-1.046784766	-1.770000525	-1.625212759	-1.34391006	-1.49338375	-1.048848778	-1.217296008	-1.26162541	-1.220882639	-1.357194107
RACGAP1	-0.143649686	0.088530023	-0.118578451	-0.120756881	-0.054590512	0.010807562	-0.115393156	-0.11625039	-0.086919914	-0.320105827	-0.02004374	-0.009745118	-0.165155918	-0.313701288	0.196107701	-0.029126198	0.183532087	0.122796142	-0.289463451	-0.313409682	-0.138006672	-0.1863442	-0.143682605	-0.071584192	-0.031174355	-0.31852038	-0.112084959	0.147213663	-0.119566055	0.053214775	-0.129570336	0.076810449	0.216718822	-0.344511786	-0.344034444	-0.219305192	-0.329747755	-0.000504992	0.182671421	-0.072130493	0.144934588	-0.084363759	0.005709727	-0.0552436	-0.229285014	-0.228566326	-0.214866138	0.07563607	-0.35407906	0.0406075	-0.035474276	-0.130499265	-0.043965239	-0.509827854	-0.029242496	0.047612691	-0.173132775	-0.187806222	-0.25892216	-0.048882256	0.07183221	-0.215821388	-0.142733975	0.054960543	0.055788215	-0.048272762	0.449200953	-0.02683705	0.015917135	0.065346954	-0.055761852	-0.154565886	-0.209785668	0.301484886	-0.138055692	-0.036303968	-0.248628728	0.063633913	-0.154094491	-0.020950779	-0.190022422	-0.025594086	-0.012786176	-0.030404114	0.162062009	0.224376648	-0.180815882	-0.133601491	-0.200264891
ASIC1	-0.659237991	-0.373810904	-0.751217281	-0.780313092	-0.538090878	-0.505726263	-0.568482734	-0.48852992	-0.394305688	-0.430224266	-0.008963915	-0.299905182	-0.614020382	-0.479440766	-0.402177054	-0.424799457	-0.559849905	-0.796205966	-0.292359058	-0.157832644	-0.688629147	-0.479783881	-0.535804695	-0.49523524	-0.601992987	-0.197266465	-0.589043435	-0.329708893	-0.269566344	-0.372298006	-0.262599323	-0.520486599	-0.719542468	-0.582217903	-0.307804917	-0.397026183	-0.462302036	-0.642651604	-0.272651413	-0.273459201	0.078114548	-0.725988608	-0.332170693	-0.323066927	-0.161120011	-0.310548922	-0.286908964	-0.580434321	-0.746223364	0.012784036	-0.33798425	-0.317075929	-0.774851931	-0.539335781	-0.569990702	-0.360721614	-0.183805848	-0.355708306	-0.078712573	-0.083513172	-0.4067542	-0.256488388	-0.363446714	-0.182299314	-0.270841727	-0.121576857	0.33194126	-0.773667141	-0.285414316	-0.364802154	-0.528307069	-0.330477963	-0.221460983	-0.154207979	-0.417669977	-0.480237415	-0.190313264	-0.681905873	-0.303170868	-0.494687211	-0.444242519	-0.521715412	-0.449240163	-0.303879493	-0.605901728	0.148810849	-0.426557757	-0.555117028	-0.311866846
SMARCD1	0.358771481	0.408464872	0.37823852	0.1847854	0.229172839	0.367355128	0.279489709	0.307580908	0.330937442	0.307898666	0.377420982	0.378015709	0.37769377	0.341562635	0.443998862	0.284217639	0.522923159	0.398440141	0.20456329	0.305097126	0.351309793	0.401869128	0.364665996	0.374403787	0.270208489	0.276964108	0.304510793	0.488031528	0.330898667	0.434081324	0.407182955	0.331227827	0.363767275	0.29081708	0.190060822	0.346351763	0.297193819	0.367287643	0.366358892	0.386941426	0.49020344	0.375340924	0.334503045	0.304855601	0.247033185	0.386945011	0.331328475	0.307319276	0.407017013	0.429415454	0.334564624	0.396955023	0.452981974	0.327917865	0.384808745	0.383325139	0.396238941	0.32866988	0.23637774	0.382599897	0.354027476	0.252772199	0.35469515	0.381450524	0.421846035	0.323822101	0.631892193	0.477139024	0.389608504	0.383622504	0.377007317	0.395002787	0.22834732	0.608051889	0.290420366	0.442102234	0.333424628	0.360266232	0.313499458	0.439383734	0.420706577	0.36107846	0.463594497	0.306829466	0.289943139	0.715324169	0.359647736	0.357985163	0.304764165
