	SLC5A5	TPO	TG	TSHR	PAX8	NKX2-1	FOXE1	DIO1
SLC5A5	1.0	0.6214749276534627	0.40846629166454784	0.3421663071361681	0.44286827502640613	-0.05727323177047049	0.33139758149161813	0.5348125941763877
TPO	0.6214749276534627	1.0	0.7106377232634191	0.495904729159958	0.6107264757173023	-0.025747742999328995	0.5084999401852303	0.8151673263891643
TG	0.40846629166454784	0.7106377232634191	1.0	0.6322262437342282	0.6216346648110161	-0.01194985343148133	0.47113585274983394	0.5866196313764838
TSHR	0.3421663071361681	0.495904729159958	0.6322262437342282	1.0	0.4699368810728545	0.095492102159373	0.3981800019449454	0.34443912482349776
PAX8	0.44286827502640613	0.6107264757173023	0.6216346648110161	0.4699368810728545	1.0	0.23879303318102288	0.5264694627398694	0.6687230733919697
NKX2-1	-0.05727323177047049	-0.025747742999328995	-0.01194985343148133	0.095492102159373	0.23879303318102288	1.0	-0.024612713451947148	0.011659681496278277
FOXE1	0.33139758149161813	0.5084999401852303	0.47113585274983394	0.3981800019449454	0.5264694627398694	-0.024612713451947148	1.0	0.5326240618932668
DIO1	0.5348125941763877	0.8151673263891643	0.5866196313764838	0.34443912482349776	0.6687230733919697	0.011659681496278277	0.5326240618932668	1.0
