cohort	sample	group	score
GSE213647	GSM6591032	PTC	-0.01569237299957771
GSE213647	GSM6591033	PTC	-0.5968133715548094
GSE213647	GSM6591034	PTC	-0.5106696736046633
GSE213647	GSM6591035	PTC	-1.13880935911321
GSE213647	GSM6591036	PTC	-0.4021612469685157
GSE213647	GSM6591037	PTC	-0.6204973438807198
GSE213647	GSM6591038	PTC	0.6478278093868972
GSE213647	GSM6591039	PTC	-0.586158044829738
GSE213647	GSM6591040	PTC	0.061462434374194574
GSE213647	GSM6591041	PTC	-0.06838862897446249
GSE213647	GSM6591042	PTC	-0.11090526510121371
GSE213647	GSM6591043	PTC	-0.9401649803134572
GSE213647	GSM6591044	PTC	-0.6217949677153076
GSE213647	GSM6591045	PTC	-0.3943304153556081
GSE213647	GSM6591046	PTC	-0.113978379696029
GSE213647	GSM6591047	PTC	-1.6191007448390045
GSE213647	GSM6591048	PTC	-0.49504468549908787
GSE213647	GSM6591049	PTC	-1.070322839660358
GSE213647	GSM6591050	PTC	-0.8340219870864054
GSE213647	GSM6591051	PTC	-0.5466894914545763
GSE213647	GSM6591052	PTC	-0.44832304280712854
GSE213647	GSM6591053	PTC	0.02168248521069411
GSE213647	GSM6591054	PTC	-0.47155096493990345
GSE213647	GSM6591055	PTC	-0.6434352066492514
GSE213647	GSM6591056	PTC	-0.9558456744638933
GSE213647	GSM6591057	PTC	-0.51477194067273
GSE213647	GSM6591058	PTC	0.05800045185595781
GSE213647	GSM6591059	PTC	-0.5045994179860973
GSE213647	GSM6591060	PTC	-0.8512536746558863
GSE213647	GSM6591061	PTC	-0.3894760163278086
GSE213647	GSM6591062	PTC	-0.8104494231387851
GSE213647	GSM6591063	PTC	-0.6180881333226198
GSE213647	GSM6591064	PTC	-0.6734005147909363
GSE213647	GSM6591065	PTC	-0.637377635044221
GSE213647	GSM6591066	PTC	-0.4956562907642707
GSE213647	GSM6591067	PTC	-0.6518743901076496
GSE213647	GSM6591068	PTC	-0.3617970047952391
GSE213647	GSM6591069	PTC	0.1433472682548642
GSE213647	GSM6591070	PTC	-0.08524754433037805
GSE213647	GSM6591071	PTC	-0.41936138754660435
GSE213647	GSM6591072	PTC	-0.12632747480359272
GSE213647	GSM6591073	PTC	-0.34147053473878486
GSE213647	GSM6591074	PTC	-1.2308544650621882
GSE213647	GSM6591075	PTC	-0.17933375792263012
GSE213647	GSM6591076	PTC	-0.023720668389785468
GSE213647	GSM6591077	PTC	0.1650435021167649
GSE213647	GSM6591078	PTC	-0.3570220634876547
GSE213647	GSM6591079	PTC	0.026583841482453435
GSE213647	GSM6591080	PTC	-0.6520645123470488
GSE213647	GSM6591081	PTC	-0.678538538893457
GSE213647	GSM6591082	PTC	-0.45179016806499306
GSE213647	GSM6591083	PTC	0.10152063128835079
GSE213647	GSM6591084	PTC	-0.759446677442057
GSE213647	GSM6591085	PTC	-0.8668542577798366
GSE213647	GSM6591086	PTC	-0.36200612731925846
GSE213647	GSM6591087	PTC	-0.6422840707089196
GSE213647	GSM6591088	PTC	-0.44809668249782275
GSE213647	GSM6591089	PTC	-0.680512211350371
GSE213647	GSM6591090	PTC	-0.45941767936455247
GSE213647	GSM6591091	PTC	-0.33694757235981543
GSE213647	GSM6591092	PTC	-0.4296525710022895
GSE213647	GSM6591093	PTC	-0.781674702159083
GSE213647	GSM6591094	PTC	0.6628251925548696
GSE213647	GSM6591095	PTC	-0.5616830370236227
GSE213647	GSM6591096	PTC	-0.6087578113601931
GSE213647	GSM6591097	PTC	0.1697307996636285
GSE213647	GSM6591098	PTC	-0.5592464254450511
GSE213647	GSM6591099	PTC	-0.7766616574136769
GSE213647	GSM6591100	PTC	0.11831009998817862
GSE213647	GSM6591101	PTC	-0.21253777784060932
GSE213647	GSM6591102	PTC	0.13591423455312898
GSE213647	GSM6591103	PTC	-0.057219620663629865
GSE213647	GSM6591104	PTC	-0.6252985938612028
GSE213647	GSM6591105	PTC	-0.7113667270488221
GSE213647	GSM6591106	PTC	0.09451322348936869
GSE213647	GSM6591107	PTC	0.15330434392167097
GSE213647	GSM6591108	PTC	-0.5547360086081953
GSE213647	GSM6591109	PTC	0.4824333192819714
GSE213647	GSM6591110	PTC	-0.690884539297264
GSE213647	GSM6591111	PTC	0.09429559701927556
GSE213647	GSM6591112	PTC	-0.7219331482618248
GSE213647	GSM6591113	PTC	-0.04110044773684796
GSE213647	GSM6591114	PTC	-0.10476508374045376
GSE213647	GSM6591115	PTC	-0.3552033315739893
GSE213647	GSM6591116	PTC	-0.4127703311602247
GSE213647	GSM6591117	PTC	0.402465978332624
GSE213647	GSM6591118	PTC	-0.5700470698023389
GSE213647	GSM6591119	PTC	-0.46973441503878144
GSE213647	GSM6591120	PTC	0.23094280093013017
GSE213647	GSM6591121	PTC	-0.4735055795207351
GSE213647	GSM6591122	PTC	-0.18150033222632872
GSE213647	GSM6591123	PTC	-0.5016707807386364
GSE213647	GSM6591124	PTC	0.0731797832063397
GSE213647	GSM6591125	PTC	-0.1998483372882806
GSE213647	GSM6591126	PTC	-0.09842855030853079
GSE213647	GSM6591127	PTC	0.4618615685434039
GSE213647	GSM6591128	PTC	0.21188110017594283
GSE213647	GSM6591129	PTC	-0.629891011219048
GSE213647	GSM6591130	PTC	-0.18333242707689118
GSE213647	GSM6591131	PTC	-0.5497063067656737
GSE213647	GSM6591132	PTC	-0.44967633142470903
GSE213647	GSM6591133	PTC	0.7177452927673809
GSE213647	GSM6591134	PTC	0.12214243684121547
GSE213647	GSM6591135	PTC	0.5329792294795276
GSE213647	GSM6591136	PTC	0.5961289825261572
GSE213647	GSM6591137	PTC	0.4411561133342502
GSE213647	GSM6591138	PTC	0.32935577464334254
GSE213647	GSM6591139	PTC	0.15931552930303625
GSE213647	GSM6591140	PTC	-0.578091275880408
GSE213647	GSM6591141	PTC	-0.37578686193227967
GSE213647	GSM6591142	PTC	-0.24228578480466798
GSE213647	GSM6591143	PTC	-0.48886289202855765
GSE213647	GSM6591144	PTC	-1.3602062404920692
GSE213647	GSM6591145	PTC	-0.661907518716013
GSE213647	GSM6591146	PTC	-0.8721308394308958
GSE213647	GSM6591147	PTC	-0.18025407519923659
GSE213647	GSM6591148	PTC	-0.5226299476955644
GSE213647	GSM6591149	PTC	-0.5098682913328726
GSE213647	GSM6591150	PTC	0.6743092589452298
GSE213647	GSM6591151	PTC	-0.4399426896954304
GSE213647	GSM6591152	PTC	-0.8253522552985253
GSE213647	GSM6591153	PTC	0.7055805358015016
GSE213647	GSM6591154	PTC	-0.7380196426278977
GSE213647	GSM6591155	PTC	-0.5080959441206676
GSE213647	GSM6591156	PTC	0.30453730965659126
GSE213647	GSM6591157	PTC	0.5310361851422039
GSE213647	GSM6591158	PTC	-0.6821918514399842
GSE213647	GSM6591159	PTC	0.6613610122190156
GSE213647	GSM6591160	PTC	0.6032366008929535
GSE213647	GSM6591161	PTC	0.41858462968835075
GSE213647	GSM6591162	PTC	-0.9629626819287987
GSE213647	GSM6591163	PTC	-0.4045437470147796
GSE213647	GSM6591164	PTC	-0.24535461384809504
GSE213647	GSM6591165	PTC	0.5400152040523996
GSE213647	GSM6591166	PTC	0.6077924898366305
GSE213647	GSM6591167	PTC	-1.0566604758836633
GSE213647	GSM6591168	PTC	0.21470388023704617
GSE213647	GSM6591169	PTC	-0.22392686823839136
GSE213647	GSM6591170	PTC	0.7975605707917441
GSE213647	GSM6591171	PTC	0.3119827277837124
GSE213647	GSM6591172	PTC	-0.44176574505714394
GSE213647	GSM6591173	PTC	-0.04517180584098262
GSE213647	GSM6591174	PTC	-0.44143733347432756
GSE213647	GSM6591175	PDTC	0.049115552185689054
GSE213647	GSM6591176	PTC	-0.8981645673665115
GSE213647	GSM6591177	PTC	-0.12200007385164958
GSE213647	GSM6591178	PTC	-1.106547598863207
GSE213647	GSM6591179	PTC	-0.46044029137826453
GSE213647	GSM6591180	PTC	-0.29058551877437333
GSE213647	GSM6591181	PTC	-0.36128397821413727
GSE213647	GSM6591182	PTC	-0.5056800261797185
GSE213647	GSM6591183	PTC	-2.19708605208492
GSE213647	GSM6591184	PTC	-1.2335939281152848
GSE213647	GSM6591185	PTC	0.34539310572250237
GSE213647	GSM6591186	PTC	1.0607673410514908
GSE213647	GSM6591187	PTC	-0.6235684059621045
GSE213647	GSM6591188	PTC	-0.062485694085469126
GSE213647	GSM6591189	PTC	0.11873391675854353
GSE213647	GSM6591190	PTC	0.027126580188680555
GSE213647	GSM6591191	PTC	1.051505013266759
GSE213647	GSM6591192	PTC	-0.3326273603812066
GSE213647	GSM6591193	PTC	-0.31785064627918325
GSE213647	GSM6591194	PTC	-1.630494960629874
GSE213647	GSM6591195	PTC	-0.341776231202354
GSE213647	GSM6591196	PTC	0.00982591999931176
GSE213647	GSM6591197	PTC	-0.08777846208000638
GSE213647	GSM6591198	PTC	0.1743695852790948
GSE213647	GSM6591199	PTC	-0.48550001433456286
GSE213647	GSM6591200	PTC	0.47857978737852597
GSE213647	GSM6591201	PTC	-0.4585607199255836
GSE213647	GSM6591202	PTC	-0.2211446560315081
GSE213647	GSM6591203	PTC	-0.7078224142576697
GSE213647	GSM6591204	PTC	-1.5904884309547818
GSE213647	GSM6591205	PTC	-0.005773962222390322
GSE213647	GSM6591206	PTC	-0.3937705177549736
GSE213647	GSM6591207	PTC	-0.12463178695014605
GSE213647	GSM6591208	PTC	-0.4967476965260419
GSE213647	GSM6591209	PTC	-0.0007230686637425265
GSE213647	GSM6591210	PTC	-0.6705139607545609
GSE213647	GSM6591211	PTC	0.01632408374588651
GSE213647	GSM6591212	PTC	0.5458102299988582
GSE213647	GSM6591213	PTC	-1.0277655006364883
GSE213647	GSM6591214	ATC	-0.8809745941478822
GSE213647	GSM6591215	PTC	-0.5836120595903099
GSE213647	GSM6591216	PTC	0.3748676115828177
GSE213647	GSM6591217	PTC	-0.9751530064116929
GSE213647	GSM6591218	PTC	-0.4933818057150678
GSE213647	GSM6591219	PTC	0.3006287175617278
GSE213647	GSM6591220	PTC	1.112822948692034
GSE213647	GSM6591221	ATC	-1.5952081414508557
GSE213647	GSM6591222	PTC	-1.1132779403251036
GSE213647	GSM6591223	PTC	-0.08219310978623776
GSE213647	GSM6591224	PTC	-0.3729953375011937
GSE213647	GSM6591225	PTC	0.3634261437007581
GSE213647	GSM6591226	PTC	0.31113074382446626
GSE213647	GSM6591227	PTC	0.39676519243685976
GSE213647	GSM6591228	PTC	0.04341879720302197
GSE213647	GSM6591229	PTC	0.1675263117005715
GSE213647	GSM6591230	PTC	0.4404190303172538
GSE213647	GSM6591231	PTC	0.32464735095597386
GSE213647	GSM6591232	PTC	0.19879067875140893
GSE213647	GSM6591233	PTC	-0.011546415519230413
GSE213647	GSM6591234	PTC	-0.2293304504395365
GSE213647	GSM6591235	PTC	-0.4037585500362689
GSE213647	GSM6591236	PTC	0.4810462180899171
GSE213647	GSM6591237	PTC	-1.2065435830731468
GSE213647	GSM6591238	PTC	-0.6498179043003858
GSE213647	GSM6591239	PTC	-0.6897669455849339
GSE213647	GSM6591240	PTC	-0.5918758732544107
GSE213647	GSM6591241	PTC	-0.8705499964645014
GSE213647	GSM6591242	ATC	-3.9643632206120056
GSE213647	GSM6591243	ATC	-3.120060274843711
GSE213647	GSM6591244	PTC	-0.1793406933508171
GSE213647	GSM6591245	PTC	0.09614635141285041
GSE213647	GSM6591246	PTC	-0.20967143085372933
GSE213647	GSM6591247	PTC	-0.15477075790482606
GSE213647	GSM6591248	PTC	-0.5168076663154821
GSE213647	GSM6591249	PTC	0.6805114866611364
GSE213647	GSM6591250	PTC	-0.758239772095525
GSE213647	GSM6591251	ATC	-2.712847205896491
GSE213647	GSM6591252	PTC	-0.7169585406842116
GSE213647	GSM6591253	PTC	-0.33772302647485525
GSE213647	GSM6591254	PTC	0.9522241059357275
GSE213647	GSM6591255	PTC	-0.16607297858981251
GSE213647	GSM6591256	PTC	-0.3504854299936678
GSE213647	GSM6591257	PTC	0.21334100812361417
GSE213647	GSM6591258	PTC	-0.3264985779913379
GSE213647	GSM6591259	PTC	0.5402050004774672
GSE213647	GSM6591260	PTC	-0.5742143363362702
GSE213647	GSM6591261	PTC	-0.6569779805120389
GSE213647	GSM6591262	PTC	-0.7111948641576379
GSE213647	GSM6591263	PTC	0.7511504602521965
GSE213647	GSM6591264	PTC	-0.1381555697103728
GSE213647	GSM6591265	PTC	0.6362260313969312
GSE213647	GSM6591266	PTC	-0.6410741822642522
GSE213647	GSM6591267	PTC	-0.47208751299147
GSE213647	GSM6591268	PTC	0.5174777798744524
GSE213647	GSM6591269	PTC	-0.277738424155365
GSE213647	GSM6591270	PTC	-0.48445107869372134
GSE213647	GSM6591271	PTC	0.36335356637925637
GSE213647	GSM6591272	ATC	-0.040660565132166815
GSE213647	GSM6591273	PTC	-0.04971982444812892
GSE213647	GSM6591274	PTC	-0.38851109878967494
GSE213647	GSM6591275	PTC	-0.6949573718455129
GSE213647	GSM6591276	PTC	0.1495669844490533
GSE213647	GSM6591277	PTC	-0.595410097248258
GSE213647	GSM6591278	PTC	-0.966088639211363
GSE213647	GSM6591279	PTC	-0.4119993544540499
GSE213647	GSM6591280	PTC	-0.32130248513846765
GSE213647	GSM6591281	PTC	-0.40911172876825364
GSE213647	GSM6591282	PTC	0.05576985279190069
GSE213647	GSM6591283	PTC	-1.0849013747804528
GSE213647	GSM6591284	PTC	-0.2698536675821172
GSE213647	GSM6591285	PTC	0.24790813666124584
GSE213647	GSM6591286	PTC	-0.39559832088876834
GSE213647	GSM6591287	PTC	-0.32756990981437456
GSE213647	GSM6591288	PTC	0.3548353518299284
GSE213647	GSM6591289	PTC	-0.12983783740807905
GSE213647	GSM6591290	PTC	-0.5955585589591503
GSE213647	GSM6591291	PTC	-0.22044572169417834
GSE213647	GSM6591292	PTC	-0.26392928116528025
GSE213647	GSM6591293	PTC	-0.4697129315735331
GSE213647	GSM6591294	PTC	-0.32273543011181816
GSE213647	GSM6591295	PTC	-0.6542083731394925
GSE213647	GSM6591296	PTC	-0.50665627436865
GSE213647	GSM6591297	PTC	-0.9305818258392735
GSE213647	GSM6591298	PTC	-0.7277119957356869
GSE213647	GSM6591299	PTC	0.8989895422714242
GSE213647	GSM6591300	PTC	-0.45650103846762796
GSE213647	GSM6591301	PTC	0.1771019203125882
GSE213647	GSM6591302	PTC	0.8266471628832199
GSE213647	GSM6591303	PTC	0.09862881562645284
GSE213647	GSM6591304	PTC	-2.1098273324790267
GSE213647	GSM6591305	PTC	0.6112319529134991
GSE213647	GSM6591306	PTC	-0.9010529784304638
GSE213647	GSM6591307	PTC	-0.47361017952479684
GSE213647	GSM6591308	PTC	0.7146509538300082
GSE213647	GSM6591309	PTC	-0.8337189204200437
GSE213647	GSM6591310	PTC	-0.8392255432121127
GSE213647	GSM6591311	PTC	-3.427007391390589
GSE213647	GSM6591312	ATC	-3.88831112130742
GSE213647	GSM6591313	PTC	-1.326428654445713
GSE213647	GSM6591314	PTC	0.3190198859673178
GSE213647	GSM6591315	PTC	0.8353726279018889
GSE213647	GSM6591316	PTC	-0.34620887290647256
GSE213647	GSM6591317	PTC	0.6690936289442257
GSE213647	GSM6591318	PTC	-0.48925207132996673
GSE213647	GSM6591319	PTC	-0.35410515183589214
GSE213647	GSM6591320	ATC	-0.19290899158565247
GSE213647	GSM6591321	PDTC	-0.760373063960337
GSE213647	GSM6591322	ATC	-1.1171301795044912
GSE213647	GSM6591323	ATC	0.04434149756839372
GSE213647	GSM6591324	ATC	-1.4420596341333356
GSE213647	GSM6591325	ATC	-1.2069046202947735
GSE213647	GSM6591326	ATC	-0.8746142864263651
GSE213647	GSM6591327	ATC	-2.329281773646278
GSE213647	GSM6591328	ATC	-2.8397582998919795
GSE213647	GSM6591329	ATC	-2.779205877399237
GSE213647	GSM6591330	PTC	-0.17500722733174023
GSE213647	GSM6591331	PTC	-0.5396206542607247
GSE213647	GSM6591332	PTC	0.13857831351629887
GSE213647	GSM6591333	PTC	-0.18236808954308142
GSE213647	GSM6591334	PTC	0.35456171196522623
GSE213647	GSM6591335	PTC	0.6945685327988165
GSE213647	GSM6591336	PTC	0.30559033689513926
GSE213647	GSM6591337	PTC	0.3222324091999471
GSE213647	GSM6591338	PTC	0.7247728872211605
GSE213647	GSM6591339	PTC	-0.16329780963601145
GSE213647	GSM6591340	PTC	-0.08650530334861711
GSE213647	GSM6591341	PTC	-0.4462267133161687
GSE213647	GSM6591342	PTC	0.266712544792718
GSE213647	GSM6591343	PTC	-0.5969681988080848
GSE213647	GSM6591344	PTC	0.29940931383885144
GSE213647	GSM6591345	PTC	0.4496029847060503
GSE213647	GSM6591346	PTC	-0.7189017048992128
GSE213647	GSM6591347	PTC	-0.5538029080263865
GSE213647	GSM6591348	PTC	-0.09386143619007355
GSE213647	GSM6591349	PTC	-0.006450450618378525
GSE213647	GSM6591350	PTC	0.18969989696053097
GSE213647	GSM6591351	PTC	0.2502197031802047
GSE213647	GSM6591352	PTC	0.6706559523865674
GSE213647	GSM6591353	PTC	0.21440910294870946
GSE213647	GSM6591354	PTC	-0.46763860054823847
GSE213647	GSM6591355	PTC	-0.3486087739896895
GSE213647	GSM6591356	PTC	0.009854529135363607
GSE213647	GSM6591357	PDTC	0.4303466336464553
GSE213647	GSM6591358	PDTC	-0.5843263559062686
GSE213647	GSM6591359	PTC	-0.7194303101557316
GSE213647	GSM6591360	PTC	-0.28240299098244637
GSE213647	GSM6591361	PTC	-0.4091614008993635
GSE213647	GSM6591362	PTC	-0.7893922312478916
GSE213647	GSM6591363	PTC	-0.5006979688312242
GSE213647	GSM6591364	PTC	-1.6222198790528273
GSE213647	GSM6591365	PDTC	-0.21291738640431196
Mun2025-protein	F1_127C|ATC	ATC	0.4433611060000001
Mun2025-protein	F1_130C|ATC	ATC	0.5203839917142857
Mun2025-protein	F1_131C|ATC	ATC	0.38044187742857144
Mun2025-protein	F1_132C|ATC	ATC	0.5899573202857143
Mun2025-protein	F2_130C|ATC	ATC	0.3161653774285714
Mun2025-protein	F2_132C|ATC	ATC	0.4556013488571429
Mun2025-protein	F4_128C|ATC	ATC	0.6640564857142858
Mun2025-protein	F4_129N|ATC	ATC	0.7891411714285714
Mun2025-protein	F4_129C|ATC	ATC	0.7513680428571429
Mun2025-protein	F4_133N|ATC	ATC	1.593993342857143
Mun2025-protein	F4_133C|ATC	ATC	0.5753960285714285
Mun2025-protein	F5_129C|ATC	ATC	0.4202999977142858
Mun2025-protein	F5_131C|ATC	ATC	0.4555109262857143
Mun2025-protein	F6_131N|ATC	ATC	0.4121725548571429
Mun2025-protein	F6_133C|ATC	ATC	0.4393399691428571
Mun2025-protein	F7_127C|ATC	ATC	0.7748652774285715
Mun2025-protein	F7_130C|ATC	ATC	0.6627350774285715
Mun2025-protein	F7_131C|ATC	ATC	0.6272387202857143
Mun2025-protein	F8_127C|ATC	ATC	1.231026812
Mun2025-protein	F8_128N|ATC	ATC	0.4118017405714286
Mun2025-protein	F8_128C|ATC	ATC	0.4706372120000001
Mun2025-protein	F8_130N|ATC	ATC	0.46205224057142863
Mun2025-protein	F8_133N|ATC	ATC	0.5925326548571429
Mun2025-protein	F9_127N|ATC	ATC	0.38010397742857144
Mun2025-protein	F9_131N|ATC	ATC	0.4226383060000001
Mun2025-protein	F9_131C|ATC	ATC	0.47090559171428575
Mun2025-protein	F9_132N|ATC	ATC	0.39180733457142863
Mun2025-protein	F9_132C|ATC	ATC	0.5806935345714287
Mun2025-protein	F9_133C|ATC	ATC	0.49974429171428575
Mun2025-protein	F10_128N|ATC	ATC	1.0484764548571428
Mun2025-protein	F10_128C|ATC	ATC	0.44616541200000004
Mun2025-protein	F10_129N|ATC	ATC	0.348958212
Mun2025-protein	F10_130C|ATC	ATC	0.5222039977142858
Mun2025-protein	F10_132N|ATC	ATC	0.45097108342857145
Mun2025-protein	F10_133C|ATC	ATC	0.40845504057142856
Mun2025-protein	F11_127N|ATC	ATC	0.35766555485714285
Mun2025-protein	F11_127C|ATC	ATC	0.39762619771428576
Mun2025-protein	F11_128N|ATC	ATC	0.3449747262857143
Mun2025-protein	F11_129C|ATC	ATC	0.41761261200000005
Mun2025-protein	F11_133C|ATC	ATC	0.4064759977142858
Mun2025-protein	F12_127C|ATC	ATC	0.46712381199999997
Mun2025-protein	F12_132C|ATC	ATC	0.3995171977142858
Mun2025-protein	F12_133C|ATC	ATC	0.41767012628571437
Mun2025-protein	F13_132N|ATC	ATC	0.797196106
Mun2025-protein	F14_129N|ATC	ATC	0.6734824631428572
Mun2025-protein	F14_131C|ATC	ATC	0.5148193631428571
Mun2025-protein	F14_132N|ATC	ATC	0.49979679171428576
Mun2025-protein	F14_133C|ATC	ATC	0.5350379917142857
Mun2025-protein	F15_131N|ATC	ATC	0.4562357345714286
Mun2025-protein	F15_132N|ATC	ATC	0.49514602028571425
Mun2025-protein	F15_132C|ATC	ATC	0.49242929171428573
Mun2025-protein	F15_133N|ATC	ATC	0.7445779917142857
Mun2025-protein	F16_127C|ATC	ATC	0.48049937742857146
Mun2025-protein	F16_128C|ATC	ATC	0.5380436917142858
Mun2025-protein	F16_129C|ATC	ATC	0.542321906
Mun2025-protein	F16_132N|ATC	ATC	0.5962877631428573
Mun2025-protein	F16_132C|ATC	ATC	0.544131706
Mun2025-protein	F17_127N|ATC	ATC	0.36397774057142857
Mun2025-protein	F17_130C|ATC	ATC	0.48213794057142856
Mun2025-protein	F17_132C|ATC	ATC	0.35388155485714284
Mun2025-protein	F17_133N|ATC	ATC	0.4237080977142857
Mun2025-protein	F18_127C|ATC	ATC	0.4875836548571429
Mun2025-protein	F18_130N|ATC	ATC	0.5164264834285714
Mun2025-protein	F19_128N|ATC	ATC	0.4890440548571428
Mun2025-protein	F19_128C|ATC	ATC	0.44667401199999995
Mun2025-protein	F19_130C|ATC	ATC	0.440372312
Mun2025-protein	F20_128C|ATC	ATC	0.5268353488571428
Mun2025-protein	F20_130C|ATC	ATC	0.4888765488571429
Mun2025-protein	F20_133C|ATC	ATC	0.4265752774285715
Mun2025-protein	F21_127C|ATC	ATC	0.42079104885714286
Mun2025-protein	F21_128N|ATC	ATC	0.5394225202857144
Mun2025-protein	F21_129C|ATC	ATC	0.6556832631428572
Mun2025-protein	F21_132N|ATC	ATC	0.5387578631428572
Mun2025-protein	F21_133N|ATC	ATC	0.5145271631428573
Mun2025-protein	F22_133N|ATC	ATC	0.49883324885714286
Mun2025-protein	F22_133C|ATC	ATC	0.5221952202857143
Mun2025-protein	F23_128C|ATC	ATC	0.43367376914285716
Mun2025-protein	F23_129N|ATC	ATC	0.4131324262857143
Mun2025-protein	F23_129C|ATC	ATC	0.37466089771428573
Mun2025-protein	F23_130N|ATC	ATC	0.43074319771428565
Mun2025-protein	F23_133C|ATC	ATC	0.3438959834285715
Mun2025-protein	F24_127C|ATC	ATC	0.9195354548571428
Mun2025-protein	F24_130N|ATC	ATC	0.4628736262857143
Mun2025-protein	F24_133C|ATC	ATC	0.6268637262857144
Mun2025-protein	F25_129N|ATC	ATC	0.5776214917142858
Mun2025-protein	F25_131C|ATC	ATC	0.6596601202857143
Mun2025-protein	F26_127N|ATC	ATC	0.49432622028571427
Mun2025-protein	F26_130C|ATC	ATC	0.5754738202857144
Mun2025-protein	F26_133N|ATC	ATC	0.5217725631428571
Mun2025-protein	F27_129N|ATC	ATC	0.7371151774285715
Mun2025-protein	F28_127N|ATC	ATC	0.5121462345714286
Mun2025-protein	F28_129N|ATC	ATC	0.5235798774285715
Mun2025-protein	F29_130N|ATC	ATC	0.6136454774285715
Mun2025-protein	F29_131N|ATC	ATC	0.45235923457142857
Mun2025-protein	F30_127N|ATC	ATC	0.27196993228571426
Mun2025-protein	F30_127C|ATC	ATC	0.360219718
Mun2025-protein	F30_128C|ATC	ATC	0.8075476037142858
Mun2025-protein	F30_129N|ATC	ATC	0.3299313465714286
Mun2025-protein	F30_129C|ATC	ATC	0.2973213894285714
Mun2025-protein	F30_130C|ATC	ATC	0.2823205322857143
Mun2025-protein	F30_131N|ATC	ATC	0.3950360608571429
Mun2025-protein	F30_133C|ATC	ATC	0.23472287514285714
Mun2025-protein	F30_134N|ATC	ATC	0.25113576085714284
Mun2025-protein	F31_127N|ATC	ATC	0.38581356914285714
Mun2025-protein	F31_132N|ATC	ATC	0.48544046914285716
Mun2025-protein	F31_133N|ATC	ATC	0.5996932691428573
Mun2025-protein	F31_134N|ATC	ATC	0.5732260691428571
Mun2025-protein	F32_128N|ATC	ATC	0.504975612
Mun2025-protein	F32_129C|ATC	ATC	0.4165272691428572
Mun2025-protein	F32_134N|ATC	ATC	0.442351912
Mun2025-protein	F33_131C|ATC	ATC	0.6637544917142858
Mun2025-protein	F34_129N|ATC	ATC	0.6273675774285714
Mun2025-protein	F34_131N|ATC	ATC	0.6258829488571428
Mun2025-protein	F1_128N|PDTC	PDTC	0.5130788345714287
Mun2025-protein	F1_130N|PDTC	PDTC	0.8006401060000001
Mun2025-protein	F2_127N|PDTC	PDTC	0.39203560600000004
Mun2025-protein	F2_132N|PDTC	PDTC	1.1005387774285713
Mun2025-protein	F3_128N|PDTC	PDTC	0.6967520631428572
Mun2025-protein	F3_133C|PDTC	PDTC	1.0865847060000002
Mun2025-protein	F4_127N|PDTC	PDTC	1.2282747285714284
Mun2025-protein	F4_132C|PDTC	PDTC	1.0036086142857141
Mun2025-protein	F5_130N|PDTC	PDTC	0.563965212
Mun2025-protein	F5_130C|PDTC	PDTC	0.434945812
Mun2025-protein	F6_127C|PDTC	PDTC	0.5442356691428571
Mun2025-protein	F6_128C|PDTC	PDTC	0.5718789977142856
Mun2025-protein	F6_132N|PDTC	PDTC	0.6224486262857143
Mun2025-protein	F7_129C|PDTC	PDTC	1.0597300774285714
Mun2025-protein	F7_130N|PDTC	PDTC	1.0062963202857143
Mun2025-protein	F8_133C|PDTC	PDTC	0.6645110691428571
Mun2025-protein	F9_127C|PDTC	PDTC	1.6355043917142855
Mun2025-protein	F9_129N|PDTC	PDTC	0.4828449631428571
Mun2025-protein	F9_130N|PDTC	PDTC	0.5924910345714285
Mun2025-protein	F10_127N|PDTC	PDTC	0.5526773834285714
Mun2025-protein	F11_129N|PDTC	PDTC	0.3871698405714286
Mun2025-protein	F13_127N|PDTC	PDTC	0.7131786202857143
Mun2025-protein	F13_130N|PDTC	PDTC	0.7233286345714286
Mun2025-protein	F13_131N|PDTC	PDTC	1.505926706
Mun2025-protein	F17_131C|PDTC	PDTC	0.9299988405714287
Mun2025-protein	F18_128N|PDTC	PDTC	0.39442346914285714
Mun2025-protein	F18_130C|PDTC	PDTC	0.8370710548571428
Mun2025-protein	F19_132C|PDTC	PDTC	0.6149963262857143
Mun2025-protein	F22_129C|PDTC	PDTC	0.5027178488571429
Mun2025-protein	F23_127N|PDTC	PDTC	0.34580551200000004
Mun2025-protein	F24_132N|PDTC	PDTC	0.5966255405714286
Mun2025-protein	F24_132C|PDTC	PDTC	0.4250478405714286
Mun2025-protein	F25_127N|PDTC	PDTC	0.7292908631428572
Mun2025-protein	F25_130N|PDTC	PDTC	0.6570096488571429
Mun2025-protein	F25_132C|PDTC	PDTC	1.3044965917142857
Mun2025-protein	F26_133C|PDTC	PDTC	0.6574632202857142
Mun2025-protein	F27_132C|PDTC	PDTC	1.092716906
Mun2025-protein	F28_131C|PDTC	PDTC	0.6533864917142858
Mun2025-protein	F29_128N|PDTC	PDTC	1.2705539917142856
Mun2025-protein	F29_129N|PDTC	PDTC	1.8256451774285711
Mun2025-protein	F29_133N|PDTC	PDTC	0.7558522631428571
Mun2025-protein	F29_133C|PDTC	PDTC	1.281472548857143
Mun2025-protein	F30_130N|PDTC	PDTC	0.6788192751428571
Mun2025-protein	F31_133C|PDTC	PDTC	0.5271576691428571
