# K=4 (rows) × K=2 (cols) confusion matrix
K4	0	1
0	0	110
1	182	0
2	45	16
3	129	18

# K=4 cluster fractions in original DM1/DM2 (Variant A)
K4	frac_DM1	frac_DM2	n
0	1.0	0.0	110
1	0.0	1.0	182
2	0.22950819672131148	0.7704918032786885	61
3	0.10884353741496598	0.891156462585034	147
