k_cohorts	cohorts_used	auc_pooled_random_effects	se_pooled	ci_lo	ci_hi	Q	df	tau2	I2_percent	auc_pooled_fixed_effect
7	['TCGA-THCA', 'GSE76039', 'GSE27155', 'GSE213647', 'GSE126698', 'GSE60542', 'GSE151179']	0.8978853509217868	0.03217059420497508	0.8348309862800356	0.960939715563538	24.742421067981937	6	0.003939645053852056	75.7501499812226	0.9614150524944771
