K	silhouette	davies_bouldin	calinski_harabasz
2	0.18558336286644034	2.1916829444187633	82.23441215110726
3	0.16366199351131025	2.0315556192103306	71.16109011182229
4	0.10429001979057206	2.2135061806233995	62.89298150722259
5	0.09095413183247542	2.170503859394334	55.61914253844539
