score	k_cohorts	pooled_logOR_per_z	pooled_se	pooled_OR	pooled_p	n_positive_direction	n_total_cohorts
DM1_inflam_composite	4	0.1819266982896934	0.12057702864981218	1.1995262633305181	0.13134973654510662	4	4
lineage_portable_DM1	4	0.16807910346615576	0.11994681109494686	1.1830301887350823	0.16113026974109457	4	4
cytolytic_GZMA_PRF1	4	0.2368650465454995	0.11882961225864208	1.267270083759139	0.04622678256544366	3	4
IFNG_T_cell_inflamed	4	0.4231225250866527	0.11882250080274742	1.5267213461722857	0.00036949719885859267	4	4
HLA_class_I	4	0.29799132630913994	0.12172288155085172	1.3471501030653428	0.014360674815456997	4	4
HLA_class_II	4	0.023376535503665606	0.11969109073218888	1.0236519082770212	0.8451524365763519	3	4
TLS_CXCL13_like	4	0.08578571793143902	0.11757614287602598	1.0895728273691938	0.4656234683490612	3	4
myeloid_suppressive	4	-0.11750414066732183	0.12062958854135791	0.8891368301190088	0.3300115877312131	3	4
checkpoint_exhaustion	4	0.27710208065677683	0.11924765568950489	1.3193010392779063	0.020138743715473195	4	4
