score	n	apparent_auprc	apparent_auroc	top10_precision	top20_precision	top10_high_leakage_fraction
barneo_score	2715	0.9749960184667467	0.9771599784421827	1.0	1.0	1.0
barneo_bma_score	2715	0.902561327223775	0.9212084967839979	1.0	1.0	1.0
patient_gated_score	2715	0.9752482652037304	0.9774802533927057	1.0	1.0	1.0
patient_gated_bma_score	2715	0.8961689173785202	0.918646849378004	1.0	0.9	1.0
barneo_x_discovery_score	2715	0.9356365883968203	0.9387289170730846	0.9	0.95	0.2
barneo_x_claim_safe_score	2715	0.8132746340876406	0.8959600628180662	0.9	0.85	0.0
