cluster_1,,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell
HAPLN1,IL1RL1,0.0,0.0,0.0,0.018265386780812295,0.04606907614847509,0.010451008403075848,0.0,0.0,0.0
SEMA3G,FCGR2A,0.2148198065934358,0.18938042150579265,0.2750891566262215,0.2154367863672402,0.18999740127959705,0.27570613640002595,0.20715381779195943,0.18171443270431628,0.2674231678247452
VCAM1,VCAM1,0.15378244938673796,0.10068402411459398,0.14886375894736875,0.10068402411459398,0.047585598842450005,0.09576533367522479,0.14886375894736875,0.09576533367522479,0.14394506850799957
CCL5,ACKR4,0.0,0.23863354028691625,0.2436793606518667,0.0,0.10694609601222937,0.11199191637717985,0.0,0.2697317273211805,0.274777547686131
FLT4,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRLF1,LIFR,0.42628915000844886,0.386228238002584,0.39365737955119534,0.2420175698130141,0.20195665780714922,0.20938579935576057,0.3940509150396923,0.35399000303382744,0.3614191445824388
PCSK9,CD36,0.0,0.0,0.0,0.11052807148234872,0.038097648515582984,0.14444939143248597,0.11320544430245111,0.04077502133568536,0.14712676425258836
THBS1,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,LDLR,0.7669441313655289,0.7925169602437053,0.7865312478400699,0.2628419943311907,0.2884148232093672,0.2824291108057318,0.8165811970937475,0.842154025971924,0.8361683135682886
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.9503105503541452,0.990801891003506,0.9489110019228216,0.24115128047836015,0.2816426211277209,0.2397517320470366,0.7849187905353213,0.8254101311846821,0.7835192421039977
CCL3L1,CCR4,0.0,0.0,0.0,0.0,0.0023797159439580993,0.0,0.0,0.013066463476064437,0.0
CTSG,CXCL12,0.5189416629296763,0.10758248043573486,0.490447947165036,0.5039053107756742,0.09254612828173289,0.475411595011034,0.5421473441959975,0.13078816170205623,0.5136536284313573
KDR,FLT1,0.0,0.0,0.0,0.0857778109596852,0.10486999979983667,0.06288542190560698,0.06261270197611006,0.08170489081626155,0.03972031292203185
KDR,CDH5,0.0,0.0,0.0,0.08024516213139066,0.0941519155108297,0.10235687363088557,0.05708005314781552,0.07098680652725457,0.07919176464731044
CXCL8,MMP9,0.0,0.07142568529473767,0.06135001096976612,0.0,0.07575315355477562,0.06567747922980406,0.0,0.036968002161553194,0.026892327836581638
CCL22,CCR7,0.0,0.025431249799315988,0.03624320681735034,0.0,0.02814148962372386,0.03895344664175822,0.0,0.05690664211873928,0.06771859913677364
FLT4,KDR,0.0,0.06274175486498576,0.03957664588141063,0.0,0.05679669316397483,0.0336315841803997,0.0,0.04614735180312588,0.02298224281955075
KDR,FLT4,0.0,0.0,0.0,0.06274175486498576,0.05679669316397483,0.04614735180312588,0.03957664588141063,0.0336315841803997,0.02298224281955075
THBS1,MMP2,1.7355153991116419,0.8766574782233176,1.6056055834784766,1.3308258782382365,0.47196795734991237,1.2009160626050712,1.7990366167291647,0.9401786958408407,1.6691268010959996
NPPA,MME,0.0,0.0,0.0,0.019264479704713896,0.002261165764474187,0.012989208773122748,0.0,0.0,0.0
THBS1,MMP9,0.0,0.6484989160822974,0.6384232417573259,0.0,0.24380939520889214,0.23373372088392058,0.0,0.7120201336998204,0.701944459374849
SFTPA1,SFTPA2,0.0406105860515877,0.09846468307329696,0.015520147359273708,0.2608024607591308,0.3186565577808401,0.23571202206681685,0.06988952115730003,0.12774361817900928,0.04479908246498603
KDR,PLCG2,0.0,0.0,0.0,0.0814326069683957,0.04515174512506233,0.062333299049491614,0.058267497984820574,0.0219866361414872,0.039168190065916486
IFNG,TNF,0.0,0.0,0.0,0.0,0.0035592634653824535,0.0,0.0,0.0,0.0
PRSS3,F2RL3,0.0,0.0,0.0,0.01074605167517353,0.04696156519415802,0.035178929281530574,0.0,0.0,0.0
CSF1,TNF,0.0,0.18031231667500058,0.0,0.0,0.07239305258699583,0.0,0.0,0.12541064275821412,0.0
KDR,HSP90AA1,0.0,0.0,0.0,0.7024782791996461,0.7452602742460719,0.6573823385464955,0.679313170216071,0.7220951652624967,0.6342172295629204
THBS1,ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREG,MMP9,0.0,0.056866112801149185,0.046790438476177636,0.0,0.04073725517328493,0.03066158084831338,0.0,0.10106773760889184,0.09099206328392029
IL1RN,IL2RA,0.11689987006010832,0.03224040849113845,0.09358297605219801,0.13493912905246688,0.050279667483497006,0.11162223504455657,0.1326471725268224,0.04798771095785252,0.10933027851891208
CCL1,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,F2RL3,0.026384986109203763,0.06260049962818826,0.05081786371556081,0.011348633955201786,0.047564147474186275,0.03578151156155883,0.04959066737552513,0.08580618089450961,0.07402354498188217
PRSS2,F2RL3,0.0,0.0,0.0,0.010569214456954693,0.04678472797593918,0.035002092063311736,0.0,0.0,0.0
PRSS1,F2RL3,0.0,0.0,0.0,0.009878608649108906,0.046094122168093395,0.03431148625546595,0.0,0.0,0.0
THBS4,CD36,0.3269869133278176,0.2545564903610518,0.36090823327795485,0.1489052816042294,0.07647485863746366,0.18282660155436664,0.27957697018457756,0.2071465472178118,0.3134982901347148
MDK,PTPRB,0.24834511898182057,0.28029533442844023,0.2888719409833223,0.19888637273778678,0.23083658818440642,0.2394131947392885,0.39014680820511416,0.4220970236517338,0.43067363020661587
CSF2,CSF2,0.0,0.0,0.0,0.0,0.03164044033839384,0.02091711668446106,0.0,0.02091711668446106,0.01019379303052828
IFNG,IFNG,0.0,0.0,0.0,0.0,0.00018568341976659853,0.0,0.0,0.0,0.0
IL13,IL13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1B,0.0,0.0,0.0,0.0,0.0030211111995931228,0.0,0.0,0.0,0.0
IL1B,IL1B,0.0,0.0,0.0,0.0,0.004696361300722704,0.0,0.0,0.0,0.0
IL1RN,IL1B,0.0,0.01221256171643643,0.0,0.0,0.030251820708794994,0.0,0.0,0.02795986418315051,0.0
IL2,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657411055131392
IL22,IL22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL6,0.15955744407795094,0.08638894158049588,0.19845876433833282,0.08638894158049588,0.013220439083040813,0.12529026184087774,0.19845876433833282,0.12529026184087774,0.23736008459871466
CLU,TYROBP,1.5388370156288147,1.4363893781466426,1.8327506601151047,1.735926517999789,1.6334788805176172,2.0298401624860793,1.5554507461346474,1.4530031086524757,1.8493643906209378
ICOS,CD40LG,0.0,0.0,0.0,0.0,0.0043815287398730534,0.008011563257737594,0.0,0.014562644172092127,0.018192678689956665
CCL26,CXCR6,0.0,0.0,0.0,0.0,0.012991865196079644,0.035794197803560406,0.0,0.018658748479334412,0.04146108108681518
VEGFA,MMP9,0.0,0.09178288679149772,0.08170721246652617,0.0,0.2566031633842583,0.24652748905928673,0.0,0.13212297807743723,0.12204730375246568
OSM,CXCL10,0.036099806979850484,0.053178679784153846,0.0590584078636119,0.022568961901742415,0.039647834706045784,0.04552756278550382,0.04499958047733793,0.0620784532816413,0.06795818136109934
THBS1,VCAM1,0.7039650568255671,0.6508666315534232,0.6990463663861979,0.29927553595216183,0.24617711068001788,0.2943568455127927,0.7674862744430901,0.7143878491709462,0.7625675840037209
IFNG,TYMS,0.0,0.0,0.0,0.0159227812430463,0.060518558858521754,0.0295533860328756,0.0,0.0,0.0
CSF1,VEGFA,0.24720369776089987,0.41202397435366045,0.2875437890468394,0.1392844336728951,0.30410471026565566,0.17962452495883463,0.19230202384411343,0.357122300436874,0.23264211513005295
VEGFA,CSF1,0.24720369776089987,0.1392844336728951,0.19230202384411343,0.41202397435366045,0.30410471026565566,0.357122300436874,0.2875437890468394,0.17962452495883463,0.23264211513005295
CSF2,FLT1,0.0,0.0,0.0,0.07082154524667766,0.08991373408682914,0.04792915619259944,0.06009822159274488,0.07919041043289636,0.03720583253866666
IFNG,CD74,0.0,0.0,0.0,1.6765886962112544,1.6782017708438801,1.9467709081183626,0.0,0.0,0.0
CCL1,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,PTGS2,0.0,0.0,0.0,0.15355138390707687,0.06895595920547103,0.06003921125626763,0.17778598470949336,0.09319056000788752,0.08427381205868412
CXCL1,CXCR6,0.0,0.0,0.0,0.0,0.022690996345950336,0.0454933289534311,0.0,0.013442808716029937,0.0362451413235107
VWF,THBS1,1.3676740129788716,0.9629844921054663,1.4311952305963946,0.8997089152232165,0.49501939434981124,0.9632301328407396,1.2622647252419408,0.8575752043685356,1.325785942859464
XCL2,CCR7,0.0,0.0,0.0,0.0,0.00953472096118935,0.020346677979223706,0.0,0.010124356563122685,0.020936313581157037
XCL1,CCR4,0.0,0.012436519846757862,0.0,0.0,0.001726070379789784,0.0,0.0,0.003467889782083018,0.0
CSF2,PLAU,0.0,0.0,0.0,0.11149027342166432,0.24781032388479998,0.13406645928331423,0.10076694976773154,0.23708700023086718,0.12334313562938146
STC1,TNF,0.0,0.033890863207878735,0.0,0.0,0.045134336783968165,0.0,0.0,0.01859849250433612,0.0
CSF2,CD1A,0.0,0.0,0.0,0.030018000195526806,0.02862630028800868,0.01928037391301513,0.019294676541594027,0.0179029766340759,0.00855705025908235
CSF2,MMP9,0.0,0.0,0.0,0.0,0.03724530411929619,0.027169629794324638,0.0,0.02652198046536341,0.01644630614039186
IFNG,PTGS2,0.0,0.0,0.0,0.15020174866772157,0.06560632396611574,0.05668957601691233,0.0,0.0,0.0
CXCL8,CCR6,0.08822451918213456,0.05917818078024678,0.09702781090058633,0.0925519874421725,0.06350564904028473,0.10135527916062428,0.05376683604895008,0.024720497647062308,0.06257012776740185
CTSG,THBD,0.3035560603494997,0.07920216069015815,0.25893551499697953,0.28851970819549777,0.06416580853615617,0.24389916284297755,0.3267617416158211,0.1024078419564795,0.2821411962633009
CCL2,TNF,0.0,0.4552581640891586,0.0,0.0,0.06682845481410561,0.0,0.0,0.3814421691317925,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,VEGFA,0.0,0.0,0.0,0.07380027979063704,0.23862055638339763,0.11414037107657656,0.09803488059305353,0.2628551571858141,0.13837497187899306
PPBP,CCR4,0.0,0.0,0.0,0.0,0.007328703548348782,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.0,0.0,0.0,0.0,0.04748952613722085,0.07029185874470162,0.0,0.07194484613283486,0.09474717874031562
CXCL13,CCR6,0.05616897013452318,0.02712263173263541,0.06497226185297496,0.04970673032053215,0.02066039191864437,0.05851002203898392,0.05209487641499902,0.02304853801311124,0.060898168133450795
IL2,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.5049071989276193,0.09354801643367791,0.47641348316297905
IL6,VEGFA,0.15013652488037393,0.3149568014731345,0.19047661616631345,0.07696802238291886,0.24178829897567944,0.11730811366885838,0.18903784514075578,0.3538581217335164,0.2293779364266953
CCL8,CCR4,0.0,0.016521271408593823,0.0,0.0,0.005161778047317412,0.0,0.0,0.008799535513885128,0.0
CD40LG,C3,0.0,0.0,0.0,1.6143113320848115,0.5370427358165522,1.5362171861754512,1.617941366602676,0.5406727703344166,1.5398472206933158
CXCL14,CCR7,0.0,0.7588141039960763,0.7696260610141107,0.0,0.12058655157547422,0.13139850859350857,0.0,0.7997180595435729,0.8105300165616073
CXCL11,CCR6,0.0,0.0,0.0,0.049080539707225444,0.02003420130533767,0.05788383142567722,0.0,0.0,0.0
CXCL11,CXCR6,0.0,0.0,0.0,0.0,0.019912424228640542,0.042714756836121304,0.0,0.0,0.0
CXCL12,CCR6,0.5398440614894584,0.5107977230875707,0.5486473532079102,0.1284848789955171,0.09943854059362933,0.13728817071396887,0.5113503457248182,0.48230400732293044,0.52015363744327
CXCL9,CCR4,0.0,0.0,0.0,0.0,0.0612055129670014,0.0,0.0,0.0710678180063246,0.0
IL2,IDO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03501846192695012,0.03491537156817201
CCL1,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.0,0.0,0.0,0.14495810141697987,0.11958398716328422,0.18972934156758153,0.0,0.0,0.0
CCL7,CCR7,0.0,0.0,0.0,0.0,0.00872490446015102,0.019536861478185376,0.0,0.0,0.0
XCL1,CCR7,0.0,0.01920278186686213,0.03001473888489648,0.0,0.00849233239989405,0.019304289417928406,0.0,0.010234151802187284,0.021046108820221638
CSF3,MMP9,0.0,0.0404865213096619,0.030410846984690345,0.0,0.02258071970724077,0.012505045382269216,0.0,0.04167501772856484,0.031599343403593286
IL1B,CSF1,0.0,0.0,0.0,0.17919407556986278,0.07127481148185802,0.12429240165307633,0.0,0.0,0.0
CSF2,CDH11,0.0,0.0,0.0,0.2859237807228536,0.15640648507064286,0.22841624050392373,0.2752004570689208,0.14568316141671006,0.21769291684999093
ADIPOQ,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017416223150964957,0.0
TNF,CDK6,0.0,0.0,0.0,0.02318043284185712,0.013133229347865455,0.034884123681049345,0.0,0.0,0.0
CCL4,CCR7,0.0,0.08432869870992322,0.09514065572795757,0.0,0.04187286446533652,0.05268482148337088,0.0,0.16804981816347586,0.17886177518151022
CXCL1,CCR7,0.0,0.0,0.0,0.0,0.020608146931064338,0.03142010394909869,0.0,0.011359959301143939,0.022171916319178295
CCL13,CCR6,0.06802500508449696,0.03897866668260919,0.07682829680294873,0.08475655248006349,0.05571021407817571,0.09355984419851526,0.26859306208986455,0.23954672368797675,0.2773963538083163
CXCL8,CCR7,0.0,0.05697355428866366,0.06778551130669802,0.0,0.0613010225487016,0.07211297956673596,0.0,0.02251587115547918,0.033327828173513534
IFNG,PIGR,0.0,0.0,0.0,0.0,0.012952490864028643,0.0,0.0,0.0,0.0
CALCA,CDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR6,0.0,0.0,0.0,0.04002797539320014,0.010981636991312365,0.048831267111651915,0.0,0.0,0.0
CSF3,TNF,0.0,0.02252785911506178,0.0,0.0,0.004622057512640653,0.0,0.0,0.02371635553396472,0.0
CXCL2,CCR7,0.0,0.0,0.0,0.0,0.04540667672233485,0.05621863374036921,0.0,0.06986199671794886,0.08067395373598321
CXCL12,MMP13,0.0,0.5041661457518152,0.0,0.0,0.09280696325787383,0.0,0.0,0.47567242998717496,0.0
CXCL12,CXCR6,0.0,0.5106759460108735,0.5334782786183543,0.0,0.0993167635169322,0.12211909612441296,0.0,0.4821822302462333,0.5049845628537141
PPBP,CXCR6,0.0,0.0,0.0,0.0,0.016177814983339044,0.03898014759081981,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,PTGS2,0.0,0.0,0.0,0.15090694484917005,0.06631152014756422,0.057394772198360824,0.1545369793670346,0.06994155466542877,0.061024806716225365
CCL5,MMP9,0.0,0.25467882124079955,0.24460314691582802,0.0,0.1229913769661127,0.11291570264114115,0.0,0.28577700827506386,0.2757013339500923
RELN,ITGB6,0.0,0.18649716056639415,0.05405581665474844,0.0,0.1713394176205534,0.038898073708907695,0.0,0.19105008486684988,0.05860874095520416
IFNG,CTSL,0.0,0.0,0.0,0.25197389476024235,0.15479971758576377,0.32610892177973483,0.0,0.0,0.0
CCL17,CCR6,0.21458793569494175,0.18554159729305397,0.22339122741339354,0.1534477457166483,0.12440140731476053,0.16225103743510008,0.29422103588170534,0.26517469747981753,0.3030243276001571
IFNG,CTSK,0.0,0.0,0.0,0.548115546805669,0.1334260456871846,0.48952563912634733,0.0,0.0,0.0
CCL13,CXCR6,0.0,0.038856889605912055,0.06165922221339282,0.0,0.055588437001478586,0.07839076960895935,0.0,0.23942494661127964,0.2622272792187604
IFNG,CD40LG,0.0,0.0,0.0,0.0,0.000890879601215093,0.004520914119079633,0.0,0.0,0.0
TNF,PTGS2,0.0,0.0,0.0,0.15357532871333743,0.0689799040117316,0.060063156062528184,0.0,0.0,0.0
IL1A,ITGA6,0.0,0.0,0.0,0.03953027467328403,0.08002161532264482,0.03813072624196048,0.0,0.0,0.0
IL6,NOTCH3,0.5223169503388582,0.39665963615921246,0.4694776601548261,0.44914844784140306,0.3234911336617574,0.39630915765737107,0.56121827059924,0.43556095641959436,0.508378980415208
IL1B,PTGS2,0.0,0.0,0.0,0.15245708760819962,0.06786166290659379,0.05894491495739038,0.0,0.0,0.0
IFNG,TPO,0.0,0.0,0.0,0.11855360178230887,0.08816240279237396,0.16947737270932706,0.0,0.0,0.0
IGF1,HMOX1,0.8381238988152258,0.7793474149761815,1.0392470019347626,0.16366015680152168,0.10488367296247747,0.36478325992105853,0.5700437511644896,0.5112672673254454,0.7711668542840264
SAA1,MMP9,0.0,0.10233299390855016,0.0922573195835786,0.0,0.04720592495019542,0.03713025062522387,0.0,0.12880276733108081,0.11872709300610926
CXCL11,CCR7,0.0,0.0,0.0,0.0,0.017829574813754544,0.0286415318317889,0.0,0.0,0.0
CCL4,CXCR6,0.0,0.08641154812480922,0.10921388073228998,0.0,0.04395571388022252,0.06675804648770328,0.0,0.17013266757836187,0.19293500018584264
CCL2,CXCR6,0.0,0.46084754469257067,0.48364987730005143,0.0,0.0724178354175177,0.09522016802499847,0.0,0.3870315497352046,0.40983388234268536
COMP,ITGA6,1.0058563881450229,1.0463477287943836,1.0044568397136995,0.4351513448776446,0.47564268552700545,0.4337517964463211,0.9981144250815394,1.0386057657309,0.9967148766502157
CXCL3,CXCR6,0.0,0.0,0.0,0.0,0.016213128354190476,0.03901546096167124,0.0,0.014814431962730669,0.03761676457021143
CCL20,CXCR6,0.0,0.0,0.0,0.0,0.036728670558977564,0.05953100316645833,0.0,0.017693116464874037,0.0404954490723548
CCL18,CCR6,0.06660615073310004,0.03755981233121227,0.07540944245155182,0.07825503106929987,0.049208692667412096,0.08705832278775164,0.20683775652251948,0.1777914181206317,0.21564104824097127
IFNG,KLRD1,0.0,0.0,0.0,0.032036681719078135,0.00611635236127523,0.0489262976486808,0.0,0.0,0.0
FLT4,FLT1,0.08696659406026205,0.10605878290041353,0.06407420500618383,0.08102153235925112,0.1001137211994026,0.058129143305172895,0.07037219099840217,0.08946437983855364,0.04747980194432395
CCL3,CXCR6,0.0,0.028117239718473883,0.05091957232595465,0.0,0.023531698605360557,0.04633403121284132,0.0,0.05340161917396552,0.07620395178144629
CXCL2,CCR6,0.0,0.0,0.0,0.07665764161580575,0.047611303213917974,0.08546093333425753,0.10111296161141975,0.07206662320953199,0.10991625332987154
CSF2,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,SFTPA1,0.15695410194220366,0.3771459766497468,0.186233037047916,0.04120071517340777,0.26139258988095093,0.07047965027912009,0.2008745959239146,0.42106647063145775,0.23015353102962693
VEGFA,PDGFRB,0.4951295422183143,0.28032844471322654,0.5701008866961729,0.6599498188110748,0.44514872130598715,0.7349211632889334,0.5354696335042538,0.32066853599916606,0.6104409779821124
CCL1,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP9,0.0,0.0,0.0,0.0,0.023773264600460624,0.01369759027548907,0.0,0.0,0.0
CCL3L1,CCR6,0.0,0.0,0.0,0.040396942857533265,0.01135060445564549,0.04920023457598504,0.0510836903896396,0.02203735198775183,0.059886982108091374
CCL14,CCR6,0.3453032308154636,0.3162568924135758,0.35410652253391534,0.0917077314563378,0.06266139305445002,0.10051102317478958,0.2838582785844,0.25481194018251224,0.2926615703028518
CCL2,VEGFA,0.5221495451750578,0.6869698217678184,0.5624896364609974,0.1337198359000049,0.29854011249276546,0.17405992718594443,0.44833355021769183,0.6131538268104524,0.48867364150363135
XCL1,CXCR6,0.0,0.021285631281748124,0.044087963889228886,0.0,0.010575181814780047,0.03337751442226081,0.0,0.012317001217073282,0.035119333824554046
XCL2,CCR4,0.0,0.0,0.0,0.0,0.0027684589410850837,0.0,0.0,0.0033580945430184183,0.0
IL17A,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CXCR6,0.0,0.03743803525451514,0.06024036786199591,0.0,0.049086915590714965,0.07188924819819573,0.0,0.1776696410439346,0.20047197365141534
TPSAB1,MMP2,0.0,0.0,0.0,1.1106190779633536,0.25176115707502933,0.9807092623301883,1.1429636082708292,0.28410568738250497,1.013053792637664
CCL13,CCR7,0.0,0.03677404019102606,0.04758599720906041,0.0,0.05350558758659259,0.06431754460462694,0.0,0.23734209719639363,0.248154054214428
IFNG,LOX,0.0,0.0,0.0,0.28568598934092804,0.09690542173195126,0.2212407386979346,0.0,0.0,0.0
IL17A,MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,CXCR6,0.0,0.026553856245183544,0.04935618885266431,0.0,0.04363272904948691,0.06643506165696766,0.0,0.049512457128944955,0.07231478973642572
CCL20,CCR4,0.0,0.0,0.0,0.0,0.027879559123987305,0.0,0.0,0.008844005029883771,0.0
CCL7,CXCR6,0.0,0.0,0.0,0.0,0.010807753875037018,0.03361008648251778,0.0,0.0,0.0
CD40LG,VEGFA,0.0,0.0,0.0,0.07115584073273024,0.23597611732549081,0.11149593201866975,0.07478587525059478,0.23960615184335535,0.1151259665365343
CSF3,BIRC3,0.0,0.08316823462169906,0.06389990340006242,0.0,0.06526243301927794,0.045994101797641296,0.0,0.084356731040602,0.06508839981896536
XCL2,CXCR6,0.0,0.0,0.0,0.0,0.011617570376075347,0.03441990298355611,0.0,0.012207205978008681,0.03500953858548944
IL20,PTGS2,0.0,0.0,0.0,0.15067329555652417,0.06607787085491834,0.05716112290571494,0.0,0.0,0.0
IL6,MMP9,0.0,0.10120380598907475,0.09112813166410319,0.0,0.028035303491619677,0.017959629166648124,0.0,0.1401051262494566,0.13002945192448506
CCL8,CXCR6,0.0,0.025370382843584085,0.04817271545106484,0.0,0.014010889482307675,0.03681322208978843,0.0,0.017648646948875392,0.040450979556356154
CCL21,CCR4,0.0,0.4476018997330319,0.0,0.0,0.09749894602344857,0.0,0.0,0.5243098799804908,0.0
IL12B,CXCL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPA,TNF,0.0,0.0,0.0,0.0,0.0036694641006504215,0.0,0.0,0.0,0.0
IL1B,MMP3,0.0,0.0,0.0,0.027387742019162328,0.002657556867178395,0.014159848485918967,0.0,0.0,0.0
CCL7,CCR4,0.0,0.0,0.0,0.0,0.0019586424400467547,0.0,0.0,0.0,0.0
CCL14,CCR7,0.0,0.3140522659219927,0.32486422294002704,0.0,0.0604567665628669,0.07126872358090125,0.0,0.2526073136909291,0.2634192707089634
PPBP,CCR6,0.0,0.0,0.0,0.04534593046192395,0.016299592060036172,0.054149222180375725,0.0,0.0,0.0
TNF,CXCL10,0.0,0.0,0.0,0.02096447564177144,0.03804334844607481,0.04392307652553285,0.0,0.0,0.0
IL6,HMOX1,0.18030736843744916,0.12153088459840494,0.381430471556986,0.10713886593999408,0.048362382100949876,0.30826196905953096,0.219208688697831,0.1604322048587868,0.4203317918173679
CCL22,CCR6,0.05668221469278689,0.027635876290899114,0.06548550641123867,0.05939245451719476,0.030346116115306986,0.06819574623564653,0.08815760701221018,0.05911126861032241,0.09696089873066197
CCL2,F3,0.5578097789375871,0.522270784372194,0.5747662274925798,0.16938006966253405,0.133841075097141,0.18633651821752673,0.48399378398022097,0.4484547894148279,0.5009502325352136
MDK,VEGFA,0.30522459083133274,0.47004486742409335,0.34556468211727226,0.25576584458729895,0.42058612118005956,0.29610593587323847,0.4470262800546263,0.611846556647387,0.4873663713405658
IL2,FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR6,0.7900650688895472,0.7610187304876594,0.798868360607999,0.1518375164689451,0.12279117806705735,0.1606408081873969,0.8309690244370438,0.801922686035156,0.8397723161554956
SPARC,MMP14,1.739222358774256,1.7602122967969172,1.8557058814742808,1.227572535458385,1.2485624734810463,1.34405605815841,1.6691844509793567,1.690174389002018,1.7856679736793817
IL10,CD14,0.0,0.0,0.0,0.2838978145796165,0.10650843802347616,0.5224130005109887,0.30813241538203295,0.13074303882589267,0.5466476013134052
IL1A,CSF1,0.0,0.0,0.0,0.17751882546873318,0.06959956138072844,0.12261715155194675,0.0,0.0,0.0
IL2,HSP90AA1,0.0,0.0,0.0,0.0,0.0,0.0,0.6749888485930986,0.7177708436395244,0.629892907939948
CCL5,CCR6,0.27147765512819644,0.24243131672630866,0.2802809468466482,0.1397902108535096,0.11074387245162182,0.14859350257196136,0.30257584216246075,0.27352950376057295,0.3113791338809125
CCL2,CCR6,0.4900156601711556,0.4609693217692678,0.49881895188960734,0.10158595089610262,0.07253961249421484,0.11038924261455438,0.41619966521378954,0.38715332681190173,0.42500295693224127
CSF2,MMP14,0.0,0.0,0.0,0.14472331112302383,0.16571324914568508,0.2612068338230487,0.13399998746909103,0.15498992549175228,0.2504835101691159
PI3,TNF,0.0,0.0,0.0,0.0,0.004745235361152581,0.0,0.0,0.0,0.0
OSM,PTGS2,0.16871066005141647,0.08411523534981064,0.07519848740060722,0.1551798149733084,0.07058439027170256,0.06166764232249916,0.1776104335489039,0.09301500884729808,0.08409826089809468
FGF7,PDGFRA,0.4664489615846563,0.2037067700143663,0.4216767092373808,0.35069557481586044,0.08795338324557041,0.30592332246858495,0.5103694555663673,0.24762726399607723,0.46559720321909176
CCL13,CCR4,0.0,0.030007778170921793,0.0,0.0,0.04673932556648832,0.0,0.0,0.23057583517628938,0.0
COL6A3,ITGA6,0.9715212340708133,1.012012574720174,0.9701216856394896,0.37603422760916094,0.4165255682585218,0.37463467917783744,0.9119014269947834,0.9523927676441442,0.9105018785634598
CCL3,CCR7,0.0,0.026034390303587885,0.036846347321622244,0.0,0.02144884919047456,0.032260806208508915,0.0,0.05131876975907952,0.06213072677711388
COMP,ITGB6,0.0,1.1346361867755543,1.0021948428639087,0.0,0.563931143508176,0.43148979959653033,0.0,1.1268942237120707,0.994452879800425
IGFBP2,CD24,0.6674375412640748,1.6089844429838849,0.7698891402839065,0.40576265909204057,1.3473095608118506,0.5082142581118723,0.44764391889418476,1.3891908206139947,0.5500955179140166
IL6,PTGS2,0.22988762899681375,0.1452922042952079,0.1363754563460045,0.15671912649935868,0.07212370179775285,0.06320695384854944,0.2687889492571956,0.18419352455558977,0.17527677660638635
IFNG,CXCL9,0.0,0.0,0.0,0.0,0.06109166375296371,0.07095396879228691,0.0,0.0,0.0
CSF3,CXCL12,0.520681581011525,0.10932239851758357,0.4921878652468847,0.5027757794091038,0.09141659691516245,0.47428206364446357,0.5218700774304279,0.11051089493648651,0.49337636166578763
IGF1,FLT4,0.7695605213995333,0.7636154596985224,0.7529661183376735,0.0950967793858293,0.08915171768481837,0.07850237632396942,0.5014803737487972,0.4955353120477863,0.4848859706869373
IL1B,PTGDS,0.0,0.0,0.0,0.8440961577658511,0.09981237553041256,0.7552409684242491,0.0,0.0,0.0
