ligand_receptor,cluster_pair,mean,pval
"('DCN', 'LRP1')","('Fibroblast', 'Fibroblast')",2.723920907135363,0.0
"('DCN', 'LRP1')","('Fibroblast', 'Myeloid cell')",2.6615027288452486,0.0
"('DCN', 'LRP1')","('Myeloid cell', 'Fibroblast')",2.56183207498083,0.0
"('DCN', 'LRP1')","('Myeloid cell', 'Myeloid cell')",2.4994138966907156,0.0
"('CLU', 'TYROBP')","('Malignant cell', 'Myeloid cell')",2.0298401624860793,0.0
"('DCN', 'LRP1')","('Fibroblast', 'Malignant cell')",1.9711424190546052,0.0
"('DCN', 'VEGFA')","('Fibroblast', 'Malignant cell')",1.899230345095893,0.0
"('HLA-DRA', 'LGMN')","('Myeloid cell', 'Myeloid cell')",1.87389298054305,0.0
"('SPARC', 'MMP14')","('Fibroblast', 'Myeloid cell')",1.8557058814742808,0.0
"('APOE', 'LRP1')","('Myeloid cell', 'Fibroblast')",1.851761791985903,0.0
"('CLU', 'TYROBP')","('Myeloid cell', 'Myeloid cell')",1.8493643906209378,0.0
"('HLA-DRB1', 'LGMN')","('Myeloid cell', 'Myeloid cell')",1.8390391908295745,0.0
"('CLU', 'TYROBP')","('Fibroblast', 'Myeloid cell')",1.8327506601151047,0.0
"('DCN', 'LRP1')","('Myeloid cell', 'Malignant cell')",1.8090535869000721,0.0
"('HLA-DRA', 'CTSL')","('Myeloid cell', 'Myeloid cell')",1.8009119192501166,0.0
"('VWF', 'LRP1')","('Fibroblast', 'Fibroblast')",1.8004688223203025,0.0
"('THBS1', 'MMP2')","('Myeloid cell', 'Fibroblast')",1.7990366167291647,0.0
"('APOE', 'LRP1')","('Myeloid cell', 'Myeloid cell')",1.7893436136957885,0.0
"('SPARC', 'MMP14')","('Myeloid cell', 'Myeloid cell')",1.7856679736793817,0.0
"('IL6', 'DCN')","('Myeloid cell', 'Fibroblast')",1.7827323079610913,0.0
"('DCN', 'VEGFA')","('Fibroblast', 'Myeloid cell')",1.774750159789072,0.0
"('HLA-DRB1', 'CTSL')","('Myeloid cell', 'Myeloid cell')",1.766058129536641,0.0
"('SPARC', 'MMP14')","('Fibroblast', 'Malignant cell')",1.7602122967969172,0.0
"('TG', 'TPO')","('Malignant cell', 'Myeloid cell')",1.7524341374968377,0.0
"('THBS1', 'LRP1')","('Myeloid cell', 'Fibroblast')",1.75046369122335,0.0
"('IL6', 'DCN')","('Fibroblast', 'Fibroblast')",1.7438309877007094,0.0
"('SPARC', 'MMP14')","('Fibroblast', 'Fibroblast')",1.739222358774256,0.0
"('VWF', 'LRP1')","('Fibroblast', 'Myeloid cell')",1.738050644030188,0.0
"('DCN', 'VEGFA')","('Myeloid cell', 'Malignant cell')",1.7371415129413599,0.0
"('THBS1', 'MMP2')","('Fibroblast', 'Fibroblast')",1.7355153991116419,0.0
