AUROC	AUPRC	Brier	ECE	n	n_pos	held_out_source
0.6010455224365219	0.9308442765274467	0.43367549777030945	0.5812802777225577	589	531	CEDAR
0.6032654792196778	0.32034132213073496	0.2264222651720047	0.14007597855072002	537	144	NEPdb
0.6653977921583556	0.09993564558615087	0.2901807129383087	0.45502713894055896	605	37	TESLA_mmc4
0.4959150326797386	0.01532075821139322	0.2529910206794739	0.4442979441294747	310	4	TESLA_mmc7_validation
