proxy	spearman_vs_response_index	spearman_vs_top_clone_frac	spearman_vs_cytotoxic_score	mean_rank	top_sample
NeoPrecis_style_proxy	0.41666666666666663	-0.15	0.39999999999999997	5.0	CTMS10_mFOL1
NeoICI_style_proxy	0.8166666666666667	0.2333333333333333	0.8666666666666667	5.0	CTMS1_followup4
