dataset	sample	response_index	top_clone_frac	cytotoxic_score	exhaustion_score	activation_score	memory_score	NeoPrecis_style_proxy	NeoICI_style_proxy
GSE222011	CTMS1_mFOL1	-0.0164010714926615	0.03709646969983	-0.026915651136314	0.002357331453805	0.025743822194915	0.3466160514176704	0.29386040288277626	0.19596272053196725
GSE222011	CTMS1_followup4	0.418714711927347	0.1122521019190039	0.4003345899694543	-0.0008060970649006	0.0351480497859841	0.409559225757492	0.3307415832704228	0.40049237635610935
GSE222011	CTMS10_mFOL1	0.0643753415347969	0.0429262628217534	0.0797474738593778	-0.0044604233116733	-0.0396651112725083	0.8890550552271266	0.354678956762001	0.30999740719941293
GSE222011	CTMS11_mFOL1	0.0425135351374345	0.0247885525825841	0.0162567074346012	0.0151835796333642	0.082880814672395	0.4082935012037602	0.3129405525864568	0.23700221024922868
GSE222011	CTMS29_mFOL1	0.0562320471606987	0.0172556741631257	0.0670126132823517	0.0106084264066119	-0.0003442794300819	0.7391102943350056	0.33085201104384354	0.28934488630879684
GSE255830	Pt_#6, replicate A	0.0037661242866956	0.0077449335226539	0.0142182254932146	0.0123628825237549	0.003821562634472	0.6088399517961192	0.3188456301857847	0.24682515252141918
GSE255830	Pt_#7, replicate A	-0.0569035199423711	0.0049282504710827	-0.0637407657853541	-0.0005454216754485	0.0125836483350686	0.7133601050469223	0.3395786438318211	0.23154839648871342
GSE255830	Pt_#8, replicate A	0.0328402795499839	0.0305810397553516	-0.0477771098375746	-0.0060835400364324	0.1490676987022521	0.2863789164541165	0.31214283420948663	0.20963659372223675
GSE255830	Pt_#8, replicate B	-0.0071629886904091	0.0304535232383808	-0.0607394666065327	-0.0051161801896741	0.096920595452899	0.2744962770177611	0.2997549341996391	0.18883925747140032
