	AUPRC	AUPRC	AUROC	AUROC	top10_hits	top10_hits
split	academic_validation_like	industrial_locked_v0	academic_validation_like	industrial_locked_v0	academic_validation_like	industrial_locked_v0
algorithm						
BigMHC_IM	0.3337050077519977	0.5781211163564105	0.8277283575612931	0.6111111111111112	4.0	4.0
Current_mode_bank_v4	0.8863066757803602	0.6279786662139604	0.97244521588197	0.638888888888889	9.0	5.0
Public_anchor_v3	0.3188402264384474	0.6279786662139604	0.7977869385983943	0.638888888888889	4.0	5.0
RF_anchor_heuristic_v1	0.4017050252027736	0.4021107314585575	0.9444564981557823	0.5069444444444444	3.0	4.0
RF_anchor_stack_v1	0.34309173887213823	0.34517224109901457	0.9390323280538078	0.42361111111111116	4.0	3.0
RF_biophys	0.3235053983133306	0.3164132136531966	0.8904317639401171	0.35416666666666663	3.0	3.0
