	p_DM2	DM_call	metric_A_raw_logTPM_mean	metric_B_within_sample_z	metric_C_per_gene_z_across_cohort	metric_D_per_gene_rank_pct
0	0.970401161697656	DM2	14.684814144648378	-2.220446049250313e-16	0.11071536398964792	0.5408653846153846
1	0.970401161697656	DM2	14.684814144648378	-2.220446049250313e-16	0.11071536398964792	0.5408653846153846
2	0.934177567051066	DM2	14.81028743211474	-3.0531133177191805e-16	0.09769630988239386	0.5548076923076923
3	0.9921296637078936	DM2	13.421415389838105	3.0531133177191805e-16	-0.7145583986335586	0.2586538461538461
4	0.8990794044041238	DM2	14.11750348630088	-1.1934897514720433e-15	-0.3778924804250705	0.3620192307692308
5	0.6191619080107046	DM2	14.746740980768287	-4.163336342344337e-16	-0.013902573269067145	0.47307692307692306
6	0.945329349921303	DM2	14.291650250305612	-3.3306690738754696e-16	-0.22014669440504525	0.425
7	0.997840628239963	DM2	14.78918242435523	2.220446049250313e-16	0.3350535276530888	0.6062500000000001
8	0.902919411368208	DM2	14.442759718156816	2.7755575615628914e-16	-0.15366856141540175	0.4519230769230769
9	0.8216141648850698	DM2	14.547144723732155	4.440892098500626e-16	-0.12322681519682957	0.4639423076923077
10	0.7686898856067526	DM2	13.742122568439584	6.800116025829084e-16	-0.695096858213826	0.2865384615384615
11	0.9500864830870488	DM2	15.529517325419718	5.551115123125783e-17	0.5535300944102527	0.6908653846153846
12	0.8908736770254985	DM2	14.23805865795946	7.216449660063518e-16	-0.3192954443591111	0.38798076923076924
13	0.8501882642275695	DM2	14.156555497646691	-1.3877787807814457e-16	-0.3790147654442149	0.33605769230769234
14	0.742304525725018	DM2	14.944667361210419	-1.1102230246251565e-16	0.08960139986564025	0.5423076923076924
15	0.9538539871485944	DM2	16.09148644026687	1.0547118733938987e-15	0.9521556646634771	0.7725961538461539
16	0.8841759522418697	DM2	14.777723165132318	-6.938893903907228e-16	0.07036364605167873	0.5375
17	0.2940682238842426	DM1	14.598947160865409	1.6653345369377348e-16	-0.2564842616202831	0.38221153846153844
18	0.9036883373872872	DM2	14.91942605692482	5.828670879282072e-16	0.1388765180522535	0.5605769230769231
19	0.114869372432903	DM1	14.675695057914758	3.5735303605122226e-16	-0.21961899031138188	0.3918269230769231
20	0.9757599552769132	DM2	14.567990360088656	1.6653345369377348e-16	-0.0002382984143621883	0.5004807692307692
21	0.9935022193005816	DM2	14.987230704180176	9.992007221626409e-16	0.3436631122534878	0.6100961538461538
22	0.966788314602698	DM2	15.059308340772336	-8.326672684688674e-17	0.2618909335637742	0.5923076923076922
23	0.7812911816888375	DM2	14.208830068002275	-3.3306690738754696e-16	-0.38324532201067224	0.3716346153846154
24	0.9621663882482604	DM2	13.405657432673452	-3.3306690738754696e-16	-0.8421074376846911	0.2639423076923077
25	0.95689258252341	DM2	14.480378385705595	-2.498001805406602e-16	-0.05965630298181785	0.48125
26	0.923829506821642	DM2	14.419062431189328	-8.881784197001252e-16	-0.16881897499605664	0.4461538461538462
27	0.3125606075648882	DM1	14.724052120406691	-6.38378239159465e-16	-0.11661021668665	0.44903846153846155
28	0.7446168818790234	DM2	14.579333860809443	-1.942890293094024e-16	-0.13244159156561122	0.4543269230769231
29	0.998869414516962	DM2	15.889892756354875	-6.106226635438361e-16	0.8874498571661745	0.7466346153846154
30	0.9297262869976164	DM2	14.347800028803302	5.551115123125783e-17	-0.1948470491523891	0.42836538461538465
31	0.9997811123145384	DM2	15.834444948104224	3.3306690738754696e-16	0.820986366593712	0.739423076923077
32	0.7982181287895002	DM2	14.41455257918459	-2.7755575615628914e-17	-0.2195797636235062	0.4149038461538462
33	0.167203221259913	DM1	14.760303856269557	6.522560269672795e-16	-0.14417920132847345	0.4177884615384615
34	0.973197838341725	DM2	14.243632908012987	5.551115123125783e-17	-0.19009413466459632	0.4384615384615384
35	0.556196728775584	DM2	14.971003355052334	3.608224830031759e-16	0.08735289982766084	0.5269230769230769
36	0.8908970996463738	DM2	14.631439016722016	-4.440892098500626e-16	-0.04430469995285266	0.49230769230769234
37	0.9521977291877202	DM2	15.51823626871658	5.828670879282072e-16	0.5912345392797932	0.6961538461538461
38	0.9934026828557064	DM2	14.30699919687196	-5.551115123125783e-17	-0.137092068704879	0.4692307692307692
39	0.5423061974235819	DM2	15.042980374073599	5.828670879282072e-16	0.15316138253200084	0.5605769230769231
40	0.9799271438769112	DM2	14.844646669578884	-9.71445146547012e-16	0.20297646408465234	0.5711538461538461
41	0.947555800129006	DM2	15.499967269580964	1.0547118733938987e-15	0.5885515954189788	0.6889423076923077
42	0.91128901373599	DM2	13.496794781464281	-1.1102230246251565e-16	-0.7993623020875418	0.2504807692307693
43	0.9856979181075576	DM2	13.847162783512516	2.7755575615628914e-17	-0.462748651521789	0.3485576923076923
44	0.9348615802499068	DM2	13.943326348619795	4.579669976578771e-16	-0.506545965322696	0.33125
45	0.7027611019657815	DM2	15.128476098892644	2.914335439641036e-16	0.22778260300118042	0.591346153846154
46	0.8948720592669004	DM2	14.683830626837224	-5.551115123125783e-17	0.0053440490678826336	0.5120192307692308
47	0.9793800707932988	DM2	14.231906934960149	0.0	-0.20883383620100932	0.4451923076923077
48	0.9998686161754962	DM2	15.02872012617315	4.440892098500626e-16	0.543700956481448	0.6206730769230768
49	0.8559109454269755	DM2	14.054660645105992	1.8041124150158794e-16	-0.46326138252666044	0.3399038461538461
50	0.9642928258445838	DM2	13.80729668808862	1.942890293094024e-16	-0.5145626073287946	0.3240384615384615
51	0.5328860660862045	DM2	15.234095262113934	-2.220446049250313e-16	0.16149658319520035	0.5557692307692308
